"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",60,12,13,25,0.42,6,4,4,1,0,118
"Sean Courtney",1985-10-16,"C","Erie Otters",62,3,22,25,0.4,-3,1,14,0,0,9
"Brad Bonello",1984-04-15,"LW","Erie Otters",60,12,12,24,0.4,-3,3,3,1,0,102
"Karol Sloboda",1983-05-16,"D","Ottawa 67's",60,7,17,24,0.4,31,0,1,2,0,50
"Jesse Gimblett",1985-01-04,"LW","Owen Sound Attack",63,15,8,23,0.37,-12,2,2,4,0,27
"Patrick Barbieri",1982-04-03,"LW","London Knights",62,9,14,23,0.37,6,2,0,0,1,44
"Frank Rediker",1985-03-15,"D","Windsor Spitfires",59,9,13,22,0.37,7,3,4,1,0,170
"Cam Janssen",1984-04-15,"RW","Windsor Spitfires",64,5,17,22,0.34,-7,0,3,1,0,268
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",67,10,11,21,0.31,4,4,1,1,0,71
"Tim Sestito",1984-08-28,"LW","Plymouth Whalers",51,10,11,21,0.41,11,2,4,3,0,40
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",68,8,12,20,0.29,4,1,2,0,0,27
"Vladimir Skoda",1983-10-10,"RW","Sault Ste. Marie Greyhounds",61,8,12,20,0.33,-2,1,2,1,0,8
"Tyler Leggo",1984-02-13,"C","Sudbury Wolves",65,11,8,19,0.29,-3,0,1,0,0,103
"Fred Hatziioannou",1983-03-10,"D","Owen Sound Attack",67,8,11,19,0.28,-17,1,3,1,0,61
"Dan Speer",1984-12-05,"C","Sudbury Wolves",63,5,14,19,0.3,-14,2,7,1,0,26
"John Mitchell",1985-01-22,"C","Plymouth Whalers",62,9,9,18,0.29,1,0,1,1,0,23
"Rob Shilton",1982-06-24,"C","Sudbury Wolves",39,7,11,18,0.46,0,2,1,0,0,10
"Danny Fritsche",1985-07-13,"C","Sarnia Sting",17,5,13,18,1.06,1,2,1,1,0,20
"Rick Steadman",1984-06-09,"D","London Knights",68,5,13,18,0.26,-8,0,1,1,0,58
"Shandor Alphonso",1984-05-24,"LW","Sudbury Wolves",58,4,14,18,0.31,-15,0,2,1,0,37
"Ryan Hastings",1985-08-03,"D","Sudbury Wolves",61,2,16,18,0.3,-7,0,6,0,0,50
"Patrick Turcotte",1984-03-26,"C","Brampton Battalion",61,7,10,17,0.28,-16,2,2,1,0,56
"Andrew Smale",1982-06-14,"RW","Mississauga IceDogs",68,6,11,17,0.25,-10,1,0,0,0,72
"Ryan Del Monte",1983-09-13,"C","Sarnia Sting",67,6,11,17,0.25,-17,2,2,0,0,62
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",51,10,6,16,0.31,2,0,0,1,0,30
"Oliver Maron",1983-09-30,"D","Belleville Bulls",64,7,9,16,0.25,15,3,0,1,0,43
"Mark Langdon",1983-03-12,"C","Barrie Colts",29,6,10,16,0.55,5,1,3,2,1,17
"Chris Robertson",1984-01-10,"C","Sudbury Wolves",29,4,12,16,0.55,5,0,0,1,0,16
"Paul Giallonardo",1984-02-29,"D","Windsor Spitfires",55,3,13,16,0.29,3,1,3,0,0,68
"Rafal Martynowski",1984-08-07,"C","Kitchener Rangers",53,7,8,15,0.28,5,0,0,2,1,21
"Chad McCaffrey",1984-06-19,"C","Kitchener Rangers",54,8,6,14,0.26,2,1,2,3,0,2
"Ryan Rorabeck",1985-02-27,"C","Toronto St. Michael's Majors",61,8,6,14,0.23,-8,2,1,2,1,10
"Zack Stortini",1985-09-11,"RW","Sudbury Wolves",65,8,6,14,0.22,-2,0,1,2,0,187
"Dan Rudisuela",1983-01-10,"C","Mississauga IceDogs",61,7,7,14,0.23,-21,0,1,2,0,34
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",64,7,7,14,0.22,-9,0,1,0,0,64
"Michal Kokavec",1983-03-01,"LW","Erie Otters",66,7,7,14,0.21,-5,0,0,0,0,49
"Alex Karaulchuk",1983-07-27,"C","Erie Otters",59,6,8,14,0.24,-9,0,2,0,0,86
"Justin Renner",1984-05-02,"RW","Owen Sound Attack",59,3,11,14,0.24,-13,1,6,0,0,25
"Scott Horvath",1984-07-19,"RW","Toronto St. Michael's Majors",27,7,6,13,0.48,8,2,1,1,0,19
"Ryan Donally",1985-02-04,"LW","Windsor Spitfires",53,6,7,13,0.25,9,2,0,0,0,77
"Colin Power",1984-03-02,"RW","Guelph Storm",67,8,4,12,0.18,-11,1,0,1,1,30
"Simon Barg",1983-03-16,"LW","Barrie Colts",60,6,6,12,0.2,4,2,1,1,0,9
"Chad Robinson",1985-01-18,"LW","Brampton Battalion",61,4,8,12,0.2,-23,0,0,0,0,109
"David Liffiton",1984-10-18,"D","Plymouth Whalers",62,3,9,12,0.19,20,0,1,1,0,65
"Marc Rancourt",1984-04-28,"LW","Belleville Bulls",51,3,9,12,0.24,-2,1,3,0,0,4
"Anthony Butera",1984-09-14,"D","Sarnia Sting",62,0,12,12,0.19,4,0,5,0,0,56
"John Wheaton",1984-08-23,"RW","Owen Sound Attack",58,8,3,11,0.19,-11,1,0,2,0,9
"Daryl Knowles",1984-02-06,"LW","Toronto St. Michael's Majors",49,4,6,10,0.2,-14,1,0,0,1,54
"David Herring",1984-02-22,"RW","Erie Otters",66,4,6,10,0.15,-1,0,0,0,0,123
"Matt Weir",1983-05-21,"LW","London Knights",42,3,7,10,0.24,-6,0,0,0,0,10
"Chanse Fitzpatrick",1984-08-14,"RW","Sarnia Sting",44,4,5,9,0.2,-1,3,1,1,0,45
"Jordan Freeland",1984-06-04,"C","Toronto St. Michael's Majors",59,4,5,9,0.15,-1,0,0,0,0,50
"Kyle Piwowarczyk",1983-08-14,"C","London Knights",28,4,5,9,0.32,-3,0,0,2,0,0
"Chad Thompson",1984-06-29,"D","London Knights",52,3,6,9,0.17,-1,2,1,1,0,12
"David Clarkson",1984-03-31,"C","Belleville Bulls",22,2,7,9,0.41,2,0,0,0,0,34
"Mike Knight",1984-10-07,"D","Belleville Bulls",64,2,7,9,0.14,23,1,1,0,0,46
"Thomas Harrison",1984-03-11,"D","Kitchener Rangers",59,2,7,9,0.15,15,0,0,0,0,105
"Mike Looby",1985-01-28,"D","Brampton Battalion",48,1,8,9,0.19,-3,0,0,0,0,17
"Jordan Beirnes",1984-04-08,"LW","Oshawa Generals",62,3,5,8,0.13,-1,0,0,0,0,62
"Lane Moodie",1985-04-12,"LW","Ottawa 67's",60,3,5,8,0.13,-2,0,0,0,0,44
"Phil Gibson",1984-03-26,"RW","Windsor Spitfires",28,3,5,8,0.29,5,2,0,0,0,14
"James Edgar",1983-04-30,"C","Peterborough Petes",54,2,6,8,0.15,0,0,0,0,0,124
"Evan Kotsopoulos",1984-03-24,"LW","Oshawa Generals",54,2,5,7,0.13,-7,0,1,0,0,47
"Jerrod Smith",1984-05-04,"C","Toronto St. Michael's Majors",51,2,5,7,0.14,-12,0,0,1,0,29
"Geoff Patton",1983-09-21,"D","Toronto St. Michael's Majors",65,1,6,7,0.11,-2,0,0,0,0,110
"Michael Krelove",1984-06-04,"LW","Guelph Storm",43,1,6,7,0.16,1,0,0,0,0,6
"Kyle Spurr",1984-08-10,"RW","Toronto St. Michael's Majors",58,3,3,6,0.1,-12,0,1,0,0,89
"Mark Mancari",1985-07-11,"RW","Ottawa 67's",34,3,3,6,0.18,-2,0,0,0,0,10
"Tom Zanoski",1984-03-03,"LW","Owen Sound Attack",55,2,4,6,0.11,-3,0,2,0,0,73
"Tyler Harrison",1984-12-24,"LW","Brampton Battalion",45,2,4,6,0.13,-13,0,0,0,0,27
"Chris Petrow",1984-06-05,"D","Oshawa Generals",29,1,5,6,0.21,1,1,2,0,0,19
"Mathew Iannetta",1982-04-16,"D","London Knights",59,1,5,6,0.1,-12,0,1,1,0,56
"Jeff Whitfield",1985-02-06,"D","Sarnia Sting",30,0,6,6,0.2,8,0,1,0,0,44
"Mike Ramsay",1984-09-13,"RW","Peterborough Petes",23,5,0,5,0.22,2,1,0,0,0,0
"Jake Gilmour",1984-07-19,"LW","Belleville Bulls",54,1,4,5,0.09,-1,0,0,0,0,126
"Mark Flood",1984-09-29,"D","Peterborough Petes",57,1,4,5,0.09,-7,0,0,0,0,21
"Matt Seymour",1983-06-29,"C","Toronto St. Michael's Majors",26,1,4,5,0.19,-9,1,0,0,0,9
"Chris Hawley",1985-03-18,"D","Mississauga IceDogs",66,0,5,5,0.08,-8,0,0,0,0,30
"Jim Kehoe",1984-03-03,"D","Sudbury Wolves",44,0,5,5,0.11,-11,0,0,0,0,51
"Leonid Zvachkin",1983-02-24,"D","Guelph Storm",62,2,2,4,0.06,-10,1,0,0,0,58
"Matt Puntureri",1985-06-17,"C","Guelph Storm",55,2,2,4,0.07,-3,0,0,0,0,19
"Erik Schwanz",1984-02-18,"D","Brampton Battalion",45,1,3,4,0.09,6,0,0,0,0,43
"Trevor Hendrikx",1985-03-29,"D","Peterborough Petes",46,1,3,4,0.09,0,0,0,0,0,37
"Sean Thompson",1984-01-31,"LW","Plymouth Whalers",38,0,4,4,0.11,2,0,0,0,0,21
"Robbie Colangelo",1983-05-25,"LW","London Knights",35,2,1,3,0.09,-8,0,0,0,0,47
"Bill Kinkel",1984-02-27,"LW","Kitchener Rangers",53,1,2,3,0.06,-7,0,1,0,0,75
"Bryan Sansom",1984-04-15,"LW","North Bay Centennials",49,1,2,3,0.06,-13,0,0,0,0,14
"Pat Sutton",1984-04-26,"D","Sault Ste. Marie Greyhounds",52,1,2,3,0.06,3,0,0,0,0,35
"Ryan Boyko",1982-04-23,"RW","Barrie Colts",12,1,2,3,0.25,-5,1,1,0,0,2
"Brad Staubitz",1984-07-28,"D","Sault Ste. Marie Greyhounds",45,0,3,3,0.07,-2,0,0,0,0,46
"Dan Rogers",1984-05-07,"D","Owen Sound Attack",60,0,3,3,0.05,-10,0,1,0,0,96
"Ruslan Borysenko",1983-04-22,"D","Windsor Spitfires",33,2,0,2,0.06,-1,0,0,0,0,0
"Bryan Hamm",1984-01-01,"D","Peterborough Petes",39,1,1,2,0.05,2,0,0,0,0,127
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",8,1,1,2,0.25,0,0,0,0,0,0
"Dale Recollet",1982-04-22,"D","Sudbury Wolves",3,1,1,2,0.67,2,1,0,1,0,4
"Gary Klapkowski",1985-02-13,"RW","Kitchener Rangers",18,1,1,2,0.11,-4,0,0,0,0,4
"Brad Smulders",1983-12-08,"RW","Sarnia Sting",17,0,2,2,0.12,-5,0,0,0,0,2
"David Frawley",1984-01-26,"C","Windsor Spitfires",4,0,2,2,0.5,0,0,0,0,0,0
"Jeff Larsh",1985-01-24,"RW","Sault Ste. Marie Greyhounds",28,0,2,2,0.07,-6,0,0,0,0,2
"Matt Simmons",NA,"D","Sarnia Sting",17,0,2,2,0.12,-2,0,0,0,0,18
"Rick Arnaldo",1984-08-04,"LW","Ottawa 67's",32,0,2,2,0.06,1,0,0,0,0,4
"Chris Bain",1984-11-27,"LW","London Knights",58,1,0,1,0.02,-3,0,0,0,0,148
"Jaroslav Sklenar",1982-11-22,"LW","Ottawa 67's",4,1,0,1,0.25,-3,1,0,0,0,0
"Jeff Phillips",1984-06-05,"RW","Plymouth Whalers",25,1,0,1,0.04,-2,0,0,0,0,49
"Josh Manning",1984-06-17,"D","Oshawa Generals",40,1,0,1,0.03,-9,0,0,0,0,27
"Neil Smith",1984-05-24,"D","Belleville Bulls",19,1,0,1,0.05,5,0,0,0,0,8
"Noel Coultice",1985-01-05,"D","Erie Otters",37,1,0,1,0.03,-5,0,0,0,0,0
"Adam Fabiano",1984-06-26,"C","North Bay Centennials",12,0,1,1,0.08,0,0,0,0,0,8
"Blair Jarrett",1984-10-25,"RW","Mississauga IceDogs",15,0,1,1,0.07,-3,0,0,0,0,0
"David Pszenyczny",1985-02-18,"D","Sarnia Sting",5,0,1,1,0.2,1,0,0,0,0,4
"Jeff Shaw",1983-04-07,"D","Sudbury Wolves",49,0,1,1,0.02,-18,0,0,0,0,62
"Kevin Harvey",1984-09-14,"LW","Kingston Frontenacs",2,0,1,1,0.5,1,0,0,0,0,0
"Matt Manias",1984-08-03,"D","Kitchener Rangers",2,0,1,1,0.5,-2,0,1,0,0,0
"Michal Skoliak",1984-04-30,"D","Sarnia Sting",1,0,1,1,1,-1,0,0,0,0,0
"Mike Carlesimo",1983-11-02,"D","Toronto St. Michael's Majors",1,0,1,1,1,0,0,0,0,0,2
"Tyson Gimblett",1985-04-01,"D","Toronto St. Michael's Majors",29,0,1,1,0.03,-7,0,1,0,0,38
"Aaron Dawson",1985-03-11,"D","Peterborough Petes",5,0,0,0,0,0,0,0,0,0,2
"Alex Vasserman",1983-10-07,"LW","Peterborough Petes",1,0,0,0,0,0,0,0,0,0,0
"Anton Lavrentiev",1983-08-25,"D","Sudbury Wolves",10,0,0,0,0,-6,0,0,0,0,17
"Ben Snell",1985-09-17,"RW","Belleville Bulls",2,0,0,0,0,0,0,0,0,0,0
"Brandon Elliott",1984-03-08,"D","Mississauga IceDogs",7,0,0,0,0,-4,0,0,0,0,14
"Brent Boardman",NA,"D","Belleville Bulls",3,0,0,0,0,-1,0,0,0,0,0
"Brent Green",NA,"C","Sudbury Wolves",3,0,0,0,0,-1,0,0,0,0,0
"Calle Aslund",1983-05-29,"D","London Knights",1,0,0,0,0,-1,0,0,0,0,2
"Chad Elliott",1984-03-27,"D","Oshawa Generals",29,0,0,0,0,-1,0,0,0,0,2
"Chase Trull",1984-06-18,"LW","Erie Otters",4,0,0,0,0,-1,0,0,0,0,2
"Colin Baker",1985-05-29,"C","Sarnia Sting",5,0,0,0,0,-2,0,0,0,0,0
"Craig Bertrand",1984-04-13,"RW","Erie Otters",1,0,0,0,0,0,0,0,0,0,0
"Daniel Kraft",1984-01-06,"LW","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,0
"Danny Syvret",1985-06-13,"D","London Knights",1,0,0,0,0,-4,0,0,0,0,0
"David Brown",1983-02-15,"RW","Brampton Battalion",11,0,0,0,0,-5,0,0,0,0,0
"George Bradley",1984-08-31,"D","Guelph Storm",26,0,0,0,0,0,0,0,0,0,18
"Greg Williams",1985-01-22,"RW","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,0
"Ian Maracle",1985-02-27,"D","Mississauga IceDogs",7,0,0,0,0,-1,0,0,0,0,2
"Jacob Heller",1985-02-13,"D","Erie Otters",5,0,0,0,0,0,0,0,0,0,2
"Jeff MacDermid",1984-03-01,"RW","Owen Sound Attack",8,0,0,0,0,0,0,0,0,0,2
"John Costa",1985-01-21,"C","London Knights",2,0,0,0,0,0,0,0,0,0,0
"Jordan Smith",1985-11-04,"D","Sault Ste. Marie Greyhounds",19,0,0,0,0,-2,0,0,0,0,25
"Kyle Schutte",1983-05-13,"LW","Plymouth Whalers",8,0,0,0,0,1,0,0,0,0,32
"Logan Noble",1984-05-07,"D","North Bay Centennials",4,0,0,0,0,-1,0,0,0,0,2
"Neill MacInnis",1984-04-02,"LW","Belleville Bulls",6,0,0,0,0,-1,0,0,0,0,0
"Ron Cordes",1984-08-01,"D","London Knights",5,0,0,0,0,2,0,0,0,0,11
"Sean Dickson",1984-02-01,"D","Barrie Colts",2,0,0,0,0,0,0,0,0,0,0
"Sean Pennock",1985-10-20,"D","Plymouth Whalers",5,0,0,0,0,0,0,0,0,0,2
"Steve Dix",1983-04-07,"D","North Bay Centennials",30,0,0,0,0,-7,0,0,0,0,68
"Steve Haddon",1984-03-10,"C","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0
"Steve Phillips",1985-07-18,"C","Plymouth Whalers",5,0,0,0,0,0,0,0,0,0,0
"Ted Perry",1984-02-03,"D","Brampton Battalion",44,0,0,0,0,-8,0,0,0,0,21
"Travis Clock",1982-05-26,"LW","Owen Sound Attack",8,0,0,0,0,-2,0,0,0,0,11
"Trevor Barton",1984-02-28,"D","Belleville Bulls",2,0,0,0,0,0,0,0,0,0,0
"Tyler Bond",NA,"D","Belleville Bulls",3,0,0,0,0,0,0,0,0,0,0
"Tyler Gubler",1984-02-16,"D","Mississauga IceDogs",10,0,0,0,0,-1,0,0,0,0,6
