"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",68,34,58,92,1.35,-43,6,21,3,0,61
"Nathan Horton",1985-05-02,"C","Oshawa Generals",64,31,36,67,1.05,-6,11,16,4,0,84
"Igor Radulov",1982-08-23,"RW","Mississauga IceDogs",62,33,30,63,1.02,-25,8,13,0,0,30
"Petr Taticek",1983-09-22,"C","Sault Ste. Marie Greyhounds",60,21,42,63,1.05,22,7,15,3,1,32
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",61,28,32,60,0.98,19,9,13,4,2,54
"Corey Perry",1985-05-16,"RW","London Knights",60,28,31,59,0.98,10,8,7,3,0,56
"Fedor Tyutin",1983-07-19,"D","Guelph Storm",53,19,40,59,1.11,17,8,21,3,0,54
"Michael Richards",1985-02-11,"C","Kitchener Rangers",65,20,38,58,0.89,10,6,21,1,1,52
"Jeff Szwez",1981-07-16,"RW","Kitchener Rangers",65,22,35,57,0.88,7,13,12,0,0,59
"Rob Hisey",1984-09-24,"C","Sault Ste. Marie Greyhounds",68,20,33,53,0.78,2,6,13,1,1,33
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,24,26,50,0.74,-11,5,10,4,1,20
"Juris Stals",1982-08-04,"RW","Sarnia Sting",60,23,22,45,0.75,-5,9,6,2,0,12
"Jamie Tardif",1985-01-23,"C","Peterborough Petes",64,22,22,44,0.69,11,9,7,2,0,30
"Kamil Kreps",1984-11-18,"C","Brampton Battalion",68,19,24,43,0.63,-1,4,12,2,0,14
"Corey Locke",1984-05-08,"C","Ottawa 67's",55,18,25,43,0.78,-1,5,9,1,0,18
"Lubos Velebny",1982-02-09,"D","Belleville Bulls",53,9,27,36,0.68,9,1,15,1,0,81
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",63,18,17,35,0.56,1,9,4,6,0,12
"Alexander Skorohod",1983-06-10,"D","Mississauga IceDogs",67,12,22,34,0.51,-15,3,4,1,0,56
"Brad Richardson",1985-02-04,"C","Owen Sound Attack",58,12,21,33,0.57,-16,3,4,0,0,20
"Andrey Mikhnov",1983-11-26,"LW","Sudbury Wolves",67,14,18,32,0.48,-14,4,2,1,2,43
"John Winstanley",1983-06-03,"C","Sudbury Wolves",36,14,14,28,0.78,-11,6,6,2,0,0
"Dylan Hunter",1985-05-21,"LW","London Knights",54,6,21,27,0.5,-3,2,5,0,0,38
"Rane Carnegie",1985-01-02,"C","Belleville Bulls",61,18,8,26,0.43,2,2,2,2,0,26
