"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",60,0,0,0,0,0
"Ben Eager",1984-01-22,"LW","Oshawa Generals",63,0,0,0,0,0
"Ben Snell",1985-09-17,"RW","Belleville Bulls",2,0,0,0,0,NA
"Benjamin Pilon",1983-01-21,"LW","Guelph Storm",10,0,0,0,0,0
"Bill Kinkel",1984-02-27,"LW","Kitchener Rangers",53,0,0,0,0,0
"Bill Zalba",1982-09-14,"RW","Peterborough Petes",25,0,0,0,0,0
"Blair Jarrett",1984-10-25,"RW","Mississauga IceDogs",15,0,0,0,0,0
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,0,0,0,0,0
"Bobby Turner",1982-04-15,"D","Mississauga IceDogs",66,0,0,0,0,0
"Brad Efthimiou",1984-10-12,"C","Sudbury Wolves",6,0,0,0,0,NA
"Brad Lewis",1982-06-08,"D","Mississauga IceDogs",36,0,0,0,0,0
"Brad Richardson",1985-02-04,"C","Owen Sound Attack",58,0,0,0,0,0
"Brad Smulders",1983-12-08,"RW","Sarnia Sting",17,0,0,0,0,0
"Brad Staubitz",1984-07-28,"D","Sault Ste. Marie Greyhounds",45,0,0,0,0,0
"Brandon Elliott",1984-03-08,"D","Mississauga IceDogs",7,0,0,0,0,NA
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",57,0,0,0,0,0
"Brandon Robinson",1982-09-03,"LW","Sudbury Wolves",3,0,0,0,0,NA
"Brendan Bell",1983-03-31,"D","Ottawa 67's",67,0,0,0,0,0
"Brent Boardman",NA,"D","Belleville Bulls",3,0,0,0,0,NA
"Brent Green",NA,"C","Sudbury Wolves",3,0,0,0,0,NA
"Brent Varty",1983-02-11,"LW","Kingston Frontenacs",21,0,0,0,0,0
"Brett Angel",1981-04-29,"D","Windsor Spitfires",17,0,0,0,0,0
"Brett McGrath",1983-08-04,"C","Ottawa 67's",67,0,0,0,0,0
"Brett Trudell",1984-02-15,"RW","Sault Ste. Marie Greyhounds",68,0,0,0,0,0
"Brian Croswell",1982-07-19,"RW","Peterborough Petes",24,0,0,0,0,0
"Brian Lee",1984-07-05,"D","Erie Otters",66,0,0,0,0,0
"Brian McGrattan",1981-09-02,"RW","Sault Ste. Marie Greyhounds",60,0,0,0,0,0
"Brody Todd",1984-02-25,"LW","Sudbury Wolves",64,0,0,0,0,0
"Bryan Hamm",1984-01-01,"D","Peterborough Petes",39,0,0,0,0,0
"Bryan Hayes",1983-06-06,"D","Sarnia Sting",12,0,0,0,0,0
"Bryan Sansom",1984-04-15,"LW","North Bay Centennials",49,0,0,0,0,0
"Calle Aslund",1983-05-29,"D","London Knights",1,0,0,0,0,NA
"Cam Janssen",1984-04-15,"RW","Windsor Spitfires",64,0,0,0,0,0
"Carter Trevisani",1982-06-06,"D","Ottawa 67's",67,0,0,0,0,0
"Chad Elliott",1984-03-27,"D","Oshawa Generals",29,0,0,0,0,NA
"Chad McCaffrey",1984-06-19,"C","Kitchener Rangers",54,0,0,0,0,0
"Chad Robinson",1985-01-18,"LW","Brampton Battalion",61,0,0,0,0,0
"Chad Thompson",1984-06-29,"D","London Knights",52,0,0,0,0,0
"Chanse Fitzpatrick",1984-08-14,"RW","Sarnia Sting",44,0,0,0,0,0
"Chase Trull",1984-06-18,"LW","Erie Otters",4,0,0,0,0,NA
"Chris Bain",1984-11-27,"LW","London Knights",58,0,0,0,0,0
"Chris Berti",1981-10-06,"C","Erie Otters",61,0,0,0,0,0
"Chris Curran",1983-07-24,"C","Mississauga IceDogs",43,0,0,0,0,0
"Chris Hawley",1985-03-18,"D","Mississauga IceDogs",66,0,0,0,0,0
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",8,0,0,0,0,0
"Chris Petrow",1984-06-05,"D","Oshawa Generals",29,0,0,0,0,0
"Chris Robertson",1984-01-10,"C","Sudbury Wolves",29,0,0,0,0,0
"Colin Baker",1985-05-29,"C","Sarnia Sting",5,0,0,0,0,NA
"Colin Power",1984-03-02,"RW","Guelph Storm",67,0,0,0,0,0
"Corey LeClair",1983-09-16,"D","Brampton Battalion",43,0,0,0,0,0
"Corey Locke",1984-05-08,"C","Ottawa 67's",55,0,0,0,0,0
"Corey Sabourin",1981-04-09,"D","Mississauga IceDogs",19,0,0,0,0,0
"Craig Bertrand",1984-04-13,"RW","Erie Otters",1,0,0,0,0,NA
"Craig Mahon",1981-01-29,"D","Windsor Spitfires",64,0,0,0,0,0
"Dale Recollet",1982-04-22,"D","Sudbury Wolves",3,0,0,0,0,0
"Dan Buccella",1983-06-16,"LW","London Knights",31,0,0,0,0,NA
"Dan Growden",1982-02-09,"D","Belleville Bulls",56,0,0,0,0,0
"Dan McNeill",1982-04-14,"D","Guelph Storm",6,0,0,0,0,NA
"Dan Rogers",1984-05-07,"D","Owen Sound Attack",60,0,0,0,0,0
"Dan Rudisuela",1983-01-10,"C","Mississauga IceDogs",61,0,0,0,0,0
"Dan Speer",1984-12-05,"C","Sudbury Wolves",63,0,0,0,0,0
"Dan Sullivan",1981-03-20,"RW","Owen Sound Attack",60,0,0,0,0,0
"Daniel Girardi",1984-04-29,"D","Barrie Colts",21,0,0,0,0,0
"Daniel Kraft",1984-01-06,"LW","Kingston Frontenacs",3,0,0,0,0,NA
"Daniel Sisca",1983-06-16,"C","Mississauga IceDogs",53,0,0,0,0,0
"Danny Fritsche",1985-07-13,"C","Sarnia Sting",17,0,0,0,0,0
"Danny Syvret",1985-06-13,"D","London Knights",1,0,0,0,0,NA
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",67,0,0,0,0,0
"Daryl Knowles",1984-02-06,"LW","Toronto St. Michael's Majors",49,0,0,0,0,0
"David Brown",1983-02-15,"RW","Brampton Battalion",11,0,0,0,0,NA
"David Clarkson",1984-03-31,"C","Belleville Bulls",22,0,0,0,0,0
"David Frawley",1984-01-26,"C","Windsor Spitfires",4,0,0,0,0,0
"David Herring",1984-02-22,"RW","Erie Otters",66,0,0,0,0,0
"David Liffiton",1984-10-18,"D","Plymouth Whalers",62,0,0,0,0,0
"David Pszenyczny",1985-02-18,"D","Sarnia Sting",5,0,0,0,0,0
"David Silverstone",1982-02-22,"LW","Belleville Bulls",59,0,0,0,0,0
"Dean Byvelds",1983-09-21,"LW","Sault Ste. Marie Greyhounds",48,0,0,0,0,0
"Dene Poulin",1983-12-13,"D","Sudbury Wolves",68,0,0,0,0,0
"Derrick Schultz",1983-08-16,"D","Kitchener Rangers",12,0,0,0,0,NA
"Dylan Hunter",1985-05-21,"LW","London Knights",54,0,0,0,0,0
"Erik Reitz",1982-07-29,"D","Barrie Colts",61,0,0,0,0,0
"Erik Schwanz",1984-02-18,"D","Brampton Battalion",45,0,0,0,0,0
"Evan Kotsopoulos",1984-03-24,"LW","Oshawa Generals",54,0,0,0,0,0
"Fedor Tyutin",1983-07-19,"D","Guelph Storm",53,0,0,0,0,0
"Frank Sinacori",1982-07-01,"LW","Windsor Spitfires",46,0,0,0,0,0
"Frantisek Bakrlik",1983-06-02,"RW","Sarnia Sting",60,0,0,0,0,0
"Fred Hatziioannou",1983-03-10,"D","Owen Sound Attack",67,0,0,0,0,0
"Gary Klapkowski",1985-02-13,"RW","Kitchener Rangers",18,0,0,0,0,0
"Geoff Patton",1983-09-21,"D","Toronto St. Michael's Majors",65,0,0,0,0,0
"George Bradley",1984-08-31,"D","Guelph Storm",26,0,0,0,0,NA
"George Nistas",1981-03-16,"C","Plymouth Whalers",52,0,0,0,0,0
"Grant Buckley",1983-10-23,"D","Brampton Battalion",59,0,0,0,0,0
"Greg Mizzi",1982-05-09,"C","Sault Ste. Marie Greyhounds",3,0,0,0,0,0
"Greg Williams",1985-01-22,"RW","Peterborough Petes",5,0,0,0,0,NA
"Ian Maracle",1985-02-27,"D","Mississauga IceDogs",7,0,0,0,0,NA
"Igor Radulov",1982-08-23,"RW","Mississauga IceDogs",62,0,0,0,0,0
"Jacob Heller",1985-02-13,"D","Erie Otters",5,0,0,0,0,NA
"Jake Gilmour",1984-07-19,"LW","Belleville Bulls",54,0,0,0,0,0
"James Ramsay",1981-02-24,"LW","Sarnia Sting",8,0,0,0,0,0
"Jamie Tardif",1985-01-23,"C","Peterborough Petes",64,0,0,0,0,0
"Jaroslav Sklenar",1982-11-22,"LW","Ottawa 67's",4,0,0,0,0,0
"Jason Francis",NA,"C","Mississauga IceDogs",10,0,0,0,0,0
"Jason Hicks",1983-10-06,"D","Sudbury Wolves",3,0,0,0,0,NA
"Jason Penner",1983-04-01,"C","Peterborough Petes",46,0,0,0,0,0
"Jean-Francois Seguin",1982-04-25,"D","Sudbury Wolves",60,0,0,0,0,0
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",63,0,0,0,0,0
"Jeff Larsh",1985-01-24,"RW","Sault Ste. Marie Greyhounds",28,0,0,0,0,0
"Jeff MacDermid",1984-03-01,"RW","Owen Sound Attack",8,0,0,0,0,NA
"Jeff Phillips",1984-06-05,"RW","Plymouth Whalers",25,0,0,0,0,0
"Jeff Shaw",1983-04-07,"D","Sudbury Wolves",49,0,0,0,0,0
"Jeff Whitfield",1985-02-06,"D","Sarnia Sting",30,0,0,0,0,0
"Jeffrey Doyle",1983-01-10,"RW","Erie Otters",60,0,0,0,0,0
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",51,0,0,0,0,0
"Jeremy Swanson",1984-06-21,"D","Barrie Colts",67,0,0,0,0,0
"Jerrod Smith",1984-05-04,"C","Toronto St. Michael's Majors",51,0,0,0,0,0
"Jesse Gimblett",1985-01-04,"LW","Owen Sound Attack",63,0,0,0,0,0
"Jim Kehoe",1984-03-03,"D","Sudbury Wolves",44,0,0,0,0,0
"Joe Bowcock",1983-06-14,"D","Barrie Colts",3,0,0,0,0,0
"Joe Guenther",1981-05-04,"RW","Toronto St. Michael's Majors",49,0,0,0,0,0
"Joey Tenute",1983-04-02,"C","Barrie Colts",66,0,0,0,0,0
"John Costa",1985-01-21,"C","London Knights",2,0,0,0,0,NA
"John Dunphy",1982-02-09,"RW","Barrie Colts",36,0,0,0,0,0
"John Hecimovic",1984-03-31,"RW","Sarnia Sting",65,0,0,0,0,0
"John Mitchell",1985-01-22,"C","Plymouth Whalers",62,0,0,0,0,0
"John Osborne",1981-03-11,"LW","Kitchener Rangers",39,0,0,0,0,0
"Jon Hedberg",1982-04-17,"D","Sault Ste. Marie Greyhounds",64,0,0,0,0,0
"Jonah Leroux",1982-12-06,"C","Ottawa 67's",69,0,0,0,0,0
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",68,0,0,0,0,0
"Jonathan Zion",1981-05-21,"D","Ottawa 67's",52,0,0,0,0,0
"Jordan Beirnes",1984-04-08,"LW","Oshawa Generals",62,0,0,0,0,0
"Jordan Freeland",1984-06-04,"C","Toronto St. Michael's Majors",59,0,0,0,0,0
"Jordan Kennedy",1983-07-12,"D","Sault Ste. Marie Greyhounds",56,0,0,0,0,0
"Jordan Smith",1985-11-04,"D","Sault Ste. Marie Greyhounds",19,0,0,0,0,NA
"Josh Chambers",1982-04-04,"D","Plymouth Whalers",23,0,0,0,0,0
"Josh Manning",1984-06-17,"D","Oshawa Generals",40,0,0,0,0,0
"Josh Patterson",1983-01-22,"LW","Peterborough Petes",65,0,0,0,0,0
"Josh Warden",1983-07-21,"LW","Sarnia Sting",4,0,0,0,0,NA
"Julius Halfkenny",1981-02-08,"D","Sarnia Sting",8,0,0,0,0,0
"Juris Stals",1982-08-04,"RW","Sarnia Sting",60,0,0,0,0,0
"Justin Hodgins",1984-03-01,"RW","Owen Sound Attack",4,0,0,0,0,NA
"Justin Renner",1984-05-02,"RW","Owen Sound Attack",59,0,0,0,0,0
"Kenny Jung",1983-01-07,"D","Sarnia Sting",59,0,0,0,0,0
"Kevin Harvey",1984-09-14,"LW","Kingston Frontenacs",2,0,0,0,0,0
"Kevin Klein",1984-12-13,"D","Toronto St. Michael's Majors",68,0,0,0,0,0
"Kyle Neufeld",1983-08-28,"LW","Plymouth Whalers",58,0,0,0,0,0
"Kyle Piwowarczyk",1983-08-14,"C","London Knights",28,0,0,0,0,0
"Kyle Schutte",1983-05-13,"LW","Plymouth Whalers",8,0,0,0,0,NA
"Kyle Spurr",1984-08-10,"RW","Toronto St. Michael's Majors",58,0,0,0,0,0
