"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Nathan Robinson","NO",77,1981-12-31,1981,"5.09",174,"C","Belleville Bulls",67,47,63,110,1.64,36,7,20,27,6,6,12,6,4,74,1
"Mike Renzi","NO",9,1981-07-18,1981,"5.09",150,"C","Belleville Bulls",68,44,64,108,1.59,33,16,18,34,7,5,12,9,2,127,1
"Jason Spezza","NO",18,1983-06-13,1983,"6.02",195,"C","Belleville Bulls",53,42,63,105,1.98,12,17,27,44,5,1,6,4,0,42,1
"Kris Newbury","NO",17,1982-02-19,1982,"5.11",192,"C","Sarnia Sting",66,42,62,104,1.58,5,12,25,37,7,8,15,3,3,141,1
"Cory Pecker","NO",11,1981-03-20,1981,"6.00",195,"RW","Erie Otters",56,53,46,99,1.77,39,15,18,33,7,7,14,10,6,108,1
"Dusty Jamieson","NO",44,1981-05-26,1981,"6.02",174,"LW","Sarnia Sting",68,44,53,97,1.43,6,10,16,26,8,5,13,8,1,33,1
"Darryl Bootland","NO",27,1981-11-02,1981,"6.01",195,"RW","Toronto St. Michael's Majors",61,41,56,97,1.59,48,8,24,32,2,0,2,9,2,137,1
"Miguel Delisle","NO",23,1982-04-06,1982,"6.01",215,"C","Ottawa 67's",67,55,40,95,1.42,27,19,13,32,4,0,4,7,4,73,1
"Patrick O'Sullivan","YES",9,1985-02-01,1985,"5.11",185,"C","Mississauga IceDogs",68,34,58,92,1.35,-43,6,21,27,0,0,0,3,0,61,1
"Mike Stathopoulos","NO",14,1982-07-12,1982,"5.10",175,"C","London Knights",68,28,62,90,1.32,-16,11,34,45,2,3,5,5,0,24,1
"Derek Roy","NO",14,1983-05-04,1983,"5.09",185,"C","Kitchener Rangers",62,43,46,89,1.44,1,17,28,45,4,5,9,7,0,92,1
"Greg Chambers","NO",24,1982-11-14,1982,"5.11",210,"RW","Peterborough Petes",67,41,48,89,1.33,19,10,19,29,0,1,1,7,1,34,1
"Matt Ellis","NO",20,1981-08-31,1981,"6.02",190,"LW","Toronto St. Michael's Majors",66,38,51,89,1.35,47,15,13,28,1,1,2,6,1,20,1
"Steve Ott","NO",14,1982-08-19,1982,"6.01",184,"C","Windsor Spitfires",53,43,45,88,1.66,6,14,20,34,4,1,5,6,3,178,1
"Kevin Dallman","NO",4,1981-02-26,1981,"5.11",190,"D","Guelph Storm",67,23,63,86,1.28,-17,14,38,52,0,2,2,2,0,68,1
"Zenon Konopka","NO",20,1981-01-02,1981,"6.00",190,"C","Ottawa 67's",61,18,68,86,1.41,23,4,22,26,0,5,5,3,0,100,1
"Matthew Stajan","NO",14,1983-12-19,1983,"6.01",188,"LW","Belleville Bulls",68,33,52,85,1.25,36,11,16,27,1,0,1,2,0,50,1
"Martin St. Pierre","NO",9,1983-08-11,1983,"5.08",180,"C","Guelph Storm",66,32,53,85,1.29,10,16,22,38,2,0,2,7,1,68,1
"Eric Himelfarb","NO",19,1983-01-01,1983,"5.10",166,"C","Sarnia Sting",67,35,48,83,1.24,-8,11,18,29,2,0,2,2,2,67,1
"Jamie Johnson","NO",10,1982-01-23,1982,"5.11",185,"C","Oshawa Generals",68,17,61,78,1.15,-18,4,25,29,1,1,2,2,1,46,1
"Brad Boyes","NO",16,1982-04-17,1982,"6.00",168,"C","Erie Otters",47,36,41,77,1.64,29,10,15,25,6,6,12,7,1,42,1
"Kyle Wellwood","NO",97,1983-05-16,1983,"5.11",190,"C","Windsor Spitfires",54,30,45,75,1.39,1,10,23,33,0,0,0,7,0,4,1
"Greg Jacina","NO",67,1982-05-22,1982,"6.00",180,"C","Mississauga IceDogs",61,29,46,75,1.23,-18,6,19,25,1,1,2,2,1,107,1
"Dustin Brown","NO",32,1984-11-04,1984,"6.01",203,"RW","Guelph Storm",63,41,32,73,1.16,3,16,12,28,1,2,3,7,0,56,1
"Brad Self","NO",18,1981-02-27,1981,"5.11",165,"C","Peterborough Petes",68,24,49,73,1.07,17,5,21,26,1,2,3,6,1,12,1
"Rick Nash","NO",61,1984-06-16,1984,"6.03",181,"LW","London Knights",54,32,40,72,1.33,-16,15,24,39,2,3,5,1,3,88,1
"Chris Minard","NO",21,1981-11-18,1981,"6.01",185,"C","Oshawa Generals",67,36,35,71,1.06,6,8,12,20,3,1,4,4,0,20,1
"Brent Kelly","NO",9,1981-12-01,1981,"6.01",175,"C","Sault Ste. Marie Greyhounds",67,38,32,70,1.04,15,9,12,21,1,0,1,6,1,18,1
"Stephen Weiss","NO",9,1983-04-03,1983,"6.00",185,"C","Plymouth Whalers",46,25,45,70,1.52,38,2,16,18,3,3,6,5,0,69,1
"Dennis Wideman","NO",6,1983-03-20,1983,"6.00",202,"D","London Knights",65,27,42,69,1.06,-7,16,27,43,1,1,2,6,0,141,1
"Nathan Horton","YES",18,1985-05-02,1985,"6.02",195,"C","Oshawa Generals",64,31,36,67,1.05,-6,11,16,27,0,1,1,4,0,84,1
"Adam Paiement","NO",25,1982-03-31,1982,"6.02",212,"RW","Belleville Bulls",61,29,35,64,1.05,24,5,8,13,1,3,4,5,0,33,1
"Frank Lukes","NO",19,1982-09-25,1982,"5.10",170,"RW","Toronto St. Michael's Majors",63,27,37,64,1.02,21,9,18,27,0,2,2,5,0,50,1
"Igor Radulov","YES",61,1982-08-23,1982,"6.02",185,"RW","Mississauga IceDogs",62,33,30,63,1.02,-25,8,13,21,0,0,0,0,0,30,1
"Adam Henrich","NO",9,1984-01-19,1984,"6.04",216,"LW","Brampton Battalion",66,33,30,63,0.95,-4,10,9,19,0,0,0,6,0,92,1
"Jeff Richards","NO",7,1981-09-17,1981,"5.10",170,"LW","Sault Ste. Marie Greyhounds",59,32,31,63,1.07,9,11,10,21,4,1,5,3,1,92,1
"Scott Dobben","NO",23,1983-04-10,1983,"6.01",195,"LW","Erie Otters",68,31,32,63,0.93,36,8,8,16,6,5,11,7,1,72,1
"Petr Taticek","YES",17,1983-09-22,1983,"6.02",180,"C","Sault Ste. Marie Greyhounds",60,21,42,63,1.05,22,7,15,22,0,1,1,3,1,32,1
"Eric Staal","NO",12,1984-10-29,1984,"6.03",185,"C","Peterborough Petes",56,23,39,62,1.11,7,7,14,21,4,1,5,5,0,40,1
"Blaine Down","NO",9,1982-07-16,1982,"5.11",170,"LW","Barrie Colts",63,25,36,61,0.97,7,9,20,29,2,1,3,1,1,92,1
"Petr Kanko","YES",9,1984-02-07,1984,"5.10",204,"RW","Kitchener Rangers",61,28,32,60,0.98,19,9,13,22,4,1,5,4,2,54,1
"Matt Passfield","NO",10,1982-05-08,1982,"6.03",195,"RW","Owen Sound Attack",63,28,32,60,0.95,-37,12,7,19,0,0,0,0,0,24,1
"Chad LaRose","NO",17,1982-03-27,1982,"5.10",173,"RW","Plymouth Whalers",53,32,27,59,1.11,31,9,7,16,3,0,3,3,0,40,1
"Corey Perry","YES",94,1985-05-16,1985,"6.03",197,"RW","London Knights",60,28,31,59,0.98,10,8,7,15,0,1,1,3,0,56,1
"Daniel Sisca","NO",97,1983-06-16,1983,"5.09",165,"C","Mississauga IceDogs",53,25,34,59,1.11,-13,8,10,18,0,0,0,3,0,77,1
"Charlie Stephens","NO",17,1981-04-05,1981,"6.03",212,"C","London Knights",60,24,35,59,0.98,-25,8,16,24,2,1,3,1,0,57,1
"Fedor Tyutin","YES",2,1983-07-19,1983,"6.03",210,"D","Guelph Storm",53,19,40,59,1.11,17,8,21,29,0,0,0,3,0,54,1
