"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Boris Katchouk","NO",12,1998-06-18,1998,"6.02",210,"LW","Sault Ste. Marie Greyhounds",24,19,18,37,1.54,7,5,8,13,2,0,2,2,2,8,1
"Taylor Raddysh","NO",14,1998-02-18,1998,"6.02",208,"RW","Sault Ste. Marie Greyhounds",24,13,21,34,1.42,-6,5,5,10,0,1,1,1,2,14,1
"Robert Thomas","NO",27,1999-07-02,1999,"6.01",194,"C","Hamilton Bulldogs",21,12,20,32,1.52,12,1,9,10,1,1,2,1,2,14,1
"Morgan Frost","NO",16,1999-05-14,1999,"6.00",185,"C","Sault Ste. Marie Greyhounds",24,10,19,29,1.21,-4,5,9,14,1,1,2,1,2,26,1
"Logan Brown","NO",19,1998-03-05,1998,"6.06",214,"C","Kitchener Rangers",19,5,22,27,1.42,12,1,5,6,0,0,0,1,0,6,1
"Kole Sherwood","NO",92,1997-01-22,1997,"6.01",202,"RW","Kitchener Rangers",19,14,12,26,1.37,5,3,3,6,0,0,0,3,0,30,1
"Ryan Moore","NO",40,1997-04-09,1997,"5.08",168,"C","Hamilton Bulldogs",21,8,18,26,1.24,12,1,5,6,0,0,0,1,0,30,1
"Brandon Saigeon","NO",17,1998-06-14,1998,"6.02",192,"C","Hamilton Bulldogs",21,18,7,25,1.19,10,8,4,12,0,0,0,4,1,10,1
"Adam Mascherin","NO",23,1998-06-06,1998,"5.09",197,"LW","Kitchener Rangers",19,9,15,24,1.26,7,2,7,9,0,0,0,2,0,16,1
"Gabriel Vilardi","NO",73,1999-08-16,1999,"6.03",207,"C","Kingston Frontenacs",16,11,11,22,1.38,4,3,6,9,0,0,0,4,1,14,1
"Nicholas Caamano","NO",10,1998-09-07,1998,"6.02",200,"LW","Hamilton Bulldogs",21,10,12,22,1.05,12,2,0,2,1,1,2,4,2,22,1
"Tim Gettinger","NO",26,1998-04-14,1998,"6.06",218,"LW","Sault Ste. Marie Greyhounds",24,7,15,22,0.92,10,2,5,7,0,2,2,2,0,4,1
"Jack Kopacka","NO",52,1998-03-05,1998,"6.02",200,"RW","Sault Ste. Marie Greyhounds",24,13,8,21,0.88,-1,3,3,6,0,0,0,2,1,8,1
"Barrett Hayton","NO",27,2000-06-09,2000,"6.01",191,"C","Sault Ste. Marie Greyhounds",24,8,13,21,0.88,-2,4,6,10,0,1,1,1,0,16,1
"Joseph Garreffa","NO",4,1999-08-09,1999,"5.07",176,"RW","Kitchener Rangers",19,8,11,19,1,9,4,3,7,0,0,0,0,0,2,1
"Givani Smith","NO",54,1998-02-27,1998,"6.02",210,"RW","Kitchener Rangers",18,11,7,18,1,5,3,1,4,0,0,0,1,0,22,1
"Jason Robertson","NO",19,1999-07-22,1999,"6.02",200,"RW","Kingston Frontenacs",16,10,8,18,1.13,-3,5,5,10,0,0,0,0,0,8,1
"Conor Timmins","NO",21,1998-09-18,1998,"6.02",193,"D","Sault Ste. Marie Greyhounds",23,5,13,18,0.78,8,2,9,11,1,0,1,2,1,16,1
"Matthew Strome","NO",18,1999-01-06,1999,"6.04",210,"LW","Hamilton Bulldogs",20,4,14,18,0.9,5,2,5,7,0,0,0,0,0,8,1
"Benjamin Gleason","NO",42,1998-03-25,1998,"6.01",180,"D","Hamilton Bulldogs",21,3,15,18,0.86,8,0,7,7,0,0,0,0,0,12,1
"MacKenzie Entwistle","NO",44,1999-07-14,1999,"6.03",181,"RW","Hamilton Bulldogs",21,10,7,17,0.81,9,4,2,6,0,0,0,1,1,14,1
"Aaron Luchuk","NO",91,1997-04-05,1997,"5.10",184,"C","Barrie Colts",12,5,12,17,1.42,2,0,5,5,0,1,1,0,0,8,1
"Cliff Pu","NO",63,1998-06-03,1998,"6.02",196,"C","Kingston Frontenacs",15,4,13,17,1.13,5,0,5,5,0,1,1,0,1,6,1
"Brett McKenzie","NO",12,1997-03-12,1997,"6.01",194,"C","Owen Sound Attack",11,8,8,16,1.45,5,3,3,6,0,0,0,1,0,6,1
"Linus Nyman","NO",75,1999-07-11,1999,"5.10",160,"LW","Kingston Frontenacs",16,6,10,16,1,2,3,0,3,1,0,1,1,1,8,1
"Sean Durzi","NO",5,1998-10-21,1998,"6.00",187,"D","Owen Sound Attack",11,4,12,16,1.45,6,0,7,7,0,0,0,0,0,4,1
"Logan Stanley","NO",20,1998-05-26,1998,"6.07",240,"D","Kitchener Rangers",19,4,12,16,0.84,-1,1,6,7,0,0,0,1,0,20,1
"Mac Hollowell","NO",11,1998-09-26,1998,"5.10",163,"D","Sault Ste. Marie Greyhounds",24,2,14,16,0.67,7,0,5,5,0,0,0,0,0,22,1
"Kevin Hancock","NO",16,1998-03-02,1998,"5.11",178,"C","Owen Sound Attack",11,8,7,15,1.36,-4,6,3,9,1,0,1,1,0,8,1
"Dmitry Sokolov","NO",17,1998-04-14,1998,"6.00",206,"RW","Barrie Colts",12,8,7,15,1.25,0,5,2,7,0,0,0,0,0,0,1
"Marian Studenic","NO",28,1998-10-28,1998,"6.01",170,"RW","Hamilton Bulldogs",21,3,12,15,0.71,19,0,0,0,0,0,0,2,0,12,1
"Sean Josling","NO",27,1999-03-22,1999,"6.00",179,"RW","Sarnia Sting",12,6,8,14,1.17,7,0,1,1,1,2,3,2,1,2,1
"Connor Bunnaman","NO",74,1998-04-16,1998,"6.02",220,"C","Kitchener Rangers",19,5,9,14,0.74,0,2,1,3,0,0,0,0,0,16,1
"Riley Stillman","NO",61,1998-03-09,1998,"6.02",197,"D","Hamilton Bulldogs",21,5,9,14,0.67,19,1,2,3,0,0,0,0,0,23,1
"Sean Day","NO",74,1998-01-09,1998,"6.03",218,"D","Kingston Frontenacs",16,4,10,14,0.88,2,1,3,4,0,0,0,0,0,0,1
"Keeghan Howdeshell","NO",17,1998-02-24,1998,"6.02",209,"LW","Sault Ste. Marie Greyhounds",22,9,4,13,0.59,-2,1,1,2,1,0,1,1,0,6,1
"Alan Lyszczarczyk","NO",8,1998-02-17,1998,"5.10",204,"LW","Owen Sound Attack",11,8,5,13,1.18,9,2,2,4,0,0,0,2,0,8,1
"Brett Neumann","NO",13,1999-02-15,1999,"5.09",171,"C","Kingston Frontenacs",16,3,10,13,0.81,3,1,1,2,0,0,0,0,0,6,1
"Rasmus Sandin","YES",9,2000-03-07,2000,"5.11",190,"D","Sault Ste. Marie Greyhounds",24,1,12,13,0.54,1,1,5,6,0,0,0,0,0,8,1
"Ben Jones","NO",3,1999-02-26,1999,"6.00",194,"C","Niagara IceDogs",10,5,7,12,1.2,-2,2,3,5,0,0,0,0,0,10,1
"Lucas Chiodo","NO",8,1998-10-31,1998,"5.06",168,"LW","Barrie Colts",12,5,7,12,1,1,2,0,2,0,0,0,1,0,0,1
"Riley Damiani","NO",13,2000-03-20,2000,"5.10",170,"C","Kitchener Rangers",19,5,7,12,0.63,2,0,2,2,0,0,0,1,0,10,1
"Sam Miletic","NO",48,1997-05-04,1997,"6.01",201,"LW","Niagara IceDogs",10,4,8,12,1.2,-4,3,2,5,0,0,0,0,0,8,1
"Nick Suzuki","NO",37,1999-08-10,1999,"5.11",183,"C","Owen Sound Attack",11,3,9,12,1.09,-4,2,4,6,0,1,1,0,0,2,1
"Isaac Nurse","NO",11,1999-03-16,1999,"5.11",185,"RW","Hamilton Bulldogs",21,7,4,11,0.52,12,0,0,0,1,0,1,2,1,4,1
"Hugo Leufvenius","NO",46,1999-03-26,1999,"6.03",224,"LW","Sarnia Sting",12,6,5,11,0.92,-1,0,0,0,0,0,0,1,3,0,1
"Andrei Svechnikov","YES",14,2000-03-26,2000,"6.03",184,"RW","Barrie Colts",8,5,6,11,1.38,-1,1,3,4,1,0,1,0,1,12,1
"Akil Thomas","NO",44,2000-01-02,2000,"6.00",180,"C","Niagara IceDogs",10,5,6,11,1.1,-3,2,4,6,0,0,0,1,0,6,1
"Will Bitten","NO",14,1998-07-10,1998,"5.11",180,"RW","Hamilton Bulldogs",21,4,7,11,0.52,-3,0,4,4,1,0,1,0,0,21,1
