"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Rasmus Sandin",2000-03-07,"D","Sault Ste. Marie Greyhounds",24,1,12,13,0.54,1,1,5,0,0,8
"Andrei Svechnikov",2000-03-26,"RW","Barrie Colts",8,5,6,11,1.38,-1,1,3,0,1,12
"Arthur Kaliyev",2001-06-26,"RW","Hamilton Bulldogs",21,3,8,11,0.52,6,2,3,0,0,6
"Michael Vukojevic",2001-06-08,"D","Kitchener Rangers",19,1,9,10,0.53,6,0,0,0,0,16
"Jack York",2000-09-17,"D","Kitchener Rangers",19,2,4,6,0.32,5,0,1,0,0,4
"Daniel D'Amico",2001-01-26,"C","Windsor Spitfires",6,1,3,4,0.67,0,0,0,0,0,4
"Joe Carroll",2001-02-01,"LW","Sault Ste. Marie Greyhounds",24,1,3,4,0.17,-1,0,0,0,0,16
"Ryan Roth",2000-07-20,"RW","Sault Ste. Marie Greyhounds",24,1,3,4,0.17,-1,0,0,0,0,0
"Ryan Suzuki",2001-05-28,"C","Barrie Colts",12,1,3,4,0.33,3,0,1,0,0,2
"Sam Bitten",2000-03-21,"C","Ottawa 67's",5,3,0,3,0.6,-3,3,0,1,0,0
"Cam Hillis",2000-06-24,"C","Guelph Storm",6,1,2,3,0.5,-4,0,0,0,0,2
"Keegan Stevenson",2000-12-31,"RW","Guelph Storm",6,1,2,3,0.5,0,0,0,0,0,2
"Blade Jenkins",2000-08-11,"LW","Saginaw Spirit",4,0,3,3,0.75,-1,0,1,0,0,2
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",5,1,1,2,0.4,-3,0,0,0,0,2
"Nicholas Porco",2001-03-12,"LW","Saginaw Spirit",4,1,1,2,0.5,-1,0,0,0,0,2
"Jake Goldowski",2000-05-07,"RW","Saginaw Spirit",4,0,2,2,0.5,-1,0,0,0,0,0
"Lev Starikov",2000-09-17,"D","Windsor Spitfires",6,0,2,2,0.33,0,0,0,0,0,4
"Mason Primeau",2001-07-28,"C","Guelph Storm",6,0,2,2,0.33,-3,0,0,0,0,0
"Thomas Harley",2001-08-19,"D","Mississauga Steelheads",6,0,2,2,0.33,-2,0,0,0,0,0
"Adam Varga",2001-06-07,"RW","Mississauga Steelheads",6,1,0,1,0.17,-2,0,0,0,0,0
"Brandon Coe",2001-12-01,"RW","North Bay Battalion",3,1,0,1,0.33,0,0,0,0,0,2
"Brayden Guy",2001-03-03,"LW","Sarnia Sting",10,1,0,1,0.1,1,0,0,0,0,7
"Cole MacKay",2001-06-13,"RW","Sault Ste. Marie Greyhounds",17,1,0,1,0.06,2,0,0,0,0,4
"Danny Katic",2000-08-04,"LW","Saginaw Spirit",4,1,0,1,0.25,0,0,0,0,0,4
"Keean Washkurak",2001-08-16,"C","Mississauga Steelheads",6,1,0,1,0.17,-3,0,0,0,0,0
"Luke Bignell",2000-11-03,"C","Barrie Colts",12,1,0,1,0.08,0,0,0,0,0,4
