"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"David Legwand","YES",1980-08-17,"6.02",175,"C","Plymouth Whalers",59,54,51,105,1.78,50,18,12,30,10,2,56
"Justin Papineau","NO",1980-01-15,"5.10",166,"C","Belleville Bulls",66,41,53,94,1.42,36,11,19,30,6,0,34
"Rico Fata","NO",1980-02-12,"5.11",201,"C","London Knights",64,43,33,76,1.19,26,8,9,17,4,1,110
"Jonathan Cheechoo","YES",1980-07-15,"6.01",208,"RW","Belleville Bulls",64,31,45,76,1.19,14,11,19,30,6,0,62
"Norm Milley","NO",1980-02-14,"6.00",195,"RW","Sudbury Wolves",62,33,41,74,1.19,7,7,9,16,4,0,48
"Jeff Heerema","YES",1980-01-17,"6.01",190,"RW","Sarnia Sting",63,32,40,72,1.14,21,4,7,11,2,0,88
"Brent Gauvreau","NO",1980-06-29,"6.03",205,"RW","Oshawa Generals",66,25,42,67,1.02,17,8,13,21,2,0,39
"Michael Henrich","NO",1980-03-04,"6.04",214,"RW","Barrie Colts",66,41,22,63,0.95,5,9,8,17,8,1,75
"Mark Bell","NO",1980-05-08,"6.03",185,"C","Ottawa 67's",55,34,26,60,1.09,26,6,7,13,6,1,87
"Ryan Jardine","YES",1980-03-15,"6.01",190,"LW","Sault Ste. Marie Greyhounds",65,28,32,60,0.92,-12,13,13,26,1,1,16
"Kevin Mitchell","YES",1980-06-05,"5.11",165,"D","Guelph Storm",65,10,46,56,0.86,11,6,28,34,4,0,70
"Sean Avery","NO",1980-04-10,"5.10",188,"C","Owen Sound Platers",47,13,41,54,1.15,-3,5,11,16,0,1,105
"Manny Malhotra","NO",1980-05-18,"6.02",205,"C","Guelph Storm",57,16,35,51,0.89,11,5,14,19,4,0,29
"Mike Fisher","YES",1980-06-05,"6.00",190,"C","Sudbury Wolves",66,24,25,49,0.74,5,5,6,11,5,0,65
"Martin Skoula","YES",1979-10-28,"6.02",202,"D","Barrie Colts",66,8,36,44,0.67,12,3,17,20,2,0,36
"Steve Montador","NO",1979-12-21,"6.00",203,"D","Erie Otters",63,8,33,41,0.65,1,2,17,19,1,0,89
"Krys Barch","YES",1980-03-26,"6.02",200,"LW","London Knights",65,9,27,36,0.55,16,2,2,4,0,0,62
"Jason Williams","NO",1980-08-11,"5.11",170,"C","Peterborough Petes",55,8,27,35,0.64,-18,3,9,12,1,0,31
"Tim Verbeek","NO",1979-10-05,"5.11",180,"C","Sarnia Sting",63,17,17,34,0.54,-18,7,7,14,1,1,105
"Adam Dewan","YES",1979-10-18,"6.04",190,"LW","Peterborough Petes",62,14,18,32,0.52,-4,3,3,6,4,0,126
"Ryan Held","YES",1980-01-30,"6.02",185,"C","Kitchener Rangers",59,15,16,31,0.53,-4,0,3,3,2,0,35
"Ryan Barnes","YES",1980-01-30,"6.02",200,"LW","Sudbury Wolves",46,13,18,31,0.67,16,1,4,5,2,1,111
"Lance Galbraith","NO",1980-02-21,"5.10",180,"LW","Ottawa 67's",55,10,20,30,0.55,20,3,2,5,3,0,199
"Joe Talbot","YES",1980-04-23,"5.10",170,"C","Ottawa 67's",66,10,18,28,0.42,6,3,2,5,1,1,13
"Michael Rupp","YES",1980-01-13,"6.06",225,"LW","Erie Otters",64,16,11,27,0.42,-9,3,2,5,1,1,117
"Ryan VanBuskirk","YES",1980-01-12,"6.02",205,"D","Sarnia Sting",61,8,17,25,0.41,-3,2,6,8,0,0,84
"Jeremy Pedder","YES",1980-05-06,"6.00",180,"RW","North Bay Centennials",62,6,19,25,0.4,-23,1,5,6,0,0,43
"Abe Herbst","NO",1980-02-21,"6.02",196,"D","Sarnia Sting",65,1,24,25,0.38,19,0,5,5,0,0,19
"Lindsay Plunkett","YES",1980-05-12,"6.02",195,"LW","Guelph Storm",56,13,10,23,0.41,4,3,1,4,1,0,42
"Scott Wray","NO",1979-12-19,"5.11",183,"LW","North Bay Centennials",63,12,11,23,0.37,-18,1,1,2,2,0,69
"Brian Passmore","YES",1980-04-27,"5.11",180,"C","Plymouth Whalers",65,9,13,22,0.34,1,0,2,2,0,0,82
"Eric Beaudoin","YES",1980-05-03,"6.03",205,"LW","Guelph Storm",62,9,13,22,0.35,-3,2,2,4,0,0,43
"Allan Rourke","NO",1980-03-06,"6.02",195,"D","Kitchener Rangers",48,5,17,22,0.46,-8,3,8,11,0,0,59
"Dan Watson","NO",1979-10-05,"6.02",215,"D","Sarnia Sting",66,6,15,21,0.32,13,3,1,4,1,0,19
"Nick Robinson","NO",1979-10-10,"6.02",185,"D","Kitchener Rangers",60,3,18,21,0.35,-17,1,9,10,0,0,49
"Randy Rowe","YES",1980-06-10,"5.11",180,"LW","Belleville Bulls",51,7,13,20,0.39,2,0,0,0,0,1,14
"Josh Seabrook","YES",1980-03-05,"6.00",180,"RW","Kitchener Rangers",63,6,14,20,0.32,1,0,0,0,0,0,105
"Adam Collins","NO",1979-11-26,"6.00",201,"D","Owen Sound Platers",54,5,15,20,0.37,-10,3,5,8,1,0,20
"Oak Hewer","NO",1979-09-21,"6.04",190,"RW","Sault Ste. Marie Greyhounds",62,8,11,19,0.31,-30,3,1,4,0,0,68
"Robb Palahnuk","YES",1980-06-19,"6.01",191,"LW","Sarnia Sting",58,7,12,19,0.33,6,0,1,1,1,0,92
"Bryan Allen","NO",1980-08-21,"6.04",217,"D","Oshawa Generals",48,6,13,19,0.4,11,3,9,12,1,0,126
"Kevin Holdridge","NO",1980-09-09,"6.03",200,"D","Plymouth Whalers",61,4,15,19,0.31,23,0,2,2,0,0,111
"Kenny Corupe","YES",1980-01-18,"6.01",190,"C","Toronto St. Michael's Majors",60,12,6,18,0.3,-28,3,4,7,2,0,14
"Andrew Peters","YES",1980-05-05,"6.04",208,"LW","Oshawa Generals",60,11,7,18,0.3,-10,3,0,3,0,0,220
