"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Mike Oliveira",1979-02-21,"C","Kingston Frontenacs",66,5,4,9,0.14,12
"Blaine Fitzpatrick",1977-05-21,"RW","Peterborough Petes",56,7,1,8,0.14,16
"Shane Nash",1979-01-24,"C","Erie Otters",54,6,2,8,0.15,14
"Mark Cadotte",1977-03-11,"C","London Knights",67,6,1,7,0.1,7
"Rico Fata",1980-02-12,"C","London Knights",64,6,1,7,0.11,9
"Jeff Martin",1979-04-26,"C","Windsor Spitfires",65,5,2,7,0.11,7
"Colin Pepperall",1978-04-28,"LW","Erie Otters",60,3,4,7,0.12,8
"Jay Legault",1979-05-15,"C","London Knights",61,3,4,7,0.11,7
"Jeremy Adduono",1978-08-04,"LW","Sudbury Wolves",66,3,4,7,0.11,7
"Jason Byrnes",1977-05-09,"RW","Kitchener Rangers",59,5,1,6,0.1,10
"Richard Pitirri",1978-01-01,"C","London Knights",63,5,1,6,0.1,8
"Troy Stonier",1977-06-05,"LW","Ottawa 67's",59,4,2,6,0.1,8
"Anthony Terzo",1978-01-18,"C","Toronto St. Michael's Majors",66,4,1,5,0.08,12
"Jason Ward",1979-01-16,"C","Windsor Spitfires",47,4,1,5,0.11,8
"Scott Wray",1979-12-19,"LW","North Bay Centennials",63,4,1,5,0.08,22
"Ben Schust",1977-04-06,"LW","Kitchener Rangers",64,3,2,5,0.08,9
"Brian Willsie",1978-03-16,"RW","Guelph Storm",57,3,2,5,0.09,7
"Glenn Crawford",1978-02-27,"C","Sudbury Wolves",47,3,2,5,0.11,8
"Mark Bell",1980-05-08,"C","Ottawa 67's",55,3,2,5,0.09,8
"Colin Chaulk",1977-01-07,"C","Kingston Frontenacs",60,2,3,5,0.08,5
"Rodney Richard",1979-05-05,"C","North Bay Centennials",60,2,3,5,0.08,15
"Brad Ralph",1980-10-17,"C","Oshawa Generals",59,4,0,4,0.07,11
"Daniel Tkaczuk",1979-06-10,"C","Barrie Colts",57,4,0,4,0.07,5
"Matt Cooke",1978-09-07,"LW","Kingston Frontenacs",48,4,0,4,0.08,7
"Rob Mailloux",1978-02-28,"LW","Kingston Frontenacs",65,3,1,4,0.06,4
"Steve Zoryk",1977-03-22,"LW","Toronto St. Michael's Majors",66,3,1,4,0.06,7
"Manny Malhotra",1980-05-18,"C","Guelph Storm",57,2,2,4,0.07,8
"Nick Boynton",1979-01-14,"D","Ottawa 67's",40,2,2,4,0.1,11
"Robert Francz",1978-03-30,"C","Peterborough Petes",60,1,3,4,0.07,8
"Dan Snyder",1978-02-23,"C","Owen Sound Platers",46,0,4,4,0.09,7
"Tom Kostopoulos",1979-01-24,"RW","London Knights",66,0,4,4,0.06,8
"Adam Mair",1979-02-17,"C","Owen Sound Platers",56,3,0,3,0.05,6
"Jason Jackman",1977-05-16,"C","Guelph Storm",57,3,0,3,0.05,6
"Konstantin Kalmikov",1978-06-14,"C","Sudbury Wolves",66,3,0,3,0.05,5
"Peter Campbell",1979-09-07,"C","Sudbury Wolves",63,3,0,3,0.05,12
"Ryan Davis",1978-02-16,"RW","Guelph Storm",57,3,0,3,0.05,11
"Tyler Rennette",1979-04-16,"C","Erie Otters",55,3,0,3,0.05,5
"Chester Gallant",1977-12-22,"RW","Oshawa Generals",66,2,1,3,0.05,5
"Jonas Soling",1978-09-07,"LW","Sudbury Wolves",56,2,1,3,0.05,9
"Julian Smith",1979-05-14,"C","Plymouth Whalers",60,2,1,3,0.05,7
"Brian Barker",1978-09-07,"LW","Barrie Colts",66,1,2,3,0.05,5
"Chris Allen",1978-05-08,"D","Kingston Frontenacs",66,1,2,3,0.05,3
"Jason Cannon",1978-02-22,"D","Toronto St. Michael's Majors",66,1,2,3,0.05,12
"Jeff Zehr",1978-12-10,"LW","Erie Otters",52,1,2,3,0.06,4
"Mark McMahon",1978-02-10,"D","Kitchener Rangers",61,1,2,3,0.05,6
"Ryan Held",1980-01-30,"C","Kitchener Rangers",59,1,2,3,0.05,10
"Keith Delaney",1979-05-07,"C","Barrie Colts",66,2,0,2,0.03,4
"Peter Cava",1978-02-14,"C","Sault Ste. Marie Greyhounds",64,2,0,2,0.03,2
"Preston Mizzi",1980-12-22,"C","Peterborough Petes",66,2,0,2,0.03,4
"Serge Payer",1979-05-09,"C","Kitchener Rangers",44,2,0,2,0.05,5
"Tim Connolly",1981-05-07,"C","Erie Otters",59,2,0,2,0.03,3
"Andrew Long",1978-08-10,"C","Guelph Storm",62,1,1,2,0.03,3
"Andrew Taylor",1977-01-17,"LW","Plymouth Whalers",61,1,1,2,0.03,3
"Brian Passmore",1980-04-27,"C","Plymouth Whalers",65,1,1,2,0.03,9
"Darren Mortier",1978-05-04,"C","Kitchener Rangers",54,1,1,2,0.04,6
"Darryl Knight",1979-04-14,"C","Sarnia Sting",64,1,1,2,0.03,3
"Jason Sands",1977-03-21,"C","Sudbury Wolves",62,1,1,2,0.03,5
"Jim Midgley",1978-03-05,"C","Belleville Bulls",66,1,1,2,0.03,5
"Joel Trottier",1977-02-11,"RW","Belleville Bulls",53,1,1,2,0.04,3
"Kevin Baker",1979-06-15,"RW","Belleville Bulls",63,1,1,2,0.03,5
"Kevin Hansen",1978-03-25,"D","Windsor Spitfires",65,1,1,2,0.03,4
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",62,1,1,2,0.03,3
"Richard Jackman",1978-06-28,"D","Sault Ste. Marie Greyhounds",60,1,1,2,0.03,3
"Rick Smith",1978-07-29,"LW","Plymouth Whalers",17,1,1,2,0.12,15
"Sean Blanchard",1978-03-29,"D","Ottawa 67's",57,1,1,2,0.04,3
"Yuri Babenko",1978-01-02,"C","Plymouth Whalers",59,1,1,2,0.03,4
"Brent Gauvreau",1980-06-29,"RW","Oshawa Generals",66,0,2,2,0.03,3
"Chris Hajt",1978-07-05,"D","Guelph Storm",44,0,2,2,0.05,9
"Chris Kelly",1980-11-11,"C","London Knights",54,0,2,2,0.04,7
"Dan Tudin",1978-08-03,"LW","Ottawa 67's",63,0,2,2,0.03,3
"David Cornacchia",1980-11-13,"D","Sudbury Wolves",66,0,2,2,0.03,5
"Harkie Singh",1978-09-15,"D","Windsor Spitfires",23,0,2,2,0.09,67
"Jeff Brown",1978-04-24,"D","London Knights",63,0,2,2,0.03,4
"Jeff Paul",1978-03-01,"D","Erie Otters",48,0,2,2,0.04,10
"John Brioux",1980-01-25,"RW","Peterborough Petes",66,0,2,2,0.03,11
"Kevin Colley",1979-01-04,"RW","Oshawa Generals",57,0,2,2,0.04,3
"Mike Dombkiewicz",1979-02-11,"D","Owen Sound Platers",58,0,2,2,0.03,5
"Mike Lankshear",1978-09-08,"D","Owen Sound Platers",63,0,2,2,0.03,3
"Nick Bootland",1978-07-21,"LW","Guelph Storm",64,0,2,2,0.03,3
"Peter Sarno",1979-07-26,"C","Windsor Spitfires",64,0,2,2,0.03,2
"Ryan Cirillo",1978-02-17,"LW","Oshawa Generals",62,0,2,2,0.03,7
"Adam Colagiacomo",1979-03-17,"RW","Oshawa Generals",58,1,0,1,0.02,2
"Alex Henry",1979-10-18,"D","London Knights",62,1,0,1,0.02,7
"Andrei Shurupov",1978-02-28,"C","Belleville Bulls",44,1,0,1,0.02,2
"Andrew Peters",1980-05-05,"LW","Oshawa Generals",60,1,0,1,0.02,6
"Brandon Merli",1979-03-16,"LW","Kitchener Rangers",60,1,0,1,0.02,7
"Brett Gibson",1979-08-17,"C","North Bay Centennials",61,1,0,1,0.02,1
"Casey Wolak",1978-03-26,"RW","Owen Sound Platers",59,1,0,1,0.02,2
"Chad Spurr",1979-05-13,"C","Sault Ste. Marie Greyhounds",64,1,0,1,0.02,2
"Colin Beardsmore",1978-02-07,"LW","Owen Sound Platers",65,1,0,1,0.02,1
"Curtis Watson",1980-03-12,"RW","Windsor Spitfires",56,1,0,1,0.02,7
"D.J. Maracle",1980-05-14,"RW","Kingston Frontenacs",60,1,0,1,0.02,6
"Darcy Harris",1978-12-22,"RW","Kitchener Rangers",61,1,0,1,0.02,2
"David Legwand",1980-08-17,"C","Plymouth Whalers",59,1,0,1,0.02,1
"Derrell Upton",1979-07-07,"RW","Oshawa Generals",52,1,0,1,0.02,4
"Ivan Novoseltsev",1979-01-23,"RW","Sarnia Sting",53,1,0,1,0.02,2
"Joe Gerbe",1979-04-12,"C","Guelph Storm",55,1,0,1,0.02,5
"Joel Ward",1980-12-02,"RW","Owen Sound Platers",47,1,0,1,0.02,8
"John Paul Luciuk",1979-04-21,"LW","Plymouth Whalers",36,1,0,1,0.03,10
"Jon Sim",1977-09-29,"C","Sarnia Sting",59,1,0,1,0.02,1
"Jonathan Schill",1979-06-28,"LW","Kingston Frontenacs",64,1,0,1,0.02,3
"Justin Papineau",1980-01-15,"C","Belleville Bulls",66,1,0,1,0.02,1
"Luch Nasato",1977-03-10,"D","Barrie Colts",61,1,0,1,0.02,1
"Marcin Snita",1978-03-12,"LW","Toronto St. Michael's Majors",59,1,0,1,0.02,5
"Matt Bradley",1978-06-13,"RW","Kingston Frontenacs",55,1,0,1,0.02,1
"Matt Elich",1978-09-22,"RW","Kingston Frontenacs",54,1,0,1,0.02,3
"Matt Lahey",1977-10-12,"RW","Guelph Storm",55,1,0,1,0.02,2
"Matt Price",1978-04-27,"LW","Kingston Frontenacs",63,1,0,1,0.02,2
"Oak Hewer",1979-09-21,"RW","Sault Ste. Marie Greyhounds",62,1,0,1,0.02,5
"Pat Kavanagh",1979-03-14,"RW","Peterborough Petes",66,1,0,1,0.02,4
"Petr Mika",1979-02-12,"C","Ottawa 67's",41,1,0,1,0.02,6
"Randy Fitzgerald",1979-09-05,"LW","Plymouth Whalers",54,1,0,1,0.02,3
"Robb Palahnuk",1980-06-19,"LW","Sarnia Sting",58,1,0,1,0.02,5
"Ryan Barnes",1980-01-30,"LW","Sudbury Wolves",46,1,0,1,0.02,3
"Ryan Christie",1978-07-03,"LW","Owen Sound Platers",66,1,0,1,0.02,1
"Ryan Jardine",1980-03-15,"LW","Sault Ste. Marie Greyhounds",65,1,0,1,0.02,2
"Scott Barney",1979-03-27,"C","Peterborough Petes",62,1,0,1,0.02,1
"Sean Avery",1980-04-10,"C","Owen Sound Platers",47,1,0,1,0.02,2
"Vratislav Cech",1979-01-28,"D","Kitchener Rangers",63,1,0,1,0.02,2
"Aaron Fransen",1978-09-23,"D","Kingston Frontenacs",63,0,1,1,0.02,2
"Allan Rourke",1980-03-06,"D","Kitchener Rangers",48,0,1,1,0.02,5
"Andre Lakos",1979-07-29,"D","Toronto St. Michael's Majors",49,0,1,1,0.02,8
"Andrew Proskurnicki",1978-07-24,"LW","Sarnia Sting",66,0,1,1,0.02,2
"Andy Johnson",1978-03-06,"D","Peterborough Petes",60,0,1,1,0.02,3
"Brad Morgan",1979-04-22,"D","Sudbury Wolves",60,0,1,1,0.02,3
"Brandon Sugden",1978-06-23,"D","Barrie Colts",60,0,1,1,0.02,3
"Brent L'Heureux",1980-06-24,"D","Windsor Spitfires",53,0,1,1,0.02,6
"Brent Theobald",1980-01-19,"LW","Erie Otters",60,0,1,1,0.02,10
