"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Peter Sarno","NO",18,1979-07-26,1979,"5.11",180,"C","Windsor Spitfires",64,33,88,121,1.89,-42,19,46,65,0,2,2,2,0,18,1
"Jeremy Adduono","NO",10,1978-08-04,1978,"6.00",185,"LW","Sudbury Wolves",66,37,69,106,1.61,23,8,19,27,3,4,7,2,2,40,1
"David Legwand","YES",11,1980-08-17,1980,"6.02",175,"C","Plymouth Whalers",59,54,51,105,1.78,50,18,12,30,1,0,1,10,2,56,1
"Maxim Spiridonov","NO",8,1978-04-07,1978,"5.11",181,"RW","London Knights",66,54,44,98,1.48,23,16,16,32,0,0,0,7,0,52,1
"Colin Chaulk","NO",19,1977-01-07,1977,"5.11",189,"C","Kingston Frontenacs",60,34,62,96,1.6,19,10,24,34,2,3,5,4,0,118,1
"Rob Mailloux","NO",9,1978-02-28,1978,"5.11",184,"LW","Kingston Frontenacs",65,55,40,95,1.46,25,24,13,37,3,1,4,5,0,53,1
"Jay Legault","NO",47,1979-05-15,1979,"6.04",204,"C","London Knights",61,39,56,95,1.56,18,10,19,29,3,4,7,6,2,87,1
"Chris Allen","NO",55,1978-05-08,1978,"6.02",200,"D","Kingston Frontenacs",66,38,57,95,1.44,8,19,36,55,1,2,3,8,1,88,1
"Jon Sim","NO",14,1977-09-29,1977,"5.10",180,"C","Sarnia Sting",59,44,50,94,1.59,23,12,15,27,1,0,1,7,3,95,1
"Justin Papineau","NO",17,1980-01-15,1980,"5.10",166,"C","Belleville Bulls",66,41,53,94,1.42,36,11,19,30,1,0,1,6,0,34,1
"Jeff Martin","NO",22,1979-04-26,1979,"6.03",180,"C","Windsor Spitfires",65,40,54,94,1.45,-27,19,21,40,5,2,7,5,1,48,1
"Mark Cadotte","NO",77,1977-03-11,1977,"5.09",175,"C","London Knights",67,39,55,94,1.4,34,9,14,23,6,1,7,5,0,76,1
"Colin Pepperall","NO",22,1978-04-28,1978,"5.11",180,"LW","Erie Otters",60,31,60,91,1.52,24,11,16,27,3,4,7,2,4,151,1
"Peter Cava","NO",14,1978-02-14,1978,"6.00",176,"C","Sault Ste. Marie Greyhounds",64,30,60,90,1.41,8,12,26,38,2,0,2,3,1,86,1
"Jeff Scharf","NO",16,1977-03-06,1977,"5.11",184,"RW","Belleville Bulls",63,34,51,85,1.35,26,12,15,27,0,0,0,6,1,60,1
"Matt Bradley","NO",8,1978-06-13,1978,"6.02",190,"RW","Kingston Frontenacs",55,33,50,83,1.51,13,9,23,32,1,0,1,2,0,24,1
"Harold Druken","NO",19,1979-01-26,1979,"6.00",205,"C","Plymouth Whalers",64,38,44,82,1.28,16,8,15,23,0,1,1,4,2,12,1
"Ryan Christie","NO",20,1978-07-03,1978,"6.03",180,"LW","Owen Sound Platers",66,39,41,80,1.21,7,9,15,24,1,0,1,6,5,196,1
"Troy Stonier","NO",23,1977-06-05,1977,"6.00",185,"LW","Ottawa 67's",59,28,51,79,1.34,36,8,16,24,4,2,6,4,3,25,1
"Brett Gibson","NO",72,1979-08-17,1979,"6.01",190,"C","North Bay Centennials",61,36,42,78,1.28,-19,15,19,34,1,0,1,4,0,91,1
"Mike Oliveira","NO",27,1979-02-21,1979,"5.11",209,"C","Kingston Frontenacs",66,27,50,77,1.17,1,10,14,24,5,4,9,5,0,26,1
"Brian Willsie","NO",24,1978-03-16,1978,"6.01",185,"RW","Guelph Storm",57,45,31,76,1.33,28,14,9,23,3,2,5,7,1,41,1
"Scott Barney","NO",77,1979-03-27,1979,"6.04",195,"C","Peterborough Petes",62,44,32,76,1.23,1,13,17,30,1,0,1,5,1,60,1
"Rico Fata","NO",96,1980-02-12,1980,"5.11",201,"C","London Knights",64,43,33,76,1.19,26,8,9,17,6,1,7,4,1,110,1
"Jonathan Cheechoo","YES",19,1980-07-15,1980,"6.01",208,"RW","Belleville Bulls",64,31,45,76,1.19,14,11,19,30,0,0,0,6,0,62,1
"Daniel Tkaczuk","NO",10,1979-06-10,1979,"6.00",191,"C","Barrie Colts",57,35,40,75,1.32,25,7,12,19,4,0,4,6,1,38,1
"Norm Milley","NO",9,1980-02-14,1980,"6.00",195,"RW","Sudbury Wolves",62,33,41,74,1.19,7,7,9,16,0,0,0,4,0,48,1
"Michael Zigomanis","YES",7,1981-01-17,1981,"6.00",175,"C","Kingston Frontenacs",62,23,51,74,1.19,23,9,22,31,1,1,2,1,0,30,1
"Richard Jackman","NO",23,1978-06-28,1978,"6.02",171,"D","Sault Ste. Marie Greyhounds",60,33,40,73,1.22,-14,16,27,43,1,1,2,3,1,111,1
"Richard Pitirri","NO",18,1978-01-01,1978,"6.00",192,"C","London Knights",63,33,39,72,1.14,34,5,11,16,5,1,6,5,4,32,1
"Ryan Ready","NO",11,1978-11-07,1978,"6.01",192,"LW","Belleville Bulls",66,33,39,72,1.09,1,11,15,26,0,1,1,2,3,80,1
"Jeff Heerema","YES",26,1980-01-17,1980,"6.01",190,"RW","Sarnia Sting",63,32,40,72,1.14,21,4,7,11,0,1,1,2,0,88,1
"Andrew Taylor","NO",20,1977-01-17,1977,"6.02",195,"LW","Plymouth Whalers",61,33,38,71,1.16,34,10,9,19,1,1,2,8,1,124,1
"Darryl Knight","NO",51,1979-04-14,1979,"6.01",171,"C","Sarnia Sting",64,17,54,71,1.11,1,5,23,28,1,1,2,5,0,16,1
"Jason Polera","NO",47,1979-03-21,1979,"6.00",195,"RW","Windsor Spitfires",66,32,38,70,1.06,-26,17,16,33,0,1,1,5,0,62,1
"Colin Beardsmore","NO",7,1978-02-07,1978,"6.02",197,"LW","Owen Sound Platers",65,24,46,70,1.08,-21,11,12,23,1,0,1,1,0,51,1
"Andrew Long","NO",19,1978-08-10,1978,"6.03",197,"C","Guelph Storm",62,29,40,69,1.11,20,11,15,26,1,1,2,5,1,41,1
"Jeff Zehr","NO",55,1978-12-10,1978,"6.04",215,"LW","Erie Otters",52,27,42,69,1.33,-1,8,21,29,1,2,3,5,1,158,1
"Luch Nasato","NO",6,1977-03-10,1977,"5.11",199,"D","Barrie Colts",61,12,57,69,1.13,24,4,29,33,1,0,1,2,0,254,1
"Kevin Colley","NO",16,1979-01-04,1979,"5.08",174,"RW","Oshawa Generals",57,27,41,68,1.19,6,7,11,18,0,2,2,2,1,107,1
"Brent Gauvreau","NO",28,1980-06-29,1980,"6.03",205,"RW","Oshawa Generals",66,25,42,67,1.02,17,8,13,21,0,2,2,2,0,39,1
