"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"David Legwand",1980-08-17,"C","Plymouth Whalers",59,54,51,105,1.78,50,18,12,10,2,56
"Jonathan Cheechoo",1980-07-15,"RW","Belleville Bulls",64,31,45,76,1.19,14,11,19,6,0,62
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",62,23,51,74,1.19,23,9,22,1,0,30
"Jeff Heerema",1980-01-17,"RW","Sarnia Sting",63,32,40,72,1.14,21,4,7,2,0,88
"Tim Connolly",1981-05-07,"C","Erie Otters",59,30,32,62,1.05,0,11,13,4,0,32
"Ryan Jardine",1980-03-15,"LW","Sault Ste. Marie Greyhounds",65,28,32,60,0.92,-12,13,13,1,1,16
"Yuri Babenko",1978-01-02,"C","Plymouth Whalers",59,22,34,56,0.95,22,6,6,1,0,22
"Kevin Mitchell",1980-06-05,"D","Guelph Storm",65,10,46,56,0.86,11,6,28,4,0,70
"Mike Fisher",1980-06-05,"C","Sudbury Wolves",66,24,25,49,0.74,5,5,6,5,0,65
"Preston Mizzi",1980-12-22,"C","Peterborough Petes",66,17,32,49,0.74,-7,5,9,0,1,37
"Ivan Novoseltsev",1979-01-23,"RW","Sarnia Sting",53,26,22,48,0.91,-5,5,11,4,0,41
"Tomas Dolak",1979-03-25,"LW","North Bay Centennials",51,14,31,45,0.88,-17,4,12,1,0,20
"Martin Skoula",1979-10-28,"D","Barrie Colts",66,8,36,44,0.67,12,3,17,2,0,36
"Kevin Baker",1979-06-15,"RW","Belleville Bulls",63,21,21,42,0.67,11,7,4,3,0,62
"Martin Galik",1979-06-07,"LW","Sault Ste. Marie Greyhounds",54,22,15,37,0.69,0,4,3,3,0,18
"Brad Ralph",1980-10-17,"C","Oshawa Generals",59,20,17,37,0.63,-14,6,9,2,0,45
"David Cornacchia",1980-11-13,"D","Sudbury Wolves",66,5,32,37,0.56,14,1,13,0,0,89
"Krys Barch",1980-03-26,"LW","London Knights",65,9,27,36,0.55,16,2,2,0,0,62
"Rodney Richard",1979-05-05,"C","North Bay Centennials",60,16,18,34,0.57,-11,7,11,2,0,19
"Adam Dewan",1979-10-18,"LW","Peterborough Petes",62,14,18,32,0.52,-4,3,3,4,0,126
"Ryan Held",1980-01-30,"C","Kitchener Rangers",59,15,16,31,0.53,-4,0,3,2,0,35
"Taylor Pyatt",1981-08-19,"LW","Sudbury Wolves",58,14,17,31,0.53,-23,9,3,1,0,104
"Ryan Barnes",1980-01-30,"LW","Sudbury Wolves",46,13,18,31,0.67,16,1,4,2,1,111
"Charlie Stephens",1981-04-05,"C","Toronto St. Michael's Majors",58,9,21,30,0.52,-22,2,6,0,0,38
"Chris Kelly",1980-11-11,"C","London Knights",54,15,14,29,0.54,17,3,1,3,0,4
"Joe Talbot",1980-04-23,"C","Ottawa 67's",66,10,18,28,0.42,6,3,2,1,1,13
"Michael Rupp",1980-01-13,"LW","Erie Otters",64,16,11,27,0.42,-9,3,2,1,1,117
"Jan Sulc",1979-02-17,"C","Kingston Frontenacs",63,9,18,27,0.43,-9,2,3,1,0,18
"Shaun Fisher",1979-06-02,"D","Plymouth Whalers",51,3,24,27,0.53,23,1,16,0,0,29
"Jack Hardill",1979-03-29,"LW","Peterborough Petes",64,8,18,26,0.41,-9,2,1,0,0,140
"Brendan Brooks",1978-11-26,"C","North Bay Centennials",57,10,15,25,0.44,-10,4,4,0,0,32
"Ryan VanBuskirk",1980-01-12,"D","Sarnia Sting",61,8,17,25,0.41,-3,2,6,0,0,84
"Jeremy Pedder",1980-05-06,"RW","North Bay Centennials",62,6,19,25,0.4,-23,1,5,0,0,43
"John Osborne",1981-03-11,"LW","Sault Ste. Marie Greyhounds",59,13,11,24,0.41,3,1,4,1,0,59
"Sam Katsuras",1979-06-28,"LW","Toronto St. Michael's Majors",53,11,13,24,0.45,-21,4,3,0,0,4
"Marek Posmyk",1978-09-15,"D","Sarnia Sting",48,8,16,24,0.5,13,4,8,2,0,94
"Lindsay Plunkett",1980-05-12,"LW","Guelph Storm",56,13,10,23,0.41,4,3,1,1,0,42
"Jonathan Zion",1981-05-21,"D","Ottawa 67's",53,4,19,23,0.43,8,1,10,1,0,20
"Brian Passmore",1980-04-27,"C","Plymouth Whalers",65,9,13,22,0.34,1,0,2,0,0,82
