"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Rob Schremp","NO",44,1986-07-01,1986,"6.00",185,"C","London Knights",57,57,88,145,2.54,17,38,66,104,0,0,0,7,1,74,1
"David Bolland","NO",91,1986-06-05,1986,"6.00",185,"RW","London Knights",59,57,73,130,2.2,7,32,55,87,5,0,5,10,2,104,1
"Wojtek Wolski","NO",17,1986-02-24,1986,"6.03",202,"LW","Brampton Battalion",56,47,81,128,2.29,21,30,41,71,6,5,11,5,2,46,1
"Dylan Hunter","NO",79,1985-05-21,1985,"6.00",196,"LW","London Knights",62,32,85,117,1.89,9,20,58,78,1,2,3,5,1,50,1
"Evan McGrath","NO",19,1986-01-14,1986,"6.00",192,"C","Kitchener Rangers",67,37,77,114,1.7,0,21,57,78,4,1,5,5,3,63,1
"Justin Donati","NO",81,1986-10-17,1986,"5.10",174,"C","Toronto St. Michael's Majors",62,46,63,109,1.76,16,25,31,56,3,4,7,11,2,50,1
"Bryan Little","NO",18,1987-11-12,1987,"5.10",195,"C","Barrie Colts",64,42,67,109,1.7,26,23,43,66,3,4,7,10,0,99,1
"Peter Tsimikalis","NO",10,1986-01-10,1986,"6.00",200,"C","Oshawa Generals",64,29,70,99,1.55,0,12,32,44,2,2,4,1,0,69,1
"Cal O'Reilly","NO",16,1986-09-30,1986,"5.11",179,"C","Windsor Spitfires",68,18,81,99,1.46,2,4,41,45,1,4,5,4,1,8,1
"Bobby Ryan","NO",9,1987-03-17,1987,"6.02",211,"RW","Owen Sound Attack",59,31,64,95,1.61,-4,12,46,58,0,0,0,4,0,44,1
"Cory Emmerton","NO",25,1988-06-01,1988,"6.00",190,"C","Kingston Frontenacs",66,26,64,90,1.36,37,8,23,31,3,0,3,3,0,32,1
"Ryan McDonough","NO",29,1988-01-02,1988,"5.09",177,"C","Saginaw Spirit",68,39,49,88,1.29,25,17,17,34,0,1,1,5,2,71,1
"Chris Stewart","NO",24,1987-10-30,1987,"6.02",226,"RW","Kingston Frontenacs",62,37,50,87,1.4,19,13,14,27,2,1,3,8,3,118,1
"Michal Birner","NO",26,1986-03-02,1986,"6.00",190,"RW","Saginaw Spirit",60,31,54,85,1.42,23,9,28,37,2,3,5,3,4,91,1
"Ryan Callahan","NO",24,1985-03-21,1985,"5.11",185,"RW","Guelph Storm",62,52,32,84,1.35,29,21,10,31,5,0,5,10,4,126,1
"Michael Blunden","NO",21,1986-12-15,1986,"6.04",210,"RW","Erie Otters",60,46,38,84,1.4,1,24,15,39,4,2,6,4,1,63,1
"Radek Smolenak","NO",10,1986-12-03,1986,"6.03",204,"RW","Kingston Frontenacs",65,42,42,84,1.29,19,12,20,32,2,0,2,6,1,109,1
"Bryan Bickell","NO",17,1986-03-09,1986,"6.04",215,"LW","Windsor Spitfires",67,45,38,83,1.24,19,14,16,30,2,0,2,2,5,60,1
"Chris Hulit","NO",9,1985-01-15,1985,"6.01",195,"RW","Ottawa 67's",67,32,51,83,1.24,15,8,25,33,5,0,5,6,1,73,1
"Daniel Ryder","NO",23,1987-01-12,1987,"5.11",180,"C","Peterborough Petes",65,38,44,82,1.26,7,16,28,44,2,2,4,9,2,57,1
"John Hughes","NO",14,1988-01-06,1988,"5.10",177,"C","Belleville Bulls",66,28,54,82,1.24,3,8,28,36,0,0,0,4,0,36,1
"Jeff Kyrzakos","NO",16,1985-02-06,1985,"6.01",192,"RW","Owen Sound Attack",64,33,46,79,1.23,4,20,26,46,2,2,4,3,1,78,1
"Matt D'Agostini","NO",21,1986-10-23,1986,"6.00",176,"RW","Guelph Storm",66,25,54,79,1.2,18,8,31,39,0,3,3,7,1,81,1
"Mike Angelidis","NO",28,1985-06-27,1985,"6.01",215,"LW","Owen Sound Attack",68,53,25,78,1.15,-9,34,18,52,2,0,2,5,3,167,1
