"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Sergei Kostitsyn",1987-03-20,"RW","London Knights",63,26,52,78,1.24,-5,16,33,3,2,78
"John Tavares",1990-09-20,"C","Oshawa Generals",65,45,32,77,1.18,-13,12,19,0,0,72
"Logan Couture",1989-03-28,"C","Ottawa 67's",65,25,39,64,0.98,-4,12,12,2,0,52
"Tomas Pospisil",1987-08-25,"RW","Sarnia Sting",60,25,30,55,0.92,-19,16,14,2,0,61
"Vladimir Nikiforov",1987-10-07,"RW","Barrie Colts",68,19,36,55,0.81,1,9,28,3,0,36
"Harrison Reed",1988-01-18,"RW","Sarnia Sting",68,26,24,50,0.74,-31,11,12,1,1,50
"Rafael Rotter",1987-06-14,"C","Guelph Storm",62,11,36,47,0.76,2,4,15,2,0,81
"Dale Mitchell",1989-04-09,"RW","Oshawa Generals",65,20,23,43,0.66,-1,5,7,2,0,63
"Oskar Osala",1987-12-26,"LW","Mississauga IceDogs",68,17,26,43,0.63,-19,8,16,1,0,86
"Jared Boll",1986-05-13,"RW","Plymouth Whalers",65,19,22,41,0.63,-7,10,8,4,0,205
"David Kuchejda",1987-06-12,"RW","Sault Ste. Marie Greyhounds",67,19,21,40,0.6,10,8,7,1,0,80
"Zack Torquato",1989-06-08,"C","Saginaw Spirit",65,19,18,37,0.57,4,4,9,5,1,56
"Matt Caria",1988-08-16,"C","Toronto St. Michael's Majors",67,10,27,37,0.55,-9,4,7,1,0,65
"Anton Hedman",1986-05-15,"RW","Sudbury Wolves",60,18,16,34,0.57,-5,11,7,3,0,126
"Matt Dias",1988-04-29,"RW","Sudbury Wolves",57,18,16,34,0.6,5,6,9,1,1,28
"Mark Katic",1989-05-09,"D","Sarnia Sting",51,5,29,34,0.67,-24,3,20,0,0,33
"Drew Doughty",1989-12-08,"D","Guelph Storm",65,5,28,33,0.51,-11,4,17,0,0,40
"Jared Gomes",1988-10-20,"C","Sarnia Sting",66,15,17,32,0.48,-21,3,3,0,0,32
"Matthew Lyall",1988-02-08,"C","Sault Ste. Marie Greyhounds",65,9,23,32,0.49,-7,4,8,1,1,16
"Fredrik Naslund",1986-09-15,"RW","Peterborough Petes",66,9,21,30,0.45,5,4,4,0,0,30
"Bryan Cameron",1989-02-25,"C","Belleville Bulls",64,20,9,29,0.45,-14,6,2,4,0,46
"Chris Terry",1989-04-07,"C","Plymouth Whalers",64,9,19,28,0.44,-4,2,3,3,0,72
"Mickey Renaud",1988-10-05,"C","Windsor Spitfires",68,8,18,26,0.38,5,0,2,1,0,70
"Joshua Bailey",1989-10-02,"C","Owen Sound Attack",55,7,19,26,0.47,-2,3,5,0,0,8
"Matt Kang",1988-11-09,"LW","Owen Sound Attack",62,11,14,25,0.4,-7,3,3,1,0,24
"Nick Spaling",1988-09-19,"LW","Kitchener Rangers",62,10,15,25,0.4,13,2,1,3,0,22
"Phil McIlhone",1987-02-20,"LW","Oshawa Generals",68,6,18,24,0.35,-14,1,2,0,0,39
"Jakub Vojta",1987-02-08,"D","Ottawa 67's",65,2,22,24,0.37,12,2,3,0,0,114
"Nick Palmieri",1989-07-12,"RW","Erie Otters",68,13,10,23,0.34,-7,4,2,0,0,79
"Scott Tregunna",1987-06-12,"RW","Owen Sound Attack",66,11,12,23,0.35,3,3,1,3,0,10
"Marek Horsky",1986-12-30,"C","Toronto St. Michael's Majors",58,6,17,23,0.4,-4,2,9,1,0,44
"Josh Godfrey",1988-01-15,"D","Sault Ste. Marie Greyhounds",63,8,13,21,0.33,0,6,9,2,0,64
"Akim Aliu",1989-04-24,"RW","Sudbury Wolves",47,10,10,20,0.43,-4,4,3,1,0,79
"Chris Chappell",1988-03-21,"LW","Saginaw Spirit",60,8,12,20,0.33,-12,4,2,0,0,53
"Justin Hodgman",1988-06-27,"C","Erie Otters",57,7,13,20,0.35,-7,0,5,0,0,55
"Jamie Arniel",1989-11-16,"C","Guelph Storm",61,11,8,19,0.31,1,1,0,3,0,30
"Marek Bartanus",1987-02-13,"LW","Owen Sound Attack",49,7,12,19,0.39,-14,2,6,2,0,47
"Kevin Hudes",1989-04-30,"RW","Windsor Spitfires",53,10,7,17,0.32,8,3,0,2,0,18
"Kris Belan",1986-12-19,"LW","London Knights",62,7,10,17,0.27,3,1,0,0,0,129
"Yves Bastien",1989-08-02,"LW","Kitchener Rangers",60,6,11,17,0.28,6,0,0,1,0,20
"Nick Pageau",1988-01-08,"D","Belleville Bulls",49,3,14,17,0.35,5,2,7,1,0,24
"Andrew Kizito",1987-02-24,"D","Kingston Frontenacs",64,2,15,17,0.27,20,1,8,0,0,50
"Matt Smyth",1989-06-12,"RW","Brampton Battalion",61,8,8,16,0.26,-15,0,1,0,0,23
"Matthieu Methot",1987-10-08,"LW","Barrie Colts",63,8,8,16,0.25,1,2,2,0,0,45
"Michal Klejna",1987-10-08,"C","Brampton Battalion",53,8,7,15,0.28,-11,3,4,0,0,66
"Marcus Carroll",1989-01-15,"C","Owen Sound Attack",63,6,9,15,0.24,-4,0,0,1,0,32
"Thomas Kiriakou",1988-01-24,"C","Ottawa 67's",57,3,12,15,0.26,-9,0,2,1,0,10
"Daniel Lombardi",1989-03-12,"LW","Sarnia Sting",41,6,8,14,0.34,-2,2,2,2,0,33
"Brett Halstead",1988-03-27,"D","Sault Ste. Marie Greyhounds",57,4,10,14,0.25,3,2,7,0,0,33
"Tim Priamo",1988-04-07,"LW","Saginaw Spirit",60,4,10,14,0.23,-9,1,0,0,0,40
"Matt McCready",1987-07-01,"D","Sarnia Sting",57,3,11,14,0.25,-19,1,6,0,0,76
"Scott Aarssen",1988-05-10,"D","London Knights",65,2,12,14,0.22,22,0,1,2,0,24
"Matt Piva",1988-08-05,"C","Oshawa Generals",59,8,5,13,0.22,-20,0,0,1,0,58
"Pat Daley",1989-04-08,"RW","Ottawa 67's",56,8,5,13,0.23,-9,2,1,0,0,28
"Nathaniel Brooks",1986-02-03,"LW","Oshawa Generals",65,7,6,13,0.2,-11,1,0,0,0,41
"Garrett Sinfield",1987-03-26,"D","Saginaw Spirit",55,5,8,13,0.24,0,1,3,1,0,38
"Patrick Lee",1988-01-27,"RW","Erie Otters",62,5,8,13,0.21,-1,0,1,0,0,47
"Luke Pither",1989-04-26,"C","Kingston Frontenacs",68,4,9,13,0.19,-5,0,3,0,0,26
"Christian Olsen",1987-10-08,"LW","Erie Otters",53,3,10,13,0.25,2,2,1,0,0,16
"Justin Sawyer",1988-10-18,"D","Oshawa Generals",67,1,12,13,0.19,-3,0,6,0,0,212
"P.K. Subban",1989-05-13,"D","Belleville Bulls",52,5,7,12,0.23,-2,3,5,0,0,70
"Brandon Biggers",1988-08-21,"LW","Guelph Storm",58,4,8,12,0.21,-1,0,0,0,0,91
"Rob Kwiet",1988-08-02,"D","Toronto St. Michael's Majors",63,3,9,12,0.19,7,1,2,1,0,76
"Ondrej Otcenas",1987-03-06,"C","Plymouth Whalers",50,5,6,11,0.22,-2,3,2,0,0,28
"Josh Vatri",1987-08-13,"RW","Erie Otters",48,4,7,11,0.23,-3,1,0,0,0,38
"Matt Clarke",1988-04-08,"C","London Knights",67,5,5,10,0.15,-1,0,0,0,0,24
"Zach Harnden",1989-09-23,"RW","Peterborough Petes",51,5,5,10,0.2,0,0,0,0,0,17
"Michael Quesnele",1989-01-18,"D","Sault Ste. Marie Greyhounds",33,3,7,10,0.3,4,3,5,2,0,25
"Brett Parnham",1989-01-30,"C","Oshawa Generals",45,5,4,9,0.2,-6,0,1,0,0,41
"Joe Gaynor",1989-01-05,"LW","Plymouth Whalers",47,4,5,9,0.19,-3,0,0,1,0,29
"Jeff Moor",1986-06-13,"D","Owen Sound Attack",53,3,6,9,0.17,-4,0,0,1,0,98
"Jordan Skellett",1989-11-22,"LW","Mississauga IceDogs",38,3,6,9,0.24,-5,3,3,0,0,31
"Michael Pelech",1989-10-06,"C","Kitchener Rangers",48,3,6,9,0.19,-4,0,2,0,0,32
"Tibor Radulay",1988-01-06,"LW","Ottawa 67's",49,3,6,9,0.18,-3,2,0,1,0,88
"Kyle Tront",1989-05-10,"LW","Sarnia Sting",46,2,7,9,0.2,-16,0,1,0,0,10
"Shea Kewin",1988-02-25,"RW","Ottawa 67's",64,7,1,8,0.13,-8,2,1,2,0,84
"Anthony Peluso",1989-04-18,"D","Erie Otters",68,5,3,8,0.12,-18,1,0,1,0,66
"Adam Zamec",1989-09-22,"LW","Toronto St. Michael's Majors",60,2,6,8,0.13,-10,0,1,0,0,39
"Leigh Salters",1989-03-27,"LW","Guelph Storm",43,2,6,8,0.19,1,0,0,0,0,60
"Sean Ryan",1988-02-27,"D","Ottawa 67's",65,1,7,8,0.12,-8,0,1,0,0,46
"Brandon Mashinter",1988-09-20,"LW","Sarnia Sting",65,6,1,7,0.11,-23,3,0,1,0,65
"Danny Anger",1988-04-08,"RW","Sarnia Sting",66,3,4,7,0.11,-20,0,0,0,0,80
"Jordan Nolan",1989-06-23,"C","Erie Otters",33,3,4,7,0.21,1,0,1,1,0,20
"Billy Siekris",1987-03-15,"D","Oshawa Generals",60,1,6,7,0.12,-19,0,1,0,0,136
"Joe Pleckaitis",1989-06-13,"LW","Ottawa 67's",48,0,7,7,0.15,0,0,1,0,0,12
"Ben O'Connor",1988-12-21,"D","Windsor Spitfires",38,3,3,6,0.16,-1,0,1,1,0,13
"Keith Wynn",1987-02-25,"D","Mississauga IceDogs",42,2,4,6,0.14,-28,0,0,0,0,49
"Andrew Wilkins",1988-07-25,"D","London Knights",43,1,5,6,0.14,3,0,0,0,0,20
"Andrew Marcoux",1988-01-06,"C","Mississauga IceDogs",57,2,3,5,0.09,-22,1,0,0,0,25
"Anthony Soboczynski",1989-10-15,"LW","Saginaw Spirit",44,2,3,5,0.11,-3,0,1,0,0,16
"Josh Moes",1989-03-09,"RW","Sault Ste. Marie Greyhounds",39,2,3,5,0.13,5,0,0,0,0,11
"Justin Levac",1989-04-25,"LW","Brampton Battalion",24,2,3,5,0.21,-2,2,0,0,0,6
"Kyle Jukosky",1988-10-03,"C","Belleville Bulls",50,2,3,5,0.1,-3,0,1,0,0,44
"Drew Schiestel",1989-03-09,"D","Mississauga IceDogs",40,1,4,5,0.13,-10,0,0,0,0,42
"Jason McDonough",1989-06-17,"LW","Peterborough Petes",32,1,4,5,0.16,-4,0,0,0,0,30
"Tom Craig",1989-03-09,"C","Saginaw Spirit",43,1,4,5,0.12,-2,0,0,0,0,10
"Brett Oliphant",1988-02-26,"C","Mississauga IceDogs",62,0,5,5,0.08,-11,0,0,0,0,86
"Corey Syvret",1989-02-19,"D","London Knights",59,0,5,5,0.08,6,0,0,0,0,35
"Ryan Crouch",1988-01-11,"D","Sudbury Wolves",62,0,5,5,0.08,-1,0,3,0,0,30
"Andrew Campbell",1988-02-04,"D","Sault Ste. Marie Greyhounds",31,1,3,4,0.13,1,0,0,1,0,23
"Kris Sparre",1987-01-12,"LW","Barrie Colts",23,1,3,4,0.17,-2,0,1,0,0,6
"Michael Neal",1989-04-03,"LW","Belleville Bulls",46,1,3,4,0.09,-3,0,0,0,0,6
"Miles Cope",1988-01-20,"D","Owen Sound Attack",34,1,3,4,0.12,-5,0,0,0,0,67
"Chris Mifflen",1988-01-24,"D","Oshawa Generals",28,0,4,4,0.14,-3,0,2,0,0,38
"Harry Young",1989-11-12,"D","Guelph Storm",44,0,4,4,0.09,6,0,0,0,0,20
"Shawn Connors",1988-06-30,"D","Kingston Frontenacs",51,0,4,4,0.08,1,0,0,0,0,18
"Zach McCullough",1987-08-15,"D","Owen Sound Attack",48,0,4,4,0.08,-11,0,0,0,0,30
"Andrew Wilson",1989-01-27,"RW","Kingston Frontenacs",32,2,1,3,0.09,-9,0,0,0,0,23
"Alex Penner",1986-08-22,"LW","Sault Ste. Marie Greyhounds",51,1,2,3,0.06,-6,0,0,0,0,127
"Anthony Tapper",1989-01-18,"C","Toronto St. Michael's Majors",7,1,2,3,0.43,-3,0,1,0,0,4
"Cody Smith",1988-11-03,"LW","Brampton Battalion",31,1,2,3,0.1,1,1,1,0,0,53
"Justin Gvora",1987-01-11,"LW","Mississauga IceDogs",38,1,2,3,0.08,-17,0,0,0,0,16
"Mark Pawlowski",1988-03-25,"D","Peterborough Petes",33,1,2,3,0.09,3,0,1,0,0,19
"Scott Madden",1988-01-15,"D","Oshawa Generals",41,1,2,3,0.07,-3,0,1,0,0,16
"Dan Kelly",1989-05-17,"D","Kitchener Rangers",9,0,3,3,0.33,6,0,2,0,0,8
"Drew McAvoy",1988-04-13,"D","Mississauga IceDogs",26,0,3,3,0.12,6,0,0,0,0,12
"Troy Murray",1987-04-22,"D","Sudbury Wolves",47,0,3,3,0.06,2,0,1,0,0,36
"Brent Clarke",1986-06-01,"C","Oshawa Generals",39,1,1,2,0.05,-8,0,0,0,0,6
"Chris Purves",1987-10-21,"D","Windsor Spitfires",43,1,1,2,0.05,0,1,1,0,0,47
"Josh Catto",1988-04-19,"RW","Owen Sound Attack",30,1,1,2,0.07,-4,0,0,0,0,32
"Kris Purawec",1987-03-03,"LW","Oshawa Generals",1,1,1,2,2,3,0,0,1,0,0
"Matthew Reis",1989-02-11,"LW","Kingston Frontenacs",42,1,1,2,0.05,-3,0,0,0,0,50
"Ronny Rogers",1987-05-09,"LW","Erie Otters",3,1,1,2,0.67,-2,0,0,0,0,4
