"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Blake Parlett",1989-05-13,"D","Barrie Colts",38,0,2,2,0.05,4,0,0,0,0,39
"Burke MacDonald",1988-01-18,"D","Peterborough Petes",34,0,2,2,0.06,3,0,0,0,0,66
"Chris Leveille",1987-08-30,"RW","Guelph Storm",7,0,2,2,0.29,0,0,0,0,0,2
"Jeff Barletta",1988-07-22,"D","Toronto St. Michael's Majors",53,0,2,2,0.04,-9,0,1,0,0,16
"Kyle van de Bospoort",1988-06-28,"D","Barrie Colts",14,0,2,2,0.14,5,0,0,0,0,19
"Thomas Policelli",1988-03-11,"D","Sarnia Sting",53,0,2,2,0.04,-7,0,0,0,0,33
"Matt Carter",1987-08-20,"LW","Owen Sound Attack",11,1,0,1,0.09,-3,0,0,0,0,7
"Matt Davis",1988-10-06,"RW","London Knights",6,1,0,1,0.17,0,0,0,0,0,19
"Matt Kennedy",1989-03-04,"RW","Guelph Storm",13,1,0,1,0.08,-3,0,0,0,0,31
"Mike Mazzulla",1989-03-21,"LW","Kingston Frontenacs",3,1,0,1,0.33,1,0,0,0,0,4
"Andrew Merrett",1989-04-03,"RW","Mississauga IceDogs",49,0,1,1,0.02,-13,0,0,0,0,19
"Brad Pawlowski",1989-01-17,"D","Oshawa Generals",38,0,1,1,0.03,0,0,0,0,0,84
"Gerome Giudice",1989-03-11,"LW","Sudbury Wolves",39,0,1,1,0.03,-2,0,0,0,0,52
"Jeff Hayes",1989-04-15,"C","Guelph Storm",3,0,1,1,0.33,1,0,0,0,0,0
"Jesse Messier",1988-03-05,"RW","Sudbury Wolves",3,0,1,1,0.33,0,0,0,0,0,0
"Jordan Gallea",1989-01-15,"D","Ottawa 67's",4,0,1,1,0.25,1,0,0,0,0,2
"Joseph Serpe",1988-04-24,"D","Mississauga IceDogs",39,0,1,1,0.03,-6,0,1,0,0,60
"Kory Nagy",1989-10-12,"C","Oshawa Generals",16,0,1,1,0.06,-1,0,0,0,0,8
"Leo Jenner",1989-06-27,"D","Plymouth Whalers",25,0,1,1,0.04,-1,0,0,0,0,9
"Matt Seegmiller",1989-02-20,"D","Oshawa Generals",9,0,1,1,0.11,-2,0,0,0,0,2
"Stephane Chabot",1988-08-31,"D","Brampton Battalion",33,0,1,1,0.03,1,0,0,0,0,26
"Adam MacArthur",1988-08-26,"D","Barrie Colts",8,0,0,0,0,0,0,0,0,0,16
"Andrew Shorkey",1989-06-14,"D","Owen Sound Attack",6,0,0,0,0,-1,0,0,0,0,0
"Brett Bellemore",1988-06-25,"D","Plymouth Whalers",46,0,0,0,0,-8,0,0,0,0,16
"Brett Eagleson",1989-06-02,"RW","Kitchener Rangers",3,0,0,0,0,0,0,0,0,0,0
"Carl Andrews",1989-03-31,"D","Belleville Bulls",3,0,0,0,0,-1,0,0,0,0,0
"Chris Kangas",1989-07-07,"RW","Windsor Spitfires",19,0,0,0,0,0,0,0,0,0,0
"Christopher Breen",1989-06-29,"D","Saginaw Spirit",25,0,0,0,0,3,0,0,0,0,10
"Corbin Crawford",1989-07-31,"D","London Knights",9,0,0,0,0,1,0,0,0,0,0
"Corey George",1988-05-31,"C","Brampton Battalion",30,0,0,0,0,-7,0,0,0,0,32
"Daniel Minor",1989-01-30,"LW","Barrie Colts",2,0,0,0,0,0,0,0,0,0,0
"David Johnson",1989-07-05,"RW","Kingston Frontenacs",2,0,0,0,0,0,0,0,0,0,2
"Denver Manderson",1989-04-22,"C","Guelph Storm",1,0,0,0,0,-2,0,0,0,0,0
"Eric Kemp",1987-07-03,"D","Toronto St. Michael's Majors",3,0,0,0,0,0,0,0,0,0,0
"Grant McGee",1989-06-06,"RW","Sault Ste. Marie Greyhounds",6,0,0,0,0,0,0,0,0,0,2
"James Cameron",1988-05-02,"LW","Guelph Storm",3,0,0,0,0,-1,0,0,0,0,0
"Jody Halas",1987-09-25,"D","Oshawa Generals",3,0,0,0,0,1,0,0,0,0,2
"Jordan Doig",1988-04-06,"C","Kingston Frontenacs",6,0,0,0,0,-2,0,0,0,0,6
"Justin Fry",1987-01-09,"RW","Oshawa Generals",3,0,0,0,0,-3,0,0,0,0,0
"Kelan Herr",1988-04-15,"D","London Knights",5,0,0,0,0,0,0,0,0,0,5
"Kyle Moore",1989-06-01,"C","London Knights",8,0,0,0,0,0,0,0,0,0,4
"Louis DeVino",NA,"D","Mississauga IceDogs",1,0,0,0,0,0,0,0,0,0,0
"Lucas LaBelle",1988-10-02,"C","Oshawa Generals",15,0,0,0,0,-6,0,0,0,0,22
"Marek Polak",1988-02-14,"LW","Sudbury Wolves",2,0,0,0,0,0,0,0,0,0,4
"Michael McGurk",1989-04-07,"D","Toronto St. Michael's Majors",10,0,0,0,0,-5,0,0,0,0,6
"Mike Noyes",1988-05-21,"D","London Knights",10,0,0,0,0,-2,0,0,0,0,0
"Mike Steadman",1987-09-03,"LW","London Knights",3,0,0,0,0,-1,0,0,0,0,2
"Reggie Traccitto",1989-07-05,"D","London Knights",5,0,0,0,0,0,0,0,0,0,2
"Rylan Zulusky",1987-01-11,"D","Oshawa Generals",1,0,0,0,0,-2,0,0,0,0,0
"Steve Lock",1989-12-10,"C","Peterborough Petes",1,0,0,0,0,-1,0,0,0,0,0
"Todd Jackson",1988-04-08,"LW","Oshawa Generals",2,0,0,0,0,-1,0,0,0,0,2
"Tyler Taylor",1989-10-20,"LW","Oshawa Generals",9,0,0,0,0,-3,0,0,0,0,0
