"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Bryan Little","NO",1987-11-12,"5.10",195,"C","Barrie Colts",64,42,67,109,1.7,26,23,43,66,10,0,99
"Cory Emmerton","NO",1988-06-01,"6.00",190,"C","Kingston Frontenacs",66,26,64,90,1.36,37,8,23,31,3,0,32
"Ryan McDonough","NO",1988-01-02,"5.09",177,"C","Saginaw Spirit",68,39,49,88,1.29,25,17,17,34,5,2,71
"Chris Stewart","NO",1987-10-30,"6.02",226,"RW","Kingston Frontenacs",62,37,50,87,1.4,19,13,14,27,8,3,118
"John Hughes","NO",1988-01-06,"5.10",177,"C","Belleville Bulls",66,28,54,82,1.24,3,8,28,36,4,0,36
"Bobby Hughes","NO",1987-11-11,"5.11",180,"C","Kingston Frontenacs",56,35,40,75,1.34,9,12,19,31,5,2,47
"Nick Foligno","NO",1987-10-31,"6.00",195,"C","Sudbury Wolves",65,24,46,70,1.08,19,8,20,28,2,0,146
"Justin Azevedo","NO",1988-04-01,"5.08",180,"C","Kitchener Rangers",60,29,40,69,1.15,11,16,26,42,3,2,80
"Cal Clutterbuck",NA,1987-11-18,"5.11",185,"","Toronto St. Michael's Majors",66,35,33,68,1.03,-17,18,14,32,1,1,139
"Aaron Snow","NO",1988-05-20,"6.01",204,"LW","Brampton Battalion",68,30,38,68,1,11,11,18,29,3,1,107
"Jordan Staal","NO",1988-09-10,"6.03",200,"C","Peterborough Petes",68,28,40,68,1,16,11,22,33,7,1,69
"Bobby Sanguinetti","NO",1988-02-29,"6.02",183,"D","Owen Sound Attack",68,14,51,65,0.96,-6,8,37,45,4,0,44
"Luke Lynes","NO",1987-11-28,"6.01",189,"LW","Brampton Battalion",65,34,28,62,0.95,10,15,20,35,6,0,61
"Jamie McGinn","NO",1988-08-05,"6.00",200,"LW","Ottawa 67's",65,26,31,57,0.88,-11,8,12,20,5,0,113
"Vladimir Nikiforov","YES",1987-10-07,"5.07",170,"RW","Barrie Colts",68,19,36,55,0.81,1,9,28,37,3,0,36
"Harrison Reed","YES",1988-01-18,"6.01",175,"RW","Sarnia Sting",68,26,24,50,0.74,-31,11,12,23,1,1,50
"Oskar Osala","YES",1987-12-26,"6.04",220,"LW","Mississauga IceDogs",68,17,26,43,0.63,-19,8,16,24,1,0,86
"Matt Beleskey","NO",1988-06-07,"6.00",207,"LW","Belleville Bulls",61,20,20,40,0.66,0,6,7,13,4,0,119
"Andrew Fournier","NO",1987-11-05,"5.11",192,"C","Plymouth Whalers",67,23,16,39,0.58,5,7,2,9,3,1,42
"Ryan McInerney","NO",1988-05-31,"5.10",190,"C","Sarnia Sting",56,16,23,39,0.7,-23,8,13,21,1,0,48
"Ben Shutron","NO",1988-06-14,"6.00",195,"D","Kingston Frontenacs",67,10,29,39,0.58,14,7,14,21,1,0,134
"Dustin Jeffrey","NO",1988-02-27,"6.03",199,"C","Sault Ste. Marie Greyhounds",69,18,20,38,0.55,-5,8,6,14,3,1,36
"John Armstrong","NO",1988-02-26,"6.02",205,"C","Plymouth Whalers",65,14,23,37,0.57,-18,3,12,15,1,1,75
"Matt Caria","YES",1988-08-16,"6.00",201,"C","Toronto St. Michael's Majors",67,10,27,37,0.55,-9,4,7,11,1,0,65
"Devin DiDiomete","NO",1988-05-09,"6.01",190,"LW","Sudbury Wolves",60,15,21,36,0.6,0,6,13,19,2,0,202
"Matt Dias","YES",1988-04-29,"5.11",200,"RW","Sudbury Wolves",57,18,16,34,0.6,5,6,9,15,1,1,28
"Shawn Matthias","NO",1988-02-19,"6.04",213,"C","Belleville Bulls",67,13,21,34,0.51,-9,2,3,5,2,1,42
"Keaton Turkiewicz","NO",1988-03-02,"5.11",180,"RW","Windsor Spitfires",66,15,18,33,0.5,-5,7,7,14,3,0,38
"Matthew Lyall","YES",1988-02-08,"5.11",167,"C","Sault Ste. Marie Greyhounds",65,9,23,32,0.49,-7,4,8,12,1,1,16
"James DeLory","NO",1988-03-03,"6.05",235,"D","Oshawa Generals",67,6,26,32,0.48,-22,4,13,17,0,0,136
"Matt Halischuk","NO",1988-06-01,"5.11",177,"RW","Toronto St. Michael's Majors",61,13,18,31,0.51,-2,2,3,5,0,0,16
"Justin DiBenedetto","NO",1988-08-25,"6.00",195,"C","Toronto St. Michael's Majors",61,17,13,30,0.49,-4,5,2,7,1,2,58
"Matt Corrente","NO",1988-03-17,"6.00",200,"D","Saginaw Spirit",61,6,24,30,0.49,2,3,13,16,2,0,172
