"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Olli Juolevi",1998-05-05,"D","London Knights",18,3,11,14,0.78,15,1,3,1,0,4
"Alexander Nylander",1998-03-02,"LW","Mississauga Steelheads",6,6,6,12,2,1,2,2,0,1,2
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",12,6,4,10,0.83,3,0,0,1,0,4
"Cam Dineen",1998-06-19,"D","North Bay Battalion",11,0,8,8,0.73,-4,0,5,0,0,0
"Domenico Commisso",1998-02-19,"C","Oshawa Generals",5,3,2,5,1,-5,1,2,0,0,4
"Mikhail Sergachev",1998-06-25,"D","Windsor Spitfires",5,2,3,5,1,-4,2,3,0,0,8
"Connor Hall",1998-02-21,"D","Kitchener Rangers",9,1,4,5,0.56,5,0,0,0,0,19
"Robert Thomas",1999-07-02,"C","London Knights",15,1,4,5,0.33,3,0,0,0,0,2
"Jack Kopacka",1998-03-05,"LW","Sault Ste. Marie Greyhounds",12,2,2,4,0.33,0,0,0,0,0,2
"Eric Henderson",1998-04-23,"LW","Oshawa Generals",5,1,3,4,0.8,-5,0,2,1,0,0
"Gabriel Vilardi",1999-08-16,"C","Windsor Spitfires",5,1,3,4,0.8,-4,0,3,0,0,2
"Mac Hollowell",1998-09-26,"D","Sault Ste. Marie Greyhounds",12,1,3,4,0.33,-2,0,0,0,0,14
"Ivan Lodnia",1999-08-31,"C","Erie Otters",13,0,4,4,0.31,-7,0,1,0,0,2
"Jordan Sambrook",1998-04-11,"D","Erie Otters",13,0,4,4,0.31,-4,0,1,0,0,14
"Kyle Langdon",1998-08-26,"C","Niagara IceDogs",16,2,1,3,0.19,6,0,0,1,0,0
"Brady Gilmour",1999-04-18,"C","Saginaw Spirit",4,1,2,3,0.75,1,0,0,0,0,0
"Justin Murray",1998-08-22,"D","Barrie Colts",15,1,2,3,0.2,-1,0,0,1,0,2
"Kirill Maksimov",1999-06-01,"RW","Saginaw Spirit",4,1,2,3,0.75,2,0,0,0,0,2
"Mitchell Byrne",1998-03-04,"D","Erie Otters",13,1,2,3,0.23,1,0,0,1,0,0
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",12,1,2,3,0.25,2,0,0,0,0,0
"Owen Tippett",1999-02-16,"RW","Mississauga Steelheads",7,1,2,3,0.43,0,1,0,0,0,4
"Brady Lyle",1999-06-06,"D","North Bay Battalion",11,0,3,3,0.27,-1,0,1,0,0,0
"Kevin Hancock",1998-03-02,"LW","Owen Sound Attack",6,2,0,2,0.33,-5,1,0,0,1,0
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",6,2,0,2,0.33,-6,1,0,0,0,0
"Giordano Finoro",1998-05-17,"C","Barrie Colts",15,1,1,2,0.13,-1,0,0,1,0,0
"Jacob Ball",1999-01-16,"LW","North Bay Battalion",11,1,1,2,0.18,-6,0,0,1,0,5
"Jason Robertson",1999-07-22,"LW","Kingston Frontenacs",4,1,1,2,0.5,1,0,0,0,0,2
"Max Jones",1998-02-17,"LW","London Knights",6,1,1,2,0.33,2,0,0,0,0,23
"William Lochead",1998-03-30,"D","Niagara IceDogs",17,1,1,2,0.12,6,0,0,0,0,20
"Evan Bouchard",1999-10-20,"D","London Knights",10,0,2,2,0.2,3,0,2,0,0,2
"Jacob Paquette",1999-05-26,"D","Kingston Frontenacs",9,0,2,2,0.22,0,0,0,0,0,4
"Liam Hawel",1999-04-18,"C","Sault Ste. Marie Greyhounds",12,0,2,2,0.17,1,0,0,0,0,2
"Nicolas Hague",1998-12-05,"D","Mississauga Steelheads",7,0,2,2,0.29,2,0,1,0,0,13
"Ryan McLeod",1999-09-21,"C","Mississauga Steelheads",7,0,2,2,0.29,1,0,0,0,0,2
"Austen Keating",1999-03-07,"LW","Ottawa 67's",5,1,0,1,0.2,-1,0,0,0,0,0
"Brendan Harrogate",1998-02-13,"RW","Mississauga Steelheads",2,1,0,1,0.5,1,0,0,1,0,4
"Christian Girhiny",1998-08-21,"LW","Erie Otters",11,1,0,1,0.09,-3,0,0,0,0,4
"Johnathon Schaefer",1998-04-04,"D","Niagara IceDogs",1,1,0,1,1,1,0,0,0,0,0
"Nicolas Mattinen",1998-03-05,"D","London Knights",5,1,0,1,0.2,1,1,0,0,0,2
