"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Matthew Tkachuk","NO",1997-12-11,"6.01",195,"LW","London Knights",18,20,20,40,2.22,23,8,6,14,3,3,42
"Alex DeBrincat","NO",1997-12-18,"5.07",170,"RW","Erie Otters",13,8,11,19,1.46,5,2,4,6,0,0,13
"Olli Juolevi","YES",1998-05-05,"6.02",188,"D","London Knights",18,3,11,14,0.78,15,1,3,4,1,0,4
"Cliff Pu","NO",1998-06-03,"6.02",196,"C","London Knights",18,8,5,13,0.72,9,0,0,0,2,0,6
"Adam Mascherin","NO",1998-06-06,"5.09",197,"LW","Kitchener Rangers",9,6,6,12,1.33,-4,2,4,6,0,0,0
"Alexander Nylander","YES",1998-03-02,"6.00",172,"LW","Mississauga Steelheads",6,6,6,12,2,1,2,2,4,0,1,2
"Victor Mete","NO",1998-06-07,"5.10",189,"D","London Knights",18,4,7,11,0.61,15,0,2,2,1,1,0
"Boris Katchouk","YES",1998-06-18,"6.02",210,"LW","Sault Ste. Marie Greyhounds",12,6,4,10,0.83,3,0,0,0,1,0,4
"Taylor Raddysh","NO",1998-02-18,"6.02",208,"RW","Erie Otters",12,4,6,10,0.83,4,2,0,2,1,0,2
"Jonathan Ang","NO",1998-01-31,"6.00",170,"C","Peterborough Petes",7,3,6,9,1.29,2,1,1,2,1,0,2
"Michael McLeod","NO",1998-02-03,"6.02",195,"C","Mississauga Steelheads",7,3,6,9,1.29,-2,0,4,4,0,0,6
"Kyle Maksimovich","NO",1998-03-10,"5.09",188,"LW","Erie Otters",13,5,3,8,0.62,-2,1,1,2,1,0,2
"Jakob Chychrun","NO",1998-03-31,"6.02",202,"D","Sarnia Sting",7,2,6,8,1.14,4,1,3,4,0,0,8
"Cam Dineen","YES",1998-06-19,"5.11",185,"D","North Bay Battalion",11,0,8,8,0.73,-4,0,5,5,0,0,0
"Jordan Kyrou","NO",1998-05-05,"6.00",185,"RW","Sarnia Sting",7,1,6,7,1,2,0,4,4,1,0,2
"Travis Barron","NO",1998-08-17,"6.01",193,"LW","Ottawa 67's",5,2,4,6,1.2,2,0,1,1,0,0,11
