"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Denver Barkey","NO",2005-04-27,"5.10",171,"RW","London Knights",20,11,13,24,1.2,12,4,7,11,1,0,18
"Easton Cowan","YES",2005-05-20,"6.00",185,"LW","London Knights",20,9,12,21,1.05,2,1,7,8,2,1,16
"Luca Pinelli","NO",2005-04-05,"5.09",169,"LW","Ottawa 67's",11,7,11,18,1.64,10,2,2,4,3,0,6
"Oliver Bonk","YES",2005-01-09,"6.02",210,"D","London Knights",21,0,11,11,0.52,8,0,2,2,0,0,6
"Nick Lardis","NO",2005-07-08,"5.11",185,"RW","Hamilton Bulldogs",6,5,5,10,1.67,-2,3,2,5,1,0,2
"Donovan McCoy","NO",2004-11-10,"6.01",205,"D","Peterborough Petes",22,2,8,10,0.45,12,0,1,1,1,0,12
"Anthony Romani","NO",2005-07-12,"6.01",190,"RW","North Bay Battalion",20,6,2,8,0.4,1,1,0,1,1,0,4
"Easton Wainwright","NO",2005-01-19,"5.10",190,"C","Sarnia Sting",16,6,1,7,0.44,5,0,0,0,2,0,2
"Joey Willis","YES",2005-03-14,"5.11",185,"C","Saginaw Spirit",11,4,2,6,0.55,0,1,0,1,1,0,2
"Calum Ritchie","NO",2005-01-21,"6.03",190,"C","Oshawa Generals",5,2,4,6,1.2,0,2,1,3,0,0,2
"Carson Rehkopf","NO",2005-01-07,"6.02",202,"C","Kitchener Rangers",9,2,4,6,0.67,-2,1,2,3,0,0,8
"Lucas Moore","NO",2005-06-07,"5.10",197,"D","Hamilton Bulldogs",6,2,4,6,1,-1,2,3,5,0,0,6
"Ethan Hay","NO",2005-01-15,"6.01",195,"C","Flint Firebirds",7,1,5,6,0.86,-4,0,2,2,0,0,6
"Angus MacDonell","NO",2005-05-11,"5.10",185,"C","Mississauga Steelheads",6,3,2,5,0.83,-1,0,0,0,1,0,8
"Beau Akey","NO",2005-02-11,"6.00",183,"D","Barrie Colts",13,2,3,5,0.38,-7,1,3,4,0,0,2
"Coulson Pitre","NO",2004-12-13,"6.01",185,"RW","Flint Firebirds",6,2,3,5,0.83,2,0,0,0,1,0,4
"Tristan Bertucci","NO",2005-07-12,"6.02",187,"D","Flint Firebirds",7,1,4,5,0.71,-7,1,1,2,0,0,6
"Brad Gardiner","NO",2005-03-06,"6.01",191,"C","Ottawa 67's",11,1,3,4,0.36,4,0,0,0,0,0,4
"Noah Nelson","YES",2005-03-28,"6.01",183,"C","Hamilton Bulldogs",6,1,3,4,0.67,-6,0,0,0,0,0,0
"Quentin Musty","NO",2005-07-06,"6.02",200,"LW","Sudbury Wolves",4,1,3,4,1,-5,0,2,2,0,0,6
"Calem Mangone","NO",2004-11-04,"5.09",165,"RW","Saginaw Spirit",11,0,4,4,0.36,-3,0,0,0,0,0,4
"Hunter Brzustewicz","NO",2004-11-29,"6.00",188,"D","Kitchener Rangers",9,0,4,4,0.44,-5,0,2,2,0,0,0
"Matthew Mayich","NO",2004-12-21,"6.02",197,"D","Ottawa 67's",11,0,4,4,0.36,0,0,0,0,0,0,8
"Colby Barlow","NO",2005-02-14,"6.01",190,"LW","Owen Sound Attack",4,3,0,3,0.75,-1,2,0,2,0,0,12
"Cole Brown","NO",2005-04-27,"6.03",189,"RW","Hamilton Bulldogs",6,2,1,3,0.5,-2,0,0,0,1,0,10
"Valentin Zhugin","NO",2004-12-13,"5.11",180,"LW","Guelph Storm",6,2,1,3,0.5,-3,0,0,0,0,0,8
"Cooper Foster","YES",2005-06-04,"6.00",190,"LW","Ottawa 67's",11,2,0,2,0.18,3,0,0,0,0,0,2
"Gavin Ewles","YES",2005-03-01,"6.01",193,"D","Ottawa 67's",4,1,1,2,0.5,6,0,1,1,0,0,0
"Matthew Mania","NO",2005-01-11,"6.01",190,"D","Sudbury Wolves",4,1,1,2,0.5,-2,0,0,0,0,0,6
"Konnor Smith","NO",2004-11-06,"6.06",217,"D","Peterborough Petes",23,0,2,2,0.09,5,0,0,0,0,0,10
"Nic Sima","NO",2005-03-31,"6.03",205,"RW","Saginaw Spirit",11,0,2,2,0.18,0,0,0,0,0,0,6
"Matthew Buckley","NO",2005-03-21,"5.11",183,"RW","Oshawa Generals",5,1,0,1,0.2,-6,0,0,0,0,0,0
"Mitch Young","YES",2005-04-29,"6.02",190,"D","Sarnia Sting",7,1,0,1,0.14,0,0,0,0,0,0,0
"Sebastien Gervais","NO",2005-04-11,"6.00",200,"LW","Saginaw Spirit",11,1,0,1,0.09,-3,0,0,0,0,0,0
"Braeden O'Keefe","NO",2005-06-08,"5.09",170,"C","Hamilton Bulldogs",6,0,1,1,0.17,0,0,0,0,0,0,0
"Cam Allen","NO",2005-01-07,"6.00",197,"D","Guelph Storm",6,0,1,1,0.17,-1,0,0,0,0,0,7
"Cameron Mercer","NO",2005-05-27,"6.00",180,"C","Kitchener Rangers",9,0,1,1,0.11,2,0,0,0,0,0,2
"Chris Grisolia","NO",2005-04-30,"6.00",187,"C","Barrie Colts",10,0,1,1,0.1,-1,0,0,0,0,0,2
"Finn Harding","YES",2005-03-02,"6.01",206,"D","Mississauga Steelheads",6,0,1,1,0.17,-3,0,0,0,0,0,2
"James Guo","NO",2005-04-02,"6.01",190,"D","Saginaw Spirit",11,0,1,1,0.09,2,0,0,0,0,0,0
"Olivier Savard","NO",2005-01-14,"6.02",196,"D","Saginaw Spirit",11,0,1,1,0.09,-2,0,0,0,0,0,2
"Owen Pitters","NO",2005-08-28,"6.00",200,"C","Flint Firebirds",7,0,1,1,0.14,-1,0,0,0,0,0,0
"PJ Forgione","NO",2004-11-12,"6.02",215,"D","Saginaw Spirit",10,0,1,1,0.1,2,0,0,0,0,0,6
"Adam Zidlicky","NO",2005-01-28,"6.00",170,"LW","Mississauga Steelheads",6,0,0,0,0,-7,0,0,0,0,0,6
"Alex Pharand","NO",2005-01-05,"6.03",198,"RW","Sudbury Wolves",4,0,0,0,0,-1,0,0,0,0,0,2
"Ben Pickell","NO",2005-07-20,"5.09",187,"C","Barrie Colts",1,0,0,0,0,-2,0,0,0,0,0,2
"Blake Smith","NO",2004-10-05,"6.05",225,"D","Flint Firebirds",7,0,0,0,0,0,0,0,0,0,0,6
"Chase Coughlan","NO",2005-06-17,"5.11",201,"RW","Sudbury Wolves",4,0,0,0,0,0,0,0,0,0,0,6
"Chris Barlas","NO",2005-01-10,"5.10",182,"LW","Ottawa 67's",6,0,0,0,0,-1,0,0,0,0,0,0
"Jack Dever","YES",2005-09-05,"5.10",183,"RW","Ottawa 67's",6,0,0,0,0,0,0,0,0,0,0,0
"James Petrovski","NO",2005-08-12,"6.03",190,"D","Owen Sound Attack",4,0,0,0,0,-7,0,0,0,0,0,2
"Jordyn Ertel","NO",2005-05-16,"6.00",180,"LW","Oshawa Generals",5,0,0,0,0,-5,0,0,0,0,0,8
"Luke McNamara","NO",2005-03-02,"6.03",182,"C","Saginaw Spirit",11,0,0,0,0,-3,0,0,0,0,0,0
"Mathieu Paris","YES",2005-01-01,"6.00",182,"C","London Knights",1,0,0,0,0,0,0,0,0,0,0,0
"Matthew Andonovski","NO",2005-03-14,"6.02",200,"D","Kitchener Rangers",9,0,0,0,0,-2,0,0,0,0,0,9
"Noah VandenBrink","YES",2005-01-06,"5.11",150,"RW","Hamilton Bulldogs",2,0,0,0,0,-3,0,0,0,0,0,0
"Quinton Pagé","NO",2005-08-03,"5.07",172,"LW","Peterborough Petes",23,0,0,0,0,-1,0,0,0,0,0,2
"Riley Pope","NO",2004-10-23,"5.09",152,"C","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0,0
"Thomas Chafe","NO",2005-04-19,"5.10",163,"RW","Owen Sound Attack",4,0,0,0,0,-3,0,0,0,0,0,2
"Wyatt Kennedy","YES",2005-05-27,"6.05",204,"D","North Bay Battalion",7,0,0,0,0,2,0,0,0,0,0,0
