"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Francesco Pinelli",2003-04-11,"C","Kitchener Rangers",6,3,1,4,0.67,57
"Avery Hayes",2002-10-10,"RW","Peterborough Petes",22,1,1,2,0.09,11
"Beau Jelsma",2004-04-28,"C","Barrie Colts",9,1,1,2,0.22,18
"Matthew Sop",2003-02-04,"LW","Kitchener Rangers",9,1,1,2,0.22,29
"Angus MacDonell",2005-05-11,"C","Mississauga Steelheads",6,1,0,1,0.17,20
"Declan McDonnell",2002-02-25,"RW","Barrie Colts",13,1,0,1,0.08,9
"Denver Barkey",2005-04-27,"RW","London Knights",20,1,0,1,0.05,4
"Hunter Haight",2004-04-04,"C","Saginaw Spirit",11,1,0,1,0.09,12
"J.R. Avon",2003-07-04,"LW","Peterborough Petes",23,1,0,1,0.04,7
"Jake Karabela",2004-03-07,"LW","Guelph Storm",6,1,0,1,0.17,33
"Jonathan Melee",2004-01-15,"LW","Peterborough Petes",13,1,0,1,0.08,20
"Josh Bloom",2003-06-08,"LW","North Bay Battalion",20,1,0,1,0.05,8
"Kai Schwindt",2003-12-17,"LW","Mississauga Steelheads",6,1,0,1,0.17,50
"Landon McCallum",2003-09-05,"RW","Sudbury Wolves",4,1,0,1,0.25,50
"Marcus Limpar-Lantz",2003-03-30,"C","Sarnia Sting",14,1,0,1,0.07,9
"Nolan Burke",2002-12-09,"C","Sarnia Sting",15,1,0,1,0.07,6
"Owen Van Steensel",2004-08-04,"LW","North Bay Battalion",20,1,0,1,0.05,9
"Pasquale Zito",2003-06-01,"C","North Bay Battalion",18,1,0,1,0.06,6
"Reid Valade",2002-03-14,"LW","Kitchener Rangers",9,1,0,1,0.11,17
"Braden Haché",2003-05-21,"D","Barrie Colts",13,0,1,1,0.08,11
"Braeden Bowman",2003-06-26,"RW","Guelph Storm",6,0,1,1,0.17,33
"Cooper Way",2003-06-11,"C","Sarnia Sting",16,0,1,1,0.06,33
"Donovan McCoy",2004-11-10,"D","Peterborough Petes",22,0,1,1,0.05,10
