"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Ryan Abraham",2004-04-05,"C","Windsor Spitfires",25,4,11,15,0.6,-4,1,2,0,0,14
"Paul Ludwinski",2004-04-23,"C","Kingston Frontenacs",11,7,5,12,1.09,11,0,0,0,0,8
"Gavin Hayes",2004-05-14,"RW","Flint Firebirds",19,5,7,12,0.63,-3,3,3,1,0,8
"Ty Nelson",2004-03-30,"D","North Bay Battalion",13,0,10,10,0.77,-4,0,7,0,0,6
"Coulson Pitre",2004-12-13,"RW","Flint Firebirds",16,6,3,9,0.56,10,0,0,1,1,2
"Zakary Lavoie",2004-03-13,"RW","Mississauga Steelheads",10,4,4,8,0.8,3,1,2,0,0,4
"Patrick Thomas",2004-08-21,"C","Hamilton Bulldogs",19,0,8,8,0.42,10,0,1,0,0,0
"Calum Ritchie",2005-01-21,"C","Oshawa Generals",6,4,3,7,1.17,-5,2,1,1,0,4
"Luca D'Amato",2004-08-18,"D","Flint Firebirds",19,1,6,7,0.37,-1,1,1,0,0,13
"Colby Barlow",2005-02-14,"LW","Owen Sound Attack",7,5,1,6,0.86,2,1,0,0,0,8
"Carson Rehkopf",2005-01-07,"C","Kitchener Rangers",12,4,2,6,0.5,-4,1,1,1,0,4
"Servac Petrovsky",2004-08-10,"C","Owen Sound Attack",7,2,4,6,0.86,3,0,0,0,0,4
"Owen Beck",2004-02-03,"C","Mississauga Steelheads",10,1,5,6,0.6,-1,0,2,1,0,4
"Julian Fantino",2004-02-05,"RW","Owen Sound Attack",7,4,1,5,0.71,3,0,0,1,0,4
"Owen Van Steensel",2004-08-04,"LW","North Bay Battalion",13,2,3,5,0.38,1,0,0,0,0,2
"Bryce McConnell-Barker",2004-06-04,"C","Soo Greyhounds",10,1,4,5,0.5,-1,0,2,0,0,4
"Ethan Miedema",2005-03-22,"LW","Windsor Spitfires",25,1,4,5,0.2,0,0,1,0,0,6
"Hunter Haight",2004-04-04,"C","Barrie Colts",6,1,4,5,0.83,0,0,2,0,0,0
"Luke Misa",2005-11-25,"C","Mississauga Steelheads",10,1,4,5,0.5,3,0,2,0,0,0
"Nick DeAngelis",2004-05-22,"D","Windsor Spitfires",25,0,5,5,0.2,-2,0,0,0,0,15
"Jake Karabela",2004-03-07,"LW","Guelph Storm",5,2,2,4,0.8,-8,1,1,0,0,4
"Luca Pinelli",2005-04-05,"LW","Ottawa 67's",4,2,2,4,1,1,1,0,0,0,2
"Matthew Soto",2005-08-31,"RW","Kingston Frontenacs",11,2,2,4,0.36,3,0,0,0,0,2
"Cedrick Guindon",2004-04-21,"C","Owen Sound Attack",7,1,3,4,0.57,-3,1,0,0,0,2
"Matthew Poitras",2004-03-10,"C","Guelph Storm",5,1,3,4,0.8,-5,0,0,0,0,6
"Simon Slavicek",2004-02-02,"C","Flint Firebirds",9,1,3,4,0.44,1,0,0,0,0,2
"Vinzenz Rohrer",2004-09-09,"RW","Ottawa 67's",4,1,3,4,1,3,0,0,0,0,0
"Kirill Kudryavtsev",2004-02-05,"D","Soo Greyhounds",10,0,4,4,0.4,-5,0,2,0,0,6
"Adrian Misaljevic",2004-07-10,"LW","Kitchener Rangers",12,2,1,3,0.25,1,0,0,0,0,2
"Marco Mignosa",2005-04-13,"RW","Soo Greyhounds",10,2,1,3,0.3,6,0,0,0,1,0
"Trent Swick",2004-04-25,"LW","Kitchener Rangers",9,2,1,3,0.33,0,0,0,0,0,6
"Cooper Matthews",2004-02-11,"RW","Barrie Colts",6,1,2,3,0.5,-1,1,0,0,0,0
"Jorian Donovan",2004-04-05,"D","Hamilton Bulldogs",13,1,2,3,0.23,1,0,0,0,0,4
"Madden Steen",2004-05-18,"D","Owen Sound Attack",7,1,2,3,0.43,0,0,0,0,0,4
"Michael Buchinger",2004-04-25,"D","Guelph Storm",5,1,2,3,0.6,-5,0,0,0,0,4
"Landon Sim",2004-07-17,"LW","London Knights",7,0,3,3,0.43,2,0,0,0,0,4
"Taos Jordan",2004-03-29,"D","Owen Sound Attack",7,0,3,3,0.43,1,0,0,0,0,0
"Thomas Sirman",2004-03-05,"D","Ottawa 67's",4,0,3,3,0.75,2,0,0,0,0,4
"Zach Filak",2004-01-21,"C","Sarnia Sting",6,0,3,3,0.5,-3,0,0,0,0,6
"Angus MacDonell",2005-05-11,"C","Sarnia Sting",6,1,1,2,0.33,-2,0,0,0,0,14
"Antonino Pugliese",2004-04-09,"LW","Kitchener Rangers",8,1,1,2,0.25,-1,0,0,0,0,0
"Denver Barkey",2005-04-27,"C","London Knights",5,1,1,2,0.4,-3,0,0,0,0,4
"Ethan Hay",2005-01-15,"C","Flint Firebirds",19,1,1,2,0.11,-3,0,0,0,0,16
"Gavin Bryant",2004-07-24,"C","Owen Sound Attack",5,1,1,2,0.4,1,0,0,0,1,0
"Jordyn Ertel",2005-05-16,"C","Oshawa Generals",6,1,1,2,0.33,2,0,0,0,0,11
"Max Namestnikov",2004-02-06,"C","Sarnia Sting",6,1,1,2,0.33,-3,1,0,0,0,6
"Nic Sima",2005-03-31,"RW","North Bay Battalion",7,1,1,2,0.29,-2,0,0,0,0,0
"Owen Outwater",2005-01-04,"LW","North Bay Battalion",9,1,1,2,0.22,2,0,0,1,0,2
"Zander Veccia",2004-07-27,"RW","Mississauga Steelheads",10,1,1,2,0.2,3,0,0,0,0,5
"Easton Cowan",2005-05-20,"C","London Knights",5,0,2,2,0.4,2,0,0,0,0,0
"Konnor Smith",2004-11-06,"D","Peterborough Petes",4,0,2,2,0.5,-1,0,1,0,0,0
"Thomas Budnick",2004-02-14,"D","Kingston Frontenacs",11,0,2,2,0.18,6,0,1,0,0,11
"Brady Stonehouse",2004-08-06,"RW","Ottawa 67's",4,1,0,1,0.25,-4,0,0,0,0,2
"Charlie Paquette",2005-12-06,"RW","Guelph Storm",5,1,0,1,0.2,1,0,0,0,0,5
"Chris Barlas",2005-01-10,"C","Ottawa 67's",4,1,0,1,0.25,-1,0,0,0,0,0
"Donovan McCoy",2004-11-10,"D","Peterborough Petes",4,1,0,1,0.25,-2,0,0,0,0,2
"Gage Heyes",2004-04-21,"RW","Kingston Frontenacs",5,1,0,1,0.2,0,0,0,1,0,7
"Jackson Stewart",2004-06-18,"LW","Kingston Frontenacs",10,1,0,1,0.1,0,1,0,0,0,6
"Justin Cloutier",2005-06-20,"RW","Soo Greyhounds",10,1,0,1,0.1,-1,0,0,1,0,0
"Oliver Bonk",2005-01-09,"D","London Knights",7,1,0,1,0.14,-1,0,0,0,0,2
"Sam Alfano",2004-01-18,"RW","Peterborough Petes",4,1,0,1,0.25,-3,0,0,0,0,7
"Valentin Zhugin",2004-12-13,"LW","Guelph Storm",5,1,0,1,0.2,-4,1,0,1,0,4
"Caeden Carlisle",2004-01-31,"D","Soo Greyhounds",9,0,1,1,0.11,1,0,0,0,0,4
"Cam Allen",2005-01-07,"D","Guelph Storm",5,0,1,1,0.2,-7,0,0,0,0,4
"Cameron Mercer",2005-05-27,"C","Kitchener Rangers",8,0,1,1,0.13,0,0,0,0,0,2
"Chris Grisolia",2005-04-30,"C","Barrie Colts",6,0,1,1,0.17,-2,0,0,0,0,4
"Chris O'Flaherty",2005-03-12,"LW","Windsor Spitfires",11,0,1,1,0.09,1,0,0,0,0,6
"Jacob LeBlanc",2004-06-03,"D","Kitchener Rangers",12,0,1,1,0.08,-4,0,0,0,0,2
"James Petrovski",2005-08-12,"D","Flint Firebirds",18,0,1,1,0.06,4,0,0,0,0,6
"Matthew Mayich",2004-12-21,"D","Ottawa 67's",4,0,1,1,0.25,-4,0,0,0,0,2
"Owen Allard",2004-01-13,"C","Soo Greyhounds",10,0,1,1,0.1,0,0,0,0,0,0
"Ruslan Gazizov",2004-01-21,"LW","London Knights",4,0,1,1,0.25,1,0,0,0,0,0
"Adam Zidlicky",2005-01-28,"C","Kitchener Rangers",7,0,0,0,0,-2,0,0,0,0,6
"Alexis Daviault",2005-06-17,"D","Sarnia Sting",6,0,0,0,0,-6,0,0,0,0,6
"Andrew LeBlanc",2004-06-03,"C","Kitchener Rangers",5,0,0,0,0,-3,0,0,0,0,0
