"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Wyatt Johnston","NO",55,2003-05-14,2003,"6.02",181,"C","Windsor Spitfires",25,14,27,41,1.64,24,1,10,11,1,2,3,2,1,12,1
"Logan Morrison","NO",9,2002-07-09,2002,"6.00",180,"C","Hamilton Bulldogs",19,17,22,39,2.05,17,5,12,17,0,0,0,2,3,2,1
"Avery Hayes","NO",13,2002-10-10,2002,"5.10",175,"RW","Hamilton Bulldogs",16,14,20,34,2.13,17,5,10,15,2,1,3,1,1,19,1
"Will Cuylle","NO",13,2002-02-05,2002,"6.04",210,"LW","Windsor Spitfires",25,15,16,31,1.24,20,3,2,5,3,0,3,2,3,30,1
"Mason McTavish","NO",23,2003-01-30,2003,"6.01",207,"C","Hamilton Bulldogs",19,16,13,29,1.53,2,7,7,14,1,0,1,2,1,26,1
"Brennan Othmann","NO",78,2003-01-05,2003,"6.00",180,"LW","Flint Firebirds",19,9,15,24,1.26,-2,2,7,9,1,0,1,5,0,18,1
"Mitchell Russell","NO",27,2001-03-06,2001,"6.00",193,"RW","North Bay Battalion",11,11,11,22,2,4,4,3,7,0,0,0,4,3,6,1
"Daniel D'Amico","NO",29,2001-01-26,2001,"5.10",197,"LW","Windsor Spitfires",25,11,10,21,0.84,7,1,1,2,1,0,1,2,1,25,1
"Brandon Coe","NO",21,2001-12-01,2001,"6.05",203,"RW","North Bay Battalion",12,7,13,20,1.67,1,2,4,6,0,0,0,2,0,10,1
"Ryan Winterton","NO",27,2003-09-04,2003,"6.02",190,"RW","Hamilton Bulldogs",18,7,12,19,1.06,4,5,4,9,0,0,0,1,0,6,1
"Francesco Arcuri","NO",13,2003-06-13,2003,"6.01",200,"LW","Kingston Frontenacs",11,6,13,19,1.73,11,1,1,2,0,0,0,1,0,8,1
"Matthew Maggio","NO",81,2002-11-25,2002,"6.00",185,"RW","Windsor Spitfires",25,7,10,17,0.68,-4,3,2,5,0,0,0,1,1,12,1
"Arber Xhekaj","NO",8,2001-01-30,2001,"6.04",204,"D","Hamilton Bulldogs",18,6,10,16,0.89,15,2,2,4,0,1,1,3,0,50,1
"Louka Henault","NO",43,2001-01-31,2001,"5.11",180,"D","Windsor Spitfires",25,4,12,16,0.64,24,1,5,6,0,0,0,0,0,28,1
"Amadeus Lombardi","NO",93,2003-06-05,2003,"5.11",171,"C","Flint Firebirds",19,7,8,15,0.79,-4,1,1,2,0,0,0,0,0,6,1
"Joseph Serpa","NO",19,2002-03-23,2002,"5.11",165,"C","Kitchener Rangers",12,6,9,15,1.25,3,0,2,2,0,0,0,0,1,10,1
"Zayde Wisdom","NO",74,2002-07-07,2002,"5.10",201,"RW","Kingston Frontenacs",11,4,11,15,1.36,8,1,1,2,0,1,1,0,0,10,1
"Ryan Abraham","YES",12,2004-04-05,2004,"5.08",168,"C","Windsor Spitfires",25,4,11,15,0.6,-4,1,2,3,0,0,0,0,0,14,1
"Alex Christopoulos","NO",48,2003-03-26,2003,"6.00",195,"RW","Windsor Spitfires",25,11,3,14,0.56,10,0,0,0,0,0,0,1,0,8,1
"Kyle Jackson","NO",26,2002-10-17,2002,"6.03",201,"C","North Bay Battalion",12,9,5,14,1.17,-5,5,1,6,0,0,0,0,0,0,1
"Andrew Perrott","NO",58,2001-08-24,2001,"6.00",212,"D","Windsor Spitfires",25,7,7,14,0.56,3,3,2,5,0,0,0,3,0,31,1
"Jack Thompson","NO",25,2002-03-19,2002,"6.01",185,"D","Soo Greyhounds",9,6,8,14,1.56,2,3,2,5,0,0,0,0,0,11,1
"Michael Renwick","NO",27,2002-01-26,2002,"6.00",185,"D","Windsor Spitfires",25,5,9,14,0.56,24,2,2,4,0,0,0,2,0,35,1
"Shane Wright","NO",51,2004-01-05,2004,"6.01",185,"C","Kingston Frontenacs",11,3,11,14,1.27,4,1,2,3,0,0,0,2,0,0,1
"George Diaco","NO",14,2002-02-14,2002,"5.07",170,"LW","Hamilton Bulldogs",19,3,11,14,0.74,4,2,2,4,0,0,0,1,0,8,1
"Dmitry Kuzmin","NO",79,2003-04-23,2003,"5.10",188,"D","Flint Firebirds",19,0,13,13,0.68,4,0,7,7,0,1,1,0,0,6,1
"Martin Chromiak","NO",8,2002-08-20,2002,"5.10",192,"LW","Kingston Frontenacs",11,7,5,12,1.09,3,1,0,1,0,0,0,0,0,4,1
"Paul Ludwinski","YES",19,2004-04-23,2004,"5.11",187,"C","Kingston Frontenacs",11,7,5,12,1.09,11,0,0,0,2,0,2,0,0,8,1
"Mitchell Martin","NO",59,2003-01-06,2003,"6.04",206,"LW","Kitchener Rangers",12,7,5,12,1,-2,2,2,4,0,0,0,1,0,10,1
"Ethan Keppen","NO",92,2001-03-20,2001,"6.02",212,"LW","Flint Firebirds",19,7,5,12,0.63,-3,3,1,4,0,0,0,1,0,12,1
"Gavin Hayes","YES",29,2004-05-14,2004,"6.02",178,"RW","Flint Firebirds",19,5,7,12,0.63,-3,3,3,6,0,0,0,1,0,8,1
"Jordan Frasca","NO",14,2001-07-05,2001,"6.02",184,"C","Kingston Frontenacs",10,4,8,12,1.2,1,1,2,3,0,0,0,0,0,9,1
"Ryan O'Rourke","NO",21,2002-05-16,2002,"6.00",174,"D","Soo Greyhounds",10,1,11,12,1.2,4,0,6,6,0,0,0,0,0,22,1
"Lucas Edmonds","NO",27,2001-01-27,2001,"5.11",183,"RW","Kingston Frontenacs",11,6,5,11,1,1,0,3,3,0,0,0,0,0,8,1
"Zacharie Giroux","NO",77,2003-04-05,2003,"5.06",162,"C","Flint Firebirds",19,6,5,11,0.58,-1,3,1,4,0,0,0,0,0,18,1
"Antonio Stranges","NO",40,2002-02-05,2002,"5.11",188,"LW","London Knights",6,5,6,11,1.83,8,0,3,3,0,0,0,0,0,0,1
"Jan Mysak","NO",19,2002-06-24,2002,"6.00",180,"C","Hamilton Bulldogs",17,4,7,11,0.65,-1,0,5,5,0,0,0,1,0,4,1
"Reid Valade","NO",55,2002-03-14,2002,"5.10",176,"LW","Kitchener Rangers",12,3,8,11,0.92,-1,1,2,3,1,0,1,0,0,16,1
"Jacob Maillet","NO",16,2003-03-13,2003,"6.01",193,"C","Windsor Spitfires",25,3,8,11,0.44,5,0,0,0,0,0,0,1,0,6,1
