"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Ryan Abraham","YES",2004-04-05,"5.08",168,"C","Windsor Spitfires",25,4,11,15,0.6,-4,1,2,3,0,0,14
"Shane Wright","NO",2004-01-05,"6.01",185,"C","Kingston Frontenacs",11,3,11,14,1.27,4,1,2,3,2,0,0
"Paul Ludwinski","YES",2004-04-23,"5.11",187,"C","Kingston Frontenacs",11,7,5,12,1.09,11,0,0,0,0,0,8
"Gavin Hayes","YES",2004-05-14,"6.02",178,"RW","Flint Firebirds",19,5,7,12,0.63,-3,3,3,6,1,0,8
"Ty Nelson","YES",2004-03-30,"5.10",206,"D","North Bay Battalion",13,0,10,10,0.77,-4,0,7,7,0,0,6
"Zakary Lavoie","YES",2004-03-13,"5.11",194,"RW","Mississauga Steelheads",10,4,4,8,0.8,3,1,2,3,0,0,4
"Patrick Thomas","YES",2004-08-21,"6.00",178,"C","Hamilton Bulldogs",19,0,8,8,0.42,10,0,1,1,0,0,0
"Luca D'Amato","YES",2004-08-18,"5.09",160,"D","Flint Firebirds",19,1,6,7,0.37,-1,1,1,2,0,0,13
"Servac Petrovsky","YES",2004-08-10,"5.11",177,"C","Owen Sound Attack",7,2,4,6,0.86,3,0,0,0,0,0,4
"Owen Beck","YES",2004-02-03,"6.00",190,"C","Mississauga Steelheads",10,1,5,6,0.6,-1,0,2,2,1,0,4
"Liam Arnsby","NO",2003-11-20,"5.11",180,"C","North Bay Battalion",13,0,6,6,0.46,2,0,1,1,0,0,19
"Julian Fantino","YES",2004-02-05,"6.00.",198,"RW","Owen Sound Attack",7,4,1,5,0.71,3,0,0,0,1,0,4
"Owen Van Steensel","YES",2004-08-04,"5.10",185,"LW","North Bay Battalion",13,2,3,5,0.38,1,0,0,0,0,0,2
"Bryce McConnell-Barker","YES",2004-06-04,"6.02",188,"C","Soo Greyhounds",10,1,4,5,0.5,-1,0,2,2,0,0,4
"Hunter Haight","YES",2004-04-04,"5.11",180,"C","Barrie Colts",6,1,4,5,0.83,0,0,2,2,0,0,0
"Nick DeAngelis","YES",2004-05-22,"6.02",188,"D","Windsor Spitfires",25,0,5,5,0.2,-2,0,0,0,0,0,15
"Jake Karabela","YES",2004-03-07,"5.11",188,"LW","Guelph Storm",5,2,2,4,0.8,-8,1,1,2,0,0,4
"Cedrick Guindon","YES",2004-04-21,"5.10",182,"C","Owen Sound Attack",7,1,3,4,0.57,-3,1,0,1,0,0,2
"Luca Del Bel Belluz","NO",2003-11-10,"6.01",178,"C","Mississauga Steelheads",10,1,3,4,0.4,-5,1,1,2,0,0,0
"Matthew Poitras","YES",2004-03-10,"5.11",170,"C","Guelph Storm",5,1,3,4,0.8,-5,0,0,0,0,0,6
"Simon Slavicek","YES",2004-02-02,"6.00",170,"C","Flint Firebirds",9,1,3,4,0.44,1,0,0,0,0,0,2
"Vinzenz Rohrer","YES",2004-09-09,"5.11",168,"RW","Ottawa 67's",4,1,3,4,1,3,0,0,0,0,0,0
"Kirill Kudryavtsev","YES",2004-02-05,"6.00",202,"D","Soo Greyhounds",10,0,4,4,0.4,-5,0,2,2,0,0,6
"Adrian Misaljevic","YES",2004-07-10,"5.11",175,"LW","Kitchener Rangers",12,2,1,3,0.25,1,0,0,0,0,0,2
"Trent Swick","YES",2004-04-25,"6.06",208,"LW","Kitchener Rangers",9,2,1,3,0.33,0,0,0,0,0,0,6
"Chas Sharpe","NO",2003-11-28,"6.03",196,"RD","Mississauga Steelheads",10,1,2,3,0.3,0,0,2,2,1,0,6
"Cooper Matthews","YES",2004-02-11,"5.09",184,"RW","Barrie Colts",6,1,2,3,0.5,-1,1,0,1,0,0,0
"Jorian Donovan","YES",2004-04-05,"6.02",195,"D","Hamilton Bulldogs",13,1,2,3,0.23,1,0,0,0,0,0,4
"Madden Steen","YES",2004-05-18,"6.02",214,"D","Owen Sound Attack",7,1,2,3,0.43,0,0,0,0,0,0,4
"Michael Buchinger","YES",2004-04-25,"6.00",191,"D","Guelph Storm",5,1,2,3,0.6,-5,0,0,0,0,0,4
"Landon Sim","YES",2004-07-17,"5.11",185,"LW","London Knights",7,0,3,3,0.43,2,0,0,0,0,0,4
"Taos Jordan","YES",2004-03-29,"5.11",190,"D","Owen Sound Attack",7,0,3,3,0.43,1,0,0,0,0,0,0
"Thomas Sirman","YES",2004-03-05,"5.10",186,"D","Ottawa 67's",4,0,3,3,0.75,2,0,0,0,0,0,4
"Zach Filak","YES",2004-01-21,"6.01",185,"C","Sarnia Sting",6,0,3,3,0.5,-3,0,0,0,0,0,6
"Antonino Pugliese","YES",2004-04-09,"5.09",179,"LW","Kitchener Rangers",8,1,1,2,0.25,-1,0,0,0,0,0,0
"Danny Zhilkin","NO",2003-12-19,"6.02",185,"C","Guelph Storm",4,1,1,2,0.5,-1,0,1,1,0,0,6
"Gavin Bryant","YES",2004-07-24,"5.11",188,"C","Owen Sound Attack",5,1,1,2,0.4,1,0,0,0,0,1,0
"Max Namestnikov","YES",2004-02-06,"5.08",184,"C","Sarnia Sting",6,1,1,2,0.33,-3,1,0,1,0,0,6
"Zander Veccia","YES",2004-07-27,"5.10",184,"RW","Mississauga Steelheads",10,1,1,2,0.2,3,0,0,0,0,0,5
"Kai Schwindt","NO",2003-12-17,"6.03",195,"LW","Mississauga Steelheads",9,0,2,2,0.22,1,0,0,0,0,0,2
"Thomas Budnick","YES",2004-02-14,"6.01",210,"D","Kingston Frontenacs",11,0,2,2,0.18,6,0,1,1,0,0,11
"Brady Stonehouse","YES",2004-08-06,"5.10",194,"RW","Ottawa 67's",4,1,0,1,0.25,-4,0,0,0,0,0,2
"Gage Heyes","YES",2004-04-21,"6.00",172,"RW","Kingston Frontenacs",5,1,0,1,0.2,0,0,0,0,1,0,7
"Jackson Stewart","YES",2004-06-18,"6.00",198,"LW","Kingston Frontenacs",10,1,0,1,0.1,0,1,0,1,0,0,6
"Sam Alfano","YES",2004-01-18,"6.04",204,"RW","Peterborough Petes",4,1,0,1,0.25,-3,0,0,0,0,0,7
"Caeden Carlisle","YES",2004-01-31,"6.01.",197,"D","Soo Greyhounds",9,0,1,1,0.11,1,0,0,0,0,0,4
"Jacob LeBlanc","YES",2004-06-03,"6.01",186,"D","Kitchener Rangers",12,0,1,1,0.08,-4,0,0,0,0,0,2
"Owen Allard","YES",2004-01-13,"6.02",200,"C","Soo Greyhounds",10,0,1,1,0.1,0,0,0,0,0,0,0
"Ruslan Gazizov","YES",2004-01-21,"5.11",185,"LW","London Knights",4,0,1,1,0.25,1,0,0,0,0,0,0
"Andrew LeBlanc","YES",2004-06-03,"6.00",183,"C","Kitchener Rangers",5,0,0,0,0,-3,0,0,0,0,0,0
"Austin Harper","YES",2004-02-04,"5.07",159,"RW","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0,0
"Avval Baisov","YES",2004-04-26,"6.00",187,"LW","Windsor Spitfires",7,0,0,0,0,0,0,0,0,0,0,11
"Beau Jelsma","YES",2004-04-28,"5.10",180,"C","Barrie Colts",3,0,0,0,0,0,0,0,0,0,0,0
"Ben Bujold","YES",2004-03-03,"5.11",181,"C","London Knights",7,0,0,0,0,-2,0,0,0,0,0,2
"Brody Crane","YES",2004-05-29,"5.11",185,"LW","London Knights",4,0,0,0,0,-2,0,0,0,0,0,2
"Cedricson Okitundu","YES",2004-01-03,"6.00",203,"D","Owen Sound Attack",4,0,0,0,0,-1,0,0,0,0,0,7
"Connor Toms","YES",2004-03-13,"5.11",174,"D","Soo Greyhounds",8,0,0,0,0,0,0,0,0,0,0,4
"Derek Smyth","YES",2004-04-17,"6.05",212,"D","Ottawa 67's",4,0,0,0,0,3,0,0,0,0,0,5
"Jackson Edward","YES",2004-02-27,"6.03",191,"D","London Knights",7,0,0,0,0,-1,0,0,0,0,0,0
"Jonathan Melee","YES",2004-01-15,"6.00",184,"C","Peterborough Petes",4,0,0,0,0,-2,0,0,0,0,0,2
"Josh Vogelsberg","YES",2004-06-04,"5.11",161,"LW","Sarnia Sting",4,0,0,0,0,0,0,0,0,0,0,0
"Justin DeZoete","YES",2004-01-02,"6.00.",196,"RW","Peterborough Petes",3,0,0,0,0,-3,0,0,0,0,0,0
"Landen Hookey","YES",2004-01-29,"6.05",222,"RW","Soo Greyhounds",6,0,0,0,0,1,0,0,0,0,0,7
"Michael MacLean","YES",2004-08-05,"6.05",192,"D","Flint Firebirds",1,0,0,0,0,0,0,0,0,0,0,0
"Nathan Poole","YES",2004-07-28,"6.01",200,"C","Kingston Frontenacs",5,0,0,0,0,0,0,0,0,0,0,4
"Noah Van Vliet","YES",2004-02-18,"6.02",222,"D","Hamilton Bulldogs",17,0,0,0,0,1,0,0,0,0,0,9
"Owen MacDonald","YES",2004-08-28,"6.01",188,"D","Sarnia Sting",6,0,0,0,0,-3,0,0,0,0,0,2
"Roenick Jodoin","YES",2004-09-10,"5.06 ",165,"C","Barrie Colts",3,0,0,0,0,-1,0,0,0,0,0,0
"Ryan McGuire","YES",2004-02-29,"5.11",192,"C","Guelph Storm",1,0,0,0,0,0,0,0,0,0,0,0
"Ryan Pryce","YES",2004-02-06,"6.02",197,"D","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0,0
"Ryder McIntyre","YES",2004-07-15,"6.04",225,"RW","Sarnia Sting",6,0,0,0,0,-2,0,0,0,0,0,2
"Samuel Assinewai","YES",2004-04-16,"5.11",154,"LW","Flint Firebirds",3,0,0,0,0,1,0,0,0,0,0,0
"Tai York","YES",2004-06-18,"6.01",185,"LW","Barrie Colts",4,0,0,0,0,0,0,0,0,0,0,0
"Ty Petrou","YES",2004-05-10,"6.00",182,"C","Flint Firebirds",6,0,0,0,0,-1,0,0,0,0,0,0
"Will Gerrior","YES",2004-03-02,"5.10",179,"LW","Ottawa 67's",4,0,0,0,0,-3,0,0,0,0,0,2
"Zach Wigle","YES",2004-01-12,"6.00",193,"C","Barrie Colts",5,0,0,0,0,0,0,0,0,0,0,0
