"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Will Cuylle",2002-02-05,"LW","Windsor Spitfires",25,3,0,3,0.12,10
"Avery Hayes",2002-10-10,"RW","Hamilton Bulldogs",16,2,1,3,0.19,9
"Wyatt Johnston",2003-05-14,"C","Windsor Spitfires",25,1,2,3,0.12,7
"Paul Ludwinski",2004-04-23,"C","Kingston Frontenacs",11,2,0,2,0.18,17
"Emmett Sproule",2001-03-19,"LW","Peterborough Petes",4,1,1,2,0.5,40
"Lawson Sherk",2003-05-03,"C","Hamilton Bulldogs",19,1,1,2,0.11,33
"Braeden Kressler",2003-01-05,"C","Flint Firebirds",17,0,2,2,0.12,20
"Brennan Othmann",2003-01-05,"LW","Flint Firebirds",19,1,0,1,0.05,4
"Colby Barlow",2005-02-14,"LW","Owen Sound Attack",7,1,0,1,0.14,17
"Daniel D'Amico",2001-01-26,"LW","Windsor Spitfires",25,1,0,1,0.04,5
"Ethan Hay",2005-01-15,"C","Flint Firebirds",19,1,0,1,0.05,50
"Gavin Bryant",2004-07-24,"C","Owen Sound Attack",5,1,0,1,0.2,50
"Igor Chibrikov",2001-11-30,"D","Owen Sound Attack",5,1,0,1,0.2,50
"Jack Beck",2003-04-12,"LW","Ottawa 67's",4,1,0,1,0.25,25
"Mason McTavish",2003-01-30,"C","Hamilton Bulldogs",19,1,0,1,0.05,3
"Owen Van Steensel",2004-08-04,"LW","North Bay Battalion",13,1,0,1,0.08,20
"Paul Christopoulos",2003-03-26,"D","North Bay Battalion",13,1,0,1,0.08,20
"Reid Valade",2002-03-14,"LW","Kitchener Rangers",12,1,0,1,0.08,9
"Sahil Panwar",2002-01-26,"C","Flint Firebirds",19,1,0,1,0.05,14
"Tucker Robertson",2003-06-22,"C","Peterborough Petes",4,1,0,1,0.25,25
"Arber Xhekaj",2001-01-30,"D","Hamilton Bulldogs",18,0,1,1,0.06,6
"Colton Kammerer",2001-10-21,"D","Hamilton Bulldogs",14,0,1,1,0.07,17
"Dmitry Kuzmin",2003-04-23,"D","Flint Firebirds",19,0,1,1,0.05,8
"Jake Murray",2002-04-11,"D","Kingston Frontenacs",11,0,1,1,0.09,14
"Konnor Smith",2004-11-06,"D","Peterborough Petes",4,0,1,1,0.25,50
"Liam Arnsby",2003-11-20,"C","North Bay Battalion",13,0,1,1,0.08,17
"Nathan Ribau",2002-04-07,"D","Windsor Spitfires",25,0,1,1,0.04,17
"Servac Petrovsky",2004-08-10,"C","Owen Sound Attack",7,0,1,1,0.14,17
"Simon Slavicek",2004-02-02,"C","Flint Firebirds",9,0,1,1,0.11,25
"Zayde Wisdom",2002-07-07,"RW","Kingston Frontenacs",11,0,1,1,0.09,7
"Adam Varga",2001-06-07,"RW","Ottawa 67's",4,0,0,0,0,NA
"Adam Zidlicky",2005-01-28,"C","Kitchener Rangers",7,0,0,0,0,NA
"Adrian Misaljevic",2004-07-10,"LW","Kitchener Rangers",12,0,0,0,0,0
"Aidan Prueter",2001-12-21,"LW","Mississauga Steelheads",10,0,0,0,0,0
"Alec Belanger",2002-05-29,"D","Kingston Frontenacs",11,0,0,0,0,0
"Alex Christopoulos",2003-03-26,"RW","Windsor Spitfires",25,0,0,0,0,0
"Alex Johnston",2001-11-19,"C","Ottawa 67's",4,0,0,0,0,0
"Alexis Daviault",2005-06-17,"D","Sarnia Sting",6,0,0,0,0,NA
"Amadeus Lombardi",2003-06-05,"C","Flint Firebirds",19,0,0,0,0,0
"Andrew LeBlanc",2004-06-03,"C","Kitchener Rangers",5,0,0,0,0,NA
"Andrew Perrott",2001-08-24,"D","Windsor Spitfires",25,0,0,0,0,0
"Angus MacDonell",2005-05-11,"C","Sarnia Sting",6,0,0,0,0,0
"Anthony Costantini",2002-08-04,"D","Ottawa 67's",4,0,0,0,0,0
"Anthony Tabak",2001-12-06,"LW","Barrie Colts",6,0,0,0,0,0
"Antonino Pugliese",2004-04-09,"LW","Kitchener Rangers",8,0,0,0,0,0
"Antonio Stranges",2002-02-05,"LW","London Knights",6,0,0,0,0,0
"Artem Grushnikov",2003-03-20,"D","Hamilton Bulldogs",19,0,0,0,0,0
"Artem Guryev",2003-05-17,"D","Peterborough Petes",4,0,0,0,0,NA
"Artur Cholach",2003-06-06,"D","Barrie Colts",6,0,0,0,0,0
"Ashton Reesor",2001-01-12,"D","Guelph Storm",5,0,0,0,0,NA
"Austin Harper",2004-02-04,"RW","Sarnia Sting",1,0,0,0,0,NA
"Avery Winslow",2002-08-24,"D","North Bay Battalion",13,0,0,0,0,0
"Avval Baisov",2004-04-26,"LW","Windsor Spitfires",7,0,0,0,0,NA
"Beau Akey",2005-02-11,"D","Barrie Colts",6,0,0,0,0,NA
"Beau Jelsma",2004-04-28,"C","Barrie Colts",3,0,0,0,0,NA
"Ben Bujold",2004-03-03,"C","London Knights",7,0,0,0,0,NA
"Ben Lalkin",2005-02-07,"LW","Sarnia Sting",6,0,0,0,0,NA
"Ben McFarlane",2002-08-09,"RW","Guelph Storm",5,0,0,0,0,0
"Ben Roger",2002-11-03,"D","Kingston Frontenacs",11,0,0,0,0,0
"Blake Smith",2004-10-05,"D","Oshawa Generals",3,0,0,0,0,NA
"Brad Gardiner",2005-03-06,"C","Ottawa 67's",2,0,0,0,0,NA
"Braden Haché",2003-05-21,"D","Kingston Frontenacs",11,0,0,0,0,0
"Brady Stonehouse",2004-08-06,"RW","Ottawa 67's",4,0,0,0,0,0
"Braeden Bowman",2003-06-26,"RW","Guelph Storm",5,0,0,0,0,0
"Braeden O'Keefe",2005-06-08,"C","Hamilton Bulldogs",1,0,0,0,0,NA
"Brandon Coe",2001-12-01,"RW","North Bay Battalion",12,0,0,0,0,0
"Brayden Guy",2001-03-03,"LW","Guelph Storm",5,0,0,0,0,0
"Brenden Anderson",2003-03-04,"LW","Hamilton Bulldogs",12,0,0,0,0,0
"Brett Harrison",2003-06-07,"C","Oshawa Generals",6,0,0,0,0,0
"Brian Zanetti",2003-03-15,"D","Peterborough Petes",4,0,0,0,0,0
"Brody Crane",2004-05-29,"LW","London Knights",4,0,0,0,0,NA
"Bronson Ride",2005-01-14,"D","Windsor Spitfires",1,0,0,0,0,NA
"Bryce McConnell-Barker",2004-06-04,"C","Soo Greyhounds",10,0,0,0,0,0
"Bryce Montgomery",2002-11-12,"D","London Knights",7,0,0,0,0,0
"Caeden Carlisle",2004-01-31,"D","Soo Greyhounds",9,0,0,0,0,0
"Cal Uens",2005-02-11,"D","Owen Sound Attack",6,0,0,0,0,NA
"Callum Chisholm",2003-08-28,"LW","Mississauga Steelheads",5,0,0,0,0,NA
"Calum Ritchie",2005-01-21,"C","Oshawa Generals",6,0,0,0,0,0
"Cam Allen",2005-01-07,"D","Guelph Storm",5,0,0,0,0,0
"Cam Gauvreau",2003-03-08,"D","North Bay Battalion",6,0,0,0,0,0
"Camaryn Baber",2001-04-04,"C","London Knights",7,0,0,0,0,0
"Cameron Butler",2002-06-09,"RW","Oshawa Generals",4,0,0,0,0,0
"Cameron Mercer",2005-05-27,"C","Kitchener Rangers",8,0,0,0,0,0
"Cameron Supryka",2001-10-28,"D","Guelph Storm",5,0,0,0,0,NA
"Cameron Tolnai",2002-02-14,"C","Ottawa 67's",4,0,0,0,0,0
"Carson Rehkopf",2005-01-07,"C","Kitchener Rangers",12,0,0,0,0,0
"Cedrick Guindon",2004-04-21,"C","Owen Sound Attack",7,0,0,0,0,0
