"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Tyler Toffoli","NO",16,1992-04-24,1992,"6.00",186,"RW","Ottawa 67's",68,57,51,108,1.59,44,13,13,26,4,2,6,8,1,33,1
"Jason Akeson","NO",19,1990-06-03,1990,"5.11",183,"RW","Kitchener Rangers",67,24,84,108,1.61,20,7,39,46,1,1,2,5,1,23,1
"Ryan Strome","NO",18,1993-07-11,1993,"6.01",192,"C","Niagara IceDogs",65,33,73,106,1.63,28,9,31,40,2,0,2,5,1,82,1
"Nail Yakupov","YES",10,1993-10-06,1993,"5.11",190,"RW","Sarnia Sting",65,49,52,101,1.55,-2,16,18,34,0,0,0,5,0,71,1
"Ryan Ellis","NO",6,1991-01-03,1991,"5.10",179,"D","Windsor Spitfires",58,24,77,101,1.74,24,10,32,42,2,2,4,5,2,61,1
"Christian Thomas","NO",27,1992-05-26,1992,"5.09",170,"RW","Oshawa Generals",66,54,45,99,1.5,20,19,20,39,2,0,2,9,0,38,1
"Taylor Beck","NO",19,1991-05-13,1991,"6.02",203,"RW","Guelph Storm",62,42,53,95,1.53,3,16,19,35,1,1,2,9,1,60,1
"Greg McKegg","NO",14,1992-06-17,1992,"6.00",200,"C","Erie Otters",66,49,43,92,1.39,20,17,15,32,3,0,3,9,5,35,1
"Michael Latta","NO",17,1991-05-25,1991,"6.00",213,"C","Guelph Storm",68,34,55,89,1.31,-4,11,24,35,3,1,4,3,3,158,1
"Peter Holland","NO",13,1991-01-14,1991,"6.02",198,"C","Guelph Storm",67,37,51,88,1.31,6,15,30,45,2,0,2,3,3,57,1
"Kale Kerbashian","NO",44,1990-04-07,1990,"5.11",173,"LW","Sarnia Sting",68,37,51,88,1.29,-10,11,19,30,6,1,7,2,1,52,1
"Colin Behenna","NO",24,1991-06-06,1991,"5.08",170,"C","Barrie Colts",67,33,55,88,1.31,-42,13,28,41,2,1,3,4,1,25,1
"Shane Prince","NO",18,1992-11-16,1992,"5.11",190,"LW","Ottawa 67's",59,25,63,88,1.49,43,3,20,23,1,1,2,6,3,18,1
"Joey Hishon","NO",18,1991-10-20,1991,"5.10",175,"C","Owen Sound Attack",50,37,50,87,1.74,16,12,25,37,4,0,4,5,2,64,1
"Justin Shugg","NO",4,1991-12-24,1991,"5.11",185,"RW","Mississauga St. Michaels Majors",66,41,45,86,1.3,48,7,12,19,4,0,4,10,1,43,1
"Garrett Wilson","NO",17,1991-03-16,1991,"6.03",206,"LW","Owen Sound Attack",66,40,46,86,1.3,33,19,13,32,2,2,4,6,1,114,1
"Brett Thompson","NO",28,1991-01-31,1991,"5.09",165,"C","Erie Otters",67,44,40,84,1.25,9,11,12,23,2,1,3,6,2,38,1
"Freddie Hamilton","NO",13,1992-01-01,1992,"6.01",190,"LW","Niagara IceDogs",68,38,45,83,1.22,25,10,20,30,3,1,4,7,0,20,1
"Ryan Martindale","NO",77,1991-10-27,1991,"6.04",204,"C","Ottawa 67's",65,34,49,83,1.28,38,9,18,27,1,1,2,7,1,30,1
"Alex Galchenyuk","YES",94,1994-02-12,1994,"6.02",205,"C","Sarnia Sting",68,31,52,83,1.22,-8,10,17,27,1,0,1,2,0,52,1
"Michael Sgarbossa","NO",92,1992-07-25,1992,"5.11",175,"C","Sudbury Wolves",63,36,46,82,1.3,13,15,19,34,4,1,5,4,1,77,1
"Phil Varone","NO",22,1990-12-04,1990,"5.10",180,"C","Erie Otters",59,34,48,82,1.39,21,6,17,23,3,0,3,8,1,32,1
"Ryan Spooner","NO",23,1992-01-30,1992,"5.10",175,"C","Kingston Frontenacs",64,35,46,81,1.27,-4,8,18,26,3,1,4,6,2,8,1
"Ryan Murphy","NO",24,1993-03-31,1993,"5.11",179,"D","Kitchener Rangers",63,26,53,79,1.25,22,14,33,47,0,0,0,6,1,36,1
"Shawn Szydlowski","NO",19,1990-08-05,1990,"6.00",210,"RW","Erie Otters",66,41,37,78,1.18,19,11,10,21,4,2,6,3,2,79,1
"Anthony Luciani","NO",11,1990-05-13,1990,"5.08",185,"RW","Erie Otters",54,29,49,78,1.44,26,11,11,22,0,0,0,5,0,30,1
"Robbie Czarnik","NO",27,1990-01-25,1990,"6.00",185,"C","Plymouth Whalers",61,33,44,77,1.26,4,9,19,28,3,0,3,8,2,46,1
