"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Nicholas Foglia",1993-03-28,"RW","Ottawa 67's",67,4,8,12,0.18,-8,1,1,1,0,22
"Brandon Devlin",1994-04-27,"D","Barrie Colts",64,3,9,12,0.19,-26,0,1,0,0,78
"Andreas Tsogkas",1993-08-13,"C","Brampton Battalion",52,2,10,12,0.23,-3,0,1,0,0,26
"Andrey Pedan",1993-07-03,"D","Guelph Storm",51,2,10,12,0.24,-11,1,1,0,0,89
"Garrett Hooey",1994-06-02,"C","Sarnia Sting",62,8,3,11,0.18,-8,0,0,1,0,51
"Chris Tierney",1994-07-01,"C","London Knights",47,3,8,11,0.23,-10,0,1,0,0,12
"Brady Vail",1994-03-11,"LW","Windsor Spitfires",61,3,7,10,0.16,-3,0,0,1,0,27
"Chris Marchese",1994-02-23,"LW","Erie Otters",40,3,7,10,0.25,-15,3,4,0,0,21
"Zach Lorentz",1993-01-19,"C","Kitchener Rangers",53,6,3,9,0.17,-17,1,2,0,0,6
"Kurt Gowdy",1993-03-29,"RW","Peterborough Petes",55,3,6,9,0.16,-15,1,1,0,0,37
"Michael Moffat",1993-06-12,"D","London Knights",47,2,7,9,0.19,-6,0,1,0,0,37
"Scott Simmonds",1993-08-29,"LW","Belleville Bulls",55,2,7,9,0.16,-13,0,0,0,0,11
"Matt Rupert",1994-06-02,"LW","London Knights",22,4,4,8,0.36,5,1,0,0,0,20
"Eric Ming",1993-03-31,"RW","Kitchener Rangers",65,3,5,8,0.12,-16,1,2,0,0,18
"Brayden Rose",1993-01-29,"D","Owen Sound Attack",45,2,6,8,0.18,12,1,0,0,1,67
"Brett Gustavsen",1994-03-13,"LW","Ottawa 67's",19,2,6,8,0.42,4,0,1,0,0,8
"Nathan Cull",1994-01-07,"LW","Kingston Frontenacs",51,2,6,8,0.16,0,0,0,0,0,32
"Kris Grant",1993-05-25,"D","Erie Otters",52,1,7,8,0.15,-3,1,2,0,0,6
"Max Iafrate",1994-03-28,"D","Plymouth Whalers",62,5,2,7,0.11,-2,0,1,0,0,74
"Brett Morgan",1993-08-12,"LW","Kingston Frontenacs",38,4,3,7,0.18,6,0,0,0,0,2
"Justin Thomas",1993-01-25,"LW","Sault Ste. Marie Greyhounds",11,4,3,7,0.64,0,0,0,1,0,21
"Mark Petaccio",1994-03-26,"RW","Oshawa Generals",44,4,3,7,0.16,4,0,0,0,0,34
"Connor Boland",1994-11-29,"D","Peterborough Petes",55,0,7,7,0.13,-33,0,1,0,0,26
"Grant Webermin",1994-02-24,"D","Windsor Spitfires",55,0,7,7,0.13,-3,0,2,0,0,28
"Kyler Nixon",1993-04-01,"D","Barrie Colts",45,0,7,7,0.16,-26,0,4,0,0,12
"Geoff Bezruchko",1993-02-28,"C","Peterborough Petes",56,5,1,6,0.11,-24,0,0,0,0,56
"Egor Omelyanenko",1993-07-10,"LW","Sault Ste. Marie Greyhounds",58,4,2,6,0.1,-1,0,0,0,0,26
"Frank Schumacher",1993-10-12,"D","Sudbury Wolves",30,4,2,6,0.2,1,0,0,0,0,6
"Justin Kea",1994-02-07,"C","Saginaw Spirit",62,4,2,6,0.1,-5,0,0,1,0,49
"Tom Wilson",1994-03-29,"RW","Plymouth Whalers",28,3,3,6,0.21,0,0,1,0,1,71
"Dylan Staples",1994-04-01,"RW","Kingston Frontenacs",37,2,4,6,0.16,1,0,0,0,0,11
"Connor Crisp",1994-04-08,"C","Erie Otters",48,5,0,5,0.1,-5,1,0,0,0,45
"Adam Chapman",1994-01-08,"C","Sault Ste. Marie Greyhounds",42,2,3,5,0.12,-2,0,0,0,0,41
"Luke Mercer",1994-04-30,"D","Niagara IceDogs",35,2,3,5,0.14,3,0,0,0,0,10
"Danny Elser",1993-03-18,"LW","London Knights",34,1,4,5,0.15,-5,0,0,0,0,26
"Derek Mathers",1993-08-04,"RW","Peterborough Petes",55,1,4,5,0.09,-11,0,0,1,0,171
"Cole Murduff",1993-09-15,"D","Peterborough Petes",45,0,5,5,0.11,-20,0,1,0,0,36
"Chad Thibodeau",1993-03-15,"LW","Sault Ste. Marie Greyhounds",30,3,1,4,0.13,0,0,0,0,0,78
"Kurtis Gabriel",1993-04-20,"RW","Owen Sound Attack",40,1,3,4,0.1,-2,0,0,1,0,20
"Dalton Young",1993-07-14,"D","Saginaw Spirit",46,0,4,4,0.09,-2,0,1,0,0,10
"Evan McEneny",1994-05-22,"D","Kitchener Rangers",44,0,4,4,0.09,-5,0,0,0,0,14
"Kyle Shaw",1993-02-05,"RW","Sudbury Wolves",34,3,0,3,0.09,-14,0,0,0,0,15
"Remy Giftopoulos",1993-01-13,"LW","Ottawa 67's",28,3,0,3,0.11,0,0,0,0,0,11
"Joel Wigle",1994-02-14,"RW","Niagara IceDogs",38,2,1,3,0.08,-5,0,0,0,0,13
"Brendan McCann",1993-02-23,"LW","Windsor Spitfires",15,1,2,3,0.2,-3,0,1,0,0,2
"Dylan Corson",1994-03-01,"C","Belleville Bulls",51,1,2,3,0.06,-16,1,0,1,0,43
"Taylor Fielding",1994-01-01,"D","Ottawa 67's",59,1,2,3,0.05,5,0,0,0,0,45
"Greg Staeger",1993-04-21,"D","Owen Sound Attack",35,0,3,3,0.09,4,0,0,0,0,0
"Billy Jenkins",1994-09-08,"C","Niagara IceDogs",40,1,1,2,0.05,-3,0,0,0,0,8
"Jeff Corbett",1994-09-20,"D","Sudbury Wolves",12,1,1,2,0.17,2,0,0,1,0,2
"Justin Rasmussen",1993-03-09,"C","Mississauga St. Michaels Majors",14,1,1,2,0.14,-2,0,0,1,0,15
"Kevin Raine",1993-05-28,"D","London Knights",10,1,1,2,0.2,-1,0,0,1,0,11
"Terry Trafford",1994-02-14,"C","Saginaw Spirit",42,1,1,2,0.05,-2,0,0,0,0,19
"Dylan MacDonald",1993-03-05,"D","Plymouth Whalers",26,0,2,2,0.08,7,0,0,0,0,8
"Jacob Ringuette",1994-06-03,"D","Saginaw Spirit",15,0,2,2,0.13,1,0,0,0,0,13
"Ryan Zupancic",1993-11-26,"D","Sarnia Sting",49,0,2,2,0.04,-1,0,0,0,0,32
"Adam Restoule",1993-02-21,"LW","Plymouth Whalers",30,1,0,1,0.03,-2,0,0,0,0,27
"Brett Welychka",1994-03-03,"C","London Knights",5,1,0,1,0.2,-1,0,0,0,0,2
"Jesse Young",1994-02-28,"D","Kitchener Rangers",9,1,0,1,0.11,-1,0,0,1,0,0
"Johnny McGuire",1993-08-28,"RW","Erie Otters",10,1,0,1,0.1,-3,0,0,0,0,31
"Ryan Shipley",1994-03-03,"D","Ottawa 67's",55,1,0,1,0.02,10,0,0,0,0,49
"Chris Albertini",1993-01-16,"RW","Plymouth Whalers",8,0,1,1,0.13,-1,0,0,0,0,0
"Cosimo Fontana",1994-09-08,"RW","Ottawa 67's",14,0,1,1,0.07,-1,0,0,0,0,7
"Jordan McNaughton",1994-03-12,"D","Brampton Battalion",7,0,1,1,0.14,1,0,0,0,0,4
"Joshua Chapman",1994-11-17,"D","Sarnia Sting",16,0,1,1,0.06,-6,0,0,0,0,11
"Mark Gazdic",1993-06-26,"D","Erie Otters",18,0,1,1,0.06,-3,0,0,0,0,7
"Peter Angelopoulos",1994-04-29,"LW","Sault Ste. Marie Greyhounds",10,0,1,1,0.1,-2,0,0,0,0,0
"Ray Huether",1994-03-16,"C","Saginaw Spirit",7,0,1,1,0.14,0,0,0,0,0,2
"Reid Jackman",1993-03-17,"LW","Peterborough Petes",15,0,1,1,0.07,-4,0,0,0,0,9
"Ryan Tuffin",1994-05-16,"LW","Saginaw Spirit",3,0,1,1,0.33,0,0,0,0,0,0
"Scott Coghlin",1994-03-03,"D","Peterborough Petes",3,0,1,1,0.33,-1,0,0,0,0,0
"Spencer Green",1994-01-28,"LW","Kingston Frontenacs",10,0,1,1,0.1,1,0,0,0,0,0
"Troy Donnay",1994-02-18,"D","London Knights",25,0,1,1,0.04,-2,0,0,0,0,12
"Adam Lloyd",1994-02-13,"RW","Brampton Battalion",1,0,0,0,0,0,0,0,0,0,0
"Adam Nanji",1993-01-12,"RW","Plymouth Whalers",4,0,0,0,0,-2,0,0,0,0,4
"Andre Comtois",1993-01-02,"RW","Sudbury Wolves",9,0,0,0,0,-3,0,0,0,0,20
"Brandon Scott",1993-05-02,"D","Sudbury Wolves",6,0,0,0,0,-2,0,0,0,0,9
"Brenden Miller",1994-03-29,"D","Brampton Battalion",2,0,0,0,0,-1,0,0,0,0,0
"Brian Hughes",1993-02-25,"C","Oshawa Generals",2,0,0,0,0,-1,0,0,0,0,0
"Cody Mintz",1994-07-18,"D","Sudbury Wolves",8,0,0,0,0,-4,0,0,0,0,13
"Connor Jarvis",1994-08-27,"LW","Brampton Battalion",7,0,0,0,0,-3,0,0,0,0,0
"Darryl Snelling",1994-03-13,"D","Belleville Bulls",6,0,0,0,0,-3,0,0,0,0,0
"Erik Bradford",1994-10-19,"C","Barrie Colts",5,0,0,0,0,1,0,0,0,0,9
"Jared Dennis",1994-01-16,"LW","Plymouth Whalers",4,0,0,0,0,0,0,0,0,0,0
"Jason Lacroix",1993-03-31,"LW","Sudbury Wolves",4,0,0,0,0,-1,0,0,0,0,5
"Jimmy Sheehan",1993-02-11,"D","Sudbury Wolves",4,0,0,0,0,0,0,0,0,0,2
"Joey Sullivan",1994-02-07,"LW","Peterborough Petes",13,0,0,0,0,-7,0,0,0,0,4
"Keli Grant",1993-05-25,"RW","Kitchener Rangers",4,0,0,0,0,0,0,0,0,0,0
"Mac Nichol",1993-03-03,"D","Guelph Storm",12,0,0,0,0,1,0,0,0,0,0
"Milan Doudera",1993-01-01,"D","Niagara IceDogs",7,0,0,0,0,0,0,0,0,0,6
"Mitchell Eisenberg",1994-02-17,"LW","Erie Otters",2,0,0,0,0,1,0,0,0,0,0
"Patrick Volpe",1993-05-04,"D","Sault Ste. Marie Greyhounds",32,0,0,0,0,-6,0,0,0,0,21
"Patrick Watling",1993-09-26,"C","Guelph Storm",2,0,0,0,0,0,0,0,0,0,0
"Peter Poulin Roy",1994-01-09,"RW","Sudbury Wolves",5,0,0,0,0,-3,0,0,0,0,0
"Ryan Horvat",1993-02-09,"LW","Guelph Storm",9,0,0,0,0,-1,0,0,0,0,0
"Tyler Prong",1994-07-01,"D","Sudbury Wolves",2,0,0,0,0,-1,0,0,0,0,0
"Warren Steele",1994-05-16,"D","Kingston Frontenacs",7,0,0,0,0,-1,0,0,0,0,0
