"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"John Tavares","NO",1990-09-20,"6.00",198,"C","London Knights",56,58,46,104,1.86,10,21,30,51,8,1,54
"Ryan Ellis","NO",1991-01-03,"5.10",179,"D","Windsor Spitfires",57,22,67,89,1.56,52,11,34,45,3,0,57
"Matt Duchene","NO",1991-01-16,"6.00",196,"C","Brampton Battalion",57,31,48,79,1.39,32,12,21,33,2,0,42
"Nazem Kadri","NO",1990-10-06,"6.00",177,"C","London Knights",56,25,53,78,1.39,13,10,22,32,3,0,31
"Alex Hutchings","NO",1990-11-07,"5.10",179,"C","Barrie Colts",63,34,34,68,1.08,27,12,10,22,0,3,60
"Peter Holland","NO",1991-01-14,"6.02",198,"C","Guelph Storm",68,28,39,67,0.99,10,10,16,26,5,0,42
"Ryan O'Reilly","NO",1991-02-07,"6.00",205,"C","Erie Otters",68,16,50,66,0.97,1,5,14,19,3,1,26
"Ethan Werek","YES",1991-06-07,"6.02",188,"C","Kingston Frontenacs",66,32,32,64,0.97,-5,12,7,19,4,0,83
"Zack Kassian","NO",1991-01-24,"6.03",215,"RW","Peterborough Petes",61,24,39,63,1.03,-14,13,15,28,2,1,136
"Calvin de Haan","YES",1991-05-09,"6.01",189,"D","Oshawa Generals",68,8,55,63,0.93,3,3,36,39,1,0,40
"Taylor Beck","NO",1991-05-13,"6.02",203,"RW","Guelph Storm",67,22,36,58,0.87,3,4,14,18,2,0,36
"Michael Latta","NO",1991-05-25,"6.00",213,"C","Guelph Storm",65,22,35,57,0.88,-10,10,19,29,4,0,92
"Andrew Agozzino","NO",1991-01-03,"5.10",187,"LW","Niagara IceDogs",67,27,29,56,0.84,-10,9,13,22,0,1,88
"Mathew Sisca","NO",1990-10-30,"5.09",183,"C","Niagara IceDogs",66,21,33,54,0.82,-12,5,12,17,1,1,26
"Daniel Erlich","NO",1991-03-13,"5.06",170,"RW","London Knights",67,18,35,53,0.79,16,8,12,20,3,0,39
"Phil Varone","NO",1990-12-04,"5.10",180,"C","London Knights",58,19,33,52,0.9,13,8,11,19,7,0,32
"Chris DeSousa","NO",1990-10-19,"5.09",196,"LW","Niagara IceDogs",67,33,18,51,0.76,-7,8,3,11,4,1,103
"Jordan Szwarz","NO",1991-05-14,"6.00",189,"RW","Saginaw Spirit",67,17,34,51,0.76,17,6,11,17,4,1,76
"Jordan Mayer","NO",1991-08-24,"5.10",184,"C","Mississauga St. Michael's Majors",68,22,22,44,0.65,0,7,9,16,1,1,22
"Matthew Tipoff","NO",1990-10-04,"6.00",186,"LW","Belleville Bulls",68,13,27,40,0.59,11,5,6,11,1,1,26
"Taylor Carnevale","NO",1991-03-15,"6.00",190,"C","Barrie Colts",68,13,27,40,0.59,-7,6,10,16,1,1,17
"Tyler Randell","NO",1991-06-15,"6.01",197,"RW","Kitchener Rangers",73,24,13,37,0.51,-12,11,2,13,3,0,99
"Vern Cooper","NO",1990-12-30,"5.09",202,"C","Plymouth Whalers",68,17,20,37,0.54,-16,6,6,12,3,0,62
"Michael Fine","NO",1991-05-10,"6.00",189,"C","Sault Ste. Marie Greyhounds",58,16,21,37,0.64,-17,6,11,17,1,0,59
"Beau Schmitz","YES",1991-03-26,"5.10",193,"D","Plymouth Whalers",66,6,31,37,0.56,3,3,13,16,1,0,97
