"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Christian Thomas",1992-05-26,"RW","Oshawa Generals",59,8,17,25,0.42,-7,3,6,0,0,14
"Luke Judson",1991-02-14,"RW","Belleville Bulls",67,10,14,24,0.36,8,1,0,3,0,62
"Jaroslav Kruzik",1990-03-26,"D","Kingston Frontenacs",65,3,20,23,0.35,-5,2,7,0,0,60
"Matt Clark",1990-10-17,"D","Brampton Battalion",63,3,20,23,0.37,21,0,2,1,0,91
"William Wallen",1991-08-16,"LW","Mississauga St. Michael's Majors",30,11,11,22,0.73,3,5,6,2,0,10
"Robert Kousal",1990-10-07,"LW","Oshawa Generals",62,8,14,22,0.35,-24,4,3,0,0,41
"Adam Sedlak",1991-09-21,"D","Peterborough Petes",50,7,15,22,0.44,-8,3,5,0,0,42
"Erik Gudbranson",1992-01-07,"D","Kingston Frontenacs",63,3,19,22,0.35,-16,2,9,1,0,69
"Sam Carrick",1992-02-04,"C","Brampton Battalion",61,10,11,21,0.34,-2,3,5,1,1,47
"Miroslav Preisinger",1991-02-03,"C","Sarnia Sting",63,7,14,21,0.33,-12,3,5,0,0,47
"Josh Shalla",1991-09-25,"LW","Guelph Storm",61,14,6,20,0.33,-2,2,1,1,0,28
"Tomas Rachunek",1991-02-21,"LW","Sault Ste. Marie Greyhounds",64,5,15,20,0.31,-23,1,3,0,0,25
"Cody McNaughton",1992-10-16,"RW","Guelph Storm",62,8,11,19,0.31,10,1,0,0,0,62
"Kyle Pereira",1991-02-02,"D","Brampton Battalion",57,2,17,19,0.33,9,1,12,0,0,44
"Greg McKegg",1992-06-17,"C","Erie Otters",64,8,10,18,0.28,-13,0,0,1,0,22
"Jesse Stoughton",1991-04-21,"C","Sarnia Sting",62,6,12,18,0.29,3,1,0,0,0,26
"Mitch Fillman",1990-06-05,"RW","Saginaw Spirit",63,5,13,18,0.29,9,0,0,0,0,51
"David Quesnele",1992-06-12,"LW","Peterborough Petes",65,4,14,18,0.28,-8,1,1,0,0,34
"Jason Wilson",1990-04-15,"LW","London Knights",52,12,5,17,0.33,7,3,0,1,0,104
"Andrew Shaw",1991-07-20,"C","Niagara IceDogs",56,8,9,17,0.3,-4,1,1,1,0,97
"Jamie Devane",1991-02-20,"LW","Plymouth Whalers",64,5,12,17,0.27,-3,0,4,0,0,92
"Stephen Silas",1992-06-26,"D","Belleville Bulls",63,3,14,17,0.27,-2,2,10,2,0,18
"Jeff Braithwaite",1992-03-02,"D","Peterborough Petes",52,2,15,17,0.33,-1,0,5,0,0,43
"Marc Zanetti",1991-05-20,"D","Ottawa 67's",66,2,15,17,0.26,-21,1,10,0,0,102
"Andy Bathgate",1991-02-26,"C","Belleville Bulls",44,4,12,16,0.36,6,0,3,1,0,10
"Ryan Lopes",1991-02-25,"C","Mississauga St. Michael's Majors",46,9,6,15,0.33,3,0,0,0,0,23
"Gregg Sutch",1992-02-09,"RW","Sarnia Sting",60,7,8,15,0.25,-1,0,1,1,0,53
"Colin Behenna",1991-06-06,"C","Barrie Colts",57,6,9,15,0.26,-19,0,1,1,0,7
"Keevin Cutting",1992-09-22,"D","Owen Sound Attack",57,2,13,15,0.26,-11,0,4,0,0,20
"Sergei Sheleg",1990-05-24,"D","Sudbury Wolves",49,2,13,15,0.31,-7,1,9,0,0,29
"Brian Birkhoff",1991-05-22,"D","Ottawa 67's",48,0,15,15,0.31,5,0,1,0,0,27
"Nick Esposto",1991-01-05,"RW","Oshawa Generals",51,7,7,14,0.27,3,0,1,1,0,19
"Anthony Luciani",1990-05-13,"RW","Erie Otters",59,6,8,14,0.24,-7,0,0,0,0,84
"Joshua Ocampo",1991-07-12,"RW","Owen Sound Attack",46,5,9,14,0.3,-20,1,0,1,0,8
"Myles Doan",1992-05-18,"C","Owen Sound Attack",63,5,9,14,0.22,-9,0,0,1,0,31
"Jordan Carroll",1991-05-12,"LW","Sault Ste. Marie Greyhounds",59,10,3,13,0.22,-22,1,1,0,0,12
"Stephon Thorne",1990-05-13,"LW","Brampton Battalion",61,8,4,12,0.2,-5,0,0,2,0,69
"Michael Catenacci",1991-02-12,"C","Kitchener Rangers",59,5,7,12,0.2,-21,0,0,1,0,20
"Jake Cardwell",1992-05-24,"D","Sudbury Wolves",61,3,9,12,0.2,-3,2,2,2,0,40
"Riley Brace",1992-03-07,"LW","Mississauga St. Michael's Majors",49,3,9,12,0.24,1,0,1,0,0,23
"Shane Prince",1992-11-16,"LW","Kitchener Rangers",63,3,9,12,0.19,-8,0,3,0,0,34
"Micky Sartoretto",1991-03-07,"RW","Kitchener Rangers",49,7,4,11,0.22,-4,1,0,2,0,25
"Richard Jarusek",1991-08-08,"LW","Saginaw Spirit",48,6,5,11,0.23,5,0,0,0,0,17
"Alex Aleardi",1992-07-30,"C","Kitchener Rangers",65,5,6,11,0.17,-2,1,0,0,0,42
"Brett Cook",1991-03-21,"D","Erie Otters",68,2,9,11,0.16,-9,1,5,0,0,65
"Brock Beukeboom",1992-04-01,"D","Sault Ste. Marie Greyhounds",55,2,9,11,0.2,-15,1,4,0,0,26
"Brett Appio",1991-04-26,"LW","Sarnia Sting",54,7,3,10,0.19,-9,1,0,1,0,87
"J.P. Labardo",1992-02-24,"C","Guelph Storm",43,5,5,10,0.23,8,0,0,1,0,12
"Alexander Denezhkin",1991-10-14,"RW","Oshawa Generals",47,2,8,10,0.21,-5,0,2,0,0,18
"Craig Moore",1991-02-14,"LW","Brampton Battalion",52,6,3,9,0.17,-11,0,0,1,0,43
"Cody Alcock",1992-04-23,"C","Belleville Bulls",53,5,4,9,0.17,4,1,1,1,0,8
"Charles Sarault",1992-02-20,"C","Kingston Frontenacs",68,2,7,9,0.13,-14,0,0,1,0,22
"Scott Valentine",1991-05-02,"D","Oshawa Generals",43,1,8,9,0.21,-6,1,3,1,0,71
"Simon Gronvaldt",1991-01-30,"D","Kitchener Rangers",63,1,8,9,0.14,-13,0,0,0,0,36
"Tim Campbell",1991-02-15,"D","Guelph Storm",55,1,8,9,0.16,10,1,4,1,0,26
"John Padulo",1992-05-06,"C","Oshawa Generals",59,5,3,8,0.14,-9,0,0,0,0,25
"Mike Halmo",1991-05-15,"LW","Owen Sound Attack",62,5,3,8,0.13,-9,0,0,0,0,90
"Chris Beauchamp",1991-01-02,"RW","Sarnia Sting",58,4,4,8,0.14,-3,0,0,2,0,15
"Rob Flick",1991-03-28,"C","Mississauga St. Michael's Majors",48,4,4,8,0.17,-1,1,0,0,0,69
"Carson Dubchak",1991-03-01,"C","Sault Ste. Marie Greyhounds",45,3,5,8,0.18,-17,2,1,0,0,22
"Christian Stevens",1991-09-05,"D","Kitchener Rangers",54,2,6,8,0.15,-4,0,1,0,0,35
"Michael Hasson",1991-10-29,"RW","Niagara IceDogs",53,1,7,8,0.15,-13,0,1,1,0,16
"Brandon Archibald",1992-03-31,"D","Sault Ste. Marie Greyhounds",61,0,8,8,0.13,-18,0,4,0,0,45
"Pieter Schinkelshoek",1992-05-26,"RW","Ottawa 67's",41,5,2,7,0.17,-7,1,0,1,0,36
"Scott Howe",1992-02-25,"LW","Belleville Bulls",61,3,4,7,0.11,3,1,0,1,0,11
"Dalton Smith",1992-06-30,"LW","Ottawa 67's",17,2,5,7,0.41,-2,1,1,1,0,8
"John Kavanagh",1991-01-21,"C","Saginaw Spirit",32,2,5,7,0.22,4,0,0,0,0,2
"Cody Sol",1991-02-11,"D","Saginaw Spirit",66,1,6,7,0.11,4,1,1,0,0,128
"Daniel Broussard",1991-01-09,"D","Sarnia Sting",65,1,6,7,0.11,7,0,0,0,0,36
"Jay Gilbert",1991-08-15,"D","Niagara IceDogs",38,1,6,7,0.18,-8,0,1,0,0,40
"Josh McFadden",1991-05-23,"D","Mississauga St. Michael's Majors",47,1,6,7,0.15,-9,0,1,0,0,8
"Riley Sonnenburg",1991-01-01,"LW","Ottawa 67's",52,4,2,6,0.12,-11,0,0,0,0,15
"Josh Sidwell",1991-03-28,"RW","Erie Otters",43,3,3,6,0.14,-8,0,1,0,0,6
"Jonathan Jasper",1991-10-07,"D","Kitchener Rangers",36,1,5,6,0.17,-5,0,0,0,0,12
"Brad Walch",1991-01-24,"D","Saginaw Spirit",66,0,6,6,0.09,-3,0,0,0,0,46
"Derek Hartwick",1992-04-12,"D","Ottawa 67's",64,0,6,6,0.09,-17,0,0,0,0,38
"Evgeny Molotilov",1991-06-07,"D","Guelph Storm",55,0,6,6,0.11,7,0,1,0,0,44
"Myles McCauley",1991-04-08,"RW","Plymouth Whalers",33,4,1,5,0.15,-4,1,0,1,0,10
"Dominic DeSando",1990-10-15,"C","London Knights",14,2,3,5,0.36,2,0,0,0,0,36
"Adrian Robertson",1991-05-31,"D","Peterborough Petes",64,1,4,5,0.08,4,0,0,0,0,65
"Mike Schwindt",1991-10-17,"D","Niagara IceDogs",48,1,4,5,0.1,-10,1,0,0,0,28
"Derek Gregorack",1989-02-12,"LW","Brampton Battalion",48,3,1,4,0.08,-3,0,0,0,0,61
"Brett Mackie",1991-05-25,"LW","Belleville Bulls",57,2,2,4,0.07,2,0,0,0,0,25
"Bjorn Krupp",1991-03-06,"D","Belleville Bulls",57,1,3,4,0.07,9,0,0,0,0,22
"David McMullen",1991-01-01,"D","Niagara IceDogs",54,1,3,4,0.07,-11,1,2,0,0,25
"Sam Nyberg",1991-01-10,"D","Brampton Battalion",2,1,3,4,2,0,1,2,0,0,4
"Dylan Anderson",1991-02-25,"C","Ottawa 67's",51,0,4,4,0.08,-10,0,2,0,0,12
"Ron Soucie",1991-07-03,"D","Windsor Spitfires",48,0,4,4,0.08,0,0,0,0,0,13
"Brendan Childerley",1992-06-22,"RW","Sault Ste. Marie Greyhounds",51,2,1,3,0.06,-13,0,0,0,0,12
"James Woodcroft",1990-06-16,"LW","Windsor Spitfires",17,2,1,3,0.18,1,0,0,0,0,9
"Johnson Andrews",1991-02-15,"LW","Niagara IceDogs",22,2,1,3,0.14,-7,0,0,0,0,26
"Victor Terreri",1991-10-08,"C","Oshawa Generals",24,2,1,3,0.13,-3,1,1,0,0,34
"Zac Jones",1990-04-24,"LW","Niagara IceDogs",16,2,1,3,0.19,-5,0,0,0,0,0
"Adam Wallace",1990-03-23,"D","Windsor Spitfires",56,1,2,3,0.05,-1,0,0,0,0,174
"Brad Gehl",1991-01-27,"LW","Peterborough Petes",17,1,2,3,0.18,-3,1,1,0,0,10
"Cameron Wind",1992-01-25,"D","Brampton Battalion",28,0,3,3,0.11,1,0,0,0,0,14
"Ryan Hanes",1992-01-29,"D","Ottawa 67's",36,0,3,3,0.08,-8,0,0,0,0,23
"Kyle Steckley",1990-02-21,"RW","Niagara IceDogs",36,2,0,2,0.06,-4,0,0,0,0,40
"Ben Dubois",1991-03-17,"C","Windsor Spitfires",35,1,1,2,0.06,0,0,0,1,0,39
"Branden Eden",1992-06-04,"C","Brampton Battalion",5,1,1,2,0.4,-1,0,0,0,0,0
"Jan Latal",1990-03-21,"D","Plymouth Whalers",28,1,1,2,0.07,1,1,1,0,0,25
"Jordan Ramsay",1991-06-07,"C","Sudbury Wolves",26,1,1,2,0.08,-1,0,0,0,0,22
"Stephen Gaskin",1991-02-11,"D","Barrie Colts",33,1,1,2,0.06,-1,0,0,0,0,14
"Austin Levi",1992-02-16,"D","Plymouth Whalers",12,0,2,2,0.17,4,0,0,0,0,4
"Barron Smith",1991-04-02,"D","Peterborough Petes",34,0,2,2,0.06,-9,0,0,0,0,57
"David Mead",1992-08-24,"D","Sault Ste. Marie Greyhounds",40,0,2,2,0.05,-19,0,0,0,0,31
"Dylan Goddard",1992-04-03,"LW","Belleville Bulls",12,0,2,2,0.17,1,0,0,0,0,0
"Tyler McGee",1990-10-12,"C","Sault Ste. Marie Greyhounds",53,0,2,2,0.04,-20,0,0,0,0,23
"Tyler Mort",1992-03-01,"D","Kingston Frontenacs",52,0,2,2,0.04,2,0,0,0,0,30
"Colin Martin",1991-06-12,"LW","London Knights",10,1,0,1,0.1,-1,0,0,0,0,7
"David Mazurek",1992-02-23,"C","Barrie Colts",3,1,0,1,0.33,1,0,0,0,0,4
"Jamie Howard",1989-03-27,"LW","Niagara IceDogs",4,1,0,1,0.25,1,0,0,1,0,5
"Joe Sarracini",1991-06-28,"D","Niagara IceDogs",9,1,0,1,0.11,2,0,0,0,0,4
"Nathan Chiarlitti",1992-02-04,"D","Sarnia Sting",53,1,0,1,0.02,-3,1,0,0,0,10
"Ben Skinner",1990-04-25,"RW","Kitchener Rangers",15,0,1,1,0.07,1,0,0,0,0,0
"Chris Buonomo",1992-04-23,"D","Peterborough Petes",19,0,1,1,0.05,-6,0,0,0,0,34
"Edgar Rybakov",1991-01-05,"C","Erie Otters",23,0,1,1,0.04,-2,0,0,0,0,4
"Frank Perna",1990-04-08,"D","Oshawa Generals",21,0,1,1,0.05,-5,0,0,0,0,17
"Mark Ramkema",1991-05-01,"D","Owen Sound Attack",33,0,1,1,0.03,-6,0,0,0,0,49
"Vito Carnovale",1990-11-26,"LW","Brampton Battalion",4,0,1,1,0.25,-1,0,0,0,0,7
"Andrew Wilson",1991-03-30,"D","Kitchener Rangers",23,0,0,0,0,-5,0,0,0,0,6
"Branden Morris",1992-03-31,"D","Kitchener Rangers",3,0,0,0,0,0,0,0,0,0,0
"Brandon Stewart",1992-07-02,"RW","Belleville Bulls",1,0,0,0,0,0,0,0,0,0,0
"Brendan Barletta",1991-02-05,"D","Oshawa Generals",19,0,0,0,0,-4,0,0,0,0,4
"Brock Reynolds",1991-07-15,"LW","London Knights",5,0,0,0,0,0,0,0,0,0,4
"Cameron Bernier",1991-04-28,"D","Brampton Battalion",4,0,0,0,0,-3,0,0,0,0,0
"Chase Clark",1990-05-03,"LW","London Knights",6,0,0,0,0,1,0,0,0,0,0
"Corey O'Brien",1990-03-06,"RW","Peterborough Petes",1,0,0,0,0,-1,0,0,0,0,0
"David Searle",1992-06-25,"D","Guelph Storm",3,0,0,0,0,-1,0,0,0,0,0
"Ian Watters",1991-12-27,"LW","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,0
"Jeff Verreault",1990-07-18,"C","Sudbury Wolves",3,0,0,0,0,0,0,0,0,0,0
"Josh Schram",1990-03-30,"LW","Kitchener Rangers",16,0,0,0,0,-4,0,0,0,0,11
"Julian Luciani",1992-02-11,"D","Belleville Bulls",2,0,0,0,0,0,0,0,0,0,0
"Keith Maisonville",1992-02-18,"D","Niagara IceDogs",3,0,0,0,0,1,0,0,0,0,2
"Kyle Flemington",1992-03-26,"D","Saginaw Spirit",1,0,0,0,0,-1,0,0,0,0,0
"Luc Comtois",1990-01-09,"D","Sudbury Wolves",10,0,0,0,0,-1,0,0,0,0,0
"Marshall Fox",1992-02-03,"D","Sault Ste. Marie Greyhounds",2,0,0,0,0,-2,0,0,0,0,0
"Matthew Paton",1991-06-14,"RW","Erie Otters",5,0,0,0,0,0,0,0,0,0,0
"Michael MacDonald",1991-05-22,"C","London Knights",1,0,0,0,0,0,0,0,0,0,0
"Mitch Bennett",1992-01-04,"RD","Barrie Colts",2,0,0,0,0,0,0,0,0,0,0
"Mitch Dunning",1992-01-25,"D","Sarnia Sting",21,0,0,0,0,-2,0,0,0,0,12
"Nick Trecapelli",1991-09-26,"D","Saginaw Spirit",29,0,0,0,0,-10,0,0,0,0,9
"Peter Neal",1991-10-02,"C","Plymouth Whalers",3,0,0,0,0,0,0,0,0,0,0
"Philip Teri",1990-10-30,"C","Erie Otters",2,0,0,0,0,0,0,0,0,0,0
"Ryan MacLean",1992-02-14,"C","Sault Ste. Marie Greyhounds",3,0,0,0,0,1,0,0,0,0,2
"Shayne Rhyno",1992-01-16,"LW","Sarnia Sting",6,0,0,0,0,0,0,0,0,0,2
"Shayne Rover",1992-01-13,"D","Niagara IceDogs",13,0,0,0,0,3,0,0,0,0,0
"Stefan Thompson",1991-02-12,"C","Kingston Frontenacs",1,0,0,0,0,0,0,0,0,0,0
"Stephen Ceccanese",1989-09-02,"LW","Niagara IceDogs",1,0,0,0,0,0,0,0,0,0,0
"Tyler Karius",1991-02-12,"LW","Kingston Frontenacs",13,0,0,0,0,-1,0,0,0,0,5
"Tyler Osborne",1991-02-03,"D","Guelph Storm",38,0,0,0,0,-1,0,0,0,0,11
"Tyson Isaac",1990-10-28,"LW","Windsor Spitfires",3,0,0,0,0,-1,0,0,0,0,0
