"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Michael Misa","NO",2007-02-16,"6.01",185,"C","Saginaw Spirit",65,62,72,134,2.06,45,21,23,44,11,4,45
"Porter Martone","NO",2006-10-26,"6.03",208,"RW","Brampton Steelheads",57,37,61,98,1.72,19,7,22,29,7,0,74
"Jake O'Brien","NO",2007-06-16,"6.02",177,"C","Brantford Bulldogs",66,32,66,98,1.48,-2,9,41,50,3,2,18
"Malcolm Spence","NO",2006-09-22,"6.02",201,"LW","Erie Otters",65,32,41,73,1.12,10,5,9,14,7,2,57
"Brady Martin","NO",2007-03-16,"6.00",184,"C","Soo Greyhounds",57,33,39,72,1.26,25,8,5,13,2,4,68
"Jack Nesbitt","NO",2007-01-12,"6.04",189,"C","Windsor Spitfires",65,25,39,64,0.98,12,6,13,19,4,2,74
"Kashawn Aitcheson","NO",2006-09-21,"6.02",203,"D","Barrie Colts",64,26,33,59,0.92,6,9,12,21,6,0,88
"Ethan Czata","NO",2007-05-29,"6.02",186,"C","Niagara IceDogs",68,21,34,55,0.81,-9,4,12,16,3,1,72
"Cameron Reid","NO",2007-04-08,"6.00",175,"LD","Kitchener Rangers",67,14,40,54,0.81,39,3,22,25,3,0,44
"Tanner Lam","NO",2007-07-14,"5.10",160,"RW","Kitchener Rangers",67,13,40,53,0.79,18,2,7,9,1,0,24
"Luca Romano","NO",2007-06-25,"5.11",170,"C","Kitchener Rangers",67,25,26,51,0.76,5,8,11,19,3,1,22
"Owen Griffin","NO",2007-04-08,"5.10",175,"C","Oshawa Generals",62,22,29,51,0.82,3,4,10,14,4,1,33
"Travis Hayes","NO",2007-09-03,"5.11",172,"RW","Soo Greyhounds",65,21,30,51,0.78,8,2,4,6,1,0,61
"Tyler Hopkins","NO",2007-01-23,"6.01",197,"C","Kingston Frontenacs",67,20,31,51,0.76,-1,4,9,13,5,0,18
"Carson Harmer","YES",2007-01-13,"5.10",195,"C","Saginaw Spirit",68,23,27,50,0.74,17,7,4,11,2,1,39
"Lev Katzin","YES",2007-05-13,"5.8",176,"C","Guelph Storm",44,16,32,48,1.09,-7,5,14,19,0,3,26
"Shamar Moses","NO",2007-05-06,"6.02",211,"LW","North Bay Battalion",66,12,36,48,0.73,-19,3,25,28,2,1,39
"Jacob Cloutier","YES",2007-03-22,"5.11",180,"RW","Saginaw Spirit",67,23,24,47,0.7,15,5,1,6,1,1,41
"Filip Ekberg","YES",2007-04-14,"5.10",180,"LW","Ottawa 67's",53,16,29,45,0.85,5,5,11,16,1,0,8
"Jimmy Lombardi","NO",2007-02-16,"6.01",193,"C","Flint Firebirds",63,13,32,45,0.71,-4,2,9,11,0,1,42
"Henry Brzustewicz","NO",2007-02-09,"6.02",205,"D","London Knights",67,10,32,42,0.63,24,2,12,14,2,0,77
"Tristan Delisle","NO",2007-05-15,"5.11",184,"C","Owen Sound Attack",63,11,26,37,0.59,9,1,5,6,3,0,51
"Gabriel Chiarot","NO",2006-09-17,"5.11",191,"RW","Brampton Steelheads",66,21,14,35,0.53,21,1,1,2,1,1,60
"Lucas Karmiris","NO",2006-09-27,"6.00",187,"C","Brampton Steelheads",40,13,22,35,0.88,18,2,2,4,2,0,28
"Aiden Young","NO",2007-04-18,"5.11",181,"C","Peterborough Petes",65,13,20,33,0.51,-11,4,8,12,1,0,37
"Lirim Amidovski","NO",2006-12-22,"6.01",175,"RW","North Bay Battalion",67,19,13,32,0.48,-10,1,1,2,7,2,38
