"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Marco Mignosa",2005-04-13,"RW","Soo Greyhounds",58,8,0,8,0.14,9
"Sam Dickinson",2006-06-07,"D","London Knights",55,1,7,8,0.15,9
"Noah Morneau",2004-05-07,"C","Windsor Spitfires",68,5,2,7,0.1,10
"Michael Misa",2007-02-16,"C","Saginaw Spirit",65,4,3,7,0.11,5
"Brady Martin",2007-03-16,"C","Soo Greyhounds",57,3,4,7,0.12,10
"Easton Cowan",2005-05-20,"RW","London Knights",46,3,4,7,0.15,10
"Sam O'Reilly",2006-03-30,"C","London Knights",62,2,5,7,0.11,10
"Denver Barkey",2005-04-27,"LW","London Knights",50,5,1,6,0.12,7
"Malcolm Spence",2006-09-22,"LW","Erie Otters",65,5,1,6,0.09,8
"Nathan Villeneuve",2006-04-13,"C","Sudbury Wolves",57,5,1,6,0.11,9
"Sam Alfano",2004-01-18,"RW","Erie Otters",68,4,2,6,0.09,7
"Kristian Epperson",2006-05-16,"LW","Saginaw Spirit",58,3,3,6,0.1,8
"Jonathan Melee",2004-01-15,"LW","Peterborough Petes",60,5,0,5,0.08,14
"Riley Patterson",2006-03-22,"C","Barrie Colts",64,4,1,5,0.08,8
"Carey Terrance",2005-05-10,"C","Erie Otters",45,3,2,5,0.11,13
"Pano Fimis",2004-06-17,"C","Erie Otters",68,3,2,5,0.07,6
"Jacob Julien",2004-09-12,"C","London Knights",65,1,4,5,0.08,9
"Rowan Henderson",2007-12-10,"LW","Sudbury Wolves",66,1,4,5,0.08,21
"Dalyn Wakely",2004-03-05,"C","Barrie Colts",55,3,1,4,0.07,7
"AJ Spellacy",2006-02-24,"C","Windsor Spitfires",62,2,2,4,0.06,11
"Christopher Thibodeau",2005-10-13,"RW","Flint Firebirds",57,2,2,4,0.07,8
"Justin Cloutier",2005-06-20,"RW","Soo Greyhounds",68,2,2,4,0.06,7
"Kevin He",2006-04-30,"LW","Niagara IceDogs",62,2,2,4,0.06,5
"Liam Greentree",2006-01-01,"LW","Windsor Spitfires",64,2,2,4,0.06,3
"Beau Jelsma",2004-04-28,"C","Barrie Colts",57,1,3,4,0.07,8
"Gage Heyes",2004-04-21,"RW","Kingston Frontenacs",68,1,3,4,0.06,9
