"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Michael Misa","NO",77,2007-02-16,2007,"6.01",185,"C","Saginaw Spirit",65,62,72,134,2.06,45,21,23,44,4,3,7,11,4,45,1
"Ilya Protas","NO",37,2006-07-18,2006,"6.05",200,"C","Windsor Spitfires",61,50,74,124,2.03,58,15,23,38,1,3,4,8,2,34,1
"Liam Greentree","NO",66,2006-01-01,2006,"6.03",216,"LW","Windsor Spitfires",64,49,70,119,1.86,55,12,23,35,2,2,4,5,7,59,1
"Nick Lardis","NO",16,2005-07-08,2005,"5.11",185,"RW","Brantford Bulldogs",65,71,46,117,1.8,21,25,19,44,0,0,0,16,7,16,1
"Zayne Parekh","NO",19,2006-02-15,2006,"6.00",185,"D","Saginaw Spirit",61,33,74,107,1.75,42,8,38,46,1,0,1,4,0,96,1
"Patrick Thomas","NO",93,2004-08-21,2004,"6.00",178,"C","Brantford Bulldogs",66,27,77,104,1.58,16,15,25,40,1,2,3,7,1,10,1
"Porter Martone","NO",94,2006-10-26,2006,"6.03",208,"RW","Brampton Steelheads",57,37,61,98,1.72,19,7,22,29,2,1,3,7,0,74,1
"Jake O'Brien","NO",44,2007-06-16,2007,"6.02",177,"C","Brantford Bulldogs",66,32,66,98,1.48,-2,9,41,50,1,0,1,3,2,18,1
"Kieron Walton","NO",22,2006-04-22,2006,"6.06",227,"LW","Sudbury Wolves",66,38,54,92,1.39,-7,15,26,41,0,0,0,7,1,43,1
"Sam Dickinson","NO",3,2006-06-07,2006,"6.03",210,"D","London Knights",55,29,62,91,1.65,64,12,17,29,1,7,8,5,0,39,1
"Jacob Battaglia","NO",88,2006-03-17,2006,"6.01",202,"LW","Kingston Frontenacs",68,40,50,90,1.32,13,12,16,28,0,0,0,4,2,34,1
"Tuomas Uronen","NO",8,2005-03-19,2005,"6.00",194,"RW","Kingston Frontenacs",63,38,52,90,1.43,28,10,23,33,1,0,1,7,2,29,1
"Ryan Roobroeck","NO",25,2007-09-25,2007,"6.03",218,"LW","Niagara IceDogs",64,41,46,87,1.36,-7,12,12,24,2,0,2,5,4,18,1
"Carson Rehkopf","NO",16,2005-01-07,2005,"6.02",202,"RW","Brampton Steelheads",57,42,44,86,1.51,23,9,10,19,0,1,1,4,4,22,1
"Beckett Sennecke","NO",45,2006-01-28,2006,"6.04",195,"RW","Oshawa Generals",56,36,50,86,1.54,24,11,20,31,0,0,0,2,0,66,1
"Pano Fimis","NO",98,2004-06-17,2004,"5.11",183,"C","Erie Otters",68,32,54,86,1.26,9,8,23,31,3,2,5,3,2,32,1
"Marco Mignosa","NO",26,2005-04-13,2005,"5.11",170,"RW","Soo Greyhounds",58,36,49,85,1.47,10,3,20,23,8,0,8,4,0,21,1
"Luke Misa","NO",33,2005-11-25,2005,"5.10",176,"C","Brampton Steelheads",67,34,51,85,1.27,34,6,9,15,1,1,2,3,1,6,1
"Cedrick Guindon","NO",93,2004-04-21,2004,"5.10",182,"C","Kingston Frontenacs",66,33,52,85,1.29,30,12,15,27,3,0,3,1,2,4,1
"Sam Alfano","NO",33,2004-01-18,2004,"6.04",204,"RW","Erie Otters",68,41,43,84,1.24,4,13,9,22,4,2,6,3,1,55,1
"Calem Mangone","NO",7,2004-11-04,2004,"5.09",165,"LW","Saginaw Spirit",65,33,50,83,1.28,17,10,17,27,0,0,0,3,1,52,1
"Denver Barkey","NO",86,2005-04-27,2005,"5.10",171,"LW","London Knights",50,25,57,82,1.64,46,8,23,31,5,1,6,3,2,22,1
"Henry Mews","NO",88,2006-03-09,2006,"6.01",183,"D","Sudbury Wolves",68,14,68,82,1.21,-14,5,34,39,0,0,0,1,0,88,1
"Kristian Epperson","NO",86,2006-05-16,2006,"6.00",185,"LW","Saginaw Spirit",58,27,53,80,1.38,45,6,15,21,3,3,6,2,2,87,1
"Kevin He","NO",11,2006-04-30,2006,"6.00",182,"LW","Niagara IceDogs",62,36,39,75,1.21,-2,7,11,18,2,2,4,3,3,34,1
"Luca Marrelli","NO",19,2005-10-04,2005,"6.02",185,"D","Oshawa Generals",67,19,55,74,1.1,25,4,25,29,0,1,1,5,0,21,1
"Malcolm Spence","NO",17,2006-09-22,2006,"6.02",201,"LW","Erie Otters",65,32,41,73,1.12,10,5,9,14,5,1,6,7,2,57,1
"Noah Morneau","NO",11,2004-05-07,2004,"6.00",182,"C","Windsor Spitfires",68,32,41,73,1.07,28,8,14,22,5,2,7,6,3,20,1
