"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Michael Dal Colle","NO",1996-06-20,"6.02",198,"LW","Oshawa Generals",67,39,56,95,1.42,8,16,27,43,8,3,34
"Nikolay Goldobin","NO",1995-10-07,"6.00",185,"RW","Sarnia Sting",67,38,56,94,1.4,-30,10,19,29,2,1,21
"Sam Bennett","NO",1996-06-20,"6.01",184,"C","Kingston Frontenacs",57,36,55,91,1.6,34,10,19,29,3,0,118
"Robby Fabbri","NO",1996-01-22,"5.10",178,"C","Guelph Storm",58,45,42,87,1.5,45,14,14,28,11,1,55
"Josh Ho-Sang","NO",1996-01-22,"6.00",170,"RW","Windsor Spitfires",67,32,53,85,1.27,26,8,15,23,3,0,44
"Nick Ritchie","NO",1995-12-05,"6.03",229,"LW","Peterborough Petes",61,39,35,74,1.21,4,11,8,19,5,5,136
"Brendan  Perlini","NO",1996-04-27,"6.03",205,"LW","Niagara IceDogs",58,34,37,71,1.22,-2,16,20,36,5,1,36
"Anthony DeAngelo","NO",1995-10-24,"5.11",177,"D","Sarnia Sting",51,15,56,71,1.39,-34,6,30,36,2,0,90
"Spencer Watson","NO",1996-04-25,"5.11",170,"RW","Kingston Frontenacs",65,33,35,68,1.05,31,5,8,13,6,0,16
"Jared McCann","NO",1996-05-31,"6.00",185,"C","Sault Ste. Marie Greyhounds",64,27,35,62,0.97,9,9,19,28,3,0,51
"Eric  Cornel","NO",1996-04-11,"6.02",195,"RW","Peterborough Petes",68,25,37,62,0.91,2,5,14,19,1,1,25
"Brendan Lemieux","NO",1996-03-15,"6.01",210,"LW","Barrie Colts",65,27,26,53,0.82,-5,10,7,17,3,3,145
"Aaron Ekblad","NO",1996-02-07,"6.04",217,"D","Barrie Colts",58,23,30,53,0.91,9,16,15,31,4,0,91
"Andrew Mangiapane","YES",1996-04-04,"5.10",182,"LW","Barrie Colts",68,24,27,51,0.75,19,1,5,6,2,0,28
"Nick Magyar","YES",1996-05-29,"6.01",194,"RW","Kitchener Rangers",66,20,26,46,0.7,-18,3,11,14,0,0,20
"Roland McKeown","NO",1996-01-20,"6.2",195,"D","Kingston Frontenacs",62,11,32,43,0.69,38,3,14,17,1,0,61
"Michael Bunting","NO",1995-09-17,"6.00",192,"LW","Sault Ste. Marie Greyhounds",48,15,27,42,0.88,10,6,5,11,2,0,34
"Francesco Vilardi","YES",1996-01-09,"5.11",200,"C","Plymouth Whalers",68,13,25,38,0.56,-15,3,11,14,0,0,22
"Mike Amadio","NO",1996-05-13,"6.01",196,"C","North Bay Battalion",64,12,26,38,0.59,15,3,10,13,0,0,14
"Matt Mistele","NO",1995-10-17,"6.02",190,"LW","Plymouth Whalers",55,18,19,37,0.67,-4,5,6,11,4,1,59
"Ryan MacInnis","YES",1996-02-14,"6.04",191,"C","Kitchener Rangers",66,16,21,37,0.56,-28,6,11,17,1,0,18
"Dylan Sadowy","NO",1996-04-02,"6.01",195,"LW","Saginaw Spirit",68,27,9,36,0.53,14,0,0,0,2,1,69
"Darby Llewellyn","NO",1996-07-19,"6.00",183,"LW","Kitchener Rangers",66,25,11,36,0.55,-13,4,3,7,6,1,43
"Anthony Stefano","YES",1996-01-04,"5.10",180,"C","Peterborough Petes",65,15,20,35,0.54,3,0,1,1,3,0,22
