"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Josh Defarias",1997-03-28,"D","London Knights",7,0,0,0,0,-1,0,0,0,0,0
"Kegan Blasby",1996-03-14,"RW","Kitchener Rangers",11,0,0,0,0,-3,0,0,0,0,5
"Kris Bennett",1996-01-06,"C","Saginaw Spirit",8,0,0,0,0,0,0,0,0,0,0
"Liam Murray",1997-06-28,"D","Windsor Spitfires",19,0,0,0,0,2,0,0,0,0,11
"Michael Levesque",1995-08-08,"RW","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0
"Mitchell Kreis",1997-08-01,"D","London Knights",1,0,0,0,0,2,0,0,0,0,0
"Shawn Tessier",1996-05-10,"D","North Bay Battalion",7,0,0,0,0,-2,0,0,0,0,2
"Stephen Gibson",1997-03-03,"D","Mississauga Steelheads",6,0,0,0,0,0,0,0,0,0,4
"Tristen Elie",1996-07-24,"LW","London Knights",11,0,0,0,0,-3,0,0,0,0,0
"Ty Learn",1996-04-19,"LW","Kitchener Rangers",3,0,0,0,0,-2,0,0,0,0,2
"Tyler  Sensky",1997-02-27,"D","Plymouth Whalers",6,0,0,0,0,-3,0,0,0,0,0
