"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Cory Pecker",1981-03-20,"RW","Erie Otters",15,4,1,5,0.33,22
"Carlo Colaiacovo",1983-01-27,"D","Erie Otters",14,0,2,2,0.14,18
"Chad Starling",1980-09-16,"D","Sudbury Wolves",12,0,1,1,0.08,50
"Andrew Archer",1983-05-15,"D","Guelph Storm",4,0,0,0,0,NA
"Brandon Cullen",1981-03-05,"RW","Erie Otters",13,0,0,0,0,0
"Chris Campoli",1984-07-09,"D","Erie Otters",15,0,0,0,0,NA
"Joey Tenute",1983-04-02,"C","Barrie Colts",5,0,0,0,0,0
"Morgan McCormick",1981-02-21,"RW","Guelph Storm",4,0,0,0,0,0
"Scott Dobben",1983-04-10,"LW","Erie Otters",15,0,0,0,0,0
"Tim Branham",1981-05-10,"D","Barrie Colts",3,0,0,0,0,0
