"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Cory Pecker","NO",11,1981-03-20,1981,"6.00",195,"RW","Erie Otters",15,14,9,23,1.53,10,2,5,7,4,1,5,1,0,16,1
"Carlo Colaiacovo","NO",8,1983-01-27,1983,"6.01",194,"D","Erie Otters",14,4,7,11,0.79,14,1,2,3,0,2,2,1,0,16,1
"Brandon Cullen","NO",19,1981-03-05,1981,"6.00",212,"RW","Erie Otters",13,1,4,5,0.38,-1,0,0,0,0,0,0,0,1,30,1
"Joey Tenute","NO",14,1983-04-02,1983,"5.09",180,"C","Barrie Colts",5,1,1,2,0.4,-1,1,0,1,0,0,0,0,0,10,1
"Chad Starling","NO",14,1980-09-16,1980,"6.05",200,"D","Sudbury Wolves",12,1,1,2,0.17,2,0,0,0,0,1,1,0,0,29,1
"Tim Branham","NO",15,1981-05-10,1981,"6.02",195,"D","Barrie Colts",3,0,1,1,0.33,-2,0,1,1,0,0,0,0,0,6,1
"Morgan McCormick","NO",29,1981-02-21,1981,"6.04",215,"RW","Guelph Storm",4,0,1,1,0.25,-2,0,1,1,0,0,0,0,0,6,1
"Scott Dobben","YES",23,1983-04-10,1983,"6.01",195,"LW","Erie Otters",15,0,1,1,0.07,-3,0,0,0,0,0,0,0,0,10,1
"Andrew Archer","NO",28,1983-05-15,1983,"6.04",198,"D","Guelph Storm",4,0,0,0,0,-2,0,0,0,0,0,0,0,0,4,1
"Chris Campoli","NO",14,1984-07-09,1984,"6.00",190,"D","Erie Otters",15,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,1
