"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Nick Suzuki","NO",1999-08-10,"5.11",183,"C","Owen Sound Attack",65,45,51,96,1.48,51,14,18,32,6,3,10
"Jason Robertson","NO",1999-07-22,"6.02",200,"RW","Kingston Frontenacs",68,42,39,81,1.19,3,12,20,32,11,4,29
"Owen Tippett","NO",1999-02-16,"6.02",205,"RW","Mississauga Steelheads",60,44,31,75,1.25,24,10,12,22,8,3,36
"Jonah Gadjovich","NO",1998-10-12,"6.02",201,"LW","Owen Sound Attack",60,46,28,74,1.23,35,17,7,24,5,0,32
"Robert Thomas","NO",1999-07-02,"6.01",194,"C","London Knights",66,16,50,66,1,41,3,11,14,2,1,26
"Austen Keating","NO",1999-03-07,"6.00",175,"C","Ottawa 67's",67,22,41,63,0.94,-2,6,13,19,2,1,24
"Matthew Strome","NO",1999-01-06,"6.04",210,"LW","Hamilton Bulldogs",66,34,28,62,0.94,9,10,12,22,5,2,62
"Morgan Frost","NO",1999-05-14,"6.00",185,"C","Sault Ste. Marie Greyhounds",67,20,42,62,0.93,15,8,14,22,3,0,36
"Gabriel Vilardi","NO",1999-08-16,"6.03",207,"C","Windsor Spitfires",49,29,32,61,1.24,13,8,10,18,4,0,12
"Conor Timmins","NO",1998-09-18,"6.02",193,"D","Sault Ste. Marie Greyhounds",67,7,54,61,0.91,53,4,13,17,0,0,69
"Joseph Garreffa","NO",1999-08-09,"5.07",176,"RW","Kitchener Rangers",68,25,35,60,0.88,-15,6,17,23,3,1,18
"Ivan Lodnia","NO",1999-08-31,"6.00",194,"RW","Erie Otters",66,24,33,57,0.86,21,4,10,14,3,0,24
"Isaac Ratcliffe","NO",1999-02-15,"6.06",204,"LW","Guelph Storm",67,28,26,54,0.81,-2,7,10,17,3,1,65
"Lucas Chiodo","NO",1998-10-31,"5.06",168,"LW","Barrie Colts",68,22,31,53,0.78,-13,3,10,13,2,0,10
"Jack Studnicka","NO",1999-02-18,"6.02",175,"C","Oshawa Generals",64,18,34,52,0.81,-6,5,12,17,1,4,36
"Macauley Carson","NO",1999-03-12,"6.01",189,"LW","Sudbury Wolves",68,30,20,50,0.74,4,3,3,6,2,2,37
"Linus Nyman","YES",1999-07-11,"5.10",160,"LW","Kingston Frontenacs",68,26,24,50,0.74,4,8,8,16,7,1,14
"Ben Jones","NO",1999-02-26,"6.00",194,"C","Niagara IceDogs",63,13,37,50,0.79,-9,3,12,15,0,0,56
"Brady Gilmour","NO",1999-04-18,"5.10",180,"C","Saginaw Spirit",65,26,21,47,0.72,-8,3,8,11,0,1,4
"Zach Gallant","NO",1999-03-06,"6.02",193,"C","Peterborough Petes",60,21,26,47,0.78,4,9,3,12,1,1,74
"Adam Ruzicka","YES",1999-05-11,"6.04",200,"C","Sarnia Sting",61,25,21,46,0.75,-15,6,6,12,3,0,30
"Nicolas Hague","NO",1998-12-05,"6.05",216,"D","Mississauga Steelheads",65,18,28,46,0.71,22,6,10,16,2,2,107
"Sasha Chmelevski","NO",1999-06-09,"6.00",187,"C","Ottawa 67's",58,21,22,43,0.74,-24,12,10,22,4,0,20
"Markus Phillips","NO",1999-03-21,"6.00",194,"D","Owen Sound Attack",66,13,30,43,0.65,41,4,5,9,2,0,44
"Greg Meireles","YES",1999-01-01,"5.11",182,"RW","Kitchener Rangers",66,17,25,42,0.64,-12,5,5,10,5,0,33
"Oliver Castleman","YES",1999-09-15,"6.00",186,"LW","Niagara IceDogs",66,18,22,40,0.61,-15,1,3,4,4,0,20
"Noel Hoefenmayer","NO",1999-01-06,"6.01",196,"D","Ottawa 67's",62,14,26,40,0.65,-13,4,8,12,0,1,36
"Albert Michnac","NO",1998-10-18,"5.11",185,"C","Guelph Storm",65,15,24,39,0.6,-29,5,8,13,2,0,25
"Eemeli Rasanen","YES",1999-03-06,"6.07",226,"D","Kingston Frontenacs",66,6,33,39,0.59,-7,4,26,30,1,0,41
"Kirill Maksimov","NO",1999-06-01,"6.03",194,"RW","Niagara IceDogs",66,21,17,38,0.58,-1,9,2,11,2,0,41
