"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Ryan Merkley",2000-08-14,"D","Guelph Storm",62,12,43,55,0.89,-41,5,18,2,0,50
"Linus Nyman",1999-07-11,"LW","Kingston Frontenacs",68,26,24,50,0.74,4,8,8,7,1,14
"Akil Thomas",2000-01-02,"RW","Niagara IceDogs",61,21,27,48,0.79,-23,4,14,1,0,17
"Adam Ruzicka",1999-05-11,"C","Sarnia Sting",61,25,21,46,0.75,-15,6,6,3,0,30
"Allan McShane",2000-02-14,"C","Oshawa Generals",62,17,27,44,0.71,9,3,6,4,0,6
"Greg Meireles",1999-01-01,"RW","Kitchener Rangers",66,17,25,42,0.64,-12,5,5,5,0,33
"Oliver Castleman",1999-09-15,"LW","Niagara IceDogs",66,18,22,40,0.61,-15,1,3,4,0,20
"Eemeli Rasanen",1999-03-06,"D","Kingston Frontenacs",66,6,33,39,0.59,-7,4,26,1,0,41
"Nate Schnarr",1999-02-25,"C","Guelph Storm",54,18,18,36,0.67,-19,8,6,1,0,27
"Alex Formenton",1999-09-13,"LW","London Knights",65,16,18,34,0.52,21,4,3,1,1,50
"Maksim Sushko",1999-02-10,"RW","Owen Sound Attack",54,17,15,32,0.59,10,7,3,2,0,24
"Nathan Dunkley",2000-03-05,"LW","Kingston Frontenacs",58,6,25,31,0.53,-11,1,8,0,0,41
"Semyon Der-Arguchintsev",2000-09-15,"C","Peterborough Petes",63,8,21,29,0.46,-12,2,12,1,0,2
"Danial Singer",1999-02-10,"RW","Niagara IceDogs",65,13,14,27,0.42,-21,1,3,3,0,20
"Barrett Hayton",2000-06-09,"LW","Sault Ste. Marie Greyhounds",63,9,18,27,0.43,2,0,7,1,0,36
"Damien Giroux",2000-03-03,"LW","Saginaw Spirit",53,8,17,25,0.47,-6,0,3,0,0,21
"Ondrej Machala",1999-01-11,"LW","Niagara IceDogs",56,8,17,25,0.45,-3,2,3,0,0,20
"Brady Hinz",2000-05-03,"C","Sarnia Sting",61,5,20,25,0.41,-4,1,4,1,0,4
"Jason Willms",1999-02-08,"C","Barrie Colts",68,13,11,24,0.35,-29,2,0,2,0,29
"Ty Dellandrea",2000-07-21,"C","Flint Firebirds",57,13,11,24,0.42,-12,3,4,1,0,26
"Adam McMaster",2000-02-24,"C","North Bay Battalion",61,5,19,24,0.39,-21,1,7,2,1,6
"Tom Hedberg",1999-08-10,"D","Barrie Colts",56,4,20,24,0.43,-13,1,11,0,0,21
"Kade Landry",1999-05-03,"D","Barrie Colts",61,1,22,23,0.38,-14,1,7,0,0,47
"Zachary Roberts",1999-08-04,"LW","Owen Sound Attack",61,10,12,22,0.36,14,0,0,2,1,46
"Riley Damiani",2000-03-20,"C","Kitchener Rangers",62,9,13,22,0.35,-15,1,2,1,0,29
"Ben Evans",1999-01-16,"LW","Ottawa 67's",60,8,14,22,0.37,-14,3,3,0,0,26
