"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",66,7,6,13,0.2,20
"Bobby MacIntyre",1996-09-08,"LW","Sault Ste. Marie Greyhounds",63,4,5,9,0.14,11
"Franco Sproviero",1998-08-05,"C","Sarnia Sting",68,4,2,6,0.09,17
"Chandler Yakimowicz",1996-01-26,"RW","Sudbury Wolves",59,2,4,6,0.1,17
"Jeff King",1996-02-23,"D","Sarnia Sting",66,2,4,6,0.09,11
"Michael McLeod",1998-02-03,"C","Mississauga Steelheads",57,2,4,6,0.11,8
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",65,5,0,5,0.08,5
"Anthony Salinitri",1998-03-05,"C","Sarnia Sting",66,4,1,5,0.08,9
"Brett McKenzie",1997-03-12,"C","North Bay Battalion",67,4,1,5,0.07,7
"Cordell James",1996-06-14,"C","Owen Sound Attack",64,4,1,5,0.08,9
"Nicholas Caamano",1998-09-07,"LW","Flint Firebirds",67,4,1,5,0.07,8
"Anthony Stefano",1996-01-04,"LW","Barrie Colts",62,2,3,5,0.08,9
"Macauley Carson",1999-03-12,"LW","Sudbury Wolves",68,4,0,4,0.06,8
"Mitchell Stephens",1997-02-05,"C","London Knights",51,4,0,4,0.08,8
"Nick McHugh",1999-02-13,"LW","Kitchener Rangers",58,4,0,4,0.07,17
"Ryan Moore",1997-04-09,"C","Flint Firebirds",68,3,1,4,0.06,4
"Spencer Watson",1996-04-25,"RW","Mississauga Steelheads",41,3,1,4,0.1,8
"Warren Foegele",1996-04-01,"C","Erie Otters",61,3,1,4,0.07,6
"Darren Raddysh",1996-02-28,"D","Erie Otters",62,2,2,4,0.06,5
"Ryan McGregor",1999-01-29,"LW","Sarnia Sting",65,2,2,4,0.06,15
"Blake Speers",1997-01-02,"RW","Sault Ste. Marie Greyhounds",30,3,0,3,0.1,9
"Darby Llewellyn",1996-07-19,"LW","Kitchener Rangers",59,3,0,3,0.05,7
"Jack Kopacka",1998-03-05,"LW","Sault Ste. Marie Greyhounds",65,3,0,3,0.05,6
"James McEwan",1997-03-15,"C","Guelph Storm",58,3,0,3,0.05,8
"Nathan Bastian",1997-12-06,"RW","Mississauga Steelheads",58,3,0,3,0.05,7
"Jack Studnicka",1999-02-18,"C","Oshawa Generals",64,2,1,3,0.05,6
"Jared Steege",1996-01-07,"LW","Ottawa 67's",50,2,1,3,0.06,9
"Kyle Langdon",1998-08-26,"C","Niagara IceDogs",60,2,1,3,0.05,12
"Owen MacDonald",1996-05-24,"C","London Knights",61,2,1,3,0.05,8
"Petrus Palmu",1997-07-16,"RW","Owen Sound Attack",62,2,1,3,0.05,3
"Roy Radke",1996-12-10,"RW","Barrie Colts",45,2,1,3,0.07,8
"Sam Miletic",1997-05-04,"LW","London Knights",65,2,1,3,0.05,5
"Taylor Raddysh",1998-02-18,"RW","Erie Otters",58,2,1,3,0.05,3
"Tyler Rollo",1997-07-30,"LW","Peterborough Petes",56,2,1,3,0.05,19
"Zach Shankar",1997-01-28,"D","North Bay Battalion",67,2,1,3,0.04,11
"Kris Bennett",1996-01-06,"C","Saginaw Spirit",66,1,2,3,0.05,6
"Mason Kohn",1997-05-03,"C","Oshawa Generals",67,1,2,3,0.04,8
"Robert Thomas",1999-07-02,"C","London Knights",66,1,2,3,0.05,5
"Zach Gallant",1999-03-06,"C","Peterborough Petes",60,1,2,3,0.05,6
"Anthony Cirelli",1997-07-15,"C","Erie Otters",51,0,3,3,0.06,5
"Brady Gilmour",1999-04-18,"C","Saginaw Spirit",65,0,3,3,0.05,6
"Evan Bouchard",1999-10-20,"D","London Knights",68,0,3,3,0.04,7
"Filip Hronek",1997-11-02,"D","Saginaw Spirit",59,0,3,3,0.05,5
"Mark Shoemaker",1997-09-28,"D","North Bay Battalion",68,0,3,3,0.04,19
"Otto Makinen",1998-05-21,"C","Sault Ste. Marie Greyhounds",68,0,3,3,0.04,10
"Aaron Luchuk",1997-04-05,"C","Windsor Spitfires",68,2,0,2,0.03,3
"Alex Peters",1996-07-02,"D","Flint Firebirds",68,2,0,2,0.03,6
"Cliff Pu",1998-06-03,"C","London Knights",63,2,0,2,0.03,2
"Cole Carter",1998-07-06,"RW","Kitchener Rangers",58,2,0,2,0.03,6
"Givani Smith",1998-02-27,"RW","Guelph Storm",64,2,0,2,0.03,5
"JJ Piccinich",1996-06-12,"RW","London Knights",66,2,0,2,0.03,3
"Joe Manchurek",1996-08-10,"LW","Oshawa Generals",48,2,0,2,0.04,7
"Mathieu Foget",1997-03-06,"C","Ottawa 67's",32,2,0,2,0.06,6
"Tim Gettinger",1998-04-14,"LW","Sault Ste. Marie Greyhounds",62,2,0,2,0.03,4
"Zachary Magwood",1998-04-22,"C","Barrie Colts",64,2,0,2,0.03,5
"Aaron Haydon",1996-01-06,"D","Niagara IceDogs",50,1,1,2,0.04,13
