"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Alex DeBrincat","NO",12,1997-12-18,1997,"5.07",170,"RW","Erie Otters",63,65,62,127,2.02,60,14,26,40,1,1,2,8,2,49,1
"Taylor Raddysh","NO",17,1998-02-18,1998,"6.02",208,"RW","Erie Otters",58,42,67,109,1.88,67,13,15,28,2,1,3,5,2,37,1
"Adam Mascherin","NO",23,1998-06-06,1998,"5.09",197,"LW","Kitchener Rangers",65,35,65,100,1.54,-2,13,33,46,0,0,0,5,0,20,1
"Petrus Palmu","NO",25,1997-07-16,1997,"5.07",172,"RW","Owen Sound Attack",62,40,58,98,1.58,31,15,28,43,2,1,3,9,1,34,1
"Nick Suzuki","NO",37,1999-08-10,1999,"5.11",183,"C","Owen Sound Attack",65,45,51,96,1.48,51,14,18,32,5,0,5,6,3,10,1
"Jordan Kyrou","NO",25,1998-05-05,1998,"6.00",185,"RW","Sarnia Sting",66,30,64,94,1.42,5,9,24,33,0,0,0,4,0,36,1
"Ryan Moore","NO",40,1997-04-09,1997,"5.08",168,"C","Flint Firebirds",68,39,51,90,1.32,11,6,15,21,3,1,4,1,2,57,1
"Cliff Pu","NO",63,1998-06-03,1998,"6.02",196,"C","London Knights",63,35,51,86,1.37,25,11,22,33,2,0,2,3,4,36,1
"Kole Sherwood","NO",92,1997-01-22,1997,"6.01",202,"RW","Flint Firebirds",60,33,52,85,1.42,13,5,14,19,0,0,0,6,0,60,1
"Kevin Hancock","NO",16,1998-03-02,1998,"5.11",178,"LW","Owen Sound Attack",68,30,55,85,1.25,30,13,20,33,0,1,1,8,2,14,1
"Artur Tyanulin","NO",13,1997-01-20,1997,"5.10",173,"RW","Ottawa 67's",67,24,61,85,1.27,-7,5,22,27,0,0,0,3,0,67,1
"Jeremy Bracco","NO",97,1997-03-17,1997,"5.10",190,"RW","Windsor Spitfires",57,25,58,83,1.46,13,6,27,33,1,0,1,5,1,6,1
"Jason Robertson","NO",19,1999-07-22,1999,"6.02",200,"RW","Kingston Frontenacs",68,42,39,81,1.19,3,12,20,32,0,0,0,11,4,29,1
"Darren Raddysh","NO",24,1996-02-28,1996,"6.01",200,"D","Erie Otters",62,16,65,81,1.31,62,6,27,33,2,2,4,4,1,63,1
"Bobby MacIntyre","NO",24,1996-09-08,1996,"5.09",191,"LW","Sault Ste. Marie Greyhounds",63,28,52,80,1.27,30,8,16,24,4,5,9,7,2,56,1
"Owen Tippett","NO",74,1999-02-16,1999,"6.02",205,"RW","Mississauga Steelheads",60,44,31,75,1.25,24,10,12,22,0,1,1,8,3,36,1
"Dylan Strome","NO",19,1997-03-07,1997,"6.03",198,"C","Erie Otters",35,22,53,75,2.14,36,6,21,27,0,0,0,4,1,18,1
"Jonah Gadjovich","NO",21,1998-10-12,1998,"6.02",201,"LW","Owen Sound Attack",60,46,28,74,1.23,35,17,7,24,1,1,2,5,0,32,1
"Michael McLeod","NO",9,1998-02-03,1998,"6.02",195,"C","Mississauga Steelheads",57,27,46,73,1.28,28,5,8,13,2,4,6,3,0,49,1
"Santino Centorame","NO",8,1996-04-28,1996,"5.11",190,"D","Owen Sound Attack",68,7,66,73,1.07,37,2,38,40,0,2,2,2,0,57,1
"Dmitry Sokolov","NO",98,1998-04-14,1998,"6.00",206,"RW","Sudbury Wolves",64,48,24,72,1.13,-32,17,15,32,0,0,0,7,1,8,1
"JJ Piccinich","NO",84,1996-06-12,1996,"6.00",189,"RW","London Knights",66,26,45,71,1.08,18,12,13,25,2,0,2,2,1,24,1
"Brett McKenzie","NO",12,1997-03-12,1997,"6.01",194,"C","North Bay Battalion",67,29,38,67,1,-16,8,11,19,4,1,5,4,1,60,1
"Hayden Hodgson","NO",29,1996-03-02,1996,"6.02",215,"RW","Saginaw Spirit",67,38,28,66,0.99,-1,14,4,18,0,0,0,3,4,71,1
"Robert Thomas","NO",27,1999-07-02,1999,"6.01",194,"C","London Knights",66,16,50,66,1,41,3,11,14,1,2,3,2,1,26,1
"Zachary Senyshyn","NO",9,1997-03-30,1997,"6.03",196,"RW","Sault Ste. Marie Greyhounds",59,42,23,65,1.1,16,6,10,16,0,0,0,10,1,31,1
"Steve Harland","NO",28,1996-05-10,1996,"5.09",170,"RW","North Bay Battalion",68,27,38,65,0.96,-29,8,14,22,0,0,0,6,1,10,1
"Boris Katchouk","NO",12,1998-06-18,1998,"6.02",210,"LW","Sault Ste. Marie Greyhounds",66,35,29,64,0.97,18,6,4,10,7,6,13,6,3,46,1
"Nicholas Caamano","NO",10,1998-09-07,1998,"6.02",200,"LW","Flint Firebirds",67,35,29,64,0.96,-6,14,2,16,4,1,5,4,1,63,1
"Nikita Korostelev","NO",25,1997-02-08,1997,"6.01",201,"RW","Peterborough Petes",55,29,35,64,1.16,-6,8,17,25,0,0,0,5,0,32,1
"Anthony Cirelli","NO",22,1997-07-15,1997,"6.01",184,"C","Erie Otters",51,25,39,64,1.25,36,6,15,21,0,3,3,5,2,12,1
"Kyle Maksimovich","NO",9,1998-03-10,1998,"5.09",188,"LW","Erie Otters",64,16,48,64,1,31,4,12,16,0,0,0,2,0,26,1
"Warren Foegele","NO",37,1996-04-01,1996,"6.02",190,"C","Erie Otters",61,27,36,63,1.03,26,10,5,15,3,1,4,5,1,40,1
"Austen Keating","NO",9,1999-03-07,1999,"6.00",175,"C","Ottawa 67's",67,22,41,63,0.94,-2,6,13,19,0,1,1,2,1,24,1
"Domenico Commisso","NO",12,1998-02-19,1998,"6.00",182,"C","Oshawa Generals",68,19,44,63,0.93,-1,7,19,26,1,0,1,1,0,36,1
"Matthew Timms","NO",4,1998-05-12,1998,"5.09",180,"D","Peterborough Petes",68,11,52,63,0.93,6,3,26,29,0,1,1,2,1,28,1
