"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Brodie McConnell-Barker","YES",2006-01-31,"6.00",188,"D","Soo Greyhounds",41,3,4,7,0.17,5,0,0,0,0,0,28
"Ethan Toms","YES",2006-01-19,"5.11",186,"C","Oshawa Generals",59,3,4,7,0.12,-3,0,1,1,0,0,34
"Grayden Strohack","YES",2006-06-09,"6.04",203,"D","Peterborough Petes",55,0,7,7,0.13,-13,0,0,0,0,0,76
"Reed Gee","NO",2006-03-12,"6.00",185,"D","Mississauga Steelheads",47,0,7,7,0.15,-2,0,0,0,0,0,50
"Rowan Topp","YES",2006-04-02,"6.02",201,"D","Guelph Storm",64,0,7,7,0.11,-2,0,0,0,0,0,29
"Ty Henry","YES",2006-07-19,"6.04",201,"D","Erie Otters",54,0,7,7,0.13,0,0,0,0,0,0,44
"Brett Hammond","YES",2006-09-08,"6.03",198,"RW","Erie Otters",58,2,4,6,0.1,-12,0,0,0,0,0,14
"Antonio Tersigni","NO",2006-05-03,"5.11",172,"LW","Owen Sound Attack",52,1,5,6,0.12,-25,0,0,0,0,0,6
"Josh Brady","YES",2006-01-11,"6.01",185,"D","Ottawa 67's",34,1,5,6,0.18,1,0,0,0,0,0,14
"Brennan Faulkner","NO",2005-12-28,"6.00",176,"LW","Peterborough Petes",64,0,6,6,0.09,-34,0,1,1,0,0,16
"Daniel Chen","YES",2006-08-04,"6.05",196,"D","Brantford Bulldogs",47,0,6,6,0.13,-8,0,0,0,0,0,20
"Dennis Lominac","YES",2006-01-11,"5.10",168,"LW","Sarnia Sting",58,3,2,5,0.09,-25,0,0,0,0,0,65
"Jared Woolley","YES",2006-02-27,"6.05",215,"D","London Knights",37,3,2,5,0.14,5,0,1,1,0,0,21
"MacGregor Richmond","YES",2006-08-06,"5.09",180,"RW","Mississauga Steelheads",63,2,3,5,0.08,-14,0,1,1,1,0,25
"Ryder Boulton","YES",2006-06-21,"5.10",195,"LW","London Knights",45,2,3,5,0.11,-11,0,0,0,0,0,56
"Max Dirracolo","YES",2006-06-29,"6.04",216,"LD","Kitchener Rangers",31,1,4,5,0.16,3,0,0,0,0,0,16
"Tate Vader","YES",2006-01-09,"5.11",187,"C","Soo Greyhounds",23,2,2,4,0.17,4,0,0,0,1,0,0
"Liam Storch","NO",2006-01-20,"5.09",160,"RW","Saginaw Spirit",22,1,3,4,0.18,-4,0,0,0,0,0,4
"Brayden Turley","NO",2006-08-08,"6.01",195,"D","North Bay Battalion",41,0,4,4,0.1,6,0,0,0,0,0,16
"William Haley","NO",2005-10-15,"6.00",177,"D","Peterborough Petes",42,0,4,4,0.1,-18,0,0,0,0,0,31
"Brody Partridge","YES",2006-09-14,"5.11",194,"C","Peterborough Petes",60,3,0,3,0.05,-21,0,0,0,0,0,9
"Dylan Richter","YES",2006-07-11,"5.08",185,"C","North Bay Battalion",24,2,1,3,0.13,-6,0,0,0,0,0,6
"Nicholas Holomego","YES",2006-05-19,"6.05",203,"D","Erie Otters",43,0,3,3,0.07,-4,0,0,0,0,0,19
"Nathan Gaymes","NO",2006-02-03,"5.11",170,"RW","Windsor Spitfires",4,2,0,2,0.5,1,0,0,0,0,0,9
"Nolan Laird","YES",2006-01-04,"6.01",200,"C","North Bay Battalion",25,1,1,2,0.08,-5,0,0,0,0,0,6
"Jonathon Pylypuik","YES",2006-03-25,"6.00",160,"LW","Oshawa Generals",48,0,2,2,0.04,-8,0,0,0,0,0,21
"Liam Spencer","YES",2006-01-19,"6.05",220,"D","Mississauga Steelheads",4,0,2,2,0.5,-1,0,0,0,0,0,2
"Lucas Rodriguez","YES",2006-04-26,"6.02",192,"D","Oshawa Generals",18,0,2,2,0.11,6,0,0,0,0,0,13
"Noah Smith","YES",2006-02-27,"6.02",172,"D","Barrie Colts",12,0,2,2,0.17,-9,0,0,0,0,0,4
"Cameron Bergeron","YES",2006-04-16,"5.11",181,"D","Kingston Frontenacs",7,1,0,1,0.14,-2,0,0,0,0,0,0
"Georgy Toroptsev","YES",2006-04-22,"6.00",187,"LW","Erie Otters",18,1,0,1,0.06,-3,0,0,0,0,0,11
"Lucas Di Giantommaso","NO",2005-11-14,"6.00",178,"RW","Sudbury Wolves",3,1,0,1,0.33,2,0,0,0,0,0,0
"Nolan Newton","YES",2006-01-27,"5.09",165,"RW","Barrie Colts",13,1,0,1,0.08,-4,0,0,0,0,0,4
"Caeden Heins","YES",2006-02-06,"6.00",182,"LW","Oshawa Generals",28,0,1,1,0.04,-3,0,0,0,0,0,6
"Dylan Woulds","YES",2006-03-28,"6.00",196,"D","Peterborough Petes",45,0,1,1,0.02,1,0,0,0,0,0,12
"Harrison Franssen","YES",2006-05-04,"6.03",206,"C","Oshawa Generals",2,0,1,1,0.5,1,0,0,0,0,0,0
"Rene Van Bommel","YES",2006-05-14,"5.11",181,"LW","London Knights",29,0,1,1,0.03,-7,0,0,0,0,0,17
"Adriano Tonin","NO",2005-11-02,"6.00",191,"LW","Windsor Spitfires",2,0,0,0,0,-1,0,0,0,0,0,0
"Braydon Bruce","YES",2006-05-11,"6.05",212,"D","Sudbury Wolves",6,0,0,0,0,1,0,0,0,0,0,4
"Carson Lloyd","NO",2005-12-08,"6.00",188,"D","Brantford Bulldogs",3,0,0,0,0,2,0,0,0,0,0,2
"Fraser McDonell","YES",2006-03-02,"6.06",220,"D","Oshawa Generals",26,0,0,0,0,-10,0,0,0,0,0,14
"Nathan Leek","NO",2005-09-16,"6.01",195,"LW","Peterborough Petes",3,0,0,0,0,-1,0,0,0,0,0,0
"Roman Buduev","YES",2006-01-12,"5.11",170,"D","Niagara IceDogs",3,0,0,0,0,-2,0,0,0,0,0,0
"Sam Ethier","YES",2006-08-09,"6.00",192,"D","Owen Sound Attack",11,0,0,0,0,-5,0,0,0,0,0,0
"Trevor O’Dell","YES",2006-07-17,"6.04",180,"D","Sudbury Wolves",3,0,0,0,0,-1,0,0,0,0,0,0
"Tyler O'Toole","YES",2006-07-28,"6.01",200,"D","Sarnia Sting",8,0,0,0,0,-4,0,0,0,0,0,14
"Tyson Rismond","YES",2006-03-30,"6.02",187,"D","North Bay Battalion",14,0,0,0,0,-1,0,0,0,0,0,13
