"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Jake O'Brien",2007-06-16,"C","Brantford Bulldogs",61,13,51,64,1.05,4,8,19,4,0,10
"Riley Patterson",2006-03-22,"C","Barrie Colts",68,29,33,62,0.91,7,3,11,4,1,10
"Sam O'Reilly",2006-03-30,"C","London Knights",68,20,36,56,0.82,32,4,7,2,1,34
"Ryan Roobroeck",2007-09-25,"LW","Niagara IceDogs",63,28,23,51,0.81,-34,3,5,2,1,14
"Jakub Fibigr",2006-07-22,"D","Mississauga Steelheads",61,7,36,43,0.7,13,2,11,2,0,35
"Cole Davis",2006-06-22,"LW","Windsor Spitfires",63,20,21,41,0.65,-37,6,5,2,1,55
"Braydon McCallum",2006-05-03,"RW","Peterborough Petes",62,18,23,41,0.66,-9,5,3,2,2,128
"Travis Hayes",2007-09-03,"RW","Soo Greyhounds",58,14,21,35,0.6,9,3,5,2,0,44
"Luke Ellinas",2006-03-12,"LW","Kitchener Rangers",67,16,17,33,0.49,8,2,1,2,1,75
"Tanner Lam",2007-07-14,"RW","Kitchener Rangers",61,13,18,31,0.51,1,3,3,1,0,4
"Carson Woodall",2006-05-25,"D","Windsor Spitfires",57,6,23,29,0.51,-24,0,10,1,0,22
"Brady Martin",2007-03-16,"C","Soo Greyhounds",52,10,18,28,0.54,12,3,2,0,0,40
"Carson Cameron",2007-06-27,"D","Peterborough Petes",59,4,22,26,0.44,-35,0,11,1,0,54
"Shamar Moses",2007-05-06,"RW","Barrie Colts",66,5,20,25,0.38,-21,2,9,1,0,42
"Ihnat Pazii",2006-12-04,"LW","North Bay Battalion",63,9,15,24,0.38,5,1,1,3,0,29
"Ivan Galiyanov",2007-10-16,"LW","Niagara IceDogs",60,8,16,24,0.4,-30,0,1,0,0,13
"Caden Taylor",2007-03-31,"LW","Peterborough Petes",58,12,11,23,0.4,-24,4,4,0,0,34
"Cameron Reid",2007-04-08,"LD","Kitchener Rangers",49,2,21,23,0.47,18,0,2,0,0,17
"Carter Kostuch",2007-04-21,"LW","Sarnia Sting",65,11,11,22,0.34,-17,3,2,1,0,23
"Luca Romano",2007-06-25,"C","Kitchener Rangers",56,10,12,22,0.39,1,2,2,0,1,8
"Jack Brauti",2006-05-24,"D","Barrie Colts",62,9,12,21,0.34,-8,1,2,0,0,60
"Ryan Brown",2007-10-27,"LW","Sarnia Sting",49,11,9,20,0.41,-8,0,4,0,1,4
"Leo Serlin",2006-01-20,"RW","Guelph Storm",64,10,10,20,0.31,-2,0,5,2,0,23
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",62,7,13,20,0.32,-11,0,2,2,0,12
"William Nicholl",2006-05-24,"C","London Knights",65,6,14,20,0.31,-2,0,0,0,0,38
"Kimi Körbler",2006-09-25,"RW","Ottawa 67's",60,10,9,19,0.32,7,0,2,2,0,14
"Owen Protz",2006-02-07,"D","Brantford Bulldogs",66,3,16,19,0.29,4,0,1,1,0,49
"Jack Nesbitt",2007-01-12,"C","Windsor Spitfires",58,9,9,18,0.31,-32,3,2,0,0,58
"Tristan Delisle",2007-05-15,"C","Oshawa Generals",63,7,11,18,0.29,5,1,0,2,0,46
"Ethan Czata",2007-05-29,"C","Niagara IceDogs",62,7,10,17,0.27,-35,1,1,0,0,42
"Sean Doherty",2006-03-23,"RW","Sarnia Sting",61,6,11,17,0.28,-11,0,1,0,0,6
"Matthew Schaefer",2007-09-05,"D","Erie Otters",56,3,14,17,0.3,-2,1,2,0,0,16
"Conor Walton",2006-04-22,"D","Windsor Spitfires",64,1,14,15,0.23,-24,0,0,1,0,32
"Jeremy Martin",2007-02-06,"LW","Flint Firebirds",64,13,1,14,0.22,-23,1,0,1,0,31
"Aiden Young",2007-04-18,"LW","Peterborough Petes",58,3,11,14,0.24,-21,1,3,1,0,13
"Jake Crawford",2007-05-05,"C","Owen Sound Attack",57,6,7,13,0.23,-17,0,0,0,0,11
