"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Oliver True",2000-05-04,"RW","Ottawa 67's",58,6,9,15,0.26,-4,2,2,0,0,21
"Danny Katic",2000-08-04,"LW","Saginaw Spirit",55,4,11,15,0.27,-5,0,0,0,0,22
"Nathan Allensen",2001-05-03,"D","Barrie Colts",55,2,13,15,0.27,10,0,0,0,0,24
"Thomas Harley",2001-08-19,"D","Mississauga Steelheads",62,1,14,15,0.24,-1,1,2,0,0,14
"Anthony Tabak",2001-12-06,"LW","Sudbury Wolves",51,6,8,14,0.27,-4,0,0,0,0,14
"Nicholas Canade",2000-03-07,"LW","Mississauga Steelheads",63,6,8,14,0.22,-3,1,0,2,0,49
"Cole MacKay",2001-06-13,"RW","Sault Ste. Marie Greyhounds",42,5,9,14,0.33,4,0,0,0,0,10
"Nicholas Porco",2001-03-12,"LW","Saginaw Spirit",57,5,9,14,0.25,-24,2,2,1,0,23
"Stephane Patry",2000-02-18,"C","Erie Otters",50,5,9,14,0.28,0,0,2,1,1,6
"Nico Gross",2000-01-26,"D","Oshawa Generals",58,4,10,14,0.24,-9,1,6,0,0,46
"Mason Primeau",2001-07-28,"C","Guelph Storm",60,7,6,13,0.22,-10,0,0,0,0,30
"Dawson Baker",2000-04-10,"RW","Sudbury Wolves",61,6,7,13,0.21,-12,0,0,0,0,54
"Emmett Sproule",2001-03-19,"LW","Erie Otters",56,5,8,13,0.23,-15,0,0,0,0,4
"Lev Starikov",2000-09-17,"D","Windsor Spitfires",66,5,8,13,0.2,14,0,0,0,0,29
"Richard Whittaker",2000-04-08,"LW","London Knights",54,5,8,13,0.24,-6,0,0,0,1,43
"Luke Bignell",2000-11-03,"C","Barrie Colts",56,7,5,12,0.21,-1,0,0,3,0,40
"Quinn Yule",2000-01-06,"LW","Ottawa 67's",60,6,6,12,0.2,-8,0,0,2,0,43
"Billy Constantinou",2001-03-25,"D","Niagara IceDogs",45,3,9,12,0.27,-5,0,0,0,0,18
"Nathan Staios",2001-05-17,"D","Windsor Spitfires",54,3,9,12,0.22,4,0,2,0,0,44
"Zack Malik",2000-08-03,"D","Sudbury Wolves",32,0,12,12,0.38,-10,0,8,0,0,9
"Joseph Mack",2000-01-06,"C","Erie Otters",51,6,5,11,0.22,-7,0,0,0,0,17
"Kyle Harris",2001-04-12,"C","Flint Firebirds",60,5,6,11,0.18,-28,0,0,0,0,12
"Nikita Okhotyuk",2000-12-04,"D","Ottawa 67's",53,5,6,11,0.21,12,0,0,2,0,71
"Andrew Bruder",2000-08-16,"C","Niagara IceDogs",52,4,7,11,0.21,-2,0,0,0,0,12
"Aidan Prueter",2001-12-21,"C","Saginaw Spirit",63,3,8,11,0.17,-14,1,0,1,0,17
"Tag Bertuzzi",2001-02-18,"LW","Guelph Storm",41,3,8,11,0.27,-16,1,1,0,0,24
"Jackson Doherty",2000-08-22,"LW","Owen Sound Attack",53,7,3,10,0.19,0,1,0,1,0,20
"Keegan Stevenson",2000-12-31,"RW","Guelph Storm",61,5,5,10,0.16,4,1,0,0,0,2
"Duncan Penman",2001-07-05,"D","Saginaw Spirit",55,4,6,10,0.18,-6,1,0,1,0,16
"Jack Duff",2000-01-23,"D","Erie Otters",63,1,9,10,0.16,-11,0,0,0,0,44
"Brayden Guy",2001-03-03,"LW","Sarnia Sting",42,8,1,9,0.21,-1,0,0,0,0,9
"Andrew Perrott",2001-08-24,"D","London Knights",62,4,5,9,0.15,-3,0,0,2,0,47
"Brett Jacklin",2000-02-21,"RW","Sault Ste. Marie Greyhounds",49,4,5,9,0.18,9,0,0,2,0,14
"Liam Ross",2001-05-13,"D","Sudbury Wolves",60,4,5,9,0.15,-16,0,0,1,0,36
"Jack York",2000-09-17,"D","Kitchener Rangers",57,3,6,9,0.16,9,0,1,1,0,10
"Emmett Serensits",2000-01-07,"D","Sudbury Wolves",61,2,7,9,0.15,-15,0,3,0,0,43
"Mark Woolley",2001-11-26,"D","Guelph Storm",66,2,7,9,0.14,-13,0,1,0,0,15
"Braden Henderson",2000-05-14,"D","North Bay Battalion",46,0,9,9,0.2,10,0,3,0,0,10
"Paul Larabie",2000-01-28,"C","Kingston Frontenacs",51,0,9,9,0.18,0,0,2,0,0,29
"Mitchell Brewer",2001-03-20,"D","Oshawa Generals",60,2,6,8,0.13,14,0,0,0,0,17
"Colton Kammerer",2001-10-21,"D","Sarnia Sting",39,1,7,8,0.21,8,0,0,0,0,6
"Gleb Babintsev",2000-01-08,"D","Peterborough Petes",64,1,7,8,0.13,-14,0,0,0,0,16
"Mitchell Russell",2001-03-06,"C","Owen Sound Attack",59,3,4,7,0.12,-3,0,0,1,0,16
"Adam Varga",2001-06-07,"RW","Mississauga Steelheads",46,1,6,7,0.15,-10,0,3,0,0,2
"Igor Chibrikov",2001-11-30,"D","Owen Sound Attack",41,1,6,7,0.17,4,0,0,1,0,8
"Kurtis Henry",2000-04-14,"D","Erie Otters",44,1,6,7,0.16,-14,0,0,0,0,69
"Luke Beamish",2000-06-15,"D","Erie Otters",39,0,7,7,0.18,-13,0,4,0,0,2
"Ben Badalamenti",2000-02-06,"RW","Saginaw Spirit",34,4,2,6,0.18,-5,0,0,0,0,6
"Bryan Laureigh",2000-06-16,"LW","Kingston Frontenacs",57,3,3,6,0.11,-9,0,0,0,0,13
"Adrien Beraldo",2000-01-13,"D","Peterborough Petes",51,2,4,6,0.12,-9,0,1,0,0,23
"Patrick Brown",2000-03-21,"RW","North Bay Battalion",53,2,4,6,0.11,-13,0,0,0,0,8
"Marino Moro",2000-02-03,"LW","Owen Sound Attack",37,1,5,6,0.16,-2,0,0,0,0,10
"Matt McNamara",2000-05-10,"D","Peterborough Petes",49,1,5,6,0.12,-16,0,0,0,0,23
"Grayson Ladd",2001-03-01,"D","Windsor Spitfires",52,0,6,6,0.12,10,0,0,0,0,4
"Dalton Duhart",2001-01-18,"LW","London Knights",36,3,2,5,0.14,-2,0,0,0,0,6
"John Parker-Jones",2000-04-07,"RW","Peterborough Petes",41,2,3,5,0.12,-4,0,0,0,0,24
"Aidan Timmermans",2000-04-27,"D","Erie Otters",38,1,4,5,0.13,-10,0,0,0,0,12
"Michael Vukojevic",2001-06-08,"D","Kitchener Rangers",24,1,4,5,0.21,1,0,0,0,0,20
"Ian Martin",2001-01-27,"RW","Niagara IceDogs",24,2,2,4,0.17,-2,0,0,0,0,14
"Mike Petizian",2001-02-20,"LW","Kitchener Rangers",40,2,2,4,0.1,-1,0,0,0,0,16
"Holden Wale",2000-07-28,"D","Sault Ste. Marie Greyhounds",37,1,3,4,0.11,13,0,0,0,0,6
"Marcus Gretz",2001-11-22,"D","Flint Firebirds",45,1,3,4,0.09,-19,1,0,0,0,28
"Marko Jakovljevic",2000-11-24,"D","Sarnia Sting",27,1,3,4,0.15,13,0,0,1,0,22
"Isaac Walker",2000-03-16,"D","Mississauga Steelheads",58,0,4,4,0.07,-1,0,0,0,0,18
"Sam Rhodes",2000-02-19,"C","Barrie Colts",45,3,0,3,0.07,-3,0,0,0,0,16
"Cameron Hough",2000-10-23,"LW","Sarnia Sting",16,2,1,3,0.19,-3,0,0,0,0,17
"Lucas Peric",2001-01-08,"D","Ottawa 67's",57,2,1,3,0.05,-8,0,0,2,0,18
"Navrin Mutter",2001-03-15,"LW","Hamilton Bulldogs",28,2,1,3,0.11,-1,0,0,0,0,28
"Seva Losev",2000-06-13,"LW","Ottawa 67's",30,2,1,3,0.1,-5,0,0,0,0,12
"Zack Trott",2000-05-10,"LW","Sault Ste. Marie Greyhounds",38,2,1,3,0.08,-5,0,0,0,0,2
"Camaryn Baber",2001-04-04,"C","Saginaw Spirit",11,1,2,3,0.27,3,0,0,0,0,6
"Jake Murray",2000-04-20,"C","Hamilton Bulldogs",30,1,2,3,0.1,-4,0,0,0,0,10
"Mathew Hill",2001-05-01,"D","Barrie Colts",30,1,2,3,0.1,8,0,0,0,0,15
"Blake McConville",2000-04-03,"RW","Sudbury Wolves",45,1,1,2,0.04,-19,0,0,0,0,23
"Jordan Frasca",2001-07-05,"LW","Windsor Spitfires",11,1,1,2,0.18,5,0,0,0,0,2
"Lucas Rowe",2001-08-13,"RW","London Knights",25,1,1,2,0.08,-4,0,0,0,0,11
"Alexandre Hogue",2001-02-14,"D","Sarnia Sting",30,0,2,2,0.07,0,0,1,0,0,13
"Chad Denault",2000-04-17,"RW","Peterborough Petes",55,0,2,2,0.04,-14,0,0,0,0,45
"Louka Henault",2001-01-31,"D","Windsor Spitfires",42,0,2,2,0.05,-5,0,0,0,0,22
"Mason Hardy",2000-04-03,"D","Mississauga Steelheads",32,0,2,2,0.06,3,0,0,0,0,28
"Phil Caron",2000-07-23,"D","Sault Ste. Marie Greyhounds",24,0,2,2,0.08,4,0,0,0,0,6
"Zack Pilon",2000-11-28,"D","Flint Firebirds",43,0,2,2,0.05,-6,0,0,0,0,13
"Kurtis Evans",2001-04-21,"C","North Bay Battalion",33,1,0,1,0.03,-7,0,0,0,0,2
"Mitchell Hewitson",2000-05-11,"LW","Oshawa Generals",27,1,0,1,0.04,-7,0,0,0,0,9
"Jack Quinn",2001-09-19,"RW","Ottawa 67's",8,0,1,1,0.13,0,0,0,0,0,0
"Joseph Rupoli",2000-05-24,"D","Oshawa Generals",9,0,1,1,0.11,2,0,0,0,0,4
"Levi Siau",2001-04-01,"C","Sudbury Wolves",9,0,1,1,0.11,-2,0,0,0,0,4
"Liam Van Loon",2001-08-17,"LW","Hamilton Bulldogs",2,0,1,1,0.5,1,0,0,0,0,0
"Simon Rose",2001-03-23,"D","North Bay Battalion",39,0,1,1,0.03,-4,0,0,0,0,12
"Anthony Aguanno",2001-03-18,"D","Guelph Storm",7,0,0,0,0,1,0,0,0,0,0
"Ashton Reesor",2001-01-12,"D","Sarnia Sting",1,0,0,0,0,1,0,0,0,0,0
"Cameron Supryka",2001-10-28,"D","Peterborough Petes",8,0,0,0,0,-1,0,0,0,0,0
"Chet Phillips",2000-07-10,"D","Saginaw Spirit",12,0,0,0,0,1,0,0,0,0,2
"Jake Gravelle",2000-05-01,"D","Hamilton Bulldogs",9,0,0,0,0,-3,0,0,0,0,2
"Jake Partridge",2001-04-18,"LW","Peterborough Petes",4,0,0,0,0,-2,0,0,0,0,2
"Mason Millman",2001-07-18,"D","Saginaw Spirit",6,0,0,0,0,-1,0,0,0,0,0
"Travis Mailhot",2000-01-17,"D","North Bay Battalion",30,0,0,0,0,-1,0,0,0,0,8
"Victor Hadfield",2000-09-21,"D","Barrie Colts",27,0,0,0,0,0,0,0,0,0,6
