"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",67,28,53,81,1.21,72
"Aaron Luchuk",1997-04-05,"C","Barrie Colts",68,31,42,73,1.07,63
"Jordan Kyrou",1998-05-05,"RW","Sarnia Sting",56,25,42,67,1.2,61
"Dmitry Sokolov",1998-04-14,"RW","Barrie Colts",64,32,34,66,1.03,69
"Linus Nyman",1999-07-11,"LW","Kingston Frontenacs",67,33,32,65,0.97,76
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",64,30,35,65,1.02,65
"Sam Miletic",1997-05-04,"LW","Niagara IceDogs",63,26,35,61,0.97,66
"Lucas Chiodo",1998-10-31,"LW","Barrie Colts",68,25,33,58,0.85,73
"Adam Mascherin",1998-06-06,"LW","Kitchener Rangers",67,28,28,56,0.84,65
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",58,29,27,56,0.97,66
"Tye Felhaber",1998-08-05,"RW","Ottawa 67's",68,25,31,56,0.82,80
"Sasha Chmelevski",1999-06-09,"C","Ottawa 67's",68,28,27,55,0.81,72
"Drake Rymsha",1998-08-06,"C","Sarnia Sting",68,21,30,51,0.75,70
"Jason Robertson",1999-07-22,"RW","Kingston Frontenacs",68,26,25,51,0.75,59
"Taylor Raddysh",1998-02-18,"RW","Sault Ste. Marie Greyhounds",58,24,27,51,0.88,61
"Cliff Pu",1998-06-03,"C","Kingston Frontenacs",65,15,35,50,0.77,60
"Evan Bouchard",1999-10-20,"D","London Knights",67,14,36,50,0.75,57
"Hayden Verbeek",1997-10-17,"C","Sault Ste. Marie Greyhounds",67,25,24,49,0.73,80
"Kyle Maksimovich",1998-03-10,"LW","Erie Otters",65,25,24,49,0.75,74
"Akil Thomas",2000-01-02,"C","Niagara IceDogs",68,16,32,48,0.71,59
"Kevin Hancock",1998-03-02,"C","Owen Sound Attack",53,16,32,48,0.91,70
"Luke Burghardt",1998-05-12,"LW","North Bay Battalion",68,22,26,48,0.71,68
"Aidan Dudas",2000-06-15,"C","Owen Sound Attack",68,24,23,47,0.69,72
"Andrei Svechnikov",2000-03-26,"RW","Barrie Colts",44,29,18,47,1.07,65
