"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Tim Gettinger",1998-04-14,"LW","Sault Ste. Marie Greyhounds",66,5,4,9,0.14,13
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",67,4,4,8,0.12,7
"Maksim Sushko",1999-02-10,"LW","Owen Sound Attack",60,6,1,7,0.12,12
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",58,5,2,7,0.12,8
"Liam Foudy",2000-02-04,"C","London Knights",65,5,2,7,0.11,18
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",64,5,2,7,0.11,7
"Hayden Verbeek",1997-10-17,"C","Sault Ste. Marie Greyhounds",67,4,3,7,0.1,11
"Franco Sproviero",1998-08-05,"C","Sarnia Sting",64,3,4,7,0.11,19
"Mathieu Foget",1997-03-06,"RW","Mississauga Steelheads",68,6,0,6,0.09,10
"Jack Studnicka",1999-02-18,"C","Oshawa Generals",66,4,2,6,0.09,8
"Liam Hawel",1999-04-18,"C","Guelph Storm",62,2,4,6,0.1,15
"Jonathan Ang",1998-01-31,"C","Sarnia Sting",65,4,1,5,0.08,7
"Aaron Luchuk",1997-04-05,"C","Barrie Colts",68,3,2,5,0.07,4
"Jason Willms",1999-02-08,"C","Barrie Colts",68,3,2,5,0.07,8
"Kevin Hancock",1998-03-02,"C","Owen Sound Attack",53,2,3,5,0.09,7
"Ty Dellandrea",2000-07-21,"C","Flint Firebirds",67,2,3,5,0.07,8
"Isaac Nurse",1999-03-16,"RW","Hamilton Bulldogs",68,4,0,4,0.06,13
"Alex Formenton",1999-09-13,"LW","London Knights",48,3,1,4,0.08,8
"Alexey Lipanov",1999-08-17,"C","Sudbury Wolves",55,3,1,4,0.07,10
"Ryan McGregor",1999-01-29,"C","Sarnia Sting",50,3,1,4,0.08,12
"Andrei Svechnikov",2000-03-26,"RW","Barrie Colts",44,2,2,4,0.09,6
"Anthony Salinitri",1998-03-05,"LW","Sarnia Sting",67,2,2,4,0.06,7
"Ben Jones",1999-02-26,"C","Niagara IceDogs",68,2,2,4,0.06,5
"Brett McKenzie",1997-03-12,"C","Owen Sound Attack",64,2,2,4,0.06,8
"Brett Neumann",1999-02-15,"C","Kingston Frontenacs",68,2,2,4,0.06,10
"Christopher Paquette",1998-03-27,"C","Peterborough Petes",61,2,2,4,0.07,14
"Kirill Maksimov",1999-06-01,"RW","Niagara IceDogs",62,2,2,4,0.06,5
"Riley Damiani",2000-03-20,"C","Kitchener Rangers",64,2,2,4,0.06,11
"Evan Bouchard",1999-10-20,"D","London Knights",67,1,3,4,0.06,5
"Trent Fox",1997-07-16,"LW","Mississauga Steelheads",60,1,3,4,0.07,8
"Owen Tippett",1999-02-16,"RW","Mississauga Steelheads",51,0,4,4,0.08,5
"Austen Keating",1999-03-07,"C","Ottawa 67's",66,3,0,3,0.05,6
"Barret Kirwin",2000-02-18,"C","Guelph Storm",68,3,0,3,0.04,10
"Drake Pilon",1998-10-02,"RW","Sudbury Wolves",63,3,0,3,0.05,10
"Hayden McCool",1997-04-11,"LW","Oshawa Generals",59,3,0,3,0.05,10
"Ivan Lodnia",1999-08-31,"RW","Erie Otters",62,3,0,3,0.05,5
"Justin Brazeau",1998-02-02,"RW","North Bay Battalion",68,3,0,3,0.04,4
"Maurizio Colella",1997-03-21,"LW","Flint Firebirds",67,3,0,3,0.04,5
"Zach Gallant",1999-03-06,"C","Peterborough Petes",54,3,0,3,0.06,10
"Damien Giroux",2000-03-03,"C","Saginaw Spirit",68,2,1,3,0.04,7
"Jack Kopacka",1998-03-05,"RW","Sault Ste. Marie Greyhounds",66,2,1,3,0.05,5
"Jaden Peca",1999-05-18,"RW","Barrie Colts",64,2,1,3,0.05,6
"Logan DeNoble",1997-10-15,"LW","Peterborough Petes",59,2,1,3,0.05,6
"Michael McLeod",1998-02-03,"C","Mississauga Steelheads",38,2,1,3,0.08,7
"Tyler Rollo",1997-07-30,"C","London Knights",62,2,1,3,0.05,9
"Zachary Magwood",1998-04-22,"C","Barrie Colts",65,2,1,3,0.05,5
"Aidan Dudas",2000-06-15,"C","Owen Sound Attack",68,1,2,3,0.04,5
"Cliff Pu",1998-06-03,"C","Kingston Frontenacs",65,1,2,3,0.05,4
"Liam Ham",1999-02-03,"D","Niagara IceDogs",63,1,2,3,0.05,9
"Mason Kohn",1997-05-03,"LW","Saginaw Spirit",64,1,2,3,0.05,6
"Matt Brassard",1998-08-08,"D","Oshawa Generals",67,1,2,3,0.04,6
"Nicolas Mattinen",1998-03-05,"D","Hamilton Bulldogs",64,1,2,3,0.05,10
"Quinn Yule",2000-01-06,"LW","Ottawa 67's",60,1,2,3,0.05,25
"Taylor Raddysh",1998-02-18,"RW","Sault Ste. Marie Greyhounds",58,1,2,3,0.05,4
"Travis Barron",1998-08-17,"LW","Ottawa 67's",67,1,2,3,0.04,5
"Billy Moskal",2000-03-22,"C","London Knights",66,0,3,3,0.05,12
"Garrett McFadden",1997-08-21,"D","Guelph Storm",68,0,3,3,0.04,7
"Hudson Wilson",1999-05-03,"D","Ottawa 67's",66,0,3,3,0.05,21
"Justin Murray",1998-08-22,"D","Barrie Colts",62,0,3,3,0.05,10
"Mac Hollowell",1998-09-26,"D","Sault Ste. Marie Greyhounds",63,0,3,3,0.05,5
"Nicolas Hague",1998-12-05,"D","Mississauga Steelheads",67,0,3,3,0.04,4
"Noah Carroll",1997-12-02,"D","Sault Ste. Marie Greyhounds",65,0,3,3,0.05,8
"Eric Guest",2000-04-25,"C","Kitchener Rangers",43,2,0,2,0.05,20
"Isaac Ratcliffe",1999-02-15,"LW","Guelph Storm",67,2,0,2,0.03,3
"Jordan Sambrook",1998-04-11,"D","Sault Ste. Marie Greyhounds",67,2,0,2,0.03,5
"Keeghan Howdeshell",1998-02-24,"LW","Sault Ste. Marie Greyhounds",61,2,0,2,0.03,6
"Kyle MacLean",1999-04-29,"C","Oshawa Generals",44,2,0,2,0.05,7
"Marian Studenic",1998-10-28,"RW","Hamilton Bulldogs",62,2,0,2,0.03,4
"Max Kislinger",1998-02-11,"LW","Flint Firebirds",58,2,0,2,0.03,12
"Nicholas Canade",2000-03-07,"LW","Mississauga Steelheads",63,2,0,2,0.03,14
"Ryan McLeod",1999-09-21,"C","Mississauga Steelheads",68,2,0,2,0.03,3
"Sam Miletic",1997-05-04,"LW","Niagara IceDogs",63,2,0,2,0.03,2
"Will Bitten",1998-07-10,"RW","Hamilton Bulldogs",62,2,0,2,0.03,3
"Blake Murray",2001-07-05,"C","Sudbury Wolves",57,1,1,2,0.04,5
"Cam Hillis",2000-06-24,"C","Guelph Storm",60,1,1,2,0.03,3
"Cedric Ralph",1999-01-21,"LW","Guelph Storm",68,1,1,2,0.03,6
"DJ Busdeker",1999-09-25,"RW","Saginaw Spirit",68,1,1,2,0.03,7
"Gabriel Vilardi",1999-08-16,"C","Kingston Frontenacs",32,1,1,2,0.06,3
"Givani Smith",1998-02-27,"RW","Kitchener Rangers",46,1,1,2,0.04,7
"Jacob Cascagnette",1997-03-22,"C","Ottawa 67's",64,1,1,2,0.03,6
"Jake Henderson",1997-02-12,"RW","North Bay Battalion",68,1,1,2,0.03,6
"Kenny Huether",1997-08-06,"RW","Oshawa Generals",67,1,1,2,0.03,4
"Kyle Bollers",1999-03-12,"LW","Saginaw Spirit",56,1,1,2,0.04,11
"Kyle Maksimovich",1998-03-10,"LW","Erie Otters",65,1,1,2,0.03,3
"Luke Moncada",2000-05-29,"C","North Bay Battalion",67,1,1,2,0.03,8
"Michael Little",2000-02-21,"LW","Mississauga Steelheads",65,1,1,2,0.03,7
"Mitchell Byrne",1998-03-04,"D","Kingston Frontenacs",48,1,1,2,0.04,33
"Robert Thomas",1999-07-02,"C","Hamilton Bulldogs",49,1,1,2,0.04,3
"Sasha Chmelevski",1999-06-09,"C","Ottawa 67's",68,1,1,2,0.03,3
