"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Aaron Luchuk","NO",91,1997-04-05,1997,"5.10",184,"C","Barrie Colts",68,50,65,115,1.69,27,16,21,37,3,2,5,7,1,8,1
"Morgan Frost","NO",16,1999-05-14,1999,"6.00",185,"C","Sault Ste. Marie Greyhounds",67,42,70,112,1.67,70,10,13,23,4,4,8,4,3,56,1
"Jordan Kyrou","NO",25,1998-05-05,1998,"6.00",185,"RW","Sarnia Sting",56,39,70,109,1.95,26,14,28,42,0,0,0,7,2,22,1
"Nick Suzuki","NO",37,1999-08-10,1999,"5.11",183,"C","Owen Sound Attack",64,42,58,100,1.56,30,7,21,28,5,2,7,4,3,18,1
"Dmitry Sokolov","NO",17,1998-04-14,1998,"6.00",206,"RW","Barrie Colts",64,50,46,96,1.5,3,18,12,30,0,0,0,9,2,18,1
"Sam Miletic","NO",48,1997-05-04,1997,"6.01",201,"LW","Niagara IceDogs",63,36,56,92,1.46,24,8,21,29,2,0,2,4,4,24,1
"Jason Robertson","NO",19,1999-07-22,1999,"6.02",200,"RW","Kingston Frontenacs",68,41,46,87,1.28,8,15,21,36,0,0,0,8,0,36,1
"Evan Bouchard","NO",2,1999-10-20,1999,"6.02",198,"D","London Knights",67,25,62,87,1.3,23,10,23,33,1,3,4,7,1,54,1
"Adam Mascherin","NO",23,1998-06-06,1998,"5.09",197,"LW","Kitchener Rangers",67,40,46,86,1.28,14,12,18,30,0,0,0,6,0,20,1
"Boris Katchouk","NO",12,1998-06-18,1998,"6.02",210,"LW","Sault Ste. Marie Greyhounds",58,42,43,85,1.47,53,8,14,22,5,2,7,9,2,30,1
"Linus Nyman","NO",75,1999-07-11,1999,"5.10",160,"LW","Kingston Frontenacs",67,39,46,85,1.27,25,5,14,19,1,0,1,7,2,12,1
"Cliff Pu","NO",63,1998-06-03,1998,"6.02",196,"C","Kingston Frontenacs",65,29,55,84,1.29,19,13,18,31,1,2,3,4,2,28,1
"Taylor Raddysh","NO",14,1998-02-18,1998,"6.02",208,"RW","Sault Ste. Marie Greyhounds",58,33,50,83,1.43,24,8,21,29,1,2,3,4,2,30,1
"Akil Thomas","NO",44,2000-01-02,2000,"6.00",180,"C","Niagara IceDogs",68,22,59,81,1.19,6,6,26,32,0,1,1,3,0,36,1
"Kirill Maksimov","NO",13,1999-06-01,1999,"6.03",194,"RW","Niagara IceDogs",62,34,46,80,1.29,23,12,17,29,2,2,4,3,2,72,1
"Lucas Chiodo","NO",8,1998-10-31,1998,"5.06",168,"LW","Barrie Colts",68,30,49,79,1.16,25,5,16,21,0,0,0,2,3,6,1
"Ben Jones","NO",3,1999-02-26,1999,"6.00",194,"C","Niagara IceDogs",68,30,49,79,1.16,8,13,16,29,2,2,4,2,2,53,1
"Nicolas Hague","NO",41,1998-12-05,1998,"6.05",216,"D","Mississauga Steelheads",67,35,43,78,1.16,2,15,19,34,0,3,3,3,0,105,1
"Sasha Chmelevski","NO",8,1999-06-09,1999,"6.00",187,"C","Ottawa 67's",68,35,41,76,1.12,8,6,13,19,1,1,2,5,2,24,1
"Justin Brazeau","NO",17,1998-02-02,1998,"6.06",226,"RW","North Bay Battalion",68,39,36,75,1.1,-5,16,10,26,3,0,3,6,1,26,1
"Owen Tippett","NO",74,1999-02-16,1999,"6.02",205,"RW","Mississauga Steelheads",51,36,39,75,1.47,1,11,14,25,0,4,4,4,2,30,1
"Nikita Korostelev","NO",25,1997-02-08,1997,"6.01",201,"RW","Peterborough Petes",64,30,45,75,1.17,-23,9,27,36,0,1,1,2,1,54,1
"Robert Thomas","NO",27,1999-07-02,1999,"6.01",194,"C","Hamilton Bulldogs",49,24,51,75,1.53,17,9,20,29,1,1,2,3,0,37,1
"Drake Rymsha","NO",17,1998-08-06,1998,"6.00",187,"C","Sarnia Sting",68,31,42,73,1.07,11,9,12,21,1,0,1,4,0,70,1
"Andrei Svechnikov","YES",14,2000-03-26,2000,"6.03",184,"RW","Barrie Colts",44,40,32,72,1.64,26,9,12,21,2,2,4,6,3,67,1
"Adam Ruzicka","NO",21,1999-05-11,1999,"6.04",200,"C","Sarnia Sting",63,36,36,72,1.14,21,11,17,28,0,0,0,10,2,40,1
"Jack Studnicka","NO",23,1999-02-18,1999,"6.02",175,"C","Oshawa Generals",66,22,50,72,1.09,18,5,20,25,4,2,6,5,2,43,1
"Luke Burghardt","NO",25,1998-05-12,1998,"5.11",167,"LW","North Bay Battalion",68,28,43,71,1.04,-6,5,17,22,1,0,1,1,0,81,1
"Brandon Saigeon","NO",17,1998-06-14,1998,"6.02",192,"C","Hamilton Bulldogs",65,35,35,70,1.08,23,16,13,29,0,1,1,9,2,71,1
"Tye Felhaber","NO",29,1998-08-05,1998,"6.00",189,"RW","Ottawa 67's",68,31,39,70,1.03,-4,6,8,14,0,0,0,2,0,26,1
"Ryan McLeod","NO",91,1999-09-21,1999,"6.03",205,"C","Mississauga Steelheads",68,26,44,70,1.03,-2,6,21,27,2,0,2,2,0,26,1
"Jonathan Ang","NO",12,1998-01-31,1998,"6.00",170,"C","Sarnia Sting",65,25,45,70,1.08,3,7,16,23,4,1,5,2,0,87,1
"Tim Gettinger","NO",26,1998-04-14,1998,"6.06",218,"LW","Sault Ste. Marie Greyhounds",66,33,36,69,1.05,35,7,6,13,5,4,9,7,3,53,1
"Kevin Hancock","NO",16,1998-03-02,1998,"5.11",178,"C","Owen Sound Attack",53,24,45,69,1.3,26,6,10,16,2,3,5,1,1,18,1
"Isaac Ratcliffe","NO",19,1999-02-15,1999,"6.06",204,"LW","Guelph Storm",67,41,27,68,1.01,-28,12,12,24,2,0,2,7,0,58,1
"Matthew Strome","NO",18,1999-01-06,1999,"6.04",210,"LW","Hamilton Bulldogs",65,37,31,68,1.05,-2,12,12,24,1,0,1,6,0,43,1
"Ryan Merkley","NO",6,2000-08-14,2000,"5.11",170,"D","Guelph Storm",63,13,54,67,1.06,-29,2,32,34,1,0,1,1,1,63,1
"Kyle Maksimovich","NO",9,1998-03-10,1998,"5.09",188,"LW","Erie Otters",65,31,35,66,1.02,-7,5,10,15,1,1,2,2,1,43,1
"Aidan Dudas","NO",27,2000-06-15,2000,"5.08",168,"C","Owen Sound Attack",68,31,34,65,0.96,1,6,9,15,1,2,3,2,0,12,1
"Allan McShane","NO",61,2000-02-14,2000,"6.00",181,"LW","Oshawa Generals",67,20,45,65,0.97,3,7,14,21,0,0,0,0,1,16,1
