"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Jamie Chamberlain","YES",1981-08-02,"6.01",190,"RW","Peterborough Petes",68,15,24,39,0.57,-1,6,7,13,2,0,26
"Robin Boucher","NO",1981-02-20,"5.10",180,"C","Windsor Spitfires",55,10,29,39,0.71,-11,2,10,12,1,0,33
"Kevin Dallman","YES",1981-02-26,"5.11",190,"RW","Guelph Storm",68,8,30,38,0.56,15,4,12,16,2,1,52
"Chad Wiseman","YES",1981-03-25,"6.00",207,"RW","Mississauga IceDogs",64,11,25,36,0.56,-59,4,11,15,0,0,29
"John Kozoriz","YES",1981-03-16,"5.11",190,"C","Oshawa Generals",60,22,13,35,0.58,8,4,2,6,2,1,25
"Joel Ward","NO",1980-12-02,"6.01",206,"RW","Owen Sound Platers",58,19,16,35,0.6,-1,1,1,2,4,0,23
"George Nistas","YES",1981-03-16,"5.10",180,"C","Toronto St. Michael's Majors",57,9,24,33,0.58,-15,3,15,18,2,2,14
"Damian Surma","YES",1981-01-22,"5.09",200,"LW","Plymouth Whalers",65,17,15,32,0.49,19,3,2,5,4,1,62
"Michael Jacobsen","NO",1981-07-24,"6.01",197,"D","Belleville Bulls",68,5,27,32,0.47,33,1,10,11,1,0,33
"Blair Stayzer","NO",1980-10-04,"6.03",205,"LW","Windsor Spitfires",62,12,19,31,0.5,-18,4,6,10,1,0,140
"Brad Self","YES",1981-02-27,"5.11",165,"C","Peterborough Petes",48,17,12,29,0.6,14,2,2,4,3,1,8
"Kurt MacSweyn","YES",1981-01-19,"6.01",178,"LW","Brampton Battalion",60,16,13,29,0.48,-33,7,3,10,3,0,23
"Juri Golicic","YES",1981-04-06,"6.01",186,"LW","Owen Sound Platers",38,15,12,27,0.71,13,4,3,7,2,0,0
"Peter Reynolds","NO",1981-04-27,"6.03",188,"D","London Knights",59,2,25,27,0.46,15,1,7,8,0,0,55
"Sebastien Savage","YES",1981-02-16,"6.00",175,"RW","Mississauga IceDogs",57,10,15,25,0.44,-34,1,3,4,0,0,55
"Brad Yeo","YES",1981-03-18,"6.01",190,"RW","Erie Otters",42,9,16,25,0.6,4,1,4,5,0,0,81
"Kyle McAllister","NO",1981-04-07,"6.02",175,"C","Toronto St. Michael's Majors",53,6,19,25,0.47,-9,2,5,7,0,1,51
"Alexei Salashenko","YES",1981-03-08,"6.02",180,"RW","Sudbury Wolves",63,15,9,24,0.38,-16,4,2,6,0,0,20
"John Osborne","NO",1981-03-11,"6.01",185,"LW","Sault Ste. Marie Greyhounds",50,13,11,24,0.48,-2,0,2,2,1,0,95
"Ed Hill","YES",1980-10-24,"6.02",215,"D","Barrie Colts",53,7,17,24,0.45,24,3,3,6,0,0,42
"Luke Sellars","YES",1981-05-21,"6.01",185,"D","Ottawa 67's",56,4,19,23,0.41,36,1,7,8,1,0,87
"Chris Thaler","YES",1981-01-07,"5.09",165,"C","Mississauga IceDogs",66,12,10,22,0.33,-59,1,0,1,0,0,34
"Brett Clouthier","YES",1981-06-09,"6.03",211,"LW","Kingston Frontenacs",64,8,14,22,0.34,-27,0,3,3,1,0,227
"Warren Hefford","NO",1980-10-26,"6.02",200,"RW","Sudbury Wolves",59,7,15,22,0.37,-6,0,1,1,1,0,60
"Brian McGrattan","NO",1981-09-02,"6.04",220,"RW","Sudbury Wolves",59,8,13,21,0.36,-14,0,0,0,0,0,166
"Ryan Armstrong","YES",1981-04-06,"5.10",185,"C","North Bay Centennials",68,6,15,21,0.31,-3,0,1,1,1,1,23
"Eric Braff","NO",1980-11-12,"6.04",210,"D","Kingston Frontenacs",68,0,19,19,0.28,-16,0,2,2,0,0,46
"Matt Ellis","YES",1981-08-31,"6.02",190,"LW","Toronto St. Michael's Majors",47,10,8,18,0.38,-23,2,2,4,1,1,6
"John Dean","NO",1980-09-27,"6.04",181,"LW","North Bay Centennials",67,9,9,18,0.27,-12,0,2,2,2,0,47
"Fraser Clair","YES",1981-01-07,"6.01",190,"RW","Mississauga IceDogs",59,6,12,18,0.31,-32,0,2,2,1,0,44
"Matt Carkner","NO",1980-11-03,"6.05",210,"D","Peterborough Petes",60,2,16,18,0.3,15,0,3,3,1,0,178
"Sal Lettieri","YES",1981-05-31,"6.01",175,"D","Kitchener Rangers",66,2,16,18,0.27,-21,1,6,7,1,0,53
"Mark Phibbs","NO",1981-04-28,"6.05",200,"LW","Peterborough Petes",39,7,10,17,0.44,8,3,0,3,2,0,49
"David Cornacchia","NO",1980-11-13,"5.11",200,"D","Sarnia Sting",50,5,12,17,0.34,4,2,2,4,1,0,121
"Jerry Connell","YES",1981-02-25,"6.04",210,"LW","Barrie Colts",45,3,14,17,0.38,19,0,0,0,0,0,43
"Brandon Verner","YES",1981-01-13,"6.01",205,"D","Peterborough Petes",40,6,10,16,0.4,10,3,7,10,0,0,22
"Chris Cava","NO",1980-10-14,"6.00",197,"D","Ottawa 67's",57,2,14,16,0.28,-6,0,1,1,0,0,219
"Zenon Konopka","YES",1981-01-02,"6.00",190,"C","Ottawa 67's",56,7,8,15,0.27,13,1,1,2,2,0,62
"Drew Bucktooth","NO",1981-02-03,"6.01",182,"RW","Oshawa Generals",54,4,11,15,0.28,8,3,3,6,1,0,82
"Tomas Gron","YES",1981-01-06,"6.02",180,"LW","London Knights",66,3,12,15,0.23,5,0,1,1,1,0,4
"Matt Reynolds","YES",1981-05-07,"6.01",190,"C","Brampton Battalion",62,6,8,14,0.23,-19,0,0,0,0,0,29
"Brett Angel","NO",1981-04-29,"6.06",229,"D","North Bay Centennials",55,5,9,14,0.25,-15,1,4,5,0,0,139
"Ryan Lee","NO",1980-10-06,"6.03",207,"D","Erie Otters",67,5,9,14,0.21,1,0,0,0,1,0,143
"Mike Renzi","YES",1981-07-18,"5.09",150,"C","Belleville Bulls",51,4,10,14,0.27,2,0,1,1,0,0,65
"Craig Mahon","NO",1981-01-29,"6.02",209,"D","Windsor Spitfires",57,3,11,14,0.25,-23,1,4,5,0,0,81
"Bill Browne","NO",1980-10-23,"6.01",180,"D","Sault Ste. Marie Greyhounds",68,2,12,14,0.21,3,1,1,2,1,0,171
"Dan Jancevski","YES",1981-06-15,"6.03",211,"D","London Knights",68,2,12,14,0.21,21,0,0,0,0,0,115
"Sean Dixon","NO",1981-02-22,"6.02",185,"D","Erie Otters",55,2,12,14,0.25,-6,0,2,2,0,0,57
"Chris Hopiavuori","NO",1980-12-15,"6.01",198,"D","Owen Sound Platers",68,1,13,14,0.21,-9,0,0,0,0,0,41
"Nick Policelli","YES",1981-05-26,"5.11",205,"D","Belleville Bulls",65,1,12,13,0.2,12,0,1,1,0,0,216
"Jeremy Van Hoof","YES",1981-08-12,"6.02",185,"D","Ottawa 67's",54,0,13,13,0.24,22,0,4,4,0,0,46
"Shawn Snider","YES",1981-02-01,"5.10",170,"C","Sault Ste. Marie Greyhounds",41,5,7,12,0.29,-4,0,0,0,0,0,39
"Kyle Chapman","YES",1981-02-24,"6.03",212,"LW","Windsor Spitfires",51,8,3,11,0.22,-4,0,0,0,0,0,78
"Morgan McCormick","NO",1981-02-21,"6.04",215,"RW","Kingston Frontenacs",34,6,5,11,0.32,-10,0,1,1,2,0,43
"Richard Spence","NO",1981-03-25,"6.02",196,"D","Oshawa Generals",55,3,8,11,0.2,12,0,2,2,0,0,134
"Dave Stephenson","NO",1981-04-03,"6.02",220,"D","Owen Sound Platers",61,2,9,11,0.18,8,0,0,0,1,0,172
"Andrew Davis","YES",1981-06-11,"6.00",175,"D","Mississauga IceDogs",65,4,6,10,0.15,-47,1,1,2,0,0,50
"Matt Rock","YES",1981-03-23,"6.03",185,"D","Guelph Storm",68,3,7,10,0.15,15,0,0,0,0,0,35
"Nathan Kalverda","YES",1981-04-25,"6.03",200,"LW","Mississauga IceDogs",63,3,7,10,0.16,-51,1,0,1,1,0,115
"Ryan Healy","YES",1981-03-10,"6.00",220,"LW","Sault Ste. Marie Greyhounds",45,3,7,10,0.22,-7,0,1,1,1,0,53
"Jamie Young","NO",1981-04-07,"6.01",195,"LW","Kingston Frontenacs",62,2,8,10,0.16,-10,2,1,3,0,0,6
"Brad Pierce","YES",1981-02-08,"6.01",217,"D","Toronto St. Michael's Majors",62,2,7,9,0.15,-3,1,1,2,0,0,76
"Brent Sullivan","YES",1981-03-22,"6.01",208,"C","Owen Sound Platers",65,2,7,9,0.14,-15,0,0,0,0,0,78
"Danny Armstrong","YES",1981-02-03,"6.01",215,"D","Mississauga IceDogs",56,2,7,9,0.16,-49,0,3,3,0,0,121
"Dustin Wood","YES",1981-05-21,"6.00",185,"D","Peterborough Petes",62,1,8,9,0.15,13,0,1,1,1,0,14
"Gabriel Spilar","YES",1980-12-15,"5.09",166,"RW","North Bay Centennials",38,4,4,8,0.21,-2,1,0,1,1,0,4
"Matt Lecce","YES",1981-05-31,"6.02",200,"RW","Brampton Battalion",64,4,4,8,0.13,-21,0,1,1,0,0,42
"Darrell Cowen","YES",1981-03-04,"6.00",170,"RW","Mississauga IceDogs",61,3,5,8,0.13,-58,1,1,2,0,0,40
"Corey Brekelmans","YES",1981-07-11,"6.00",195,"D","Sarnia Sting",68,4,3,7,0.1,4,0,0,0,0,0,69
"Richard Kearns","YES",1981-03-21,"6.06",216,"LW","Brampton Battalion",58,2,5,7,0.12,-25,0,0,0,0,0,25
"Cam McLaughlin","YES",1981-05-12,"6.02",185,"D","Brampton Battalion",46,1,6,7,0.15,-26,0,2,2,0,0,21
"Francois Jolette","YES",1981-01-20,"6.03",195,"RW","Guelph Storm",39,4,2,6,0.15,-8,0,1,1,1,0,35
"Joey Sewell","YES",1981-03-15,"5.11",190,"RW","Windsor Spitfires",63,3,3,6,0.1,-31,1,0,1,0,0,143
"Joe DiBiase","NO",1981-08-17,"6.02",180,"LW","Kitchener Rangers",36,2,4,6,0.17,-5,0,1,1,0,0,38
"Brad Woods","YES",1981-03-04,"6.04",200,"D","Brampton Battalion",58,1,5,6,0.1,-43,0,1,1,0,0,42
"Bryan Kazarian","YES",1981-06-30,"5.08",172,"C","Owen Sound Platers",41,1,5,6,0.15,-5,1,0,1,0,0,27
"Mark Ridout","NO",1980-12-19,"6.01",200,"D","Windsor Spitfires",44,1,5,6,0.14,-16,0,0,0,0,0,95
"Tyler Durham","YES",1981-01-24,"6.02",180,"RW","London Knights",59,1,5,6,0.1,6,0,0,0,1,0,30
"Brandon Cullen","NO",1981-03-05,"6.00",212,"RW","Oshawa Generals",40,2,3,5,0.13,2,1,0,1,1,0,70
"Corey Sabourin","YES",1981-04-09,"6.02",222,"D","Sudbury Wolves",62,1,4,5,0.08,0,0,0,0,0,0,34
"Doug MacIver","YES",1981-02-12,"6.04",225,"D","Sarnia Sting",57,1,4,5,0.09,14,0,0,0,0,0,87
"Julius Halfkenny","YES",1981-02-08,"6.02",189,"D","Erie Otters",58,1,4,5,0.09,-5,0,0,0,0,0,23
"Mike Nelson","YES",1981-02-23,"5.10",176,"C","Sault Ste. Marie Greyhounds",36,1,4,5,0.14,-4,1,0,1,1,0,15
"Darren Strilchuk","YES",1981-07-29,"6.00",205,"D","Sault Ste. Marie Greyhounds",58,2,2,4,0.07,4,0,0,0,0,0,50
"James Ramsay","YES",1981-02-24,"6.01",194,"LW","Plymouth Whalers",47,2,2,4,0.09,-1,0,0,0,0,0,169
"John Cilladi","YES",1981-04-30,"6.04",236,"D","Windsor Spitfires",47,2,2,4,0.09,-17,0,0,0,0,0,83
"Jonathan Boone","YES",1981-04-11,"6.00",185,"RW","Ottawa 67's",28,2,2,4,0.14,1,0,0,0,0,0,20
"Mike Vaillaincourt","YES",1981-05-04,"6.02",180,"RW","Kitchener Rangers",49,2,2,4,0.08,-9,0,0,0,0,0,13
"Mike Rusenstrom","YES",1981-04-06,"5.11",193,"D","Oshawa Generals",49,1,3,4,0.08,6,1,0,1,0,0,36
"Scott O'Connor","YES",1981-04-08,"5.11",170,"D","Ottawa 67's",31,1,3,4,0.13,10,1,1,2,0,0,9
"Tony Gutilla","NO",1980-10-24,"6.04",185,"D","Sarnia Sting",44,1,3,4,0.09,-15,0,0,0,0,0,59
"Kevin Parfrey","YES",1981-07-24,"6.01",192,"D","Toronto St. Michael's Majors",17,0,4,4,0.24,0,0,0,0,0,0,0
"Tom Kotsopoulos","YES",1981-01-01,"6.00",185,"LW","Sudbury Wolves",26,0,4,4,0.15,2,0,0,0,0,0,16
"Barry Graham","NO",1981-03-30,"6.03",195,"D","Kitchener Rangers",48,1,2,3,0.06,-10,0,0,0,0,0,93
"Derek Fox","YES",1981-02-17,"6.02",195,"D","Sault Ste. Marie Greyhounds",32,1,2,3,0.09,-3,0,0,0,0,0,45
"Steve Nobili","YES",1981-01-19,"5.11",200,"C","Erie Otters",45,1,2,3,0.07,-17,0,0,0,0,0,22
"Alexei Semenov","YES",1981-04-10,"6.06",210,"D","Sudbury Wolves",28,0,3,3,0.11,-11,0,2,2,0,0,28
"Bob Reed","NO",1980-11-09,"6.01",195,"C","North Bay Centennials",27,1,1,2,0.07,0,0,0,0,0,0,12
"Darcy Morris","YES",1981-04-21,"6.00",175,"C","Peterborough Petes",29,1,1,2,0.07,-2,0,0,0,0,0,48
"Derek McDonald","YES",1981-04-17,"6.01",195,"LW","Erie Otters",11,1,1,2,0.18,-5,0,0,0,0,0,20
"Jim McGillivray","YES",1981-06-14,"6.00",180,"LW","Erie Otters",44,1,1,2,0.05,-12,0,0,0,0,0,69
"Kevin Beaumont","YES",1981-07-08,"6.05",230,"LW","Sudbury Wolves",34,1,1,2,0.06,-4,0,0,0,1,0,13
"Ryan Fraser","YES",1981-01-21,"6.01",206,"D","Erie Otters",45,1,1,2,0.04,-5,0,1,1,0,0,75
"Ryan Rivard","NO",1981-03-28,"6.02",190,"RW","Kingston Frontenacs",54,1,1,2,0.04,-10,0,0,0,0,0,18
"Blair McLaughlin","YES",1981-05-12,"6.02",190,"C","Brampton Battalion",20,0,2,2,0.1,-11,0,0,0,0,0,6
"Kristopher Purdy","NO",1980-10-10,"6.03",213,"LW","Plymouth Whalers",18,0,2,2,0.11,-4,0,1,1,0,0,8
"Ryan Rasmussen","YES",1981-04-13,"6.03",195,"D","Toronto St. Michael's Majors",39,0,2,2,0.05,-14,0,0,0,0,0,30
"Aaron Bailie","YES",1981-01-21,"5.08",155,"C","Guelph Storm",8,1,0,1,0.13,-1,0,0,0,0,0,6
"Andre Robichaud","YES",1981-04-16,"6.01",209,"D","Plymouth Whalers",17,1,0,1,0.06,6,0,0,0,1,0,4
"Darren Forbes","NO",1980-10-11,"6.02",205,"D","Windsor Spitfires",5,1,0,1,0.2,1,0,0,0,0,0,4
"Jason Goldenberg","NO",1980-10-03,"6.00",185,"RW","Windsor Spitfires",2,1,0,1,0.5,0,0,0,0,0,0,2
"Gerald MacNeil","YES",1981-02-21,"6.00",160,"LW","Kingston Frontenacs",18,0,1,1,0.06,-3,0,0,0,0,0,0
"Joe Groleau","YES",1981-03-24,"6.03",171,"D","Belleville Bulls",13,0,1,1,0.08,-1,0,0,0,0,0,6
"Matt Belanger","YES",1981-04-22,"6.03",204,"LW","London Knights",40,0,1,1,0.03,2,0,0,0,0,0,47
"Mike Hooker","YES",1981-06-14,"6.00",175,"LW","Sarnia Sting",11,0,1,1,0.09,0,0,0,0,0,0,0
"Nevin Patterson","NO",1980-12-19,"6.01",185,"RW","Sudbury Wolves",5,0,1,1,0.2,3,0,0,0,0,0,0
"T.J. Reynolds","YES",1981-03-26,"6.02",212,"D","Oshawa Generals",17,0,1,1,0.06,-2,0,0,0,0,0,27
"Andrew Yardy","YES",1981-06-04,"6.03",200,"D","Kitchener Rangers",4,0,0,0,0,-2,0,0,0,0,0,0
"Dan Sullivan","YES",1981-03-20,"6.02",230,"RW","London Knights",18,0,0,0,0,-4,0,0,0,0,0,10
"Jean-Sebastien Larocque","YES",1981-04-13,"6.01",195,"D","Guelph Storm",13,0,0,0,0,-3,0,0,0,0,0,0
"Luke Blackbird","YES",1981-04-03,"6.01",215,"LW","Sarnia Sting",8,0,0,0,0,1,0,0,0,0,0,16
"Matt Neely","YES",1981-04-12,"6.01",212,"D","Oshawa Generals",3,0,0,0,0,0,0,0,0,0,0,5
"Rick Hwodeky","YES",1981-07-15,"6.02",203,"D","Barrie Colts",15,0,0,0,0,3,0,0,0,0,0,9
"Ryan Chapman","YES",1981-04-10,"6.01",193,"C","Kingston Frontenacs",2,0,0,0,0,-1,0,0,0,0,0,0
"Ryan Philips","YES",1981-01-05,"6.01",200,"D","Sudbury Wolves",3,0,0,0,0,0,0,0,0,0,0,2
"Ryan Scott","YES",1981-01-29,"6.02",180,"D","Erie Otters",15,0,0,0,0,-1,0,0,0,0,0,4
"Stephane Savage","YES",1981-02-16,"6.01",170,"D","Owen Sound Platers",4,0,0,0,0,0,0,0,0,0,0,2
