"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Sheldon Keefe","YES",1980-09-17,"5.10",185,"RW","Barrie Colts",66,51,65,116,1.76,-9,22,32,54,4,2,140
"Denis Shvidki","YES",1980-11-21,"6.01",198,"RW","Barrie Colts",61,35,59,94,1.54,57,8,18,26,4,1,8
"Derek MacKenzie","NO",1981-06-11,"5.10",170,"C","Sudbury Wolves",68,22,65,87,1.28,-20,7,32,39,1,2,74
"Michael Zigomanis","NO",1981-01-17,"6.00",175,"C","Kingston Frontenacs",67,29,56,85,1.27,-11,10,22,32,2,0,36
"Chris Kelly","NO",1980-11-11,"6.00",177,"C","London Knights",68,36,41,77,1.13,17,9,10,19,4,0,60
"Taylor Pyatt","NO",1981-08-19,"6.04",215,"LW","Sudbury Wolves",68,37,38,75,1.1,-9,16,14,30,3,0,95
"Mike Jefferson","NO",1980-10-21,"5.10",190,"RW","Barrie Colts",53,33,42,75,1.42,0,16,18,34,3,0,188
"Brad Ralph","NO",1980-10-17,"6.02",198,"C","Oshawa Generals",67,31,44,75,1.12,12,12,19,31,7,0,93
"Tim Connolly","NO",1981-05-07,"6.01",186,"C","Erie Otters",46,34,34,68,1.48,5,8,13,21,3,0,50
"Jason Jaspers","YES",1981-04-08,"6.00",180,"C","Sudbury Wolves",68,28,33,61,0.9,9,3,5,8,6,0,81
"Cory Pecker","NO",1981-03-20,"6.00",195,"RW","Sault Ste. Marie Greyhounds",68,25,34,59,0.87,20,3,11,14,4,0,24
"Preston Mizzi","NO",1980-12-22,"6.00",180,"C","Peterborough Petes",67,29,29,58,0.87,15,3,7,10,7,1,74
"Charlie Stephens","NO",1981-04-05,"6.03",212,"C","Guelph Storm",68,26,32,58,0.85,1,6,7,13,2,0,80
"Jeff Bateman","YES",1981-08-29,"6.00",182,"C","Brampton Battalion",68,23,35,58,0.85,-49,3,12,15,1,0,27
"Branko Radivojevic","YES",1980-11-24,"6.00",186,"RW","Belleville Bulls",68,20,38,58,0.85,25,3,9,12,5,0,61
"Jason Baird","NO",1980-09-16,"6.00",207,"LW","Erie Otters",65,25,31,56,0.86,12,11,12,23,7,0,186
"Andrew Ianiero","YES",1981-01-10,"6.00",201,"LW","Kingston Frontenacs",68,21,26,47,0.69,-20,8,6,14,3,0,81
"Dusty Jamieson","NO",1981-05-26,"6.02",174,"LW","Sarnia Sting",66,16,28,44,0.67,20,1,2,3,4,1,10
"Lorne Misita","YES",1981-06-01,"5.11",175,"C","North Bay Centennials",65,18,24,42,0.65,-3,6,9,15,1,0,54
"Scott Cameron","YES",1981-04-11,"6.00",175,"C","Barrie Colts",66,10,32,42,0.64,23,1,1,2,1,0,14
"Jonathan Zion","NO",1981-05-21,"6.00",180,"D","Ottawa 67's",60,8,33,41,0.68,25,4,18,22,2,0,10
