"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Joe Gerbe",1979-04-12,"C","Guelph Storm",68,7,3,10,0.15,13
"Wes Goldie",1979-04-05,"RW","Owen Sound Platers",61,7,2,9,0.15,11
"Michael Hanson",1978-05-26,"LW","Windsor Spitfires",58,5,3,8,0.14,14
"Mike Fisher",1980-06-05,"C","Sudbury Wolves",68,5,3,8,0.12,8
"Norm Milley",1980-02-14,"RW","Sudbury Wolves",68,5,3,8,0.12,7
"Harold Druken",1979-01-26,"C","Plymouth Whalers",60,5,2,7,0.12,7
"Justin Papineau",1980-01-15,"C","Belleville Bulls",68,5,2,7,0.1,7
"Chad Spurr",1979-05-13,"C","Sault Ste. Marie Greyhounds",65,3,4,7,0.11,10
"Ryan Ready",1978-11-07,"LW","Belleville Bulls",63,1,6,7,0.11,8
"Daniel Tkaczuk",1979-06-10,"C","Barrie Colts",58,5,1,6,0.1,6
"Jason Ward",1979-01-16,"C","Plymouth Whalers",35,5,1,6,0.17,13
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",67,3,3,6,0.09,7
"Mike Oliveira",1979-02-21,"C","Kingston Frontenacs",68,3,3,6,0.09,7
"Chris Feil",1978-04-25,"D","Barrie Colts",67,2,4,6,0.09,15
"Dan Snyder",1978-02-23,"C","Owen Sound Platers",64,2,4,6,0.09,6
"Denis Shvidki",1980-11-21,"RW","Barrie Colts",61,1,5,6,0.1,6
"Ivan Novoseltsev",1979-01-23,"RW","Sarnia Sting",68,5,0,5,0.07,5
"Tyler Rennette",1979-04-16,"C","Erie Otters",61,5,0,5,0.08,7
"Chad Cavanagh",1978-02-13,"C","Sault Ste. Marie Greyhounds",68,4,1,5,0.07,6
"Jason Jaspers",1981-04-08,"C","Sudbury Wolves",68,4,1,5,0.07,8
"Joel Ward",1980-12-02,"RW","Owen Sound Platers",58,4,1,5,0.09,14
"Chris Stanley",1979-06-18,"C","Belleville Bulls",51,3,2,5,0.1,7
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",65,3,2,5,0.08,16
"Jeff Martin",1979-04-26,"C","Windsor Spitfires",65,3,2,5,0.08,7
"Matt Elich",1978-09-22,"RW","Kingston Frontenacs",67,3,2,5,0.07,7
"Peter Cava",1978-02-14,"C","Sarnia Sting",62,2,3,5,0.08,6
"Brett Gibson",1979-08-17,"C","North Bay Centennials",67,4,0,4,0.06,5
"Kevin Colley",1979-01-04,"RW","Oshawa Generals",63,4,0,4,0.06,4
"Brad Boyes",1982-04-17,"C","Erie Otters",59,3,1,4,0.07,7
"Jonathan Cheechoo",1980-07-15,"RW","Belleville Bulls",63,3,1,4,0.06,5
"Tom Kostopoulos",1979-01-24,"RW","London Knights",66,3,1,4,0.06,5
"Ben Gustavson",1978-04-23,"C","Ottawa 67's",63,2,2,4,0.06,7
"Brad Self",1981-02-27,"C","Peterborough Petes",48,2,2,4,0.08,14
"Kent McDonell",1979-03-01,"RW","Guelph Storm",60,2,2,4,0.07,6
"Peter Campbell",1979-09-07,"C","Owen Sound Platers",67,2,2,4,0.06,5
"Richard Pitirri",1978-01-01,"C","London Knights",65,2,2,4,0.06,5
"Dan Tudin",1978-08-03,"LW","Ottawa 67's",61,1,3,4,0.07,7
"Derek MacKenzie",1981-06-11,"C","Sudbury Wolves",68,1,3,4,0.06,5
"Jan Sulc",1979-02-17,"C","Owen Sound Platers",66,1,3,4,0.06,7
"Randy Rowe",1980-06-10,"LW","Belleville Bulls",65,1,3,4,0.06,6
"Robin Boucher",1981-02-20,"C","Windsor Spitfires",55,1,3,4,0.07,10
"Shane Nash",1979-01-24,"C","Erie Otters",66,1,3,4,0.06,6
"Charlie Stephens",1981-04-05,"C","Guelph Storm",68,3,0,3,0.04,5
"Michal Dvorak",1979-08-12,"LW","Kitchener Rangers",50,3,0,3,0.06,7
"Pat Kavanagh",1979-03-14,"RW","Peterborough Petes",68,3,0,3,0.04,4
"Scott Barney",1979-03-27,"C","Peterborough Petes",44,3,0,3,0.07,4
"Adam Mair",1979-02-17,"C","Owen Sound Platers",43,2,1,3,0.07,5
"Branislav Mezei",1980-08-10,"D","Belleville Bulls",60,2,1,3,0.05,13
"Brent Gauvreau",1980-06-29,"RW","Oshawa Generals",68,2,1,3,0.04,3
"Chris Kelly",1980-11-11,"C","London Knights",68,2,1,3,0.04,4
