"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Peter Sarno","NO",18,1979-07-26,1979,"5.11",180,"C","Sarnia Sting",68,37,93,130,1.91,32,7,47,54,1,0,1,6,1,49,1
"Norm Milley","NO",9,1980-02-14,1980,"6.00",195,"RW","Sudbury Wolves",68,52,68,120,1.76,9,21,29,50,5,3,8,3,1,47,1
"Sheldon Keefe","YES",23,1980-09-17,1980,"5.10",185,"RW","Barrie Colts",66,51,65,116,1.76,-9,22,32,54,2,0,2,4,2,140,1
"Adam Colagiacomo","NO",9,1979-03-17,1979,"6.02",202,"RW","Plymouth Whalers",67,40,68,108,1.61,50,11,27,38,1,1,2,9,1,89,1
"Mike Fisher","NO",12,1980-06-05,1980,"6.00",190,"C","Sudbury Wolves",68,41,65,106,1.56,10,14,29,43,5,3,8,5,0,55,1
"Daniel Tkaczuk","NO",10,1979-06-10,1979,"6.00",191,"C","Barrie Colts",58,43,62,105,1.81,57,13,15,28,5,1,6,6,0,58,1
"Harold Druken","NO",19,1979-01-26,1979,"6.00",205,"C","Plymouth Whalers",60,58,45,103,1.72,53,17,17,34,5,2,7,7,1,34,1
"Kevin Colley","NO",16,1979-01-04,1979,"5.08",174,"RW","Oshawa Generals",63,39,62,101,1.6,27,16,27,43,4,0,4,3,3,68,1
"Justin Papineau","NO",17,1980-01-15,1980,"5.10",166,"C","Belleville Bulls",68,52,47,99,1.46,40,13,16,29,5,2,7,6,1,28,1
"Ivan Novoseltsev","NO",25,1979-01-23,1979,"6.01",200,"RW","Sarnia Sting",68,57,39,96,1.41,26,15,15,30,5,0,5,10,0,45,1
"Brent Gauvreau","NO",28,1980-06-29,1980,"6.03",205,"RW","Oshawa Generals",68,33,62,95,1.4,18,14,24,38,2,1,3,8,1,57,1
"Jay Legault","NO",47,1979-05-15,1979,"6.04",204,"C","London Knights",65,43,51,94,1.45,9,12,16,28,1,1,2,5,1,99,1
"Denis Shvidki","YES",35,1980-11-21,1980,"6.01",198,"RW","Barrie Colts",61,35,59,94,1.54,57,8,18,26,1,5,6,4,1,8,1
"Dan Snyder","NO",14,1978-02-23,1978,"6.00",169,"C","Owen Sound Platers",64,27,67,94,1.47,15,8,22,30,2,4,6,2,2,110,1
"Ryan Ready","NO",11,1978-11-07,1978,"6.01",192,"LW","Belleville Bulls",63,33,59,92,1.46,40,10,19,29,1,6,7,1,1,73,1
"Mike Oliveira","NO",27,1979-02-21,1979,"5.11",209,"C","Kingston Frontenacs",68,37,52,89,1.31,-21,11,20,31,3,3,6,2,1,26,1
"Peter Campbell","NO",12,1979-09-07,1979,"5.11",185,"C","Owen Sound Platers",67,45,43,88,1.31,17,11,14,25,2,2,4,8,3,37,1
"Brett Gibson","NO",72,1979-08-17,1979,"6.01",190,"C","North Bay Centennials",67,42,46,88,1.31,-5,14,25,39,4,0,4,4,0,98,1
"Tom Kostopoulos","NO",29,1979-01-24,1979,"6.00",196,"RW","London Knights",66,27,60,87,1.32,20,11,17,28,3,1,4,7,2,114,1
"Derek MacKenzie","NO",16,1981-06-11,1981,"5.10",170,"C","Sudbury Wolves",68,22,65,87,1.28,-20,7,32,39,1,3,4,1,2,74,1
"Brian Campbell","NO",44,1979-05-23,1979,"5.10",190,"D","Ottawa 67's",62,12,75,87,1.4,45,6,39,45,0,2,2,1,0,27,1
"Michael Zigomanis","NO",7,1981-01-17,1981,"6.00",175,"C","Kingston Frontenacs",67,29,56,85,1.27,-11,10,22,32,3,3,6,2,0,36,1
