"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Michael Rupp","NO",1980-01-13,"6.06",225,"LW","Erie Otters",7,3,1,4,0.57,3,1,0,1,1,0,6
"Mike Christian","NO",1979-11-13,"6.01",200,"LW","Barrie Colts",6,3,1,4,0.67,0,1,0,1,0,0,12
"Mike Fisher","NO",1980-06-05,"6.00",190,"C","Sudbury Wolves",9,2,2,4,0.44,-3,0,1,1,0,0,13
"Martin Skoula","NO",1979-10-28,"6.02",202,"D","Barrie Colts",6,1,3,4,0.67,-6,0,1,1,0,0,4
"Michael Henrich","NO",1980-03-04,"6.04",214,"RW","Barrie Colts",5,1,3,4,0.8,-3,0,1,1,0,0,0
"Ryan Milanovic","NO",1980-09-03,"6.02",195,"LW","Kitchener Rangers",6,1,3,4,0.67,-1,0,0,0,1,0,19
"Lance Galbraith","NO",1980-02-21,"5.10",180,"LW","Ottawa 67's",13,1,2,3,0.23,1,0,0,0,0,0,27
"Randy Rowe","NO",1980-06-10,"5.11",180,"LW","Belleville Bulls",10,1,2,3,0.3,0,0,0,0,1,0,2
"Ryan VanBuskirk","NO",1980-01-12,"6.02",205,"D","Sarnia Sting",5,1,2,3,0.6,1,1,1,2,0,0,4
"Adam Collins","NO",1979-11-26,"6.00",201,"D","Owen Sound Platers",11,0,3,3,0.27,1,0,2,2,0,0,8
"Alex Henry","NO",1979-10-18,"6.05",200,"D","London Knights",16,0,3,3,0.19,-2,0,1,1,0,0,14
"Kevin Holdridge","NO",1980-09-09,"6.03",200,"D","Plymouth Whalers",15,0,3,3,0.2,-2,0,0,0,0,0,30
"Lindsay Plunkett","NO",1980-05-12,"6.02",195,"LW","Guelph Storm",13,0,3,3,0.23,-1,0,0,0,0,0,2
"Andrew Peters","NO",1980-05-05,"6.04",208,"LW","Oshawa Generals",7,2,0,2,0.29,1,1,0,1,1,0,19
"Brian Passmore","NO",1980-04-27,"5.11",180,"C","Plymouth Whalers",15,2,0,2,0.13,-1,0,0,0,0,0,7
"Derek Campbell","NO",1980-04-14,"6.01",185,"LW","Belleville Bulls",9,2,0,2,0.22,-1,0,0,0,0,0,14
"Allan Rourke","NO",1980-03-06,"6.02",195,"D","Kitchener Rangers",6,1,1,2,0.33,0,1,0,1,0,0,6
"Josh Seabrook","NO",1980-03-05,"6.00",180,"RW","Kitchener Rangers",5,1,1,2,0.4,0,0,0,0,0,0,9
"Steve Montador","NO",1979-12-21,"6.00",203,"D","Erie Otters",7,1,1,2,0.29,-5,1,0,1,0,0,8
"Branislav Mezei","NO",1980-08-10,"6.03",210,"D","Belleville Bulls",8,0,2,2,0.25,-2,0,0,0,0,0,8
"Ryan Barnes","NO",1980-01-30,"6.02",200,"LW","Sudbury Wolves",10,0,2,2,0.2,-2,0,1,1,0,0,24
"Ryan Crowther","NO",1979-10-15,"5.11",202,"D","Owen Sound Platers",8,0,2,2,0.25,4,0,0,0,0,0,9
"Randy Davidson","NO",1980-01-14,"6.02",205,"LW","Owen Sound Platers",5,1,0,1,0.2,-1,0,0,0,0,0,0
"Ryan Held","NO",1980-01-30,"6.02",185,"C","Kitchener Rangers",6,1,0,1,0.17,-6,0,0,0,0,0,7
"Abe Herbst","NO",1980-02-21,"6.02",196,"D","Sarnia Sting",5,0,1,1,0.2,-3,0,0,0,0,0,2
"Adam Dewan","NO",1979-10-18,"6.04",190,"LW","Peterborough Petes",4,0,1,1,0.25,-3,0,0,0,0,0,6
"B.J. Ketcheson","NO",1980-01-29,"6.03",185,"D","Peterborough Petes",4,0,1,1,0.25,-6,0,0,0,0,0,6
"D.J. Maracle","NO",1980-05-14,"6.03",200,"RW","Kingston Frontenacs",10,0,1,1,0.1,2,0,0,0,0,0,2
"Dan Watson","NO",1979-10-05,"6.02",215,"D","Sarnia Sting",5,0,1,1,0.2,-3,0,0,0,0,0,4
"Jason Maleyko","NO",1980-05-24,"6.03",210,"D","Oshawa Generals",7,0,1,1,0.14,-2,0,0,0,0,0,4
"Jason Williams","NO",1980-08-11,"5.11",170,"C","Peterborough Petes",4,0,1,1,0.25,-6,0,0,0,0,0,2
"Nick Robinson","NO",1979-10-10,"6.02",185,"D","Kitchener Rangers",6,0,1,1,0.17,-1,0,0,0,0,0,12
"Norm Milley","NO",1980-02-14,"6.00",195,"RW","Sudbury Wolves",10,0,1,1,0.1,-6,0,0,0,0,0,4
"Adam Moloci","NO",1980-02-27,"6.03",185,"C","Oshawa Generals",1,0,0,0,0,0,0,0,0,0,0,0
"Ben Brown","NO",1980-07-08,"5.09",180,"RW","Oshawa Generals",1,0,0,0,0,0,0,0,0,0,0,0
"Bohuslav Subr","NO",1980-05-25,"6.02",205,"LW","Guelph Storm",4,0,0,0,0,-1,0,0,0,0,0,2
"Brent Mulder","NO",1980-08-28,"6.01",215,"D","Belleville Bulls",5,0,0,0,0,0,0,0,0,0,0,0
"Brent Theobald","NO",1980-01-19,"6.00",180,"LW","Erie Otters",7,0,0,0,0,-2,0,0,0,0,0,4
"Brett Ormond","NO",1980-02-04,"6.00",175,"D","Peterborough Petes",3,0,0,0,0,-1,0,0,0,0,0,0
"Colin Scotland","NO",1980-06-15,"6.02",177,"C","Sudbury Wolves",10,0,0,0,0,-2,0,0,0,0,0,10
"Dallas Ashford","NO",1980-04-03,"6.00",210,"RW","Kitchener Rangers",1,0,0,0,0,0,0,0,0,0,0,0
"Ian Forbes","NO",1980-08-02,"6.05",210,"D","Guelph Storm",13,0,0,0,0,1,0,0,0,0,0,16
"Ian Jacobs","NO",1980-05-16,"6.04",197,"RW","Ottawa 67's",10,0,0,0,0,-2,0,0,0,0,0,4
"Jamie Lalonde","NO",1980-02-07,"6.01",203,"LW","Plymouth Whalers",15,0,0,0,0,-3,0,0,0,0,0,27
"Jason Lange","NO",1980-02-19,"6.02",170,"C","London Knights",2,0,0,0,0,0,0,0,0,0,0,0
"Joey Bartley","NO",1980-03-12,"6.02",195,"D","Guelph Storm",8,0,0,0,0,2,0,0,0,0,0,2
"John Brioux","NO",1980-01-25,"6.00",180,"RW","Peterborough Petes",4,0,0,0,0,-4,0,0,0,0,0,0
"Kevin Mota","NO",1980-02-05,"6.03",185,"D","Sarnia Sting",5,0,0,0,0,0,0,0,0,0,0,5
"Louie Blackbird","NO",1979-10-23,"6.01",195,"RW","Sarnia Sting",5,0,0,0,0,-1,0,0,0,0,0,4
"Mark Hynes","NO",1979-09-19,"6.02",200,"D","Erie Otters",3,0,0,0,0,0,0,0,0,0,0,0
"Matt Barnhardt","NO",1980-03-30,"5.11",170,"LW","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0,0
"Matthew Hodges","NO",1980-04-24,"5.11",190,"D","Sudbury Wolves",2,0,0,0,0,-3,0,0,0,0,0,0
"Mihajlo Martinovich","NO",1980-03-13,"6.02",213,"LW","Barrie Colts",3,0,0,0,0,0,0,0,0,0,0,0
"Rick Bertran","NO",1980-03-12,"6.04",180,"D","Kitchener Rangers",6,0,0,0,0,-4,0,0,0,0,0,11
"Robb Palahnuk","NO",1980-06-19,"6.01",191,"LW","Sarnia Sting",5,0,0,0,0,0,0,0,0,0,0,7
"Ryan O'Keefe","NO",1980-02-05,"6.03",224,"D","Barrie Colts",5,0,0,0,0,1,0,0,0,0,0,0
"Sean Griffin","NO",1980-04-18,"6.04",215,"D","Kingston Frontenacs",12,0,0,0,0,-5,0,0,0,0,0,13
"Tim Verbeek","NO",1979-10-05,"5.11",180,"C","Sarnia Sting",4,0,0,0,0,1,0,0,0,0,0,8
"Travis Lisabeth","NO",1980-04-01,"6.00",192,"C","Kitchener Rangers",2,0,0,0,0,1,0,0,0,0,0,2
"Wade Clubb","NO",1980-03-08,"6.03",202,"D","Erie Otters",3,0,0,0,0,1,0,0,0,0,0,6
"Walker McDonald","NO",1979-12-12,"6.02",213,"RW","Barrie Colts",5,0,0,0,0,0,0,0,0,0,0,5
