"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Daniel Cleary","NO",8,1978-12-18,1978,"6.02",200,"LW","Belleville Bulls",10,6,17,23,2.3,10,2,7,9,0,0,0,2,1,10,1
"Harold Druken","NO",19,1979-01-26,1979,"6.00",205,"C","Plymouth Whalers",15,9,11,20,1.33,7,3,3,6,0,0,0,2,0,4,1
"David Legwand","NO",11,1980-08-17,1980,"6.02",175,"C","Plymouth Whalers",15,8,12,20,1.33,3,1,4,5,0,0,0,0,1,24,1
"Mark Cadotte","NO",77,1977-03-11,1977,"5.09",175,"C","London Knights",16,12,7,19,1.19,0,3,3,6,4,1,5,1,1,15,1
"Dan Tessier","NO",3,1979-01-03,1979,"5.07",186,"C","Ottawa 67's",14,7,12,19,1.36,8,1,3,4,1,1,2,1,0,12,1
"Mike Oliveira","NO",27,1979-02-21,1979,"5.11",209,"C","Kingston Frontenacs",12,6,13,19,1.58,5,2,5,7,0,0,0,0,0,8,1
"Jan Bulis","NO",44,1978-03-18,1978,"6.01",205,"C","Kingston Frontenacs",12,8,10,18,1.5,5,2,4,6,0,0,0,0,0,12,1
"Matt Zultek","NO",9,1979-03-12,1979,"6.04",218,"LW","Ottawa 67's",14,6,12,18,1.29,4,2,5,7,0,0,0,0,0,20,1
"Troy Stonier","NO",23,1977-06-05,1977,"6.00",185,"LW","Ottawa 67's",14,7,10,17,1.21,2,3,3,6,0,1,1,2,0,8,1
"Paul Mara","NO",2,1979-09-07,1979,"6.04",205,"D","Plymouth Whalers",15,3,14,17,1.13,-4,2,10,12,0,0,0,1,0,30,1
"Brian Willsie","NO",24,1978-03-16,1978,"6.01",185,"RW","Guelph Storm",13,10,6,16,1.23,10,2,3,5,0,1,1,3,0,18,1
"Ben Gustavson","NO",19,1978-04-23,1978,"5.11",187,"C","Ottawa 67's",14,9,7,16,1.14,9,2,2,4,1,0,1,3,0,14,1
"Matt Cooke","NO",12,1978-09-07,1978,"6.00",187,"LW","Kingston Frontenacs",12,8,8,16,1.33,2,2,7,9,1,0,1,0,0,20,1
"Manny Malhotra","NO",6,1980-05-18,1980,"6.02",205,"C","Guelph Storm",13,8,8,16,1.23,8,1,2,3,1,0,1,2,0,10,1
"Andrew Taylor","NO",20,1977-01-17,1977,"6.02",195,"LW","Plymouth Whalers",15,7,9,16,1.07,-4,5,3,8,0,0,0,0,0,25,1
"Jason Jackman","NO",32,1977-05-16,1977,"5.09",185,"C","Guelph Storm",13,6,10,16,1.23,7,4,3,7,0,0,0,0,0,6,1
"Jonathan Zion","NO",6,1981-05-21,1981,"6.00",180,"D","Ottawa 67's",14,3,13,16,1.14,-2,2,8,10,0,0,0,0,0,2,1
"Brian Campbell","NO",44,1979-05-23,1979,"5.10",190,"D","Ottawa 67's",14,1,14,15,1.07,12,1,5,6,0,1,1,1,0,2,1
"Rico Fata","NO",96,1980-02-12,1980,"5.11",201,"C","London Knights",16,9,5,14,0.88,-4,1,2,3,0,1,1,2,0,49,1
"Justin Papineau","NO",17,1980-01-15,1980,"5.10",166,"C","Belleville Bulls",10,5,9,14,1.4,0,4,5,9,0,0,0,0,0,6,1
"Nick Bootland","NO",77,1978-07-21,1978,"6.02",208,"LW","Guelph Storm",13,7,6,13,1,8,1,2,3,0,0,0,3,0,22,1
"Richard Pitirri","NO",18,1978-01-01,1978,"6.00",192,"C","London Knights",16,4,8,12,0.75,5,1,3,4,1,0,1,0,0,11,1
"Sean Avery","NO",11,1980-04-10,1980,"5.10",188,"C","Owen Sound Platers",11,1,11,12,1.09,0,0,1,1,0,0,0,0,0,23,1
"Jason Doyle","NO",24,1978-05-15,1978,"6.02",205,"RW","Owen Sound Platers",10,7,4,11,1.1,4,0,0,0,0,0,0,2,0,11,1
"Kent McDonell","NO",12,1979-03-01,1979,"6.01",180,"RW","Guelph Storm",13,7,4,11,0.85,5,0,1,1,0,0,0,1,0,22,1
"Mark Bell","NO",16,1980-05-08,1980,"6.03",185,"C","Ottawa 67's",14,6,5,11,0.79,0,2,0,2,0,0,0,1,0,14,1
"Joel Trottier","NO",25,1977-02-11,1977,"6.00",190,"RW","Belleville Bulls",10,5,6,11,1.1,3,1,2,3,0,0,0,0,0,9,1
"Matt Lahey","NO",13,1977-10-12,1977,"6.02",225,"RW","Guelph Storm",13,5,6,11,0.85,7,1,1,2,0,0,0,1,0,37,1
"Colin Chaulk","NO",19,1977-01-07,1977,"5.11",189,"C","Kingston Frontenacs",12,4,7,11,0.92,-11,1,1,2,0,1,1,0,1,17,1
"Jason Sands","NO",13,1977-03-21,1977,"5.08",180,"C","Sudbury Wolves",9,2,9,11,1.22,3,0,0,0,0,2,2,1,0,12,1
"Tom Kostopoulos","NO",29,1979-01-24,1979,"6.00",196,"RW","London Knights",16,6,4,10,0.63,4,1,0,1,0,0,0,2,1,26,1
"Jeremy Adduono","NO",10,1978-08-04,1978,"6.00",185,"LW","Sudbury Wolves",10,5,5,10,1,-1,1,2,3,2,0,2,0,1,10,1
"Justin Davis",NA,NA,1978-03-01,1978,"6.03",195,"","Kingston Frontenacs",10,5,5,10,1,1,2,2,4,0,0,0,0,0,0,1
"Rob Mailloux","NO",9,1978-02-28,1978,"5.11",184,"LW","Kingston Frontenacs",12,4,6,10,0.83,-11,3,3,6,0,0,0,0,0,26,1
"Dan Tudin","NO",17,1978-08-03,1978,"6.00",185,"LW","Ottawa 67's",14,4,6,10,0.71,4,1,1,2,0,0,0,0,0,4,1
"Jeff Scharf","NO",16,1977-03-06,1977,"5.11",184,"RW","Belleville Bulls",10,3,7,10,1,-1,1,5,6,0,0,0,0,0,12,1
"Yuri Babenko","NO",12,1978-01-02,1978,"6.01",196,"C","Plymouth Whalers",15,3,7,10,0.67,-8,3,3,6,0,0,0,0,0,24,1
"Kevin Mitchell","NO",2,1980-06-05,1980,"5.11",165,"D","Guelph Storm",13,1,9,10,0.77,3,1,5,6,0,0,0,0,0,16,1
"Konstantin Kalmikov","NO",96,1978-06-14,1978,"6.03",205,"C","Sudbury Wolves",10,7,2,9,0.9,-1,2,2,4,0,0,0,0,1,2,1
"Adam Mair","NO",17,1979-02-17,1979,"6.02",193,"C","Owen Sound Platers",11,6,3,9,0.82,1,0,1,1,0,1,1,0,0,31,1
"Randy Fitzgerald","NO",17,1979-09-05,1979,"5.11",174,"LW","Plymouth Whalers",15,6,3,9,0.6,-2,1,1,2,0,1,1,4,0,46,1
"Derrell Upton","NO",8,1979-07-07,1979,"6.01",205,"RW","Oshawa Generals",7,5,4,9,1.29,3,2,1,3,1,0,1,0,0,2,1
"Kevin Baker","NO",23,1979-06-15,1979,"6.00",191,"RW","Belleville Bulls",9,4,5,9,1,13,1,0,1,0,1,1,1,0,11,1
"Jim Midgley","NO",7,1978-03-05,1978,"5.10",195,"C","Belleville Bulls",10,4,5,9,0.9,13,0,1,1,1,0,1,0,0,2,1
"Chris Kelly","NO",11,1980-11-11,1980,"6.00",177,"C","London Knights",16,4,5,9,0.56,7,1,0,1,0,0,0,2,0,12,1
"Evgeny Korolev","NO",32,1978-07-24,1978,"6.02",195,"D","London Knights",15,2,7,9,0.6,0,1,2,3,0,1,1,0,1,29,1
"Mike Vellinga","NO",10,1978-08-19,1978,"6.03",215,"D","Guelph Storm",13,1,8,9,0.69,9,0,4,4,0,0,0,0,0,28,1
"Nikos Tselios","NO",38,1979-01-20,1979,"6.04",190,"D","Plymouth Whalers",15,1,8,9,0.6,1,1,6,7,0,0,0,0,0,27,1
"Jay Legault","NO",47,1979-05-15,1979,"6.04",204,"C","London Knights",16,1,8,9,0.56,2,0,2,2,0,0,0,0,0,34,1
"Jason Lawmaster","NO",4,1978-12-31,1978,"6.01",200,"D","Belleville Bulls",10,0,9,9,0.9,6,0,3,3,0,0,0,0,0,12,1
"Darryl McArthur","NO",22,1978-11-09,1978,"6.00",190,"D","Guelph Storm",13,0,9,9,0.69,14,0,3,3,0,0,0,0,0,13,1
"Colin Pepperall","NO",22,1978-04-28,1978,"5.11",180,"LW","Erie Otters",7,4,4,8,1.14,5,1,0,1,0,1,1,1,0,16,1
"Joel Dezainde","NO",22,1978-11-02,1978,"6.00",188,"D","Belleville Bulls",10,3,5,8,0.8,10,1,2,3,0,0,0,1,0,16,1
