"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Matt Foy",1983-05-18,"RW","Ottawa 67's",68,11,5,16,0.24,12
"Corey Locke",1984-05-08,"C","Ottawa 67's",66,8,8,16,0.24,11
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",57,5,5,10,0.18,11
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",68,5,4,9,0.13,12
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",64,6,2,8,0.12,12
"Jamie Johnson",1982-01-23,"C","Oshawa Generals",68,5,3,8,0.12,8
"Michael Richards",1985-02-11,"C","Kitchener Rangers",67,5,3,8,0.12,9
"Karol Sloboda",1983-05-16,"D","Ottawa 67's",59,0,8,8,0.14,17
"Eric Staal",1984-10-29,"C","Peterborough Petes",66,6,1,7,0.11,7
"Kyle Wellwood",1983-05-16,"","Belleville Bulls",57,2,5,7,0.12,7
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",60,5,1,6,0.1,9
"Matthew Albiani",1983-02-14,"C","Ottawa 67's",64,4,2,6,0.09,15
"Joey Tenute",1983-04-02,"C","Sarnia Sting",68,3,3,6,0.09,5
"Nathan Horton",1985-05-02,"C","Oshawa Generals",54,5,0,5,0.09,7
"Dustin Brown",1984-11-04,"RW","Guelph Storm",58,3,2,5,0.09,7
"Kris Newbury",1982-02-19,"C","Sarnia Sting",64,3,2,5,0.08,5
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",60,3,2,5,0.08,8
"Greg Chambers",1982-11-14,"RW","Peterborough Petes",67,2,3,5,0.07,6
"Rob Hisey",1984-09-24,"C","Erie Otters",73,2,3,5,0.07,7
"Brendan Bell",1983-03-31,"D","Ottawa 67's",55,1,4,5,0.09,9
"Nick Lees",1983-10-22,"C","Barrie Colts",67,1,4,5,0.07,8
"Daniel Paille",1984-04-15,"C","Guelph Storm",54,4,0,4,0.07,7
"Kamil Kreps",1984-11-18,"C","Brampton Battalion",53,4,0,4,0.08,7
"Cody McCormick",1983-04-18,"RW","Belleville Bulls",61,3,1,4,0.07,6
"Dan Rudisuela",1983-01-10,"C","Mississauga IceDogs",66,3,1,4,0.06,10
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",68,3,1,4,0.06,11
"Matt Herneisen",1982-02-08,"RW","Sault Ste. Marie Greyhounds",68,3,1,4,0.06,7
"Phil Gibson",1984-03-26,"RW","Windsor Spitfires",60,3,1,4,0.07,12
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",68,2,2,4,0.06,5
"Brent Burns",1985-07-03,"RW","Brampton Battalion",68,2,2,4,0.06,10
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",67,2,2,4,0.06,3
"Eric Himelfarb",1983-01-01,"C","Barrie Colts",67,2,2,4,0.06,5
"Jay McClement",1983-03-02,"C","Brampton Battalion",45,2,2,4,0.09,8
"Jon Howse",1983-09-04,"C","Peterborough Petes",65,2,2,4,0.06,10
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",55,2,2,4,0.07,7
"Peter Flache",1982-03-04,"C","Saginaw Spirit",68,2,2,4,0.06,14
"Jean-Michel Rizk",1986-03-24,"RW","Saginaw Spirit",63,1,3,4,0.06,12
"Matt Grennier",1983-03-20,"C","Kitchener Rangers",65,1,3,4,0.06,20
"Tim Gleason",1983-01-29,"D","Windsor Spitfires",45,0,4,4,0.09,11
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",50,3,0,3,0.06,5
"Daniel Sisca",1983-06-16,"C","Mississauga IceDogs",59,3,0,3,0.05,4
"Geoff Platt",1985-07-10,"C","Saginaw Spirit",62,3,0,3,0.05,6
"Lou Dickenson",1982-08-15,"C","Ottawa 67's",62,3,0,3,0.05,6
"Luc Chiasson",1982-10-08,"LW","Barrie Colts",63,3,0,3,0.05,5
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",56,3,0,3,0.05,4
"Ryan Oulahen",1985-03-26,"C","Brampton Battalion",61,3,0,3,0.05,7
"Alex Karaulchuk",1983-07-27,"C","Erie Otters",62,2,1,3,0.05,11
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",63,2,1,3,0.05,7
