"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Rob Schremp",1986-07-01,"C","Mississauga IceDogs",65,26,48,74,1.14,-19,12,26,4,0,25
"Daniel Carcillo",1985-01-28,"LW","Sarnia Sting",68,29,37,66,0.97,11,15,20,2,0,157
"Wojtek Wolski",1986-02-24,"LW","Brampton Battalion",64,25,32,57,0.89,3,7,8,7,0,26
"Mark Giordano",1983-03-10,"D","Owen Sound Attack",68,18,30,48,0.71,1,10,20,2,0,109
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",64,16,31,47,0.73,2,6,12,3,1,40
"Ryan Oulahen",1985-03-26,"C","Brampton Battalion",61,21,22,43,0.7,22,3,3,5,0,6
"Brent Burns",1985-07-03,"RW","Brampton Battalion",68,15,25,40,0.59,5,4,1,2,0,0
"John Vigilante",1985-05-24,"LW","Plymouth Whalers",65,15,24,39,0.6,2,5,10,4,0,31
"Evgeny Kadatskiy",1984-09-03,"LW","Peterborough Petes",59,18,20,38,0.64,9,5,5,1,0,34
"Pavel Voroshnin",1984-03-23,"D","Mississauga IceDogs",68,9,27,36,0.53,-9,3,14,1,1,81
"Jean-Michel Rizk",1986-03-24,"RW","Saginaw Spirit",63,9,24,33,0.52,-33,2,5,0,0,71
"Peter Tsimikalis",1986-01-10,"C","Ottawa 67's",61,9,23,32,0.52,2,3,1,2,0,20
"Ryan Callahan",1985-03-21,"RW","Guelph Storm",59,14,17,31,0.53,15,4,7,1,0,47
"Brandon Prust",1984-03-16,"LW","London Knights",65,12,17,29,0.45,14,2,3,3,0,94
"Cory Vitarelli",1985-06-30,"LW","Toronto St. Michael's Majors",55,12,17,29,0.53,-4,3,5,2,0,0
"Julian Talbot",1985-03-24,"C","Ottawa 67's",62,10,18,28,0.45,14,0,0,0,0,13
"David Pszenyczny",1985-02-18,"D","Sarnia Sting",68,13,14,27,0.4,22,10,3,1,0,116
"Craig Voakes",1986-01-02,"C","Sudbury Wolves",61,11,16,27,0.44,-25,5,6,1,0,22
"Evan Brophey",1986-12-03,"C","Barrie Colts",61,12,14,26,0.43,-1,4,1,2,0,36
"Jiri Drtina",1985-03-01,"D","Guelph Storm",63,8,18,26,0.41,-16,3,11,1,0,28
"Matt Ryan",1983-11-12,"C","Guelph Storm",48,14,11,25,0.52,-7,2,4,4,0,34
"Marek Chvatal",1984-01-27,"D","Sarnia Sting",65,4,19,23,0.35,9,4,12,1,0,32
"Danny Syvret",1985-06-13,"D","London Knights",68,8,14,22,0.32,4,7,7,0,0,31
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",67,9,12,21,0.31,6,3,1,0,0,0
"Alex Shevchenko",1984-10-11,"LW","Sudbury Wolves",61,7,14,21,0.34,-21,2,4,0,1,34
"Tyler Haskins",1986-05-26,"C","Guelph Storm",54,7,14,21,0.39,6,1,2,2,0,14
"Daniel Borges",1986-01-09,"C","Saginaw Spirit",56,7,12,19,0.34,-14,0,6,1,0,39
"Hunter Tremblay",1986-01-15,"LW","Barrie Colts",56,6,13,19,0.34,2,2,4,1,0,22
"Mitch Maunu",1986-07-30,"D","Windsor Spitfires",62,4,15,19,0.31,8,0,1,0,0,25
"Derek Lyons",1985-07-15,"LW","Mississauga IceDogs",67,7,11,18,0.27,1,0,0,2,0,52
"Kyle Quincey",1985-08-12,"D","London Knights",66,6,12,18,0.27,5,3,7,1,0,77
"Drew Larman",1985-05-15,"C","Sarnia Sting",67,4,14,18,0.27,4,0,2,1,1,25
"Michael Blunden",1986-12-15,"RW","Erie Otters",63,10,7,17,0.27,-11,4,1,1,0,55
"Bryan Bickell",1986-03-09,"LW","Ottawa 67's",50,7,10,17,0.34,11,0,1,0,0,0
"David Bolland",1986-06-05,"RW","London Knights",64,7,10,17,0.27,5,3,3,2,0,21
"Mike Angelidis",1985-06-27,"LW","Owen Sound Attack",65,7,10,17,0.26,-2,0,2,1,0,81
"Paul McFarland",1985-12-06,"LW","Kitchener Rangers",58,5,12,17,0.29,4,0,0,0,0,51
"Stuart Simmons",1984-09-26,"D","Brampton Battalion",62,3,14,17,0.27,27,1,2,0,0,92
"Patrick Kaleta",1986-06-08,"RW","Peterborough Petes",67,7,9,16,0.24,-10,0,2,1,0,67
"Ivan Svarny",1984-10-31,"D","Belleville Bulls",65,5,11,16,0.25,1,1,6,1,0,69
"David Lomas",1985-03-21,"RW","Windsor Spitfires",66,9,6,15,0.23,-2,0,0,1,0,85
"Cody Thornton",1986-07-16,"RW","Belleville Bulls",63,5,10,15,0.24,0,1,0,0,0,22
"Nathan McIver",1985-01-06,"D","Toronto St. Michael's Majors",68,5,10,15,0.22,5,0,0,1,0,121
"Tyler Kennedy",1986-07-15,"C","Sault Ste. Marie Greyhounds",61,5,10,15,0.25,-10,0,2,1,0,33
"Ryan Garlock",1986-04-24,"C","Guelph Storm",51,3,12,15,0.29,0,0,2,0,0,26
"Ryan Kitchen",1985-02-06,"RW","Sault Ste. Marie Greyhounds",62,3,12,15,0.24,-9,0,2,1,0,22
"Marc Methot",1985-06-21,"D","London Knights",68,2,13,15,0.22,1,1,4,0,0,46
"Jordan Morrison",1986-06-06,"C","Peterborough Petes",59,6,8,14,0.24,-8,0,1,2,0,14
"Jamie Fraser",1985-11-17,"C","Brampton Battalion",58,3,11,14,0.24,-1,0,1,0,0,13
"Martin Lojek",1985-08-19,"D","Brampton Battalion",65,1,13,14,0.22,16,0,3,0,0,0
"Scott Lehman",1986-01-05,"D","Toronto St. Michael's Majors",53,3,10,13,0.25,-4,1,3,0,0,50
"Greg Williams",1985-01-22,"RW","Peterborough Petes",64,9,3,12,0.19,-10,2,0,1,0,64
"Jesse Boucher",1983-04-19,"LW","Kitchener Rangers",29,7,5,12,0.41,4,0,0,0,0,22
"Matt Lynn",1983-07-07,"D","Erie Otters",41,0,12,12,0.29,-10,0,4,0,0,39
"Alex Lalonde",1983-06-21,"LW","Owen Sound Attack",34,4,7,11,0.32,5,0,1,2,0,51
"Connor Cameron",1985-05-11,"C","Toronto St. Michael's Majors",50,4,7,11,0.22,-8,0,1,0,0,45
"Howie Martin",1986-11-18,"C","Sudbury Wolves",51,4,7,11,0.22,-21,0,3,0,0,31
"Clay McFadden",1986-02-15,"C","Kingston Frontenacs",59,3,8,11,0.19,-22,2,1,0,0,0
"Nick Thomas",1985-06-19,"LW","Sarnia Sting",55,4,6,10,0.18,0,2,0,1,0,96
"David Brown",1983-02-15,"RW","Brampton Battalion",51,3,7,10,0.2,5,0,0,0,0,14
"Anton Kadeykin",1984-05-17,"D","Sarnia Sting",55,2,8,10,0.18,11,0,0,2,0,34
"John Neal",1985-05-29,"D","Oshawa Generals",66,2,8,10,0.15,5,1,2,1,0,0
"Danny Revelle",1986-02-04,"LW","Mississauga IceDogs",47,4,5,9,0.19,-8,1,1,0,0,62
"Marco Caprara",1984-06-14,"LW","Sarnia Sting",53,4,5,9,0.17,2,0,0,2,0,284
"Taylor Raszka",1986-10-22,"LW","Saginaw Spirit",52,4,5,9,0.17,-16,2,2,1,0,52
"Martin Cizek",1984-05-17,"D","Plymouth Whalers",58,2,7,9,0.16,13,1,1,0,0,40
"Mike Letizia",1985-02-15,"D","Plymouth Whalers",60,2,7,9,0.15,27,1,0,0,0,38
"Aaron Dawson",1985-03-11,"D","Peterborough Petes",65,1,8,9,0.14,-13,0,3,0,0,76
"Todd Griffith",1985-01-27,"LW","Belleville Bulls",51,7,1,8,0.16,-4,1,0,1,0,53
"Michael Tuomi",1985-01-26,"C","Barrie Colts",54,6,2,8,0.15,-5,0,0,0,0,26
"Jesse Jenish",1985-07-26,"LW","Saginaw Spirit",49,4,4,8,0.16,-18,1,1,0,0,70
"Colin Baker",1985-05-29,"C","Sarnia Sting",35,3,5,8,0.23,-1,1,0,0,0,0
"Kyle Wharton",1986-03-03,"D","Ottawa 67's",39,3,5,8,0.21,6,0,0,0,0,0
"Ryan MacKay",1983-04-22,"D","Sault Ste. Marie Greyhounds",52,2,6,8,0.15,-5,1,0,0,0,74
"Jason Dixon",1985-02-21,"C","Windsor Spitfires",34,1,7,8,0.24,1,0,1,0,0,13
"Matt Manias",1984-08-03,"D","Kitchener Rangers",58,1,6,7,0.12,10,0,1,0,0,33
"Warren Cooper",1984-11-30,"C","Mississauga IceDogs",33,1,6,7,0.21,-7,0,5,0,0,20
"Will Colbert",1985-02-06,"D","Ottawa 67's",56,1,6,7,0.13,10,0,3,0,0,23
"Adam Berti",1986-07-01,"LW","Oshawa Generals",15,3,3,6,0.4,1,0,2,0,0,0
"Micheal Haley",1986-03-30,"C","Sarnia Sting",43,3,3,6,0.14,-4,0,0,0,0,32
"Shawn Futers",1985-09-02,"D","Peterborough Petes",42,3,3,6,0.14,-5,1,0,0,0,54
"Tim Filin",1984-06-18,"LW","Oshawa Generals",41,3,3,6,0.15,4,0,0,0,0,0
"Tyler Dutchyshen",1985-06-02,"C","Sault Ste. Marie Greyhounds",51,2,4,6,0.12,-4,0,0,0,0,14
"Ian Maracle",1985-02-27,"D","Mississauga IceDogs",52,1,5,6,0.12,-3,0,2,0,0,50
"Phil Kozak",1985-09-22,"D","Saginaw Spirit",64,1,5,6,0.09,-34,1,2,0,0,59
"Emil Bucic",1984-02-07,"D","Guelph Storm",58,0,6,6,0.1,1,0,2,0,0,24
"Sean Grendus",1986-09-21,"LW","Sudbury Wolves",4,4,1,5,1.25,5,0,0,1,0,0
"Aaron Lewicki",1985-02-11,"RW","Belleville Bulls",56,2,3,5,0.09,3,0,0,0,0,8
"Sal Malandrino",NA,"C","Mississauga IceDogs",17,2,3,5,0.29,-2,0,1,0,0,0
