"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Eric Staal","NO",1984-10-29,"6.03",185,"C","Peterborough Petes",66,39,59,98,1.48,20,10,20,30,5,0,36
"Michael Richards","NO",1985-02-11,"6.00",192,"C","Kitchener Rangers",67,37,50,87,1.3,35,10,15,25,5,1,99
"Patrick O'Sullivan","NO",1985-02-01,"5.11",185,"C","Mississauga IceDogs",56,40,41,81,1.45,-5,13,22,35,5,1,57
"Corey Perry","NO",1985-05-16,"6.03",197,"RW","London Knights",67,25,53,78,1.16,5,11,36,47,4,2,145
"Dustin Brown","NO",1984-11-04,"6.01",203,"RW","Guelph Storm",58,34,42,76,1.31,-9,15,19,34,1,1,89
"Rob Hisey","NO",1984-09-24,"5.10",175,"C","Erie Otters",73,28,46,74,1.01,-18,9,19,28,2,1,56
"Jeff Carter","NO",1985-01-01,"6.03",200,"C","Sault Ste. Marie Greyhounds",61,35,36,71,1.16,-7,18,14,32,5,3,55
"Danny Fritsche","NO",1985-07-13,"6.01",194,"C","Sarnia Sting",61,32,39,71,1.16,7,11,14,25,2,0,79
"Anthony Stewart","NO",1985-01-05,"6.02",228,"RW","Kingston Frontenacs",68,32,38,70,1.03,-25,8,8,16,8,1,47
"Nathan Horton","NO",1985-05-02,"6.02",195,"C","Oshawa Generals",54,33,35,68,1.26,6,9,10,19,7,2,111
"Brad Richardson","NO",1985-02-04,"5.11",189,"C","Owen Sound Attack",67,27,40,67,1,-10,6,18,24,5,2,54
"Daniel Carcillo","YES",1985-01-28,"5.11",191,"LW","Sarnia Sting",68,29,37,66,0.97,11,15,20,35,2,0,157
"Kamil Kreps","NO",1984-11-18,"6.02",182,"C","Brampton Battalion",53,19,42,61,1.15,17,2,18,20,1,1,12
"Jamie Tardif","NO",1985-01-23,"6.00",210,"C","Peterborough Petes",68,31,29,60,0.88,4,16,6,22,4,0,32
"John Mitchell","NO",1985-01-22,"6.02",197,"C","Plymouth Whalers",68,18,37,55,0.81,18,3,11,14,2,0,31
"Geoff Platt","NO",1985-07-10,"5.10",170,"C","Saginaw Spirit",62,32,22,54,0.87,-18,11,8,19,2,1,79
"Bobby Chaumont","NO",1984-11-21,"6.00",200,"RW","Sudbury Wolves",68,23,30,53,0.78,-27,5,12,17,4,1,31
"B.J. Crombeen","NO",1985-07-10,"6.02",212,"RW","Barrie Colts",63,22,24,46,0.73,16,3,8,11,1,0,133
"Rane Carnegie","NO",1985-01-02,"6.01",200,"RW","Belleville Bulls",60,21,25,46,0.77,-9,9,10,19,4,0,28
"Kevin Klein","NO",1984-12-13,"6.02",192,"D","Toronto St. Michael's Majors",67,11,33,44,0.66,8,6,14,20,1,1,88
"Ryan Oulahen","YES",1985-03-26,"6.00",182,"C","Brampton Battalion",61,21,22,43,0.7,22,3,3,6,5,0,6
"Dylan Hunter","NO",1985-05-21,"6.00",196,"LW","London Knights",68,11,31,42,0.62,-17,6,20,26,1,0,0
"Brent Burns","YES",1985-07-03,"6.04",183,"RW","Brampton Battalion",68,15,25,40,0.59,5,4,1,5,2,0,0
"John Vigilante","YES",1985-05-24,"6.00",195,"LW","Plymouth Whalers",65,15,24,39,0.6,2,5,10,15,4,0,31
"Jesse Gimblett","NO",1985-01-04,"6.03",215,"LW","Owen Sound Attack",68,13,22,35,0.51,-8,4,8,12,1,0,81
"Dan Speer","NO",1984-12-05,"6.02",180,"C","Barrie Colts",61,8,24,32,0.52,11,3,6,9,1,0,25
"Jeremy Akeson","NO",1984-11-26,"6.02",220,"LW","Ottawa 67's",63,15,16,31,0.49,-4,4,3,7,3,0,79
"Ryan Callahan","YES",1985-03-21,"5.11",185,"RW","Guelph Storm",59,14,17,31,0.53,15,4,7,11,1,0,47
"Ryan Rorabeck","NO",1985-02-27,"6.01",185,"C","Toronto St. Michael's Majors",55,11,19,30,0.55,-10,6,9,15,2,2,0
"Zack Stortini","NO",1985-09-11,"6.04",215,"RW","Sudbury Wolves",62,13,16,29,0.47,-26,5,5,10,0,0,222
"Cory Vitarelli","YES",1985-06-30,"5.10",204,"LW","Toronto St. Michael's Majors",55,12,17,29,0.53,-4,3,5,8,2,0,0
