"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Connor McDavid",1997-01-13,"C","Erie Otters",20,3,1,4,0.2,8
"Jake Marchment",1995-05-20,"C","Erie Otters",19,1,2,3,0.16,21
"Chris Marchese",1994-02-23,"RW","Guelph Storm",9,2,0,2,0.22,50
"Max Domi",1995-03-02,"LW","London Knights",9,2,0,2,0.22,22
"Mitchell Marner",1997-05-05,"RW","London Knights",7,2,0,2,0.29,12
"Nick Paul",1995-03-20,"LW","North Bay Battalion",15,2,0,2,0.13,13
"Pius Suter",1996-05-24,"LW","Guelph Storm",9,2,0,2,0.22,40
"Ryan Kujawinski",1995-03-30,"C","North Bay Battalion",15,2,0,2,0.13,22
"Remi Elie",1995-04-16,"LW","Erie Otters",20,0,2,2,0.1,8
"Aidan Wallace",1995-04-17,"C","Oshawa Generals",21,1,0,1,0.05,50
"Alex DeBrincat",1997-12-18,"RW","Erie Otters",20,1,0,1,0.05,6
"Brendan  Perlini",1996-04-27,"LW","Niagara IceDogs",11,1,0,1,0.09,8
"Darnell Nurse",1995-02-04,"D","Sault Ste. Marie Greyhounds",14,1,0,1,0.07,12
"Gabe  Guertler",1995-05-03,"C","Sault Ste. Marie Greyhounds",14,1,0,1,0.07,11
"Garrett McFadden",1997-08-21,"D","Guelph Storm",9,1,0,1,0.11,17
"Jared McCann",1996-05-31,"C","Sault Ste. Marie Greyhounds",14,1,0,1,0.07,6
"Joe Manchurek",1996-08-10,"LW","Oshawa Generals",12,1,0,1,0.08,100
"Josh Brown",1994-01-21,"D","Oshawa Generals",21,1,0,1,0.05,25
"Juho Lammikko",1996-01-29,"LW","Kingston Frontenacs",4,1,0,1,0.25,50
"Kevin Spinozzi",1996-05-23,"D","Sarnia Sting",5,1,0,1,0.2,33
"Mikkel Aagaard",1995-10-18,"C","Niagara IceDogs",11,1,0,1,0.09,17
"Nicholas Baptiste",1995-08-04,"RW","Erie Otters",20,1,0,1,0.05,4
"Ray Huether",1994-03-16,"C","North Bay Battalion",15,1,0,1,0.07,12
"Trent Mallette",1996-08-24,"RW","Ottawa 67's",6,1,0,1,0.17,50
"Aleksandar Mikulovich",1996-07-01,"D","Niagara IceDogs",5,0,1,1,0.2,33
"Anthony DiFruscia",1995-04-20,"LW","Niagara IceDogs",11,0,1,1,0.09,12
"Blake Speers",1997-01-02,"RW","Sault Ste. Marie Greyhounds",14,0,1,1,0.07,11
"Brent Pedersen",1995-07-05,"LW","Oshawa Generals",21,0,1,1,0.05,33
"Bryan Moore",1994-05-25,"LW","Sault Ste. Marie Greyhounds",14,0,1,1,0.07,8
