"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Alex DeBrincat",1997-12-18,"RW","Erie Otters",20,9,7,16,0.8,1,2,1,0,1,26
"Anthony Cirelli",1997-07-15,"C","Oshawa Generals",21,2,8,10,0.48,7,1,1,2,0,4
"Kyle Maksimovich",1998-03-10,"LW","Erie Otters",20,3,5,8,0.4,1,0,1,0,0,6
"Victor Mete",1998-06-07,"D","London Knights",10,1,7,8,0.8,-4,0,2,1,0,2
"Zachary Senyshyn",1997-03-30,"RW","Sault Ste. Marie Greyhounds",14,4,3,7,0.5,5,1,1,0,0,2
"Taylor Raddysh",1998-02-18,"RW","Erie Otters",20,3,3,6,0.3,-1,0,1,1,1,8
"Jordan Kyrou",1998-05-05,"RW","Sarnia Sting",5,1,5,6,1.2,-1,0,0,0,0,0
"Givani Smith",1998-02-27,"RW","Guelph Storm",9,2,3,5,0.56,-3,1,0,1,0,18
"Hayden Verbeek",1997-10-17,"LW","Sault Ste. Marie Greyhounds",14,0,5,5,0.36,5,0,0,0,0,17
"Gustav Bouramman",1997-01-24,"D","Sault Ste. Marie Greyhounds",11,1,3,4,0.36,4,1,1,0,0,4
"Artem Artemov",1997-01-17,"RW","Saginaw Spirit",3,2,1,3,1,-2,1,1,0,0,0
"Pavel Zacha",1997-04-06,"C","Sarnia Sting",5,2,1,3,0.6,-4,0,1,0,0,10
"Brandon Crawley",1997-02-02,"D","London Knights",10,0,3,3,0.3,1,0,0,0,0,11
"Adam Mascherin",1998-06-06,"LW","Kitchener Rangers",6,1,1,2,0.33,-1,0,0,0,0,4
"Connor Bunnaman",1998-04-16,"C","Kitchener Rangers",6,1,1,2,0.33,0,1,0,0,0,0
"Juho Lammikko",1996-01-29,"LW","Kingston Frontenacs",4,1,1,2,0.5,-5,0,0,0,0,8
"Matt Luff",1997-05-05,"RW","Belleville Bulls",4,1,1,2,0.5,-1,1,1,0,0,4
"Matthew Timms",1998-05-12,"D","Peterborough Petes",5,1,1,2,0.4,-4,1,1,0,0,2
"Tim Gettinger",1998-04-14,"LW","Sault Ste. Marie Greyhounds",6,1,1,2,0.33,2,0,0,0,0,2
"Travis Barron",1998-08-17,"C","Ottawa 67's",6,1,1,2,0.33,-9,0,0,0,0,4
"Zach Poirier",1998-05-12,"C","North Bay Battalion",15,1,1,2,0.13,1,0,0,0,0,9
"Christopher Paquette",1998-03-27,"C","Niagara IceDogs",10,0,2,2,0.2,-1,0,0,0,0,0
"Connor Walters",1997-06-05,"D","Owen Sound Attack",5,1,0,1,0.2,-1,1,0,0,0,0
"Petrus Palmu",1997-07-16,"RW","Owen Sound Attack",5,1,0,1,0.2,-2,1,0,0,0,0
"Troy Lajeunesse",1997-05-20,"C","Sarnia Sting",5,1,0,1,0.2,0,0,0,0,0,4
"Jonathan Ang",1998-01-31,"C","Peterborough Petes",5,0,1,1,0.2,-3,0,1,0,0,4
"Josh Coyle",1997-07-27,"C","Peterborough Petes",5,0,1,1,0.2,0,0,0,0,0,2
"Josh Defarias",1997-03-28,"D","Sarnia Sting",1,0,1,1,1,1,0,0,0,0,0
"Keaton Middleton",1998-02-10,"D","Saginaw Spirit",4,0,1,1,0.25,-5,0,0,0,0,0
"Tye Felhaber",1998-08-05,"C","Saginaw Spirit",4,0,1,1,0.25,-3,0,1,0,0,0
"Adam Timleck",1998-02-26,"RW","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,2
"Adrian Carbonara",1997-03-12,"RW","Barrie Colts",7,0,0,0,0,0,0,0,0,0,12
"Alex Black",1997-09-12,"D","Sarnia Sting",5,0,0,0,0,-2,0,0,0,0,7
"Artem Vladimirov",1997-03-04,"D","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,2
"Austin Hall",1997-04-08,"D","Guelph Storm",9,0,0,0,0,-7,0,0,0,0,12
"Ben Fanjoy",1997-05-10,"RW","Ottawa 67's",6,0,0,0,0,-3,0,0,0,0,0
"Ben Hawerchuk",1998-03-27,"LW","Barrie Colts",9,0,0,0,0,3,0,0,0,0,2
"Benjamin Gleason",1998-03-25,"D","London Knights",4,0,0,0,0,1,0,0,0,0,2
"Brandon Saigeon",1998-06-14,"C","Belleville Bulls",4,0,0,0,0,0,0,0,0,0,2
"Chase Stewart",1997-04-19,"D","Saginaw Spirit",4,0,0,0,0,-1,0,0,0,0,4
"Chiwetin Blacksmith",1997-05-30,"LW","Barrie Colts",1,0,0,0,0,0,0,0,0,0,0
"Cliff Pu",1998-06-03,"RW","London Knights",4,0,0,0,0,-1,0,0,0,0,0
"Cole Candella",1998-02-13,"D","Belleville Bulls",1,0,0,0,0,0,0,0,0,0,0
"Drake Rymsha",1998-08-06,"C","London Knights",10,0,0,0,0,-2,0,0,0,0,8
"Jack Hanley",1998-04-20,"D","Belleville Bulls",1,0,0,0,0,-1,0,0,0,0,0
"Jacob Cascagnette",1997-03-22,"LW","Kitchener Rangers",6,0,0,0,0,-1,0,0,0,0,0
"James McEwan",1997-03-15,"LW","Guelph Storm",7,0,0,0,0,-2,0,0,0,0,0
"Jesse Saban",1997-01-14,"D","Belleville Bulls",3,0,0,0,0,0,0,0,0,0,0
"Jonah Gadjovich",1998-10-12,"LW","Owen Sound Attack",3,0,0,0,0,0,0,0,0,0,0
"Kyle Rhodes",1997-12-25,"D","Guelph Storm",9,0,0,0,0,-1,0,0,0,0,16
"Levi Tetrault",1998-02-05,"D","Guelph Storm",2,0,0,0,0,2,0,0,0,0,0
"Logan DeNoble",1997-10-15,"C","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,4
"Luke Burghardt",1998-05-12,"RW","Guelph Storm",4,0,0,0,0,-1,0,0,0,0,5
"Marcus Crawford",1997-03-21,"D","Saginaw Spirit",3,0,0,0,0,-7,0,0,0,0,0
"Mark Bzowey",1997-03-14,"C","Kitchener Rangers",5,0,0,0,0,-2,0,0,0,0,5
"Matt Hotchkiss",1998-02-06,"C","Guelph Storm",9,0,0,0,0,-2,0,0,0,0,0
"Noah Carroll",1997-12-02,"D","Guelph Storm",8,0,0,0,0,-5,0,0,0,0,2
"Patrick Fellows",1997-06-17,"LW","Erie Otters",17,0,0,0,0,2,0,0,0,0,4
"Sam Field",1998-02-04,"RW","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,0
"Shaun Bily",1998-02-22,"C","Erie Otters",13,0,0,0,0,-1,0,0,0,0,0
"Stephen Templeton",1997-01-26,"D","Oshawa Generals",6,0,0,0,0,1,0,0,0,0,0
"Ted Nichol",1997-01-04,"C","Kingston Frontenacs",4,0,0,0,0,-1,0,0,0,0,0
"TJ Fergus",1997-03-25,"D","Erie Otters",10,0,0,0,0,0,0,0,0,0,0
"Trent Fox",1997-07-16,"C","Belleville Bulls",4,0,0,0,0,-2,0,0,0,0,13
"Tyler Boston",1997-06-24,"C","Guelph Storm",8,0,0,0,0,-3,0,0,0,0,0
"Tyler Nother",1998-02-07,"D","London Knights",6,0,0,0,0,0,0,0,0,0,5
"Zack Dorval",1998-04-20,"C","Kingston Frontenacs",2,0,0,0,0,0,0,0,0,0,2
