"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Connor McDavid","NO",1997-01-13,"6.01",187,"C","Erie Otters",20,21,28,49,2.45,12,4,14,18,5,3,12
"Dylan Strome","NO",1997-03-07,"6.03",198,"C","Erie Otters",20,10,12,22,1.1,1,6,5,11,2,0,12
"Travis  Dermott","NO",1996-12-22,"5.11",207,"D","Erie Otters",20,5,12,17,0.85,5,1,6,7,0,1,22
"Mitchell Marner","NO",1997-05-05,"5.11",164,"RW","London Knights",7,9,7,16,2.29,6,3,3,6,1,0,8
"Mitchell Vande Sompel","NO",1997-02-11,"5.10",190,"D","Oshawa Generals",21,5,9,14,0.67,-9,4,8,12,1,0,4
"Jeremiah Addison","NO",1996-10-21,"6.00",190,"RW","Ottawa 67's",6,6,4,10,1.67,-1,2,2,4,0,0,7
"Vince Dunn","NO",1996-10-29,"6.00",185,"D","Niagara IceDogs",8,6,4,10,1.25,1,2,2,4,0,0,22
"Dante Salituro","NO",1996-11-15,"5.09",175,"C","Ottawa 67's",6,5,5,10,1.67,1,1,0,1,0,1,2
"Travis Konecny","NO",1997-03-11,"5.10",176,"RW","Ottawa 67's",5,3,7,10,2,4,1,2,3,0,0,6
"Anthony Cirelli","YES",1997-07-15,"6.01",184,"C","Oshawa Generals",21,2,8,10,0.48,7,1,1,2,2,0,4
"Blake Speers","NO",1997-01-02,"6.00",184,"RW","Sault Ste. Marie Greyhounds",14,3,6,9,0.64,-2,2,2,4,1,0,4
"Zachary Senyshyn","YES",1997-03-30,"6.03",196,"RW","Sault Ste. Marie Greyhounds",14,4,3,7,0.5,5,1,1,2,0,0,2
"Brett McKenzie","NO",1997-03-12,"6.01",194,"C","North Bay Battalion",15,0,7,7,0.47,7,0,0,0,0,0,8
"Garrett McFadden","NO",1997-08-21,"5.11",184,"D","Guelph Storm",9,1,5,6,0.67,-1,0,3,3,0,0,8
"David Miller","NO",1996-09-25,"5.08",185,"C","Kitchener Rangers",6,2,3,5,0.83,-6,0,1,1,0,0,2
"Mason Kohn","NO",1997-05-03,"6.00",180,"LW","Kitchener Rangers",6,1,4,5,0.83,0,0,0,0,1,0,5
"Roy Radke","NO",1996-12-10,"6.02",200,"RW","Barrie Colts",9,4,0,4,0.44,4,0,0,0,0,0,2
"Graham Knott","NO",1997-01-13,"6.04",195,"LW","Niagara IceDogs",11,2,2,4,0.36,4,0,0,0,0,1,2
"Sam Harding","NO",1997-03-31,"6.00",185,"C","Oshawa Generals",16,2,2,4,0.25,-1,0,0,0,0,0,0
"Gustav Bouramman","YES",1997-01-24,"6.00",184,"D","Sault Ste. Marie Greyhounds",11,1,3,4,0.36,4,1,1,2,0,0,4
