"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Radek Faksa",1994-01-09,"C","Kitchener Rangers",62,29,37,66,1.06,19,8,14,6,0,47
"Connor Brown",1994-01-14,"RW","Erie Otters",68,25,28,53,0.78,-72,12,10,2,1,14
"Max Domi",1995-03-02,"C","London Knights",62,21,28,49,0.79,13,6,9,1,0,48
"Nathan Pancel",1994-01-05,"LW","Sudbury Wolves",63,23,21,44,0.7,15,6,3,0,1,29
"Hunter Garlent",1995-02-04,"C","Guelph Storm",60,16,26,42,0.7,7,4,4,1,0,34
"Nick Ritchie",1995-12-05,"LW","Peterborough Petes",62,16,23,39,0.63,-22,3,6,2,0,60
"Ben Johnson",1994-06-07,"LW","Windsor Spitfires",68,18,20,38,0.56,-5,2,4,2,4,44
"Artur Gavrus",1994-01-03,"C","Owen Sound Attack",45,15,22,37,0.82,-3,7,12,3,0,18
"Daniil Zharkov",1994-02-06,"LW","Belleville Bulls",50,23,13,36,0.72,-5,9,5,2,0,25
"Ryan Kujawinski",1995-03-30,"C","Kingston Frontenacs",59,16,20,36,0.61,-13,3,2,1,1,17
"Michael Clarke",1994-04-29,"C","Windsor Spitfires",68,15,21,36,0.53,-6,1,1,2,1,81
"Stephen Harper",1995-03-25,"LW","Erie Otters",63,24,11,35,0.56,-36,7,2,1,0,14
"Jason Dickinson",1995-07-04,"LW","Guelph Storm",63,13,22,35,0.56,-15,6,7,1,0,24
"Patrik Machac",1994-04-23,"C","Brampton Battalion",61,14,18,32,0.52,0,3,6,1,1,26
"Stephen Nosad",1995-01-25,"RW","Peterborough Petes",62,7,25,32,0.52,-4,0,3,0,0,11
"Olli Maatta",1994-08-22,"D","London Knights",58,5,27,32,0.55,25,1,12,1,0,25
"Joseph Blandisi",1994-07-18,"C","Owen Sound Attack",68,17,14,31,0.46,4,5,5,1,1,72
"Bo Horvat",1995-04-05,"LW","London Knights",64,11,19,30,0.47,27,0,0,2,0,8
"Aaron Ekblad",1996-02-07,"D","Barrie Colts",63,10,19,29,0.46,-5,7,16,1,0,34
"Warren Steele",1994-05-16,"D","Kingston Frontenacs",68,7,22,29,0.43,-18,2,7,0,0,79
"Nicholas Baptiste",1995-08-04,"RW","Sudbury Wolves",64,8,19,27,0.42,-7,0,3,1,0,42
"Sergey Kuptsov",1994-10-06,"RW","Mississauga St. Michael's Majors",65,13,13,26,0.4,-7,3,3,2,0,38
"Brandon Robinson",1995-10-13,"LW","Brampton Battalion",57,15,9,24,0.42,-1,5,3,5,0,34
"Jake Evans",1995-02-18,"C","Erie Otters",67,12,11,23,0.34,-27,2,2,0,0,29
"Anthony DeAngelo",1995-10-24,"D","Sarnia Sting",68,6,17,23,0.34,-7,2,7,3,0,46
"Josh Anderson",1994-05-07,"RW","London Knights",64,12,10,22,0.34,17,0,0,2,0,34
"Josh Sterk",1995-01-17,"C","Kitchener Rangers",64,7,14,21,0.33,3,0,4,0,0,22
"Jordan Maletta",1995-04-30,"RW","Windsor Spitfires",57,5,15,20,0.35,-7,1,1,1,0,59
"Jordan Subban",1995-03-03,"D","Belleville Bulls",56,5,15,20,0.36,-23,2,7,1,0,31
"Trevor Murphy",1995-07-17,"D","Peterborough Petes",60,1,19,20,0.33,-4,1,7,1,0,52
"Zach Nastasiuk",1995-03-30,"RW","Owen Sound Attack",68,11,8,19,0.28,-10,5,1,1,0,15
"Jamie Lewis",1994-08-22,"C","Brampton Battalion",63,6,13,19,0.3,2,1,1,2,0,36
"Trevor Carrick",1994-07-04,"D","Mississauga St. Michael's Majors",68,6,13,19,0.28,-5,1,6,1,0,64
"Chris Bigras",1995-02-22,"D","Owen Sound Attack",49,3,16,19,0.39,7,2,9,0,0,33
"Jake Dotchin",1994-03-24,"D","Owen Sound Attack",64,3,16,19,0.3,-2,1,7,0,0,77
"Brett Welychka",1994-03-03,"C","London Knights",46,9,9,18,0.39,7,0,0,1,1,18
"Travis Wood",1995-11-22,"D","Erie Otters",64,6,12,18,0.28,-25,1,9,0,0,27
"Tyler Bertuzzi",1995-02-24,"LW","Guelph Storm",61,6,11,17,0.28,2,1,0,1,1,117
"Brenden Miller",1994-03-29,"D","Brampton Battalion",50,3,14,17,0.34,-2,0,8,0,0,25
"Carter Verhaeghe",1995-08-14,"C","Niagara IceDogs",62,4,12,16,0.26,6,1,3,0,0,10
"Stephen Pierog",1994-06-07,"C","Peterborough Petes",61,9,6,15,0.25,-13,0,1,0,0,63
"Brett Gustavsen",1994-03-13,"LW","Ottawa 67's",60,8,7,15,0.25,-1,1,1,0,0,75
"Spenser Cobbold",1994-08-13,"LW","Mississauga St. Michael's Majors",62,8,7,15,0.24,-7,3,0,0,0,71
"Brent Pedersen",1995-07-05,"LW","Kitchener Rangers",65,9,5,14,0.22,-10,2,1,0,0,12
"Anthony Cortellessa",1994-02-15,"LW","Erie Otters",66,7,7,14,0.21,-34,4,2,0,1,29
"Justin Auger",1994-05-14,"RW","Guelph Storm",58,7,7,14,0.24,-9,1,2,1,0,39
"Nick Betz",1995-07-18,"RW","Erie Otters",61,5,9,14,0.23,-24,2,0,1,0,45
"Jacob Harris",1995-02-02,"C","Sudbury Wolves",46,3,10,13,0.28,4,0,0,1,0,9
"Jimmy Lodge",1995-03-05,"C","Saginaw Spirit",45,8,4,12,0.27,-10,2,0,4,0,10
"Erik Bradford",1994-10-19,"C","Barrie Colts",56,5,7,12,0.21,-9,0,2,0,0,27
"Scott Teskey",1995-05-04,"RW","Mississauga St. Michael's Majors",54,6,5,11,0.2,-15,2,0,0,0,34
"Spencer Green",1994-01-28,"LW","Kingston Frontenacs",52,6,5,11,0.21,-15,0,0,0,0,14
"Cole Cassels",1995-05-04,"C","Oshawa Generals",64,3,8,11,0.17,1,0,0,0,0,31
"Adam Bateman",1995-01-05,"D","Windsor Spitfires",64,1,10,11,0.17,-19,0,1,1,0,28
"Curtis Meighan",1994-03-27,"C","Kitchener Rangers",65,4,6,10,0.15,-1,0,0,1,0,4
"Darnell Nurse",1995-02-04,"D","Sault Ste. Marie Greyhounds",53,1,9,10,0.19,-15,0,2,0,0,61
"Danny Vanderwiel",1995-02-17,"LW","Plymouth Whalers",42,6,3,9,0.21,-4,0,0,0,0,24
"Nick Moutrey",1995-06-24,"RW","Saginaw Spirit",66,2,7,9,0.14,-12,0,0,0,0,46
"Liam Maaskant",1994-03-10,"D","Erie Otters",67,4,4,8,0.12,-46,0,0,1,0,74
"Jean Dupuy",1994-10-06,"RW","Kingston Frontenacs",50,3,5,8,0.16,-21,0,0,1,0,25
"Alex Yuill",1995-05-27,"D","Barrie Colts",61,2,6,8,0.13,11,0,2,0,0,20
"Adam Lloyd",1994-02-13,"LW","Kingston Frontenacs",53,3,4,7,0.13,-18,0,0,0,0,46
"Brendan Bell",1994-03-17,"LW","Barrie Colts",56,3,4,7,0.13,-1,1,1,0,0,41
"Josh MacDonald",1994-03-26,"LW","Barrie Colts",55,3,4,7,0.13,-3,0,0,1,0,28
"Mike Vlajkov",1995-02-03,"D","Ottawa 67's",61,2,5,7,0.11,15,0,0,0,0,23
"Jacob Smith",1995-01-30,"C","Kingston Frontenacs",58,1,6,7,0.12,-19,0,1,0,0,12
"Steven Varga",1995-01-18,"D","Peterborough Petes",58,0,7,7,0.12,-9,0,0,0,0,6
"Brandon Lesway",1994-03-24,"RW","Kitchener Rangers",47,3,3,6,0.13,-1,0,0,0,0,4
"Trevor Petersen",1994-10-09,"LW","Niagara IceDogs",38,2,4,6,0.16,3,0,0,0,0,9
"Vadim Khlopotov",1994-04-22,"LW","Saginaw Spirit",52,2,4,6,0.12,-20,0,0,0,0,24
"Nathan Glass",1994-02-13,"D","Erie Otters",61,0,6,6,0.1,-36,0,0,0,0,24
"Sean Callaghan",1994-02-08,"D","Ottawa 67's",61,3,2,5,0.08,11,0,0,0,0,84
"Chase Hatcher",1994-02-22,"RW","Peterborough Petes",35,1,4,5,0.14,-12,0,0,0,0,29
"Cory Genovese",1994-10-14,"D","Kitchener Rangers",56,1,4,5,0.09,2,0,0,0,0,88
"Devon Rymarchuk",1994-02-09,"LW","Owen Sound Attack",52,1,4,5,0.1,-5,0,1,0,0,66
"Mitchell Dempsey",1995-02-27,"LW","Plymouth Whalers",34,1,4,5,0.15,-8,0,0,0,0,29
"Ryan Hutchinson",1995-03-30,"D","Kingston Frontenacs",64,1,4,5,0.08,-15,0,1,0,0,105
"Ty Bilcke",1994-04-23,"RW","Windsor Spitfires",62,1,4,5,0.08,-11,0,0,0,0,221
"Sam  Studnicka",1995-01-15,"RW","Windsor Spitfires",14,0,5,5,0.36,1,0,0,0,0,0
"Alex Carnevale",1995-01-14,"LW","Belleville Bulls",50,2,2,4,0.08,-12,0,0,0,0,24
"Sam Povorozniouk",1995-02-11,"C","Saginaw Spirit",51,2,2,4,0.08,-9,0,0,0,0,16
"Ben Harpur",1995-01-12,"D","Guelph Storm",34,1,3,4,0.12,1,0,0,0,0,22
"Chris Carlisle",1994-12-16,"D","Oshawa Generals",35,0,4,4,0.11,13,0,0,0,0,29
"Andrew Goldberg",1994-11-09,"RW","Mississauga St. Michael's Majors",10,2,1,3,0.3,1,0,0,1,0,5
"Cody Thompson",1995-02-08,"LW","Peterborough Petes",24,2,1,3,0.13,-1,0,0,0,0,33
"Spencer Turcotte",1994-02-17,"RW","Guelph Storm",57,2,1,3,0.05,-2,0,0,0,0,68
"Alex Morgan",1994-05-13,"LW","Sault Ste. Marie Greyhounds",36,1,2,3,0.08,-9,0,0,0,0,59
"Justice Dundas",1994-05-02,"LW","Sarnia Sting",44,1,2,3,0.07,-9,0,1,0,0,102
"Connor Jarvis",1994-08-27,"C","Brampton Battalion",50,0,3,3,0.06,-3,0,0,0,0,20
"Jared Gilbert",1995-01-10,"D","Kitchener Rangers",25,0,3,3,0.12,4,0,0,0,0,2
"Jeff Corbett",1994-09-20,"D","Sudbury Wolves",24,0,3,3,0.13,-3,0,0,0,0,12
"Patrick Murphy",1995-01-10,"D","Erie Otters",9,0,3,3,0.33,-3,0,1,0,0,0
"Ramon Lopez",1995-04-04,"D","Saginaw Spirit",15,0,3,3,0.2,5,0,1,0,0,10
"Braydon Blight",1995-01-22,"D","Kingston Frontenacs",56,1,1,2,0.04,-29,0,0,0,0,51
"Daniel Nikandrov",1995-02-03,"LW","Sarnia Sting",7,1,1,2,0.29,-1,0,0,0,0,2
"David Perklin",1995-03-03,"LW","Saginaw Spirit",53,1,1,2,0.04,0,0,0,0,0,11
"Mack Lemmon",1995-01-12,"RW","Belleville Bulls",45,1,1,2,0.04,-10,0,0,0,0,50
"Nick Halagian",1995-02-03,"C","Sault Ste. Marie Greyhounds",47,1,1,2,0.04,-7,0,0,1,0,20
"Andres Kopstals",1994-02-14,"C","Mississauga St. Michael's Majors",23,0,2,2,0.09,2,0,0,0,0,4
"Andrew Tessier",1994-01-01,"D","Kingston Frontenacs",52,0,2,2,0.04,-29,0,1,0,0,37
"Grant Syrette",1994-07-08,"LW","Mississauga St. Michael's Majors",53,0,2,2,0.04,-16,0,0,0,0,74
"Jacob  Graves",1995-03-28,"D","Mississauga St. Michael's Majors",34,0,2,2,0.06,-14,0,0,0,0,22
"Jesse Young",1994-02-28,"D","Kitchener Rangers",27,0,2,2,0.07,-5,0,0,0,0,7
"Jonathan Laser",1994-08-17,"D","Barrie Colts",24,0,2,2,0.08,-5,0,1,0,0,26
"Kurtis MacDermid",1994-03-25,"D","Owen Sound Attack",9,0,2,2,0.22,0,0,0,0,0,7
"Ryan Tuffin",1994-05-16,"LW","Saginaw Spirit",7,0,2,2,0.29,2,0,0,0,0,7
"Hunter Smith",1995-09-11,"RW","Windsor Spitfires",15,1,0,1,0.07,-6,0,0,0,0,19
"Corey Pawley",1995-01-03,"LW","London Knights",5,0,1,1,0.2,1,0,0,0,0,0
"John Bowen",1994-05-03,"D","Windsor Spitfires",38,0,1,1,0.03,-7,0,0,0,0,61
"John Urbanic",1995-04-24,"RW","Oshawa Generals",26,0,1,1,0.04,3,0,0,0,0,19
"Josh Burnside",1995-02-11,"LW","Mississauga St. Michael's Majors",13,0,1,1,0.08,-3,0,0,0,0,0
"Kyle Platzer",1995-03-04,"RW","London Knights",4,0,1,1,0.25,1,0,0,0,0,0
"Mitch Jones",1995-02-08,"D","Plymouth Whalers",11,0,1,1,0.09,-6,0,0,0,0,22
"Nathan Mater",1994-03-03,"LW","Sarnia Sting",19,0,1,1,0.05,-5,0,0,0,0,6
"Ryan Duhaime",1994-02-19,"D","Mississauga St. Michael's Majors",39,0,1,1,0.03,-4,0,0,0,0,16
"Bradley  Latour",1995-09-13,"RW","Oshawa Generals",3,0,0,0,0,0,0,0,0,0,0
"Brennan Feasey",1994-03-28,"C","Brampton Battalion",16,0,0,0,0,-4,0,0,0,0,2
"Daniel Walsh",1994-01-30,"LW","Ottawa 67's",4,0,0,0,0,-4,0,0,0,0,0
"Danny Desrochers",1995-08-22,"LW","Sudbury Wolves",8,0,0,0,0,0,0,0,0,0,0
"Davis Brown",1995-07-01,"LW","Sarnia Sting",14,0,0,0,0,-6,0,0,0,0,6
"Fraser Turner",1995-03-15,"D","Sault Ste. Marie Greyhounds",2,0,0,0,0,-2,0,0,0,0,0
"Jared Dennis",1994-01-16,"LW","Plymouth Whalers",1,0,0,0,0,1,0,0,0,0,0
"Jordan McNaughton",1994-03-12,"D","Windsor Spitfires",14,0,0,0,0,-2,0,0,0,0,4
"Jordan Poirier",1994-08-13,"RW","Brampton Battalion",1,0,0,0,0,1,0,0,0,0,0
"Justin Maiolino",1995-02-01,"RW","Erie Otters",2,0,0,0,0,-2,0,0,0,0,0
"Keegan Calder",1994-09-13,"RW","Guelph Storm",10,0,0,0,0,-2,0,0,0,0,2
"Mac Clutsam",1995-01-17,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,-9,0,0,0,0,0
"Mike DiPaolo",1994-01-07,"D","Sarnia Sting",14,0,0,0,0,-1,0,0,0,0,9
"Mitch Amante",1995-01-14,"RW","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,0
"Mitchell Fitzmorris",1995-04-21,"LW","Kingston Frontenacs",3,0,0,0,0,-2,0,0,0,0,0
"Peter Poulin Roy",1994-01-09,"RW","Sudbury Wolves",7,0,0,0,0,-3,0,0,0,0,5
"Riley Hennigar",1995-05-10,"LW","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,0
"Ryan Kirkup",1995-05-14,"C","Sault Ste. Marie Greyhounds",1,0,0,0,0,0,0,0,0,0,0
"Sean Darroch",1995-08-29,"RW","Erie Otters",7,0,0,0,0,-4,0,0,0,0,2
"Stephen Midensky",1994-04-15,"D","Kitchener Rangers",21,0,0,0,0,-11,0,0,0,0,5
"Tyler Prong",1994-07-01,"D","Sudbury Wolves",11,0,0,0,0,-3,0,0,0,0,0
