"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Nail Yakupov","NO",1993-10-06,"5.11",190,"RW","Sarnia Sting",42,31,38,69,1.64,15,12,16,28,5,0,30
"Brendan Gaunce","NO",1994-03-25,"6.02",215,"C","Belleville Bulls",68,28,40,68,1,4,5,13,18,4,2,68
"Radek Faksa","YES",1994-01-09,"6.03",213,"C","Kitchener Rangers",62,29,37,66,1.06,19,8,14,22,6,0,47
"Gemel Smith","NO",1994-04-16,"5.11",192,"C","Owen Sound Attack",68,21,39,60,0.88,9,7,11,18,2,0,51
"Cody Ceci","NO",1993-12-21,"6.03",215,"D","Ottawa 67's",64,17,43,60,0.94,21,8,14,22,5,0,14
"Scott Kosmachuk","NO",1994-01-24,"6.00",189,"RW","Guelph Storm",67,30,29,59,0.88,-10,11,13,24,4,1,110
"Dane Fox","NO",1993-10-13,"6.00",185,"C","Erie Otters",62,23,31,54,0.87,-12,9,9,18,4,1,87
"Connor Brown","YES",1994-01-14,"5.11",170,"RW","Erie Otters",68,25,28,53,0.78,-72,12,10,22,2,1,14
"Scott Laughton","NO",1994-05-30,"6.01",190,"C","Oshawa Generals",64,21,32,53,0.83,8,6,10,16,3,1,101
"Brady Vail","NO",1994-03-11,"6.00",198,"C","Windsor Spitfires",68,22,30,52,0.76,1,5,6,11,2,1,55
"Ryan Rupert","NO",1994-06-02,"5.09",190,"C","London Knights",63,17,31,48,0.76,10,5,8,13,3,0,120
"Matt Finn","NO",1994-02-24,"6.01",204,"D","Guelph Storm",61,10,38,48,0.79,-13,5,25,30,0,0,58
"Kristoff Kontos","NO",1993-12-06,"6.02",214,"C","Mississauga St. Michael's Majors",66,15,32,47,0.71,-8,4,12,16,0,0,32
"Nathan Pancel","YES",1994-01-05,"6.00",191,"LW","Sudbury Wolves",63,23,21,44,0.7,15,6,3,9,0,1,29
"Chris Marchese","NO",1994-02-23,"6.00",198,"LW","Windsor Spitfires",58,18,25,43,0.74,-38,7,10,17,0,0,18
"Jesse Graham","NO",1994-05-13,"5.11",172,"D","Niagara IceDogs",68,4,37,41,0.6,25,2,15,17,0,0,36
"Eric Locke","NO",1993-11-21,"5.09",182,"C","Saginaw Spirit",52,20,20,40,0.77,-2,5,7,12,2,0,34
"Nick Ebert","NO",1994-05-11,"6.00",205,"D","Windsor Spitfires",66,6,33,39,0.59,-2,2,14,16,0,1,58
"Ben Johnson","YES",1994-06-07,"6.00",190,"LW","Windsor Spitfires",68,18,20,38,0.56,-5,2,4,6,2,4,44
"Andreas Athanasiou","NO",1994-08-06,"6.02",200,"LW","London Knights",63,22,15,37,0.59,22,3,2,5,3,1,22
"Artur Gavrus","YES",1994-01-03,"5.11",178,"C","Owen Sound Attack",45,15,22,37,0.82,-3,7,12,19,3,0,18
"Daniil Zharkov","YES",1994-02-06,"6.04",212,"LW","Belleville Bulls",50,23,13,36,0.72,-5,9,5,14,2,0,25
"Michael Clarke","YES",1994-04-29,"6.00",186,"C","Windsor Spitfires",68,15,21,36,0.53,-6,1,1,2,2,1,81
"Matt Rupert","NO",1994-06-02,"5.09",188,"LW","London Knights",48,12,23,35,0.73,13,6,5,11,2,0,59
"Chris Tierney","NO",1994-07-01,"6.01",187,"C","London Knights",65,11,23,34,0.52,25,0,1,1,3,0,20
"Billy Jenkins","NO",1994-09-08,"5.11",180,"LW","Kingston Frontenacs",64,10,24,34,0.53,-12,1,1,2,3,0,29
"Dylan Blujus","NO",1994-01-22,"6.03",200,"D","Brampton Battalion",66,7,27,34,0.52,4,4,18,22,1,0,38
"Luke Cairns","NO",1994-05-29,"6.00",185,"C","Erie Otters",63,13,20,33,0.52,-57,4,13,17,1,0,28
"Patrik Machac","YES",1994-04-23,"5.10",172,"C","Brampton Battalion",61,14,18,32,0.52,0,3,6,9,1,1,26
"Olli Maatta","YES",1994-08-22,"6.02",198,"D","London Knights",58,5,27,32,0.55,25,1,12,13,1,0,25
"Joseph Blandisi","YES",1994-07-18,"6.00",192,"C","Owen Sound Attack",68,17,14,31,0.46,4,5,5,10,1,1,72
"Mathew Campagna","NO",1994-03-09,"5.11",185,"C","Sudbury Wolves",45,8,23,31,0.69,6,1,5,6,3,0,17
"Trevor Morbeck","NO",1993-11-21,"6.02",193,"RW","Kingston Frontenacs",57,8,21,29,0.51,-4,3,1,4,0,0,43
"Warren Steele","YES",1994-05-16,"5.11",183,"D","Kingston Frontenacs",68,7,22,29,0.43,-18,2,7,9,0,0,79
"Tom Wilson","NO",1994-03-29,"6.04",210,"RW","Plymouth Whalers",49,9,18,27,0.55,17,3,4,7,2,0,141
"Samuel Schutt","NO",1994-04-13,"5.10",180,"RW","Sudbury Wolves",59,7,17,24,0.41,-1,1,3,4,2,0,24
"Jarrod Maidens","NO",1994-03-04,"6.01",179,"C","Owen Sound Attack",28,12,11,23,0.82,-2,4,3,7,3,1,4
