"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Andrew Agozzino",1991-01-03,"LW","Niagara IceDogs",67,7,3,10,0.15,11
"Cameron Brace",1993-04-08,"RW","Owen Sound Attack",68,8,1,9,0.13,16
"Tobias Rieder",1993-01-10,"RW","Kitchener Rangers",60,7,2,9,0.15,11
"Ryan Spooner",1992-01-30,"C","Sarnia Sting",57,7,1,8,0.14,12
"Tyler Toffoli",1992-04-24,"RW","Ottawa 67's",65,7,1,8,0.12,8
"Seth Griffith",1993-01-04,"RW","London Knights",68,7,0,7,0.1,8
"Riley Brace",1992-03-07,"LW","Mississauga St. Michael's Majors",65,5,2,7,0.11,9
"Michael Catenacci",1991-02-12,"C","Kitchener Rangers",52,3,4,7,0.13,10
"Brandon Saad",1992-10-27,"LW","Saginaw Spirit",44,6,0,6,0.14,8
"Ivan Telegin",1992-02-28,"C","Barrie Colts",46,4,2,6,0.13,9
"Vincent Trocheck",1993-07-11,"C","Saginaw Spirit",65,4,2,6,0.09,7
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",62,3,3,6,0.1,8
"Michael Kantor",1992-02-02,"RW","Sudbury Wolves",60,2,4,6,0.1,21
"Tyler J. Brown",1991-04-04,"LW","Sarnia Sting",67,2,4,6,0.09,12
"Boone Jenner",1993-06-15,"C","Oshawa Generals",43,4,1,5,0.12,10
"Mathew Campagna",1994-03-09,"C","Sudbury Wolves",45,4,1,5,0.11,16
"Michael Sgarbossa",1992-07-25,"C","Sudbury Wolves",66,4,1,5,0.08,5
"Freddie Hamilton",1992-01-01,"RW","Niagara IceDogs",61,3,2,5,0.08,6
"Jamie Wise",1991-04-05,"LW","Mississauga St. Michael's Majors",59,3,2,5,0.08,10
"Sean Monahan",1994-10-12,"C","Ottawa 67's",62,1,4,5,0.08,6
"Mike Halmo",1991-05-15,"LW","Owen Sound Attack",66,0,5,5,0.08,6
"Brendan Gaunce",1994-03-25,"C","Belleville Bulls",68,4,0,4,0.06,6
"Patrik Machac",1994-04-23,"C","Brampton Battalion",61,4,0,4,0.07,12
"Austin Watson",1992-01-13,"C","London Knights",61,3,1,4,0.07,6
"David Pacan",1991-03-31,"RW","Niagara IceDogs",68,3,1,4,0.06,6
"Mark Scheifele",1993-03-15,"C","Barrie Colts",47,3,1,4,0.09,6
"Radek Faksa",1994-01-09,"C","Kitchener Rangers",62,3,1,4,0.06,6
"Scott Sabourin",1992-07-30,"RW","Oshawa Generals",55,3,1,4,0.07,21
"Nicklas Jensen",1993-03-06,"RW","Oshawa Generals",57,1,3,4,0.07,7
"Sam Carrick",1992-02-04,"C","Brampton Battalion",68,1,3,4,0.06,6
"Francis Menard",1992-03-02,"C","Guelph Storm",68,3,0,3,0.04,5
"Joseph Cramarossa",1992-10-26,"C","Belleville Bulls",44,3,0,3,0.07,11
"Philip Lane",1992-05-29,"RW","Brampton Battalion",53,3,0,3,0.06,7
"Colin Behenna",1991-06-06,"C","Barrie Colts",61,2,1,3,0.05,4
"Domenic Alberga",1992-07-28,"C","Sarnia Sting",66,2,1,3,0.05,9
"Tanner Pearson",1992-08-10,"LW","Barrie Colts",60,2,1,3,0.05,3
"Zack Mitchell",1993-01-07,"RW","Guelph Storm",67,2,1,3,0.04,4
"Brett Thompson",1991-01-31,"C","Sarnia Sting",61,1,2,3,0.05,4
"Dylan DeMelo",1993-05-01,"D","Mississauga St. Michael's Majors",67,1,2,3,0.04,6
"Garret Ross",1992-05-26,"LW","Saginaw Spirit",60,1,2,3,0.05,6
"Scott Laughton",1994-05-30,"C","Oshawa Generals",64,1,2,3,0.05,6
"Colin Suellentrop",1993-06-10,"D","Oshawa Generals",67,0,3,3,0.04,18
"Geoffrey Schemitsch",1992-04-01,"D","Oshawa Generals",49,0,3,3,0.06,15
"Jordan Mayer",1991-08-24,"C","Belleville Bulls",64,0,3,3,0.05,6
"Michal Cajkovsky",1992-05-06,"D","Ottawa 67's",59,0,3,3,0.05,14
"Zac Leslie",1994-01-31,"D","Guelph Storm",65,0,3,3,0.05,18
"Alex Aleardi",1992-07-30,"RW","Plymouth Whalers",68,2,0,2,0.03,3
"Ben Johnson",1994-06-07,"LW","Windsor Spitfires",68,2,0,2,0.03,5
"Brady Vail",1994-03-11,"C","Windsor Spitfires",68,2,0,2,0.03,4
"Charles Sarault",1992-02-20,"C","Sarnia Sting",68,2,0,2,0.03,2
"Chris Tierney",1994-07-01,"C","London Knights",65,2,0,2,0.03,6
"Cody Ceci",1993-12-21,"D","Ottawa 67's",64,2,0,2,0.03,3
"Gemel Smith",1994-04-16,"C","Owen Sound Attack",68,2,0,2,0.03,3
"Jake Dotchin",1994-03-24,"D","Owen Sound Attack",64,2,0,2,0.03,11
"John McFarland",1992-04-02,"RW","Ottawa 67's",48,2,0,2,0.04,4
"Josh McFadden",1991-05-23,"D","Sudbury Wolves",47,2,0,2,0.04,5
"Justin Rasmussen",1993-03-09,"C","Mississauga St. Michael's Majors",64,2,0,2,0.03,13
"Ryan Sproul",1993-01-13,"D","Sault Ste. Marie Greyhounds",61,2,0,2,0.03,4
