"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Raffi Torres","NO",1981-10-08,"5.11",200,"LW","Brampton Battalion",68,43,48,91,1.34,6,9,18,27,3,3,40
"Justin Williams","NO",1981-10-04,"5.11",180,"RW","Plymouth Whalers",68,37,46,83,1.22,47,6,11,17,3,0,46
"Brad Boyes","NO",1982-04-17,"6.00",168,"C","Erie Otters",68,36,46,82,1.21,8,7,16,23,3,3,38
"Brent Kelly","NO",1981-12-01,"6.01",175,"C","Guelph Storm",68,23,42,65,0.96,2,5,15,20,4,0,22
"Tomas Kurka","YES",1981-12-14,"6.00",180,"LW","Plymouth Whalers",64,36,28,64,1,20,12,10,22,7,1,37
"Steve Ott","YES",1982-08-19,"6.01",184,"C","Windsor Spitfires",66,23,39,62,0.94,-9,7,19,26,4,2,131
"Darryl Bootland","NO",1981-11-02,"6.01",195,"RW","Toronto St. Michael's Majors",65,24,30,54,0.83,-21,7,18,25,2,2,166
"Nikita Alexeev","NO",1981-12-27,"6.05",194,"RW","Erie Otters",64,24,29,53,0.83,-3,8,12,20,4,2,42
"Lukas Havel","NO",1981-11-10,"5.10",160,"RW","Brampton Battalion",55,21,29,50,0.91,8,4,10,14,5,0,26
"Miguel Delisle","NO",1982-04-06,"6.01",215,"C","Ottawa 67's",54,20,29,49,0.91,13,10,9,19,2,0,73
"Lou Dickenson","NO",1982-08-15,"6.02",202,"C","Mississauga IceDogs",66,21,25,46,0.7,-69,9,12,21,1,1,46
"Chris Minard","NO",1981-11-18,"6.01",185,"C","Toronto St. Michael's Majors",66,17,28,45,0.68,-8,3,6,9,1,0,45
"Rostislav Klesla","YES",1982-03-21,"6.02",200,"D","Brampton Battalion",67,16,29,45,0.67,3,7,12,19,1,0,174
"Mike Wehrstedt","NO",1982-05-28,"6.00",195,"RW","Kitchener Rangers",66,14,30,44,0.67,-12,3,10,13,0,1,29
"Samu Isosalo","NO",1981-10-06,"6.03",211,"RW","North Bay Centennials",48,17,25,42,0.88,0,6,5,11,2,0,26
"Greg Jacina","YES",1982-05-22,"6.00",180,"C","Owen Sound Platers",66,12,29,41,0.62,-17,1,7,8,2,0,62
"Blaine Down","YES",1982-07-16,"5.11",170,"LW","Barrie Colts",43,17,22,39,0.91,30,2,4,6,2,0,49
"Kristopher Vernarsky","NO",1982-04-05,"6.02",207,"LW","Plymouth Whalers",64,16,22,38,0.59,8,5,5,10,4,0,63
"Kris Newbury","NO",1982-02-19,"5.11",192,"C","Sarnia Sting",61,12,26,38,0.62,21,0,3,3,2,0,116
"Nathan Robinson","NO",1981-12-31,"5.09",174,"C","Belleville Bulls",61,19,18,37,0.61,15,2,1,3,5,0,45
"Aaron Van Leusen","NO",1981-10-28,"6.00",180,"RW","Brampton Battalion",57,17,20,37,0.65,-5,9,5,14,3,0,24
"Marcel Rodman","YES",1981-09-25,"6.01",175,"RW","Peterborough Petes",61,17,20,37,0.61,21,4,4,8,4,1,16
"Ryan Hare","NO",1982-04-03,"5.11",178,"C","Sarnia Sting",68,12,20,32,0.47,-1,2,3,5,3,0,28
"Ryan Courtney","NO",1982-03-08,"6.03",205,"C","Windsor Spitfires",65,10,22,32,0.49,10,0,3,3,0,0,44
"Agris Saviels","YES",1982-01-15,"6.01",205,"D","Owen Sound Platers",65,7,25,32,0.49,3,1,14,15,2,1,56
"John Dunphy","YES",1982-02-09,"5.11",185,"RW","Kitchener Rangers",46,18,13,31,0.67,-17,10,9,19,3,0,10
"Steven Morris","NO",1982-05-23,"5.11",188,"RW","Plymouth Whalers",65,13,18,31,0.48,14,4,1,5,1,0,16
"Jeff Richards","YES",1981-09-17,"5.10",170,"LW","Sault Ste. Marie Greyhounds",49,11,20,31,0.63,8,2,3,5,3,0,38
"Chris Eade","NO",1982-04-20,"6.02",200,"D","North Bay Centennials",58,5,25,30,0.52,-18,4,17,21,0,0,64
"Mike Stathopoulos","YES",1982-07-12,"5.10",175,"C","London Knights",65,11,15,26,0.4,-4,3,4,7,0,0,6
"Malcolm MacMillan","YES",1982-02-08,"5.11",190,"C","Sault Ste. Marie Greyhounds",61,4,22,26,0.43,-4,1,6,7,2,0,181
