"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Derek Roy",1983-05-04,"C","Kitchener Rangers",66,34,53,87,1.32,1,16,28,6,1,44
"Jonas Andersson",1981-02-24,"RW","North Bay Centennials",67,31,36,67,1,-7,12,14,4,0,27
"Stephen Weiss",1983-04-03,"C","Plymouth Whalers",64,24,42,66,1.03,27,7,16,5,0,35
"Tomas Kurka",1981-12-14,"LW","Plymouth Whalers",64,36,28,64,1,20,12,10,7,1,37
"Steve Ott",1982-08-19,"C","Windsor Spitfires",66,23,39,62,0.94,-9,7,19,4,2,131
"Maxim Rybin",1981-06-15,"C","Sarnia Sting",66,29,27,56,0.85,6,10,9,2,2,47
"Konrad McKay",1979-12-15,"C","North Bay Centennials",58,20,33,53,0.91,-11,5,23,1,0,179
"Kyle Wellwood",1983-05-16,"C","Belleville Bulls",65,14,37,51,0.78,18,3,9,1,0,14
"Alexander Buturlin",1981-09-03,"RW","Sarnia Sting",57,20,27,47,0.82,0,6,10,3,0,46
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",62,14,33,47,0.76,3,4,10,2,1,26
"Trevor Daley",1983-10-09,"D","Sault Ste. Marie Greyhounds",54,16,30,46,0.85,28,4,17,4,0,77
"Rostislav Klesla",1982-03-21,"D","Brampton Battalion",67,16,29,45,0.67,3,7,12,1,0,174
"Tomas Skvaridlo",1981-06-19,"LW","Kingston Frontenacs",66,19,25,44,0.67,16,5,7,2,0,14
"Vince Grant",1979-01-27,"C","Windsor Spitfires",48,15,26,41,0.85,6,3,4,0,0,14
"Greg Jacina",1982-05-22,"C","Owen Sound Platers",66,12,29,41,0.62,-17,1,7,2,0,62
"Daniel Sisca",1983-06-16,"C","Owen Sound Platers",68,22,18,40,0.59,-6,8,4,2,0,36
"Blaine Down",1982-07-16,"LW","Barrie Colts",43,17,22,39,0.91,30,2,4,2,0,49
"Marcel Rodman",1981-09-25,"RW","Peterborough Petes",61,17,20,37,0.61,21,4,4,4,1,16
"Kyle Werner",1980-05-28,"RW","North Bay Centennials",63,20,16,36,0.57,-21,10,6,1,0,75
"Dennis Wideman",1983-03-20,"D","Sudbury Wolves",63,10,26,36,0.57,17,5,7,2,0,64
"Brendan Bell",1983-03-31,"D","Ottawa 67's",48,1,32,33,0.69,22,0,15,0,0,34
"Agris Saviels",1982-01-15,"D","Owen Sound Platers",65,7,25,32,0.49,3,1,14,2,1,56
"John Dunphy",1982-02-09,"RW","Kitchener Rangers",46,18,13,31,0.67,-17,10,9,3,0,10
"Jeff Richards",1981-09-17,"LW","Sault Ste. Marie Greyhounds",49,11,20,31,0.63,8,2,3,3,0,38
"Jay McClement",1983-03-02,"C","Brampton Battalion",63,13,16,29,0.46,0,5,7,0,1,34
"Matt Bannan",1981-01-16,"RW","Toronto St. Michael's Majors",66,7,20,27,0.41,-33,5,13,0,0,71
"Mike Stathopoulos",1982-07-12,"C","London Knights",65,11,15,26,0.4,-4,3,4,0,0,6
"Jeffrey Doyle",1983-01-10,"RW","Toronto St. Michael's Majors",65,8,18,26,0.4,-21,2,2,0,0,89
"Malcolm MacMillan",1982-02-08,"C","Sault Ste. Marie Greyhounds",61,4,22,26,0.43,-4,1,6,2,0,181
"Matt Armstrong",1982-09-08,"LW","Kitchener Rangers",67,11,14,25,0.37,-17,1,1,4,0,71
