"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Sheldon Keefe","NO",28,1980-09-17,1980,"5.10",185,"RW","Barrie Colts",66,48,73,121,1.83,23,17,38,55,2,3,5,8,1,95,1
"Norm Milley","NO",9,1980-02-14,1980,"6.00",195,"RW","Sudbury Wolves",68,52,60,112,1.65,39,13,18,31,2,0,2,6,2,47,1
"Jason Jaspers","NO",22,1981-04-08,1981,"6.00",180,"C","Sudbury Wolves",68,46,61,107,1.57,47,9,15,24,1,4,5,11,4,107,1
"Denis Shvidki","NO",35,1980-11-21,1980,"6.01",198,"RW","Barrie Colts",61,41,65,106,1.74,46,11,17,28,0,0,0,4,3,55,1
"Michael Zigomanis","NO",7,1981-01-17,1981,"6.00",175,"C","Kingston Frontenacs",59,40,54,94,1.59,21,13,21,34,3,2,5,6,1,49,1
"Jonathan Cheechoo","NO",19,1980-07-15,1980,"6.01",208,"RW","Belleville Bulls",66,45,46,91,1.38,25,13,19,32,3,3,6,6,0,102,1
"Raffi Torres","NO",10,1981-10-08,1981,"5.11",200,"LW","Brampton Battalion",68,43,48,91,1.34,6,9,18,27,0,1,1,3,3,40,1
"Taylor Pyatt","NO",11,1981-08-19,1981,"6.04",215,"LW","Sudbury Wolves",68,40,49,89,1.31,47,9,8,17,5,3,8,8,1,98,1
"Jonathan Schill","NO",22,1979-06-28,1979,"6.01",176,"LW","Kingston Frontenacs",65,39,48,87,1.34,16,12,25,37,3,1,4,5,0,79,1
"Mike Jefferson","NO",34,1980-10-21,1980,"5.10",190,"RW","Barrie Colts",58,34,53,87,1.5,32,13,23,36,4,1,5,6,2,203,1
"Brent Gauvreau","NO",28,1980-06-29,1980,"6.03",205,"RW","Oshawa Generals",59,34,53,87,1.47,3,10,28,38,1,0,1,5,2,74,1
"Derek Roy","YES",14,1983-05-04,1983,"5.09",185,"C","Kitchener Rangers",66,34,53,87,1.32,1,16,28,44,2,1,3,6,1,44,1
"Michael Henrich","NO",27,1980-03-04,1980,"6.04",214,"RW","Barrie Colts",66,38,48,86,1.3,42,13,11,24,1,1,2,6,0,69,1
"Dan Tessier","NO",3,1979-01-03,1979,"5.07",186,"C","Ottawa 67's",55,39,45,84,1.53,22,15,13,28,7,6,13,10,1,66,1
"Sean Avery","NO",11,1980-04-10,1980,"5.10",188,"C","Kingston Frontenacs",55,28,56,84,1.53,13,9,21,30,2,3,5,5,6,215,1
"Justin Williams","NO",21,1981-10-04,1981,"5.11",180,"RW","Plymouth Whalers",68,37,46,83,1.22,47,6,11,17,2,2,4,3,0,46,1
"Brad Boyes","NO",16,1982-04-17,1982,"6.00",168,"C","Erie Otters",68,36,46,82,1.21,8,7,16,23,4,2,6,3,3,38,1
"Damian Surma","NO",15,1981-01-22,1981,"5.09",200,"LW","Plymouth Whalers",66,34,44,78,1.18,28,7,14,21,1,1,2,8,0,114,1
"Vladimir Repnev","NO",22,1980-03-07,1980,"6.00",165,"C","Oshawa Generals",62,30,48,78,1.26,18,13,21,34,0,0,0,4,1,20,1
"Ryan Jardine","NO",21,1980-03-15,1980,"6.01",190,"LW","Sault Ste. Marie Greyhounds",65,43,34,77,1.18,16,14,14,28,3,1,4,4,1,56,1
"Jeff Heerema","NO",26,1980-01-17,1980,"6.01",190,"RW","Sarnia Sting",67,36,41,77,1.15,11,14,18,32,3,0,3,2,2,62,1
"Kevin Mitchell","NO",2,1980-06-05,1980,"5.11",165,"D","Guelph Storm",68,19,58,77,1.13,8,8,32,40,0,0,0,2,0,94,1
"Justin Papineau","NO",17,1980-01-15,1980,"5.10",166,"C","Belleville Bulls",60,40,36,76,1.27,18,11,17,28,4,2,6,3,2,52,1
"Wes Goldie","NO",16,1979-04-05,1979,"6.01",178,"RW","Owen Sound Platers",68,40,35,75,1.1,-8,15,11,26,5,1,6,6,1,49,1
"Ryan Held","NO",18,1980-01-30,1980,"6.02",185,"C","Kitchener Rangers",64,31,43,74,1.16,-22,13,25,38,1,0,1,2,1,62,1
"Allan Rourke","NO",26,1980-03-06,1980,"6.02",195,"D","Kitchener Rangers",67,31,43,74,1.1,-9,13,30,43,1,2,3,4,0,57,1
"Jason Williams","NO",11,1980-08-11,1980,"5.11",170,"C","Peterborough Petes",66,36,37,73,1.11,19,11,15,26,3,1,4,2,1,64,1
"Joe Gerbe","NO",9,1979-04-12,1979,"5.08",165,"C","Guelph Storm",68,28,45,73,1.07,-16,8,16,24,4,0,4,4,0,25,1
"Eric Beaudoin","NO",27,1980-05-03,1980,"6.03",205,"LW","Guelph Storm",68,38,34,72,1.06,1,14,7,21,5,3,8,3,0,126,1
"Mark Bell","NO",16,1980-05-08,1980,"6.03",185,"C","Ottawa 67's",48,34,38,72,1.5,11,12,16,28,7,5,12,6,1,95,1
"Chris Kelly","NO",11,1980-11-11,1980,"6.00",177,"LW","London Knights",63,29,43,72,1.14,-6,7,19,26,1,1,2,2,4,57,1
"Shane Nash","NO",19,1979-01-24,1979,"5.09",185,"C","Erie Otters",63,29,43,72,1.14,-10,16,20,36,0,1,1,4,0,33,1
"Josef Vasicek","NO",23,1980-09-12,1980,"6.04",196,"C","Sault Ste. Marie Greyhounds",54,26,46,72,1.33,16,9,21,30,1,1,2,2,2,49,1
"Branko Radivojevic","NO",37,1980-11-24,1980,"6.00",186,"RW","Belleville Bulls",59,23,49,72,1.22,27,7,12,19,1,1,2,2,2,86,1
"Kent McDonell","NO",12,1979-03-01,1979,"6.01",180,"RW","Guelph Storm",56,35,35,70,1.25,7,10,17,27,4,0,4,5,0,100,1
"Joe Talbot","NO",25,1980-04-23,1980,"5.10",170,"C","Ottawa 67's",68,36,33,69,1.01,20,11,9,20,3,0,3,4,2,37,1
"Cory Pecker","NO",16,1981-03-20,1981,"6.00",195,"RW","Sault Ste. Marie Greyhounds",65,33,36,69,1.06,4,8,13,21,3,0,3,6,0,38,1
"Brett Gibson","NO",72,1979-08-17,1979,"6.01",190,"C","London Knights",66,31,38,69,1.05,-30,15,19,34,1,0,1,2,1,103,1
"Kenny Corupe","NO",21,1980-01-18,1980,"6.01",190,"C","Owen Sound Platers",64,31,37,68,1.06,-8,11,14,25,5,2,7,1,1,77,1
"Chad Wiseman","NO",21,1981-03-25,1981,"6.00",207,"RW","Mississauga IceDogs",68,23,45,68,1,-52,6,13,19,3,1,4,2,0,53,1
"Jonas Andersson","YES",8,1981-02-24,1981,"6.02",188,"RW","North Bay Centennials",67,31,36,67,1,-7,12,14,26,2,0,2,4,0,27,1
"Lindsay Plunkett","NO",11,1980-05-12,1980,"6.02",195,"LW","Guelph Storm",66,32,34,66,1,-9,14,9,23,0,1,1,3,0,68,1
"Stephen Weiss","YES",9,1983-04-03,1983,"6.00",185,"C","Plymouth Whalers",64,24,42,66,1.03,27,7,16,23,0,2,2,5,0,35,1
"Shaun Fisher","NO",13,1979-06-02,1979,"5.11",170,"D","Plymouth Whalers",59,17,49,66,1.12,38,6,25,31,0,1,1,3,0,57,1
"Sergei Kuznetzov","NO",36,1980-01-29,1980,"6.00",190,"C","Peterborough Petes",68,33,32,65,0.96,19,5,11,16,0,0,0,5,0,54,1
"Brent Kelly","NO",21,1981-12-01,1981,"6.01",175,"C","Guelph Storm",68,23,42,65,0.96,2,5,15,20,0,2,2,4,0,22,1
"Tomas Kurka","YES",19,1981-12-14,1981,"6.00",180,"LW","Plymouth Whalers",64,36,28,64,1,20,12,10,22,1,0,1,7,1,37,1
"Randy Rowe","NO",18,1980-06-10,1980,"5.11",180,"LW","Belleville Bulls",67,25,39,64,0.96,25,3,13,16,2,1,3,3,0,24,1
"Chris Stanley","NO",13,1979-06-18,1979,"6.01",200,"C","Belleville Bulls",68,25,39,64,0.94,19,8,12,20,2,2,4,3,1,14,1
"Jeff Bateman","NO",25,1981-08-29,1981,"6.00",182,"C","Brampton Battalion",64,23,41,64,1,-5,9,13,22,0,0,0,2,0,62,1
"Brad Ralph","NO",21,1980-10-17,1980,"6.02",198,"C","Oshawa Generals",56,28,35,63,1.13,17,12,17,29,0,0,0,4,0,68,1
"Preston Mizzi","NO",15,1980-12-22,1980,"6.00",180,"C","Peterborough Petes",67,27,35,62,0.93,6,11,9,20,0,0,0,6,1,80,1
"Keith Delaney","NO",19,1979-05-07,1979,"6.01",200,"C","Toronto St. Michael's Majors",67,24,38,62,0.93,-21,6,17,23,0,0,0,3,0,60,1
"Steve Ott","YES",14,1982-08-19,1982,"6.01",184,"C","Windsor Spitfires",66,23,39,62,0.94,-9,7,19,26,4,7,11,4,2,131,1
"Jason Spezza","NO",19,1983-06-13,1983,"6.02",195,"C","Mississauga IceDogs",52,24,37,61,1.17,-49,9,17,26,0,2,2,0,0,33,1
"Jason Polera","NO",9,1979-03-21,1979,"6.00",195,"RW","Kingston Frontenacs",65,34,26,60,0.92,3,14,6,20,0,0,0,8,0,61,1
"Scott Cameron","NO",15,1981-04-11,1981,"6.00",175,"LW","North Bay Centennials",70,28,32,60,0.86,-8,9,7,16,1,0,1,4,1,32,1
"Bryan Kazarian","NO",9,1981-06-30,1981,"5.08",172,"C","Owen Sound Platers",68,22,38,60,0.88,3,4,7,11,2,2,4,1,0,87,1
"Kevin Baker","NO",23,1979-06-15,1979,"6.00",191,"RW","Belleville Bulls",60,28,31,59,0.98,15,8,14,22,1,1,2,6,1,90,1
"Kevin Dallman","NO",4,1981-02-26,1981,"5.11",190,"D","Guelph Storm",67,13,46,59,0.88,-4,7,31,38,0,2,2,2,0,38,1
"Brad Morgan","NO",28,1979-04-22,1979,"6.00",203,"D","Sudbury Wolves",65,9,50,59,0.91,41,6,27,33,2,3,5,0,0,53,1
"Jonathan Zion","NO",4,1981-05-21,1981,"6.00",180,"D","Ottawa 67's",66,7,52,59,0.89,24,4,33,37,0,4,4,0,0,16,1
"Brian Passmore","NO",27,1980-04-27,1980,"5.11",180,"C","Oshawa Generals",58,22,36,58,1,-1,8,16,24,0,0,0,2,1,98,1
"Jason Baird","NO",33,1980-09-16,1980,"6.00",207,"LW","Erie Otters",53,26,31,57,1.08,-4,9,16,25,2,0,2,6,0,103,1
"Derek MacKenzie","NO",16,1981-06-11,1981,"5.10",170,"C","Sudbury Wolves",68,24,33,57,0.84,1,5,13,18,4,5,9,2,1,110,1
"Chad Spurr","NO",25,1979-05-13,1979,"5.11",170,"C","Sault Ste. Marie Greyhounds",61,18,39,57,0.93,24,4,15,19,1,3,4,2,2,97,1
"Maxim Rybin","YES",39,1981-06-15,1981,"5.11",180,"C","Sarnia Sting",66,29,27,56,0.85,6,10,9,19,0,0,0,2,2,47,1
"John Kozoriz","NO",17,1981-03-16,1981,"5.11",190,"C","Oshawa Generals",64,23,33,56,0.88,0,6,10,16,0,1,1,3,0,57,1
"Andrew Ianiero","NO",12,1981-01-10,1981,"6.00",201,"LW","Kingston Frontenacs",67,23,33,56,0.84,5,6,10,16,5,2,7,3,0,42,1
"Peter Campbell","NO",14,1979-09-07,1979,"5.11",185,"C","Erie Otters",64,21,35,56,0.88,-2,7,17,24,1,0,1,1,1,58,1
"Steve Montador","NO",44,1979-12-21,1979,"6.00",203,"D","Peterborough Petes",64,14,42,56,0.88,24,5,19,24,1,0,1,3,0,97,1
