"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Dan Tessier",1979-01-03,"C","Ottawa 67's",55,7,6,13,0.24,15
"Mark Bell",1980-05-08,"C","Ottawa 67's",48,7,5,12,0.25,17
"Steve Ott",1982-08-19,"C","Windsor Spitfires",66,4,7,11,0.17,18
"Derek MacKenzie",1981-06-11,"C","Sudbury Wolves",68,4,5,9,0.13,16
"Eric Beaudoin",1980-05-03,"LW","Guelph Storm",68,5,3,8,0.12,11
"Taylor Pyatt",1981-08-19,"LW","Sudbury Wolves",68,5,3,8,0.12,9
"Andrew Ianiero",1981-01-10,"LW","Kingston Frontenacs",67,5,2,7,0.1,12
"Kenny Corupe",1980-01-18,"C","Owen Sound Platers",64,5,2,7,0.11,10
"Travis Lisabeth",1980-04-01,"C","Kingston Frontenacs",67,5,1,6,0.09,13
"Wes Goldie",1979-04-05,"RW","Owen Sound Platers",68,5,1,6,0.09,8
"Brad Boyes",1982-04-17,"C","Erie Otters",68,4,2,6,0.09,7
"Justin Papineau",1980-01-15,"C","Belleville Bulls",60,4,2,6,0.1,8
"Shawn Mather",1980-03-11,"C","Windsor Spitfires",64,4,2,6,0.09,11
"Jonathan Cheechoo",1980-07-15,"RW","Belleville Bulls",66,3,3,6,0.09,7
"Ryan Walsh",1980-01-07,"RW","Toronto St. Michael's Majors",68,2,4,6,0.09,11
"Mike Henderson",1980-11-22,"RW","Barrie Colts",43,4,1,5,0.12,14
"Mike Jefferson",1980-10-21,"RW","Barrie Colts",58,4,1,5,0.09,6
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",59,3,2,5,0.08,5
"Brad Morgan",1979-04-22,"D","Sudbury Wolves",65,2,3,5,0.08,8
"Charlie Stephens",1981-04-05,"C","Guelph Storm",56,2,3,5,0.09,10
"Sean Avery",1980-04-10,"C","Kingston Frontenacs",55,2,3,5,0.09,6
"Sheldon Keefe",1980-09-17,"RW","Barrie Colts",66,2,3,5,0.08,4
"Jason Jaspers",1981-04-08,"C","Sudbury Wolves",68,1,4,5,0.07,5
"Joe Gerbe",1979-04-12,"C","Guelph Storm",68,4,0,4,0.06,5
"Kent McDonell",1979-03-01,"RW","Guelph Storm",56,4,0,4,0.07,6
"Kristopher Vernarsky",1982-04-05,"LW","Plymouth Whalers",64,4,0,4,0.06,11
"Chad Wiseman",1981-03-25,"RW","Mississauga IceDogs",68,3,1,4,0.06,6
"Jason Williams",1980-08-11,"C","Peterborough Petes",66,3,1,4,0.06,5
"Joel Ward",1980-12-02,"RW","Owen Sound Platers",63,3,1,4,0.06,9
"Jonathan Schill",1979-06-28,"LW","Kingston Frontenacs",65,3,1,4,0.06,5
"Luc Rioux",1979-03-16,"D","Windsor Spitfires",64,3,1,4,0.06,13
"Ryan Jardine",1980-03-15,"LW","Sault Ste. Marie Greyhounds",65,3,1,4,0.06,5
"Bryan Kazarian",1981-06-30,"C","Owen Sound Platers",68,2,2,4,0.06,7
"Chris Stanley",1979-06-18,"C","Belleville Bulls",68,2,2,4,0.06,6
"John Brioux",1980-01-25,"RW","Peterborough Petes",64,2,2,4,0.06,11
"Justin Williams",1981-10-04,"RW","Plymouth Whalers",68,2,2,4,0.06,5
"Alexei Semenov",1981-04-10,"D","Sudbury Wolves",65,1,3,4,0.06,9
"Chad Spurr",1979-05-13,"C","Sault Ste. Marie Greyhounds",61,1,3,4,0.07,7
"Derek Campbell",1980-04-14,"LW","Owen Sound Platers",59,0,4,4,0.07,8
"Jonathan Zion",1981-05-21,"D","Ottawa 67's",66,0,4,4,0.06,7
"Cory Pecker",1981-03-20,"RW","Sault Ste. Marie Greyhounds",65,3,0,3,0.05,4
"Jeff Heerema",1980-01-17,"RW","Sarnia Sting",67,3,0,3,0.04,4
"Joe Talbot",1980-04-23,"C","Ottawa 67's",68,3,0,3,0.04,4
"Aaron Van Leusen",1981-10-28,"RW","Brampton Battalion",57,2,1,3,0.05,8
"Derek Roy",1983-05-04,"C","Kitchener Rangers",66,2,1,3,0.05,3
"Jimmy Gagnon",1982-09-16,"RW","Kitchener Rangers",66,2,1,3,0.05,18
"John Osborne",1981-03-11,"LW","Sault Ste. Marie Greyhounds",49,2,1,3,0.06,6
"Matt Armstrong",1982-09-08,"LW","Kitchener Rangers",67,2,1,3,0.04,12
"Randy Rowe",1980-06-10,"LW","Belleville Bulls",67,2,1,3,0.04,5
"Allan Rourke",1980-03-06,"D","Kitchener Rangers",67,1,2,3,0.04,4
"John Erskine",1980-06-26,"D","London Knights",58,1,2,3,0.05,7
"Brad Self",1981-02-27,"C","Peterborough Petes",68,2,0,2,0.03,6
"Brandon Merli",1979-03-16,"LW","Kitchener Rangers",38,2,0,2,0.05,8
"Jason Baird",1980-09-16,"LW","Erie Otters",53,2,0,2,0.04,4
"Jason Goldenberg",1980-10-03,"RW","Mississauga IceDogs",55,2,0,2,0.04,7
"Jonas Andersson",1981-02-24,"RW","North Bay Centennials",67,2,0,2,0.03,3
"Julian Smith",1979-05-14,"C","Mississauga IceDogs",54,2,0,2,0.04,6
"Nathan Robinson",1981-12-31,"C","Belleville Bulls",61,2,0,2,0.03,5
"Norm Milley",1980-02-14,"RW","Sudbury Wolves",68,2,0,2,0.03,2
"Tom Kotsopoulos",1981-01-01,"LW","Sudbury Wolves",59,2,0,2,0.03,7
"Branko Radivojevic",1980-11-24,"RW","Belleville Bulls",59,1,1,2,0.03,3
"Chris Kelly",1980-11-11,"LW","London Knights",63,1,1,2,0.03,3
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",66,1,1,2,0.03,3
"Daniel Passero",1979-06-04,"D","Sault Ste. Marie Greyhounds",52,1,1,2,0.04,5
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",62,1,1,2,0.03,4
"Jeff Martin",1979-04-26,"C","Windsor Spitfires",38,1,1,2,0.05,7
"Jeff Richards",1981-09-17,"LW","Sault Ste. Marie Greyhounds",49,1,1,2,0.04,6
"Josef Vasicek",1980-09-12,"C","Sault Ste. Marie Greyhounds",54,1,1,2,0.04,3
"Kevin Baker",1979-06-15,"RW","Belleville Bulls",60,1,1,2,0.03,3
"Lou Dickenson",1982-08-15,"C","Mississauga IceDogs",66,1,1,2,0.03,4
"Mark Popovic",1982-10-11,"D","Toronto St. Michael's Majors",68,1,1,2,0.03,5
"Michael Henrich",1980-03-04,"RW","Barrie Colts",66,1,1,2,0.03,2
"Nathan Tennant",1982-10-15,"D","Kingston Frontenacs",68,1,1,2,0.03,7
"Tim Verbeek",1979-10-05,"C","Barrie Colts",67,1,1,2,0.03,6
"Warren Hefford",1980-10-26,"RW","Sudbury Wolves",65,1,1,2,0.03,7
"Brent Kelly",1981-12-01,"C","Guelph Storm",68,0,2,2,0.03,3
"Craig Mahon",1981-01-29,"D","Windsor Spitfires",64,0,2,2,0.03,18
"Eric Braff",1980-11-12,"D","Kingston Frontenacs",66,0,2,2,0.03,18
"Jamie Chamberlain",1981-08-02,"RW","Peterborough Petes",65,0,2,2,0.03,5
"Jason Spezza",1983-06-13,"C","Mississauga IceDogs",52,0,2,2,0.04,3
"Kevin Dallman",1981-02-26,"D","Guelph Storm",67,0,2,2,0.03,3
"Nick Vukovic",1980-09-11,"D","Owen Sound Platers",67,0,2,2,0.03,9
"Serge Payer",1979-05-09,"C","Kitchener Rangers",44,0,2,2,0.05,6
"Stephen Weiss",1983-04-03,"C","Plymouth Whalers",64,0,2,2,0.03,3
"Tim Gleason",1983-01-29,"D","Windsor Spitfires",55,0,2,2,0.04,11
"Adam DeLeeuw",1980-02-29,"C","Toronto St. Michael's Majors",45,1,0,1,0.02,3
"Andrew Brown",1983-07-05,"RW","Guelph Storm",59,1,0,1,0.02,12
"Blaine Down",1982-07-16,"LW","Barrie Colts",43,1,0,1,0.02,3
"Brent Gauvreau",1980-06-29,"RW","Oshawa Generals",59,1,0,1,0.02,1
"Brett Gibson",1979-08-17,"C","London Knights",66,1,0,1,0.02,1
"Chris Berti",1981-10-06,"C","Sarnia Sting",62,1,0,1,0.02,5
"Chris Cook",1982-02-21,"LW","Kingston Frontenacs",57,1,0,1,0.02,14
"Chris Minard",1981-11-18,"C","Toronto St. Michael's Majors",66,1,0,1,0.02,2
"Chris Thorburn",1983-06-02,"C","North Bay Centennials",56,1,0,1,0.02,5
"Darryl Bootland",1981-11-02,"RW","Toronto St. Michael's Majors",65,1,0,1,0.02,2
"Greg Mizzi",1982-05-09,"C","Toronto St. Michael's Majors",49,1,0,1,0.02,8
"Ilya Demidov",1979-04-14,"D","Oshawa Generals",62,1,0,1,0.02,2
"Jamie Lalonde",1980-02-07,"LW","Plymouth Whalers",35,1,0,1,0.03,5
"Jay McClement",1983-03-02,"C","Brampton Battalion",63,1,0,1,0.02,3
"Joey Sewell",1981-03-15,"RW","Windsor Spitfires",63,1,0,1,0.02,3
"Jonah Leroux",1982-12-06,"C","Oshawa Generals",66,1,0,1,0.02,7
"Kip Brennan",1980-08-27,"LW","Sudbury Wolves",55,1,0,1,0.02,3
"Kris Fraser",1982-09-24,"D","Owen Sound Platers",43,1,0,1,0.02,14
"Krys Barch",1980-03-26,"LW","London Knights",56,1,0,1,0.02,2
"Kurt MacSweyn",1981-01-19,"C","Brampton Battalion",51,1,0,1,0.02,3
"Kyle McAllister",1981-04-07,"C","Owen Sound Platers",51,1,0,1,0.02,2
"Lance Galbraith",1980-02-21,"LW","Ottawa 67's",62,1,0,1,0.02,2
"Mark Chaplin",1979-06-04,"C","Belleville Bulls",51,1,0,1,0.02,2
"Matt Ellis",1981-08-31,"LW","Toronto St. Michael's Majors",59,1,0,1,0.02,3
"Mike Cirillo",1979-09-05,"C","North Bay Centennials",64,1,0,1,0.02,2
"Mike Stathopoulos",1982-07-12,"C","London Knights",65,1,0,1,0.02,4
"Peter Campbell",1979-09-07,"C","Erie Otters",64,1,0,1,0.02,2
"Randy Fitzgerald",1979-09-05,"LW","Plymouth Whalers",50,1,0,1,0.02,2
"Robin Boucher",1981-02-20,"C","Windsor Spitfires",68,1,0,1,0.01,2
"Ryan Armstrong",1981-04-06,"C","North Bay Centennials",68,1,0,1,0.01,5
"Ryan Held",1980-01-30,"C","Kitchener Rangers",64,1,0,1,0.02,1
"Ryan Milanovic",1980-09-03,"LW","Sault Ste. Marie Greyhounds",55,1,0,1,0.02,4
"Scott Cameron",1981-04-11,"LW","North Bay Centennials",70,1,0,1,0.01,2
"Steve Montador",1979-12-21,"D","Peterborough Petes",64,1,0,1,0.02,2
"Tomas Kurka",1981-12-14,"LW","Plymouth Whalers",64,1,0,1,0.02,2
"Aaron Power",1982-02-04,"D","Barrie Colts",64,0,1,1,0.02,6
"Abe Herbst",1980-02-21,"D","Sudbury Wolves",45,0,1,1,0.02,5
"Alexander Buturlin",1981-09-03,"RW","Sarnia Sting",57,0,1,1,0.02,2
"Bobby Turner",1982-04-15,"D","London Knights",68,0,1,1,0.01,14
"Brad Pierce",1981-02-08,"D","North Bay Centennials",69,0,1,1,0.01,10
"Branislav Mezei",1980-08-10,"D","Belleville Bulls",58,0,1,1,0.02,4
"Carlo Colaiacovo",1983-01-27,"D","Erie Otters",52,0,1,1,0.02,5
"Dan Watson",1979-10-05,"D","Sarnia Sting",68,0,1,1,0.01,6
"David Cornacchia",1980-11-13,"D","Belleville Bulls",69,0,1,1,0.01,3
"Dennis Wideman",1983-03-20,"D","Sudbury Wolves",63,0,1,1,0.02,3
"Derrell Upton",1979-07-07,"RW","North Bay Centennials",62,0,1,1,0.02,2
"Ian Forbes",1980-08-02,"D","Guelph Storm",62,0,1,1,0.02,11
"Ian Jacobs",1980-05-16,"RW","Ottawa 67's",59,0,1,1,0.02,3
"Jason Maleyko",1980-05-24,"D","Brampton Battalion",63,0,1,1,0.02,3
"Jay Harrison",1982-11-03,"D","Brampton Battalion",68,0,1,1,0.01,5
"Jeremy Van Hoof",1981-08-12,"D","Ottawa 67's",66,0,1,1,0.02,6
"Joel Scherban",1980-04-22,"C","London Knights",68,0,1,1,0.01,2
"John Kozoriz",1981-03-16,"C","Oshawa Generals",64,0,1,1,0.02,2
"Josh Legge",1981-09-25,"D","North Bay Centennials",28,0,1,1,0.04,25
"Kurtis Foster",1981-11-24,"D","Peterborough Petes",68,0,1,1,0.01,4
"Kyle Dafoe",1979-01-11,"D","Sudbury Wolves",64,0,1,1,0.02,8
"Lindsay Plunkett",1980-05-12,"LW","Guelph Storm",66,0,1,1,0.02,2
"Lorne Misita",1981-06-01,"C","Toronto St. Michael's Majors",40,0,1,1,0.03,6
