"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Patrick Kane","YES",1988-11-19,"5.10",170,"RW","London Knights",58,62,83,145,2.5,42,22,53,75,9,2,52
"Sam Gagner","YES",1989-08-10,"5.11",190,"C","London Knights",53,35,83,118,2.23,32,20,50,70,6,1,36
"Brett MacLean","NO",1988-12-24,"6.02",197,"LW","Oshawa Generals",68,47,53,100,1.47,9,19,33,52,9,1,43
"Dale Mitchell","NO",1989-04-09,"5.09",200,"RW","Oshawa Generals",67,43,37,80,1.19,3,12,8,20,4,1,81
"Logan Couture","NO",1989-03-28,"6.00",191,"C","Ottawa 67's",54,26,52,78,1.44,-1,10,29,39,5,1,24
"Stefan Legein","NO",1988-11-24,"5.10",185,"RW","Mississauga IceDogs",64,43,32,75,1.17,31,5,10,15,3,1,115
"Zack Torquato","NO",1989-06-08,"5.11",205,"C","Erie Otters",65,30,39,69,1.06,-24,10,22,32,2,0,93
"Chris Terry","NO",1989-04-07,"5.10",190,"C","Plymouth Whalers",68,22,44,66,0.97,18,8,22,30,4,0,98
"Luca Caputi","NO",1988-10-01,"6.03",185,"LW","Mississauga IceDogs",68,27,38,65,0.96,22,8,7,15,3,1,66
"Nick Spaling","NO",1988-09-19,"6.01",183,"C","Kitchener Rangers",61,23,36,59,0.97,24,8,14,22,1,1,41
"Bryan Cameron","NO",1989-02-25,"5.10",183,"RW","Belleville Bulls",60,33,25,58,0.97,-6,20,9,29,3,0,50
"P.K. Subban","NO",1989-05-13,"6.00",202,"D","Belleville Bulls",68,15,41,56,0.82,13,11,29,40,4,0,89
"Mickey Renaud","NO",1988-10-05,"6.03",220,"C","Windsor Spitfires",68,22,32,54,0.79,-27,5,8,13,3,3,76
"Matt Kang","NO",1988-11-09,"6.00",189,"LW","Kingston Frontenacs",65,21,32,53,0.82,0,4,6,10,0,0,22
"Brett Parnham","NO",1989-01-30,"5.10",187,"C","Oshawa Generals",65,23,25,48,0.74,-3,5,7,12,2,0,60
"Matt Lahey","NO",1988-12-28,"6.01",200,"RW","Ottawa 67's",61,21,25,46,0.75,-7,10,10,20,4,0,53
"Nick Palmieri","NO",1989-07-12,"6.02",215,"RW","Erie Otters",56,24,21,45,0.8,-24,10,8,18,4,0,99
"Akim Aliu","NO",1989-04-24,"6.03",216,"RW","Sudbury Wolves",53,20,22,42,0.79,0,9,11,20,2,0,104
"Patrik Lusnak","YES",1988-11-06,"5.11",185,"LW","Sudbury Wolves",67,17,25,42,0.63,-4,7,12,19,3,0,33
"Yannick Weber","YES",1988-09-23,"5.10",195,"D","Kitchener Rangers",51,13,28,41,0.8,5,11,17,28,3,1,42
"Arron Alphonso","NO",1988-11-14,"6.01",191,"RW","Ottawa 67's",54,17,23,40,0.74,11,4,6,10,4,1,55
"Mark Katic","NO",1989-05-09,"5.11",185,"D","Sarnia Sting",68,5,35,40,0.59,8,2,20,22,0,0,31
"Branislav Rehus","YES",1988-12-24,"6.00",190,"RW","Peterborough Petes",67,17,19,36,0.54,-20,3,8,11,3,0,97
"Justin Levac","NO",1989-04-25,"6.01",196,"LW","Brampton Battalion",61,13,23,36,0.59,-5,4,6,10,1,0,36
"Tyler Melancon","YES",1989-02-11,"5.09",192,"RW","Guelph Storm",65,13,23,36,0.55,6,6,7,13,4,0,38
