"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Patrick Kane",1988-11-19,"RW","London Knights",58,62,83,145,2.5,42,22,53,9,2,52
"Sam Gagner",1989-08-10,"C","London Knights",53,35,83,118,2.23,32,20,50,6,1,36
"Steven Stamkos",1990-02-07,"C","Sarnia Sting",63,42,50,92,1.46,13,22,23,4,0,56
"Jan Mursak",1988-01-20,"RW","Saginaw Spirit",62,27,53,80,1.29,27,9,16,1,0,50
"Trevor Lewis",1987-01-08,"C","Owen Sound Attack",62,29,44,73,1.18,-9,11,26,4,0,51
"Kaspars Daugavins",1988-05-18,"LW","Toronto St. Michael's Majors",61,18,42,60,0.98,-19,7,15,2,1,64
"Michael Del Zotto",1990-06-24,"D","Oshawa Generals",64,10,47,57,0.89,-1,8,26,0,0,78
"Jesse Messier",1988-03-05,"RW","Toronto St. Michael's Majors",64,25,29,54,0.84,2,13,10,2,0,55
"Alex Pietrangelo",1990-01-18,"D","Mississauga IceDogs",59,7,45,52,0.88,40,3,18,0,1,45
"Wayne Simmonds",1988-08-26,"RW","Owen Sound Attack",66,23,26,49,0.74,-10,7,10,0,0,112
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",63,23,23,46,0.73,-21,15,8,3,0,24
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",62,23,21,44,0.71,-17,8,8,1,0,20
"Tomas Zaborsky",1987-11-14,"LW","Saginaw Spirit",59,19,24,43,0.73,18,3,13,3,0,18
"Patrik Lusnak",1988-11-06,"LW","Sudbury Wolves",67,17,25,42,0.63,-4,7,12,3,0,33
"Ronny Rogers",1987-05-09,"LW","Erie Otters",65,18,23,41,0.63,-29,4,7,0,1,97
"Yannick Weber",1988-09-23,"D","Kitchener Rangers",51,13,28,41,0.8,5,11,17,3,1,42
"Tomas Marcinko",1988-04-11,"C","Barrie Colts",56,19,21,40,0.71,9,11,9,2,0,56
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",56,13,27,40,0.71,2,3,5,2,0,39
"Branislav Rehus",1988-12-24,"RW","Peterborough Petes",67,17,19,36,0.54,-20,3,8,3,0,97
"Nigel Williams",1988-04-18,"D","Saginaw Spirit",46,17,19,36,0.78,8,12,11,2,0,92
"Tyler Melancon",1989-02-11,"RW","Guelph Storm",65,13,23,36,0.55,6,6,7,4,0,38
"Bobby Nyholm",1988-03-07,"RW","Kingston Frontenacs",66,13,21,34,0.52,0,0,3,0,0,29
"Jiri Tlusty",1988-03-16,"LW","Sault Ste. Marie Greyhounds",37,13,21,34,0.92,1,6,9,2,0,28
"Greg Nemisz",1990-06-05,"RW","Windsor Spitfires",62,11,23,34,0.55,-22,6,11,2,0,23
"Zach Bogosian",1990-07-15,"D","Peterborough Petes",67,7,26,33,0.49,-6,7,18,0,0,63
"Kelly Geoffrey",1990-01-25,"LW","Erie Otters",54,14,17,31,0.57,-26,4,6,0,0,59
"Stanislav Polodna",1989-04-03,"C","Erie Otters",63,10,21,31,0.49,-19,3,6,0,0,23
"Cody Lindsay",1990-05-29,"C","Ottawa 67's",64,9,18,27,0.42,1,2,5,0,0,39
"Shawn Lalonde",1990-03-10,"D","Belleville Bulls",58,6,20,26,0.45,6,4,10,0,0,71
"Brendan Taylor",1989-04-01,"C","Peterborough Petes",64,10,15,25,0.39,-18,3,8,2,0,18
"Brett Theberge",1989-11-03,"C","Peterborough Petes",58,11,13,24,0.41,-22,4,6,1,0,48
"AJ Jenks",1990-06-27,"LW","Plymouth Whalers",68,9,14,23,0.34,4,1,0,0,1,50
"Matt Kennedy",1989-03-04,"RW","Guelph Storm",63,10,12,22,0.35,10,3,2,2,1,78
"Nazem Kadri",1990-10-06,"C","Kitchener Rangers",62,7,15,22,0.35,11,0,2,2,0,30
"Mark Cundari",1990-04-23,"D","Windsor Spitfires",62,6,16,22,0.35,-35,2,8,1,0,130
"Vern Cooper",1990-12-30,"C","Plymouth Whalers",57,9,11,20,0.35,16,1,1,1,0,26
"Eric Tangradi",1989-02-10,"LW","Belleville Bulls",65,5,15,20,0.31,12,0,3,1,0,32
"David Kolomatis",1989-02-25,"D","Owen Sound Attack",67,4,16,20,0.3,-6,2,8,1,0,54
"Mike Lomas",1990-08-16,"LW","Brampton Battalion",63,8,11,19,0.3,-10,0,0,2,0,57
"Tyler Cuma",1990-01-19,"D","Ottawa 67's",63,3,16,19,0.3,-8,1,5,0,0,55
"Dan Kelly",1989-05-17,"D","Kitchener Rangers",59,0,19,19,0.32,27,0,3,0,0,79
"Justin Taylor",1989-02-08,"C","London Knights",31,6,12,18,0.58,4,1,3,1,0,18
"Frank Grzeszczak",1989-08-31,"D","Erie Otters",61,1,17,18,0.3,-9,1,9,0,0,56
"Shayne Taylor",1989-09-13,"C","Erie Otters",59,7,10,17,0.29,-20,1,0,0,0,49
"Josh Brittain",1990-01-03,"LW","Kingston Frontenacs",54,5,12,17,0.31,-2,1,1,0,0,38
"Anthony Nigro",1990-01-11,"C","Guelph Storm",56,4,13,17,0.3,3,0,5,1,0,26
"Byron Elliott",1988-06-22,"LW","Toronto St. Michael's Majors",58,6,10,16,0.28,-5,3,2,0,0,50
"Jason Dale",1988-12-31,"RW","Brampton Battalion",51,6,10,16,0.31,1,1,0,0,0,12
"Chris MacKinnon",1989-07-07,"LW","Sault Ste. Marie Greyhounds",55,5,11,16,0.29,-6,4,4,0,0,49
"Mitch Gaulton",1990-04-25,"D","Erie Otters",54,5,11,16,0.3,-35,3,8,0,0,53
"John Kurtz",1989-05-16,"LW","Windsor Spitfires",58,8,7,15,0.26,-15,0,0,0,0,31
"Thomas Nesbitt",1990-06-20,"RW","Ottawa 67's",65,7,8,15,0.23,0,1,1,2,0,28
"Ryan Baldwin",1989-05-20,"RW","Windsor Spitfires",37,9,5,14,0.38,-3,0,0,1,0,108
"Kyle Bochek",1988-03-11,"C","Kingston Frontenacs",51,7,7,14,0.27,-4,1,0,0,0,67
"Stefan Della Rovere",1990-02-25,"LW","Barrie Colts",48,7,7,14,0.29,-1,0,0,1,0,37
"Thomas Stajan",1989-01-07,"C","Brampton Battalion",67,7,7,14,0.21,-5,2,0,0,0,32
"Steve Reese",1989-01-09,"C","Sarnia Sting",64,5,9,14,0.22,1,1,1,0,0,18
"Robert Bortuzzo",1989-03-18,"D","Kitchener Rangers",63,2,12,14,0.22,15,0,6,0,0,67
"Kaine Geldart",1989-08-23,"RW","Plymouth Whalers",42,5,8,13,0.31,8,1,0,0,0,38
"Luke Gazdic",1989-07-25,"LW","Erie Otters",58,5,8,13,0.22,-24,0,2,0,0,136
"Marek Biro",1988-02-08,"D","Windsor Spitfires",64,3,10,13,0.2,-19,0,3,0,0,83
"Michael D'Orazio",1990-08-16,"D","Owen Sound Attack",58,3,10,13,0.22,-5,1,1,0,0,71
"Matt Seegmiller",1989-02-20,"D","Oshawa Generals",48,1,12,13,0.27,4,0,1,0,0,34
"Dean Howard",1990-06-20,"RW","Oshawa Generals",64,4,8,12,0.19,-19,1,5,0,0,6
"Matthew Martello",1987-12-19,"C","Kitchener Rangers",26,4,8,12,0.46,1,0,4,2,0,30
"Ryan Bellows",1987-10-01,"LW","Barrie Colts",36,4,8,12,0.33,0,0,2,0,1,23
"Brandon Buck",1988-08-16,"C","Guelph Storm",67,3,9,12,0.18,-7,0,1,0,0,52
"Richard Greenop",1989-02-24,"RW","Windsor Spitfires",48,3,9,12,0.25,-7,0,0,0,0,149
"Brian Lashoff",1990-07-16,"D","Barrie Colts",47,2,10,12,0.26,5,1,3,0,0,20
"T.J. Battani",1989-10-25,"RW","Barrie Colts",51,5,6,11,0.22,-2,0,1,0,0,39
"Arturs Kulda",1988-07-25,"D","Peterborough Petes",58,2,9,11,0.19,-13,0,3,0,0,83
"Conor O'Donnell",1989-11-17,"LW","Brampton Battalion",53,7,3,10,0.19,-4,0,0,2,0,41
"Luke VanMoerkerke",1989-11-16,"LW","London Knights",36,3,7,10,0.28,0,0,1,0,0,28
"Phil McRae",1990-03-15,"C","London Knights",63,2,8,10,0.16,-12,1,1,0,0,27
"Jeff Hayes",1989-04-15,"C","Guelph Storm",49,8,1,9,0.18,1,0,0,1,1,14
"Dustin Ekelman",1989-03-29,"LW","Toronto St. Michael's Majors",45,1,8,9,0.2,-13,0,4,0,0,19
"Kriss Grundmanis",1989-02-13,"D","Toronto St. Michael's Majors",59,1,8,9,0.15,-11,1,0,0,0,80
"Sean Jones",1990-05-17,"LW","Sault Ste. Marie Greyhounds",50,5,3,8,0.16,-6,0,1,1,0,21
"Corey Cowick",1989-01-08,"LW","Oshawa Generals",67,4,4,8,0.12,-16,0,1,0,0,54
"J.K. Gill",1990-02-09,"LW","Sudbury Wolves",47,3,5,8,0.17,-1,0,0,0,0,30
"Tim Billingsley",1990-01-17,"D","Toronto St. Michael's Majors",49,2,6,8,0.16,-19,2,5,0,0,24
"Brad Albert",1989-03-06,"D","Brampton Battalion",48,1,7,8,0.17,-13,1,3,1,0,14
"Nick Crawford",1990-02-23,"D","Saginaw Spirit",63,1,7,8,0.13,11,0,1,0,0,32
"Grant McGee",1989-06-06,"RW","Guelph Storm",50,6,1,7,0.14,-12,1,0,0,0,64
